is001:001	is001:001	is001:001	VERSE	Jes␣1:1␣
is004:003	11a	@	-	lukuun␣
is004:003	-	(-)	-	-␣
is004:004	is004:004	is004:004	VERSE	Jes␣4:4␣
is004:004	1	@	-	silloin␣
is004:004	1	@	-	kun␣
is004:004	3	@	-	Herra␣
is004:004	2	(@)	-	on␣
is004:004	2	@	-	pessyt␣
is004:004	2	@	-	pois␣
is004:004	7	@	-	Siionin␣
is004:004	6	@	-	tytärten␣
is004:004	5	@	-	saastan␣
is004:004	4	%case	GEN	
is004:004	8a	@	-	ja␣
is004:004	11	@	-	huuhtonut␣
is004:004	10	@	-	Jerusalemista␣
is004:004	12a 12b	%case	LOC	
is004:004	-	(@)	-	sen␣
is004:004	9	@	-	verenviat␣
is004:004	8b	%case	NOM	
is004:004	14	@	-	tuomion␣
is004:004	15a	@	-	ja␣
is004:004	16	@	-	puhdistuksen␣
is004:004	13b	@	-	hengellä
is004:004	13a 15b 15c	%case	LOC	
is004:004	-	(.)	-	.␣
is004:005	is004:005	is004:005	VERSE	Jes␣4:5␣
is004:005	1a	@	-	Ja␣
is004:005	2	@	-	Herra␣
is004:005	1b	@	-	luo␣
is004:005	7	@	-	Siionin␣
is004:005	6	@	-	vuorelle␣
is004:005	4	@	-	koko␣
is004:005	5	@	-	asuinsijansa␣
is004:005	3	@	-	ylle␣
is004:005	8a	@	-	ja␣
is004:005	pers%9	@	-	sen␣
is004:005	9	@	-	juhlakokousten␣
is004:005	8b	@	-	ylle␣
is004:005	10	@	-	pilven␣
is004:005	11	@	-	päivän␣
is004:005	11	@	-	ajaksi␣
is004:005	12a	@	-	ja␣
is004:005	12b	@	-	savun␣
is004:005	13a	@	-	ynnä␣
is004:005	14 15	@	-	tulenliekin␣
is004:005	13b	@	-	hohteen␣
is004:005	16	@	-	yöksi
is004:005	-	(,)	-	,␣
is004:005	17	@	-	sillä␣
is004:005	19	@	-	kaiken␣
is004:005	20	@	-	kirkkauden␣
is004:005	18	@	-	yllä␣
is004:005	-	(@)	-	on␣
is004:005	-	(@)	-	oleva␣
is004:005	21	@	-	peite␣
is004:006	is004:006	is004:006	VERSE	Jes␣4:6␣
is004:006	1a	@	-	ja␣
is004:006	1b	@	-	verho␣
is004:006	3b	@	-	varjoamassa␣
is004:006	2 3a	%case	LOC	
is004:006	4	@	-	päivän␣
is004:006	5b	@	-	helteeltä␣
is004:006	5a	%case	LOC	
is004:006	6a	@	-	sekä␣
is004:006	6c	@	-	turvaamassa␣
is004:006	6b	%case	LOC	
is004:006	7a	@	-	ja␣
is004:006	7c	@	-	suojaamassa␣
is004:006	7b	%case	LOC	
is004:006	8b	@	-	rajuilmalta␣
is004:006	8a	%case	LOC	
is004:006	9a	@	-	ja␣
is004:006	9c	@	-	sateelta
is004:006	9b	%case	LOC	
is004:006	-	(.)	-	.␣
is005:001	is005:001	is005:001	VERSE	Jes␣5:1␣
is005:001	1	(@)	-	Minä␣
is005:001	1	@	-	laulan␣
is005:001	(2)	-	UNTRANSLATED	
is005:001	3b	@	-	ystävästäni
is005:001	3a	%case	LOC	
is005:001	-	(,)	-	,␣
is005:001	-	(@)	-	laulan␣
is005:001	5	@	-	rakkaani␣
is005:001	4	@	-	laulun␣
is005:001	pers%6b	@	-	hänen␣
is005:001	6b	@	-	viinitarhastaan
is005:001	6a	%case	LOC	
is005:001	-	(.)	-	.␣
is005:001	9b	@	-	Ystävälläni␣
is005:001	9a	%case	LOC	
is005:001	8	@	-	oli␣
is005:001	7	@	-	viinitarha␣
is005:001	12	@	-	lihavalla␣
is005:001	11	%case	LOC	
is005:001	10b	@	-	vuorenrinteellä
is005:001	10a	%case	LOC	
is005:001	-	(.)	-	.␣
is005:002	is005:002	is005:002	VERSE	Jes␣5:2␣
is005:002	(1a)	-	UNTRANSLATED	
is005:002	1b	(@)	-	Hän␣
is005:002	1b	@	-	kuokki␣
is005:002	2a	@	-	ja␣
is005:002	2b	@	-	kivesi␣
is005:002	pers%2b	@	-	sen␣
is005:002	3a	@	-	ja␣
is005:002	3b	@	-	istutti␣
is005:002	pers%3b	@	-	siihen␣
is005:002	4	@	-	jaloja␣
is005:002	4	@	-	köynnöksiä
is005:002	(5a)	-	UNTRANSLATED	
is005:002	-	(,)	-	,␣
is005:002	5b	@	-	rakensi␣
is005:002	pers%7b	@	-	sen␣
is005:002	7b	@	-	keskelle␣
is005:002	7a	%case	LOC	
is005:002	6	@	-	tornin␣
is005:002	8a	@	-	ja␣
is005:002	10	@	-	hakkasi␣
is005:002	11	@	-	sinne␣
is005:002	8b	@	-	myös␣
is005:002	9	@	-	kuurnan
is005:002	-	(.)	-	.␣
is005:002	12a	@	-	Ja␣
is005:002	12b	(@)	-	hän␣
is005:002	12b	@	-	odotti␣
is005:002	-	(@)	-	sen␣
is005:002	13b	@	-	kasvavan␣
is005:002	13a	%case	GEN	
is005:002	14	@	-	rypäleitä
is005:002	-	(,)	-	,␣
is005:002	15a	@	-	mutta␣
is005:002	15b	(@)	-	se␣
is005:002	15b	@	-	kasvoi␣
is005:002	16	@	-	villimarjoja
is005:002	-	(.)	-	.␣
is005:003	is005:003	is005:003	VERSE	Jes␣5:3␣
is005:003	1a	@	-	Ja␣
is005:003	1b	@	-	nyt
is005:003	-	(,)	-	,␣
is005:003	-	(@)	-	te␣
is005:003	3	@	-	Jerusalemin␣
is005:003	2	@	-	asukkaat␣
is005:003	4a	@	-	ja␣
is005:003	5	@	-	Juudan␣
is005:003	4b	@	-	miehet
is005:003	-	(,)	-	,␣
is005:003	6	@	-	tuomitkaa␣
is005:003	7	%inflection	ACT.IMP.2P	
is005:003	pers%8	@	-	minun␣
is005:003	9a	@	-	ja␣
is005:003	pers%10	@	-	minun␣
is005:003	10	@	-	viinitarhani␣
is005:003	8	@	-	välillä
is005:003	(9b)	-	UNTRANSLATED	
is005:003	-	(.)	-	.␣
is005:004	is005:004	is005:004	VERSE	Jes␣5:4␣
is005:004	1	@	-	Mitä␣
is005:004	2b	(@)	-	olisi␣
is005:004	4b	@	-	viinitarhalleni␣
is005:004	4a	%case	LOC	
is005:004	3	@	-	vielä␣
is005:004	2b	(@)	-	ollut␣
is005:004	2b	@	-	tehtävä
is005:004	2a	%case	NOM	
is005:004	-	(,)	-	,␣
is005:004	-	(@)	-	jota␣
is005:004	(5a)	-	UNTRANSLATED	
is005:004	5b	@	-	en␣
is005:004	6	(@)	-	olisi␣
is005:004	7	@	-	sille␣
is005:004	6	@	-	tehnyt
is005:004	-	(?)	-	?␣
is005:004	8	@	-	Miksi␣
is005:004	(12a)	-	UNTRANSLATED	
is005:004	12b	(@)	-	se␣
is005:004	12b	@	-	kasvoi␣
is005:004	13	@	-	villimarjoja
is005:004	-	(,)	-	,␣
is005:004	-	(@)	-	kun␣
is005:004	9	(@)	-	minä␣
is005:004	9	@	-	odotin␣
is005:004	-	(@)	-	sen␣
is005:004	10b	@	-	kasvavan␣
is005:004	10a	%case	GEN	
is005:004	11	@	-	rypäleitä
is005:004	-	(?)	-	?␣
is005:005	is005:005	is005:005	VERSE	Jes␣5:5␣
is005:005	1a	@	-	Mutta␣
is005:005	1b	@	-	nyt␣
is005:005	2	(@)	-	minä␣
is005:005	2	@	-	ilmoitan␣
is005:005	(3)	-	UNTRANSLATED	
is005:005	4	@	-	teille
is005:005	-	(,)	-	,␣
is005:005	5 6	@	-	mitä␣
is005:005	8	@	-	teen␣
is005:005	7	%pers	1S	
is005:005	9b	@	-	viinitarhalleni
is005:005	9a	%case	LOC	
is005:005	-	(:)	-	:␣
is005:005	-	(@)	-	minä␣
is005:005	10	@	-	poistan␣
is005:005	pers%11	@	-	siitä␣
is005:005	11	@	-	aidan
is005:005	-	(,)	-	,␣
is005:005	12a 12b	@	-	niin␣
is005:005	12a 12b	@	-	että␣
is005:005	-	(@)	-	se␣
is005:005	13a	@	-	jää␣
is005:005	13b	@	-	hävitettäväksi
is005:005	-	(,)	-	,␣
is005:005	14	@	-	särjen␣
is005:005	pers%15	@	-	siitä␣
is005:005	15	@	-	muurin
is005:005	-	(,)	-	,␣
is005:005	16a 16b	@	-	niin␣
is005:005	16a 16b	@	-	että␣
is005:005	-	(@)	-	se␣
is005:005	17a	@	-	jää␣
is005:005	17b	@	-	tallattavaksi
is005:005	-	(.)	-	.␣
is005:006	is005:006	is005:006	VERSE	Jes␣5:6␣
is005:006	(1a)	-	UNTRANSLATED	
is005:006	1b 2	(@)	-	Minä␣
is005:006	1b 2	@	-	hävitän␣
is005:006	pers%1b	@	-	sen
is005:006	-	(:)	-	:␣
is005:006	3	@	-	ei␣
is005:006	4	(@)	-	sitä␣
is005:006	-	(@)	-	enää␣
is005:006	4	@	-	vesota␣
is005:006	5b	@	-	eikä␣
is005:006	5a	%clitic	kA	
is005:006	6	@	-	kuokita
is005:006	-	(,)	-	,␣
is005:006	7a	@	-	vaan␣
is005:006	7b	(@)	-	se␣
is005:006	7b	(@)	-	on␣
is005:006	7b	@	-	kasvava␣
is005:006	8	@	-	ohdaketta␣
is005:006	9a	@	-	ja␣
is005:006	9b	@	-	orjantappuraa
is005:006	-	(,)	-	,␣
is005:006	10a	@	-	ja␣
is005:006	12	(@)	-	minä␣
is005:006	12	@	-	kiellän␣
is005:006	(11a) 11b	@	-	pilvet␣
is005:006	10b	%case	NOM	
is005:006	14	@	-	sille␣
is005:006	15	@	-	vettä␣
is005:006	13b	@	-	satamasta
is005:006	13a	%case	LOC	
is005:006	-	(.)	-	.␣
is005:007	is005:007	is005:007	VERSE	Jes␣5:7␣
is005:007	1	@	-	Sillä␣
is005:007	6	@	-	Israelin␣
is005:007	5	@	-	heimo␣
is005:007	-	(@)	-	on␣
is005:007	3	@	-	Herran␣
is005:007	4	@	-	Sebaotin␣
is005:007	2	@	-	viinitarha
is005:007	-	(,)	-	,␣
is005:007	7a	@	-	ja␣
is005:007	8	@	-	Juudan␣
is005:007	7b	@	-	miehet␣
is005:007	-	(@)	-	ovat␣
is005:007	pers%10	@	-	hänen␣
is005:007	10 9	@	-	ilo-istutuksensa
is005:007	-	(.)	-	.␣
is005:007	11a	@	-	Ja␣
is005:007	11b	(@)	-	hän␣
is005:007	11b	@	-	odotti␣
is005:007	12b	@	-	oikeutta
is005:007	12a	%case	PTV	
is005:007	-	(,)	-	,␣
is005:007	13a	@	-	mutta␣
is005:007	13b	@	-	katso
is005:007	-	(,)	-	,␣
is005:007	-	(@)	-	tuli␣
is005:007	14	@	-	oikeuttomuus
is005:007	-	(,)	-	,␣
is005:007	-	(@)	-	ja␣
is005:007	15b	@	-	vanhurskautta
is005:007	15a	%case	PTV	
is005:007	-	(,)	-	,␣
is005:007	16a	@	-	mutta␣
is005:007	16b	@	-	katso
is005:007	-	(,)	-	,␣
is005:007	-	(@)	-	tuli␣
is005:007	17	@	-	vaikerrus
is005:007	-	(.)	-	.␣
is005:008	is005:008	is005:008	VERSE	Jes␣5:8␣
is005:008	1	@	-	Voi␣
is005:008	-	(@)	-	niitä
is005:008	-	(,)	-	,␣
is005:008	-	(@)	-	jotka␣
is005:008	2	@	-	liittävät␣
is005:008	3	@	-	talon␣
is005:008	4b	@	-	taloon
is005:008	4a	%case	LOC	
is005:008	-	(,)	-	,␣
is005:008	7	@	-	yhdistävät␣
is005:008	5	@	-	pellon␣
is005:008	6b	@	-	peltoon
is005:008	6a	%case	LOC	
is005:008	-	(,)	-	,␣
is005:008	8	@	-	kunnes␣
is005:008	9	@	-	ei␣
is005:008	9	@	-	jää␣
is005:008	9	@	-	enää␣
is005:008	10	@	-	tilaa␣
is005:008	11a	@	-	ja␣
is005:008	pers%12b	@	-	te␣
is005:008	12b	@	-	yksin␣
is005:008	12a	%case	?	
is005:008	11b	@	-	asutte␣
is005:008	(14a) 14b	@	-	maassa
is005:008	13a 13b	%case	LOC	
is005:008	-	(!)	-	!␣
is005:009	is005:009	is005:009	VERSE	Jes␣5:9␣
is005:009	pers%1b	@	-	Minun␣
is005:009	1b	@	-	korviini␣
is005:009	1a	%case	LOC	
is005:009	-	(@)	-	kuului␣
is005:009	2	@	-	Herran␣
is005:009	3	@	-	Sebaotin␣
is005:009	-	(@)	-	sana
is005:009	-	(:)	-	:␣
is005:009	4 5	@	-	Totisesti
is005:009	-	(,)	-	,␣
is005:009	-	(@)	-	ne␣
is005:009	7	@	-	monet␣
is005:009	6	@	-	talot␣
is005:009	9	@	-	tulevat␣
is005:009	8b	@	-	autioiksi
is005:009	8a	%case	TRA	
is005:009	-	(,)	-	,␣
is005:009	-	(@)	-	ne␣
is005:009	10	@	-	suuret␣
is005:009	11a	@	-	ja␣
is005:009	11b	@	-	kauniit␣
is005:009	13	@	-	asujattomiksi
is005:009	12a 12b	%inflection	DER.ADJ.PL.TRA	
is005:009	-	(.)	-	.␣
is005:010	is005:010	is005:010	VERSE	Jes␣5:10␣
is005:010	1	@	-	Sillä␣
is005:010	2	@	-	kymmenen␣
is005:010	3	@	-	auranalaa␣
is005:010	4	@	-	viinitarhaa␣
is005:010	5	(@)	-	on␣
is005:010	5	@	-	antava␣
is005:010	7	@	-	yhden␣
is005:010	6	@	-	bat-mitan
is005:010	-	(,)	-	,␣
is005:010	8a	@	-	ja␣
is005:010	9	@	-	hoomerin␣
is005:010	8b	@	-	kylvö␣
is005:010	10	(@)	-	on␣
is005:010	10	@	-	antava␣
is005:010	11	@	-	eefan
is005:010	-	(.)	-	.␣
is005:011	is005:011	is005:011	VERSE	Jes␣5:11␣
is005:011	1	@	-	Voi␣
is005:011	-	(@)	-	niitä
is005:011	-	(,)	-	,␣
is005:011	-	(@)	-	jotka␣
is005:011	2 3b	@	-	aamuvarhaisesta␣
is005:011	3a	%case	LOC	
is005:011	4	@	-	väkijuoman␣
is005:011	6	@	-	jäljessä␣
is005:011	5	@	-	juoksevat␣
is005:011	-	(@)	-	ja␣
is005:011	7b	@	-	iltamyöhään␣
is005:011	7a	%case	LOC	
is005:011	7a	@	-	viipyvät␣
is005:011	8	@	-	viinistä␣
is005:011	9	@	-	hehkuvina
is005:011	-	(!)	-	!␣
is005:012	is005:012	is005:012	VERSE	Jes␣5:12␣
is005:012	(1a)	-	UNTRANSLATED	
is005:012	2	@	-	Kanteleet
is005:012	(3a)	-	UNTRANSLATED	
is005:012	-	(,)	-	,␣
is005:012	3b	@	-	harput
is005:012	-	(,)	-	,␣
is005:012	4	@	-	vaskirummut
is005:012	(5a)	-	UNTRANSLATED	
is005:012	-	(,)	-	,␣
is005:012	5b	@	-	huilut␣
is005:012	6a	@	-	ja␣
is005:012	6b	@	-	viinit␣
is005:012	1b	@	-	on␣
is005:012	pers%7	@	-	heillä␣
is005:012	7	@	-	pidoissansa
is005:012	-	(,)	-	,␣
is005:012	8a	@	-	mutta␣
is005:012	10	@	-	Herran␣
is005:012	9	@	-	tekoja␣
is005:012	8b	%case	PTV	
is005:012	12	(@)	-	he␣
is005:012	11	@	-	eivät␣
is005:012	12	@	-	tarkkaa
is005:012	(13a)	-	UNTRANSLATED	
is005:012	-	(,)	-	,␣
is005:012	15	@	-	eivät␣
is005:012	16	@	-	näe␣
is005:012	pers%14	@	-	hänen␣
is005:012	14	@	-	kättensä␣
is005:012	13b	@	-	töitä
is005:012	-	(.)	-	.␣
is005:013	is005:013	is005:013	VERSE	Jes␣5:13␣
is005:013	1b	@	-	Sentähden␣
is005:013	1a	%case	?	
is005:013	pers%3	@	-	minun␣
is005:013	3	@	-	kansani␣
is005:013	2	@	-	siirretään␣
is005:013	2	@	-	maastansa␣
is005:013	5	@	-	äkkiarvaamatta
is005:013	4a 4b	%case	?	
is005:013	(6a)	-	UNTRANSLATED	
is005:013	-	(,)	-	,␣
is005:013	pers%6b	@	-	sen␣
is005:013	6b	@	-	ylhäiset␣
is005:013	7	@	-	kärsivät␣
is005:013	8	@	-	nälkää
is005:013	-	(,)	-	,␣
is005:013	9a	@	-	ja␣
is005:013	pers%9b	@	-	sen␣
is005:013	9b	@	-	remuava␣
is005:013	9b	@	-	joukko␣
is005:013	10	@	-	nääntyy␣
is005:013	11	@	-	janoon
is005:013	-	(.)	-	.␣
is005:014	is005:014	is005:014	VERSE	Jes␣5:14␣
is005:014	1b	@	-	Sentähden␣
is005:014	1a	%case	?	
is005:014	3	@	-	tuonela␣
is005:014	2	@	-	levittää␣
is005:014	4	@	-	kitansa␣
is005:014	2	@	-	ammolleen
is005:014	(5a)	-	UNTRANSLATED	
is005:014	-	(,)	-	,␣
is005:014	5b	@	-	avaa␣
is005:014	6	@	-	suunsa␣
is005:014	8	@	-	suunnattomaksi
is005:014	7a 7b	%inflection	DER.ADJ.SG.TRA	
is005:014	-	(;)	-	;␣
is005:014	9a	@	-	ja␣
is005:014	-	(@)	-	sinne␣
is005:014	9b	@	-	menee␣
is005:014	pers%10	@	-	sen␣
is005:014	10	@	-	loisto
is005:014	(11a)	-	UNTRANSLATED	
is005:014	-	(,)	-	,␣
is005:014	pers%11b	@	-	sen␣
is005:014	11b	@	-	remuava␣
is005:014	12a	@	-	ja␣
is005:014	12b	@	-	pauhaava␣
is005:014	12b	@	-	joukko
is005:014	(13a)	-	UNTRANSLATED	
is005:014	-	(,)	-	,␣
is005:014	-	(@)	-	kaikki␣
is005:014	14	@	-	sen␣
is005:014	13b	@	-	ilonpitäjät
is005:014	-	(.)	-	.␣
is005:015	is005:015	is005:015	VERSE	Jes␣5:15␣
is005:015	1a	@	-	Silloin␣
is005:015	2	@	-	ihminen␣
is005:015	1b	@	-	masentuu␣
is005:015	3a	@	-	ja␣
is005:015	4	@	-	mies␣
is005:015	3b	@	-	painuu␣
is005:015	3b	@	-	maahan
is005:015	(5a)	-	UNTRANSLATED	
is005:015	-	(,)	-	,␣
is005:015	7	@	-	maahan␣
is005:015	7	@	-	painuvat␣
is005:015	6	@	-	ylpeitten␣
is005:015	5b	@	-	silmät
is005:015	-	(;)	-	;␣
is005:016	is005:016	is005:016	VERSE	Jes␣5:16␣
is005:016	1a	@	-	mutta␣
is005:016	2	@	-	Herra␣
is005:016	3	@	-	Sebaot␣
is005:016	1b	(@)	-	on␣
is005:016	1b	@	-	oleva␣
is005:016	1b	@	-	korkea␣
is005:016	4b	@	-	tuomiossa
is005:016	4a	%case	LOC	
is005:016	(5a)	-	UNTRANSLATED	
is005:016	-	(,)	-	,␣
is005:016	(6a) 6b	@	-	pyhä␣
is005:016	(5b) 5c	@	-	Jumala␣
is005:016	7	(@)	-	on␣
is005:016	7	@	-	oleva␣
is005:016	7	@	-	pyhä␣
is005:016	8b	@	-	vanhurskaudessa
is005:016	8a	%case	LOC	
is005:016	-	(.)	-	.␣
is005:017	is005:017	is005:017	VERSE	Jes␣5:17␣
is005:017	1a	@	-	Ja␣
is005:017	2	@	-	karitsat␣
is005:017	1b	@	-	käyvät␣
is005:017	-	(@)	-	siellä␣
is005:017	3a	@	-	niinkuin␣
is005:017	3b	@	-	laitumillansa
is005:017	-	(,)	-	,␣
is005:017	4a	@	-	ja␣
is005:017	6	@	-	vieraat␣
is005:017	7	@	-	syöttävät␣
is005:017	5	@	-	rikkaitten␣
is005:017	4b	@	-	rauniosijoja
is005:017	-	(.)	-	.␣
is005:018	is005:018	is005:018	VERSE	Jes␣5:18␣
is005:018	1	@	-	Voi␣
is005:018	-	(@)	-	niitä
is005:018	-	(,)	-	,␣
is005:018	-	(@)	-	jotka␣
is005:018	2	@	-	vetävät␣
is005:018	2	@	-	perässänsä␣
is005:018	(3a) 3b	@	-	rangaistusta␣
is005:018	(5a) 5b	@	-	turhuuden␣
is005:018	4b	@	-	köysillä
is005:018	4a	%case	LOC	
is005:018	(6a)	-	UNTRANSLATED	
is005:018	-	(,)	-	,␣
is005:018	8	@	-	synnin␣
is005:018	-	(@)	-	palkkaa␣
is005:018	6b	@	-	kuin␣
is005:018	(7a) 7b	@	-	vaunujen␣
is005:018	6c	@	-	valjailla
is005:018	-	(;)	-	;␣
is005:019	is005:019	is005:019	VERSE	Jes␣5:19␣
is005:019	1a	@	-	niitä
is005:019	-	(,)	-	,␣
is005:019	1a	(@)	-	jotka␣
is005:019	1b	@	-	sanovat
is005:019	-	(:)	-	:␣
is005:019	-	(@)	-	"
is005:019	2	@	-	Joutukoon␣
is005:019	3	@	-	pian␣
is005:019	pers%4	@	-	hänen␣
is005:019	4	@	-	tekonsa
is005:019	-	(,)	-	,␣
is005:019	5	@	-	että␣
is005:019	6	(@)	-	me␣
is005:019	6	(@)	-	sen␣
is005:019	6	@	-	näemme
is005:019	(7a)	-	UNTRANSLATED	
is005:019	-	(;)	-	;␣
is005:019	7b	@	-	täyttyköön␣
is005:019	8a	@	-	ja␣
is005:019	8b	@	-	tapahtukoon␣
is005:019	11	@	-	Israelin␣
is005:019	10	@	-	Pyhän␣
is005:019	9	@	-	aivoitus
is005:019	-	(,)	-	,␣
is005:019	12a	@	-	että␣
is005:019	12b	(@)	-	me␣
is005:019	-	(@)	-	sen␣
is005:019	12b	@	-	tiedämme
is005:019	-	(@)	-	"
is005:019	-	(!)	-	!␣
is005:020	is005:020	is005:020	VERSE	Jes␣5:20␣
is005:020	1	@	-	Voi␣
is005:020	2a	@	-	niitä
is005:020	-	(,)	-	,␣
is005:020	2a	@	-	jotka␣
is005:020	2b	@	-	sanovat␣
is005:020	3b	@	-	pahan␣
is005:020	3a	%case	GEN	
is005:020	4	@	-	hyväksi␣
is005:020	5a	@	-	ja␣
is005:020	5c	@	-	hyvän␣
is005:020	5b	%case	GEN	
is005:020	6	@	-	pahaksi
is005:020	-	(,)	-	,␣
is005:020	-	(@)	-	jotka␣
is005:020	7	@	-	tekevät␣
is005:020	8	@	-	pimeyden␣
is005:020	9b	@	-	valkeudeksi␣
is005:020	9a	%case	TRA	
is005:020	10a	@	-	ja␣
is005:020	10b	@	-	valkeuden␣
is005:020	11b	@	-	pimeydeksi
is005:020	11a	%case	TRA	
is005:020	-	(,)	-	,␣
is005:020	-	(@)	-	jotka␣
is005:020	12	@	-	tekevät␣
is005:020	13	@	-	karvaan␣
is005:020	14b	@	-	makeaksi␣
is005:020	14a	%case	TRA	
is005:020	15a	@	-	ja␣
is005:020	15b	@	-	makean␣
is005:020	16b	@	-	karvaaksi
is005:020	16a	%case	TRA	
is005:020	-	(!)	-	!␣
is005:021	is005:021	is005:021	VERSE	Jes␣5:21␣
is005:021	1	@	-	Voi␣
is005:021	-	(@)	-	niitä
is005:021	-	(,)	-	,␣
is005:021	-	(@)	-	jotka␣
is005:021	-	(@)	-	ovat␣
is005:021	2	@	-	viisaita␣
is005:021	pers%3b	@	-	omissa␣
is005:021	3b	@	-	silmissään␣
is005:021	3a	%case	LOC	
is005:021	4a	@	-	ja␣
is005:021	6	@	-	ymmärtäväisiä␣
is005:021	pers%5	@	-	omasta␣
is005:021	5	@	-	mielestänsä
is005:021	4b	%case	LOC	
is005:021	-	(!)	-	!␣
is005:022	is005:022	is005:022	VERSE	Jes␣5:22␣
is005:022	1	@	-	Voi␣
is005:022	-	(@)	-	niitä
is005:022	-	(,)	-	,␣
is005:022	-	(@)	-	jotka␣
is005:022	-	(@)	-	ovat␣
is005:022	2	@	-	urhoja␣
is005:022	4	@	-	viinin␣
is005:022	3b	@	-	juonnissa␣
is005:022	3a	%case	LOC	
is005:022	5a	@	-	ja␣
is005:022	5b 6	@	-	aimomiehiä␣
is005:022	8	@	-	väkijuoman␣
is005:022	7b	@	-	sekoittamisessa
is005:022	7a	%case	LOC	
is005:022	-	(,)	-	,␣
is005:023	is005:023	is005:023	VERSE	Jes␣5:23␣
is005:023	-	(@)	-	jotka␣
is005:023	4	@	-	lahjuksesta␣
is005:023	3	%case	LOC	
is005:023	1	@	-	julistavat␣
is005:023	2	@	-	syyllisen␣
is005:023	1	@	-	syyttömäksi␣
is005:023	5a	@	-	ja␣
is005:023	7	@	-	ottavat␣
is005:023	5b	@	-	oikeuden␣
is005:023	8	@	-	siltä
is005:023	-	(,)	-	,␣
is005:023	8	@	-	joka␣
is005:023	6	@	-	oikeassa␣
is005:023	6	@	-	on
is005:023	-	(!)	-	!␣
is005:024	is005:024	is005:024	VERSE	Jes␣5:24␣
is005:024	1b	@	-	Sentähden
is005:024	1a	%case	?	
is005:024	-	(,)	-	,␣
is005:024	2a	@	-	niinkuin␣
is005:024	5	@	-	tulen␣
is005:024	4	@	-	kieli␣
is005:024	2b	@	-	syö␣
is005:024	3	@	-	oljet␣
is005:024	6a	@	-	ja␣
is005:024	6b	@	-	kuloheinä␣
is005:024	8	@	-	raukeaa␣
is005:024	7	@	-	liekkiin
is005:024	-	(,)	-	,␣
is005:024	-	(@)	-	niin␣
is005:024	pers%9	@	-	heidän␣
is005:024	9	@	-	juurensa␣
is005:024	10b	@	-	mätänee
is005:024	10a 11	%case	?	
is005:024	-	(,)	-	,␣
is005:024	12a	@	-	ja␣
is005:024	pers%12b	@	-	heidän␣
is005:024	12b	@	-	kukkansa␣
is005:024	(13a)	-	UNTRANSLATED	
is005:024	14	@	-	hajoaa␣
is005:024	13b	@	-	tomuna␣
is005:024	14	@	-	ilmaan
is005:024	-	(,)	-	,␣
is005:024	15	@	-	sillä␣
is005:024	16	(@)	-	he␣
is005:024	16	(@)	-	ovat␣
is005:024	16	@	-	ylenkatsoneet␣
is005:024	19	@	-	Herran␣
is005:024	20	@	-	Sebaotin␣
is005:024	18	@	-	lain␣
is005:024	17	%case	GEN	
is005:024	21a	@	-	ja␣
is005:024	25	@	-	pitäneet␣
is005:024	25	@	-	pilkkanansa␣
is005:024	24	@	-	Israelin␣
is005:024	23	@	-	Pyhän␣
is005:024	22	@	-	sanaa
is005:024	21b	%case	PTV	
is005:024	-	(.)	-	.␣
is005:025	is005:025	is005:025	VERSE	Jes␣5:25␣
is005:025	1 2	@	-	Sentähden␣
is005:025	3	@	-	syttyi␣
is005:025	5	@	-	Herran␣
is005:025	4	@	-	viha␣
is005:025	pers%6b	@	-	hänen␣
is005:025	6b	@	-	kansaansa␣
is005:025	6a	@	-	kohtaan
is005:025	(7a)	-	UNTRANSLATED	
is005:025	-	(:)	-	:␣
is005:025	7b	(@)	-	hän␣
is005:025	7b	@	-	ojensi␣
is005:025	8	@	-	kätensä␣
is005:025	pers%9	@	-	sitä␣
is005:025	9	@	-	vastaan␣
is005:025	10a	@	-	ja␣
is005:025	10b	@	-	löi␣
is005:025	pers%10b	@	-	sitä
is005:025	-	(,)	-	,␣
is005:025	11a	@	-	niin␣
is005:025	11a	@	-	että␣
is005:025	(12a) 12b	@	-	vuoret␣
is005:025	11b	@	-	vapisivat␣
is005:025	13a	@	-	ja␣
is005:025	pers%14	@	-	heidän␣
is005:025	14	@	-	raatonsa␣
is005:025	13b	@	-	olivat␣
is005:025	(15a)	-	UNTRANSLATED	
is005:025	15b	@	-	tunkiona␣
is005:025	16a 16b	@	-	keskellä␣
is005:025	17	@	-	katuja
is005:025	-	(.)	-	.␣
is005:025	19	@	-	Tästä␣
is005:025	18b	@	-	kaikesta␣
is005:025	18a	%case	LOC	
is005:025	20	@	-	ei␣
is005:025	pers%22	@	-	hänen␣
is005:025	22	@	-	vihansa␣
is005:025	21	@	-	asettunut
is005:025	-	(,)	-	,␣
is005:025	23a	@	-	vaan␣
is005:025	pers%24	@	-	hänen␣
is005:025	24	@	-	kätensä␣
is005:025	25	(@)	-	on␣
is005:025	23b	@	-	vielä␣
is005:025	25	@	-	ojennettuna
is005:025	-	(.)	-	.␣
is005:026	is005:026	is005:026	VERSE	Jes␣5:26␣
is005:026	1a	@	-	Ja␣
is005:026	1b	(@)	-	hän␣
is005:026	1b	@	-	pystyttää␣
is005:026	2	@	-	viirin␣
is005:026	4b	@	-	kaukaiselle␣
is005:026	4a	%case	LOC	
is005:026	3b	@	-	kansalle␣
is005:026	3a	%case	LOC	
is005:026	5a	@	-	ja␣
is005:026	5b	@	-	viheltää␣
