ga001:001	ga001:001	ga001:001	VERSE	Gal␣1:1␣
ga002:009	21	@	-	Barnabaalle␣
ga002:009	22a	@	-	yhteisen␣
ga002:009	22a	(@)	-	työn␣
ga002:009	22a	(@)	-	merkiksi␣
ga002:009	17	@	-	kättä
ga002:009	22b	,	-	,␣
ga002:009	-	(@)	-	mennäksemme
ga002:009	23	%case	TRA	
ga002:009	-	(,)	-	,␣
ga002:009	24	@	-	me␣
ga002:009	(26) 27a	@	-	pakanain␣
ga002:009	25	@	-	keskuuteen␣
ga002:009	29	@	-	ja␣
ga002:009	28	@	-	he␣
ga002:009	(31) 32a	@	-	ympärileikattujen
ga002:009	30	%case	GEN	
ga002:009	32b	.	-	.␣
ga002:010	ga002:010	ga002:010	VERSE	Gal␣2:10␣
ga002:010	-	(@)	-	Meidän␣
ga002:010	5a	(@)	-	oli␣
ga002:010	1	@	-	vain␣
ga002:010	5a	@	-	muistaminen␣
ga002:010	4	%case	NOM	
ga002:010	(2) 3	@	-	köyhiä
ga002:010	5b	,	-	,␣
ga002:010	7	@	-	ja␣
ga002:010	9	@	-	juuri␣
ga002:010	6	@	-	sitä␣
ga002:010	10	%case	PTV	
ga002:010	8	(@)	-	minä␣
ga002:010	8	(@)	-	olenkin␣
ga002:010	7	%clitic	kin	
ga002:010	8	@	-	ahkeroinut␣
ga002:010	11a	@	-	tehdä
ga002:010	11b	.	-	.␣
ga002:011	ga002:011	ga002:011	VERSE	Gal␣2:11␣
ga002:011	2	@	-	Mutta␣
ga002:011	1	@	-	kun␣
ga002:011	4	@	-	Keefas␣
ga002:011	3	@	-	tuli␣
ga002:011	6a	@	-	Antiokiaan
ga002:011	5	%case	LOC	
ga002:011	6b	,	-	,␣
ga002:011	10a	@	-	vastustin␣
ga002:011	10a	(@)	-	minä␣
ga002:011	9	@	-	häntä␣
ga002:011	7	@	-	vasten␣
ga002:011	8	@	-	kasvoja
ga002:011	10b	,	-	,␣
ga002:011	11	@	-	koska␣
ga002:011	13a	(@)	-	hän␣
ga002:011	13a	@	-	oli␣
ga002:011	12	@	-	herättänyt␣
ga002:011	12	(@)	-	suurta␣
ga002:011	12	@	-	paheksumista
ga002:011	13b	.	-	.␣
ga002:012	ga002:012	ga002:012	VERSE	Gal␣2:12␣
ga002:012	3	@	-	Sillä␣
ga002:012	1	@	-	ennenkuin␣
ga002:012	7	@	-	Jaakobin␣
ga002:012	6	@	-	luota␣
ga002:012	(2) 4	(@)	-	oli␣
ga002:012	(2) 4	@	-	tullut␣
ga002:012	5	@	-	muutamia␣
ga002:012	5	(@)	-	miehiä
ga002:012	-	(,)	-	,␣
ga002:012	11a	(@)	-	oli␣
ga002:012	11a	(@)	-	hän␣
ga002:012	11a	@	-	syönyt␣
ga002:012	8	@	-	yhdessä␣
ga002:012	10	@	-	pakanain␣
ga002:012	8	@	-	kanssa
ga002:012	-	(;)	-	;␣
ga002:012	13	@	-	mutta␣
ga002:012	14a	(@)	-	heidän␣
ga002:012	14a	@	-	tultuaan␣
ga002:012	12	%inflection	PSS.PCP2.-3.TEMP	
ga002:012	15	(@)	-	hän␣
ga002:012	15	@	-	vetäytyi␣
ga002:012	15	@	-	pois␣
ga002:012	16	@	-	ja␣
ga002:012	17	@	-	pysytteli␣
ga002:012	17	@	-	erillään␣
ga002:012	18	%case	LOC	
ga002:012	19	@	-	peläten␣
ga002:012	(20) 22a	@	-	ympärileikattuja
ga002:012	21	%case	PTV	
ga002:012	22b	,	-	,␣
ga002:013	ga002:013	ga002:013	VERSE	Gal␣2:13␣
ga002:013	1	@	-	ja␣
ga002:013	3a	@	-	hänen␣
ga002:013	case%3a	@	-	kanssaan␣
ga002:013	2	@	-	lankesivat␣
ga002:013	2	@	-	ulkokultaisuuteen␣
ga002:013	(5) 6	@	-	muutkin␣
ga002:013	4a	%clitic	kin	
ga002:013	7a	@	-	juutalaiset
ga002:013	7b	,	-	,␣
ga002:013	8	@	-	niin␣
ga002:013	8	@	-	että␣
ga002:013	12	@	-	heidän␣
ga002:013	(13) 14a	@	-	ulkokultaisuutensa␣
ga002:013	11	@	-	tempasi␣
ga002:013	11	@	-	mukaansa␣
ga002:013	10	@	-	Barnabaankin
ga002:013	9	%clitic	kin	
ga002:013	14b	.	-	.␣
ga002:014	ga002:014	ga002:014	VERSE	Gal␣2:14␣
ga002:014	1	@	-	Mutta␣
ga002:014	2	@	-	kun␣
ga002:014	3	(@)	-	minä␣
ga002:014	3	@	-	näin
ga002:014	-	(,)	-	,␣
ga002:014	4 5	@	-	etteivät␣
ga002:014	6	(@)	-	he␣
ga002:014	6	@	-	vaeltaneet␣
ga002:014	6	@	-	suoraan␣
ga002:014	(10) 11a	@	-	evankeliumin␣
ga002:014	(8) 9	@	-	totuuden␣
ga002:014	7	@	-	mukaan
ga002:014	11b	,	-	,␣
ga002:014	12	@	-	sanoin␣
ga002:014	12	(@)	-	minä␣
ga002:014	(13) 14	@	-	Keefaalle␣
ga002:014	16a	@	-	kaikkien␣
ga002:014	15	@	-	kuullen
ga002:014	16b	:	-	:␣
ga002:014	16b	@	-	"
ga002:014	17	@	-	Jos␣
ga002:014	18	@	-	sinä
ga002:014	-	(,)	-	,␣
ga002:014	20	(@)	-	joka␣
ga002:014	20	@	-	olet␣
ga002:014	19	@	-	juutalainen
ga002:014	-	(,)	-	,␣
ga002:014	25a	@	-	noudatat␣
ga002:014	21	@	-	pakanain␣
ga002:014	21	@	-	tapoja␣
ga002:014	23	@	-	etkä␣
ga002:014	22	%clitic	kA	
ga002:014	24	@	-	juutalaisten
ga002:014	25b	,	-	,␣
ga002:014	26	@	-	miksi␣
ga002:014	29	(@)	-	sinä␣
ga002:014	29	@	-	pakotat␣
ga002:014	(27) 28	@	-	pakanoita␣
ga002:014	30a	@	-	noudattamaan␣
ga002:014	30a	@	-	juutalaisten␣
ga002:014	30a	@	-	tapoja
ga002:014	-	(?)	-	?
ga002:014	30b	@	-	"␣
ga002:015	ga002:015	ga002:015	VERSE	Gal␣2:15␣
ga002:015	1	@	-	Me␣
ga002:015	-	(@)	-	olemme␣
ga002:015	2	@	-	luonnostamme␣
ga002:015	3	@	-	juutalaisia
ga002:015	-	(,)	-	,␣
ga002:015	5	@	-	emmekä␣
ga002:015	4	%clitic	kA	
ga002:015	7 8a	@	-	pakanasyntisiä
ga002:015	6	%case	PTV	
ga002:015	8b	;	-	;␣
ga002:016	ga002:016	ga002:016	VERSE	Gal␣2:16␣
ga002:016	2a	@	-	mutta␣
ga002:016	1a	(@)	-	koska␣
ga002:016	1a	@	-	tiedämme
ga002:016	2b	,	-	,␣
ga002:016	3 4	@	-	ettei␣
ga002:016	6	@	-	ihminen␣
ga002:016	5	@	-	tule␣
ga002:016	5	@	-	vanhurskaaksi␣
ga002:016	9	@	-	lain␣
ga002:016	8	@	-	teoista
ga002:016	7	%case	LOC	
ga002:016	-	(,)	-	,␣
ga002:016	10 11	@	-	vaan␣
ga002:016	13	@	-	uskon␣
ga002:016	12	@	-	kautta␣
ga002:016	14	@	-	Jeesukseen␣
ga002:016	15a	@	-	Kristukseen
ga002:016	15b	,	-	,␣
ga002:016	16	@	-	niin␣
ga002:016	21a	(@)	-	olemme␣
ga002:016	17	@	-	mekin␣
ga002:016	16	%clitic	kin	
ga002:016	21a	@	-	uskoneet␣
ga002:016	19	@	-	Kristukseen␣
ga002:016	20	@	-	Jeesukseen␣
ga002:016	18	%case	LOC	
ga002:016	23	@	-	tullaksemme␣
ga002:016	22	%case	TRA	
ga002:016	23	@	-	vanhurskaiksi␣
ga002:016	25	@	-	uskosta␣
ga002:016	24	%case	LOC	
ga002:016	26	@	-	Kristukseen␣
ga002:016	28	@	-	eikä␣
ga002:016	27	%clitic	kA	
ga002:016	31a	@	-	lain␣
ga002:016	30	@	-	teoista
ga002:016	29	%case	LOC	
ga002:016	31b	,	-	,␣
ga002:016	32	@	-	koska␣
ga002:016	36	@	-	ei␣
ga002:016	38	@	-	mikään␣
ga002:016	39a	@	-	liha␣
ga002:016	37	@	-	tule␣
ga002:016	37	@	-	vanhurskaaksi␣
ga002:016	35	@	-	lain␣
ga002:016	34	@	-	teoista
ga002:016	33	%case	LOC	
ga002:016	39b	.	-	.␣
ga002:017	ga002:017	ga002:017	VERSE	Gal␣2:17␣
ga002:017	2	@	-	Mutta␣
ga002:017	1	@	-	jos␣
ga002:017	7	(@)	-	meidät␣
ga002:017	9	@	-	itsemmekin
ga002:017	8	%clitic	kin	
ga002:017	-	(,)	-	,␣
ga002:017	3	@	-	pyrkiessämme␣
ga002:017	4	@	-	vanhurskautumaan␣
ga002:017	6	@	-	Kristuksessa
ga002:017	5	%case	LOC	
ga002:017	-	(,)	-	,␣
ga002:017	7	(@)	-	on␣
ga002:017	7	@	-	havaittu␣
ga002:017	10a	@	-	syntisiksi
ga002:017	10b	,	-	,␣
ga002:017	11	(@)	-	onko␣
ga002:017	11	@	-	sitten␣
ga002:017	12	@	-	Kristus␣
ga002:017	13	@	-	synnin␣
ga002:017	14a	@	-	palvelija
ga002:017	-	(?)	-	?␣
ga002:017	15 16a	@	-	Pois␣
ga002:017	15 16a	@	-	se
ga002:017	-	(!)	-	!␣
ga002:018	ga002:018	ga002:018	VERSE	Gal␣2:18␣
ga002:018	2	@	-	Sillä␣
ga002:018	1	@	-	jos␣
ga002:018	7a	(@)	-	minä␣
ga002:018	6	@	-	uudestaan␣
ga002:018	7a	@	-	rakennan␣
ga002:018	5	@	-	sen
ga002:018	-	(,)	-	,␣
ga002:018	3	@	-	minkä␣
ga002:018	4	(@)	-	olen␣
ga002:018	4	@	-	hajottanut␣
ga002:018	4	@	-	maahan
ga002:018	7b	,	-	,␣
ga002:018	10a	@	-	osoitan␣
ga002:018	10a	(@)	-	minä␣
ga002:018	pro%9	@	-	olevani␣
ga002:018	8	(@)	-	lain␣
ga002:018	8	@	-	rikkoja
ga002:018	10b	.	-	.␣
ga002:019	ga002:019	ga002:019	VERSE	Gal␣2:19␣
ga002:019	2	@	-	Sillä␣
ga002:019	1	@	-	minä␣
ga002:019	6a	(@)	-	olen␣
ga002:019	4	@	-	lain␣
ga002:019	3	@	-	kautta␣
ga002:019	6a	@	-	kuollut␣
ga002:019	6a	@	-	pois␣
ga002:019	5	@	-	laista
ga002:019	6b	,	-	,␣
ga002:019	9a	@	-	elääkseni␣
ga002:019	7	%case	TRA	
ga002:019	8	@	-	Jumalalle
ga002:019	-	(.)	-	.␣
ga002:019	11a	(@)	-	Minä␣
ga002:019	11a	(@)	-	olen␣
ga002:019	10	@	-	Kristuksen␣
ga002:019	11a	@	-	kanssa␣
ga002:019	11a	@	-	ristiinnaulittu
ga002:019	11b	,	-	,␣
ga002:020	ga002:020	ga002:020	VERSE	Gal␣2:20␣
ga002:020	2	@	-	ja␣
ga002:020	1	(@)	-	minä␣
ga002:020	1	@	-	elän
ga002:020	-	(,)	-	,␣
ga002:020	3	@	-	en␣
ga002:020	3	@	-	enää␣
ga002:020	4a	@	-	minä
ga002:020	4b	,	-	,␣
ga002:020	6	@	-	vaan␣
ga002:020	9a	@	-	Kristus␣
ga002:020	5	@	-	elää␣
ga002:020	8	@	-	minussa
ga002:020	7	%case	LOC	
ga002:020	9b	;	-	;␣
ga002:020	11	@	-	ja␣
ga002:020	10	@	-	minkä␣
ga002:020	12	@	-	nyt␣
ga002:020	13	@	-	elän␣
ga002:020	15a	@	-	lihassa
ga002:020	14	%case	LOC	
ga002:020	-	(,)	-	,␣
ga002:020	-	(@)	-	sen␣
ga002:020	18	(@)	-	minä␣
ga002:020	18	@	-	elän␣
ga002:020	(22) 23	@	-	Jumalan␣
ga002:020	(20) 21	@	-	Pojan␣
ga002:020	17 (19)	@	-	uskossa
ga002:020	16	%case	LOC	
ga002:020	-	(,)	-	,␣
ga002:020	24	@	-	hänen
ga002:020	-	(,)	-	,␣
ga002:020	24	@	-	joka␣
ga002:020	25	(@)	-	on␣
ga002:020	25	@	-	rakastanut␣
ga002:020	26	@	-	minua␣
ga002:020	27	@	-	ja␣
ga002:020	28	@	-	antanut␣
ga002:020	29	@	-	itsensä␣
ga002:020	31a	@	-	minun␣
ga002:020	30	@	-	edestäni
ga002:020	31b	.	-	.␣
ga002:021	ga002:021	ga002:021	VERSE	Gal␣2:21␣
ga002:021	1	@	-	En␣
ga002:021	2	(@)	-	minä␣
ga002:021	2	@	-	tee␣
ga002:021	2	@	-	mitättömäksi␣
ga002:021	(5) 6a	@	-	Jumalan␣
ga002:021	(3) 4	@	-	armoa
ga002:021	6b	,	-	,␣
ga002:021	8	@	-	sillä␣
ga002:021	7	@	-	jos␣
ga002:021	11a	@	-	vanhurskaus␣
ga002:021	-	(@)	-	on␣
ga002:021	-	(@)	-	saatavissa␣
ga002:021	10	@	-	lain␣
ga002:021	9	@	-	kautta
ga002:021	11b	,	-	,␣
ga002:021	12	@	-	silloinhan␣
ga002:021	13	@	-	Kristus␣
ga002:021	15a	(@)	-	on␣
ga002:021	14	@	-	turhaan␣
ga002:021	15a	@	-	kuollut
ga002:021	15b	.	-	.␣
ga003:001	ga003:001	ga003:001	VERSE	Gal␣3:1␣
ga003:001	1	@	-	Oi␣
ga003:001	case%3a	@	-	te␣
ga003:001	2	@	-	älyttömät␣
ga003:001	3a	@	-	galatalaiset
ga003:001	-	(!)	-	!␣
ga003:001	4	@	-	Kuka␣
ga003:001	6a	(@)	-	on␣
ga003:001	6a	@	-	lumonnut␣
ga003:001	5	@	-	teidät
ga003:001	6b	,	-	,␣
ga003:001	7	@	-	joiden␣
ga003:001	9	@	-	silmäin␣
ga003:001	8	@	-	eteen␣
ga003:001	10	@	-	Jeesus␣
ga003:001	11	@	-	Kristus␣
ga003:001	12	(@)	-	oli␣
ga003:001	12	@	-	kuvattu␣
ga003:001	13a	@	-	ristiinnaulittuna
ga003:001	-	(?)	-	?␣
ga003:002	ga003:002	ga003:002	VERSE	Gal␣3:2␣
ga003:002	1	@	-	Tämän␣
ga003:002	2	@	-	vain␣
ga003:002	3	@	-	tahdon␣
ga003:002	4	(@)	-	saada␣
ga003:002	6a	@	-	teiltä␣
ga003:002	5	%case	LOC	
ga003:002	4	@	-	tietää
ga003:002	6b	:	-	:␣
ga003:002	9	@	-	lain␣
ga003:002	8	@	-	teoistako␣
ga003:002	7	%case	LOC	
ga003:002	12	@	-	saitte␣
ga003:002	(10) 11	@	-	Hengen␣
ga003:002	13	@	-	vai␣
ga003:002	16a	@	-	uskossa␣
ga003:002	15	@	-	kuulemisesta
ga003:002	14	%case	LOC	
ga003:002	-	(?)	-	?␣
ga003:003	ga003:003	ga003:003	VERSE	Gal␣3:3␣
ga003:003	1	@	-	Niinkö␣
ga003:003	2	@	-	älyttömiä␣
ga003:003	3a	@	-	olette
ga003:003	-	(?)	-	?␣
ga003:003	4	(@)	-	Te␣
ga003:003	4	@	-	alotitte␣
ga003:003	5	@	-	Hengessä
ga003:003	-	(,)	-	,␣
ga003:003	7	@	-	lihassako␣
ga003:003	6	@	-	nyt␣
ga003:003	8	@	-	lopetatte
ga003:003	9b	?	-	?␣
ga003:004	ga003:004	ga003:004	VERSE	Gal␣3:4␣
ga003:004	1	@	-	Niin␣
ga003:004	1	@	-	paljonko␣
ga003:004	2	(@)	-	olette␣
ga003:004	3a	@	-	turhaan␣
ga003:004	2	@	-	kärsineet
ga003:004	-	(?)	-	?␣
ga003:004	3b	-	-	-␣
ga003:004	4 5 6	@	-	jos␣
ga003:004	-	(@)	-	se␣
ga003:004	-	(@)	-	on␣
ga003:004	7a	@	-	turhaa␣
ga003:004	-	(@)	-	ollut
ga003:004	-	(.)	-	.␣
ga003:005	ga003:005	ga003:005	VERSE	Gal␣3:5␣
ga003:005	1	@	-	Joka␣
ga003:005	2	@	-	siis␣
ga003:005	3	@	-	antaa␣
ga003:005	4	@	-	teille␣
ga003:005	(5) 6	@	-	Hengen␣
ga003:005	7	@	-	ja␣
ga003:005	8	@	-	tekee␣
ga003:005	9	@	-	voimallisia␣
ga003:005	9	@	-	tekoja␣
ga003:005	11a	@	-	teidän␣
ga003:005	10	@	-	keskuudessanne
ga003:005	-	(,)	-	,␣
ga003:005	-	(@)	-	saako␣
ga003:005	-	(@)	-	hän␣
ga003:005	-	(@)	-	sen␣
ga003:005	-	(@)	-	aikaan␣
ga003:005	14	@	-	lain␣
ga003:005	13	@	-	tekojen␣
ga003:005	12	%case	GEN	
ga003:005	15	@	-	vai␣
ga003:005	18a	@	-	uskossa␣
ga003:005	17	@	-	kuulemisen␣
ga003:005	16	@	-	kautta
ga003:005	18b	,	-	,␣
ga003:006	ga003:006	ga003:006	VERSE	Gal␣3:6␣
ga003:006	1	@	-	samalla␣
ga003:006	1	@	-	tavalla␣
ga003:006	1	@	-	kuin␣
ga003:006	-	(@)	-	"
ga003:006	2	@	-	Aabraham␣
ga003:006	3	@	-	uskoi␣
ga003:006	(4) 5a	@	-	Jumalaa
ga003:006	5b	,	-	,␣
ga003:006	6	@	-	ja␣
ga003:006	7	(@)	-	se␣
ga003:006	7	@	-	luettiin␣
ga003:006	8	@	-	hänelle␣
ga003:006	10a	@	-	vanhurskaudeksi
ga003:006	9	%case	TRA	
ga003:006	-	(@)	-	"
ga003:006	-	(?)	-	?␣
ga003:007	ga003:007	ga003:007	VERSE	Gal␣3:7␣
ga003:007	1	@	-	Tietäkää␣
ga003:007	2	@	-	siis
ga003:007	-	(,)	-	,␣
ga003:007	3	@	-	että␣
ga003:007	4	@	-	ne
ga003:007	-	(,)	-	,␣
ga003:007	4	@	-	jotka␣
ga003:007	6a	@	-	uskoon␣
ga003:007	5	@	-	perustautuvat
ga003:007	-	(,)	-	,␣
ga003:007	(7)	-	UNTRANSLATED	
ga003:007	9	@	-	ovat␣
ga003:007	10a	@	-	Aabrahamin␣
ga003:007	8	@	-	lapsia
ga003:007	10b	.	-	.␣
ga003:008	ga003:008	ga003:008	VERSE	Gal␣3:8␣
ga003:008	2	@	-	Ja␣
ga003:008	1	(@)	-	koska␣
ga003:008	(3) 4	@	-	Raamattu␣
ga003:008	1	@	-	edeltäpäin␣
ga003:008	1	@	-	näki
ga003:008	-	(,)	-	,␣
ga003:008	5	@	-	että␣
ga003:008	(11) 12a	@	-	Jumala␣
ga003:008	8	@	-	vanhurskauttaa␣
ga003:008	10 (9)	@	-	pakanat␣
ga003:008	7	@	-	uskosta
ga003:008	6	%case	LOC	
ga003:008	12b	,	-	,␣
ga003:008	13	@	-	julisti␣
ga003:008	-	(@)	-	se␣
ga003:008	(14) 15	@	-	Aabrahamille␣
ga003:008	13	@	-	edeltäpäin␣
ga003:008	-	(@)	-	tämän␣
ga003:008	13	@	-	hyvän␣
ga003:008	13	@	-	sanoman
ga003:008	16	:	-	:␣
ga003:008	-	(@)	-	"
ga003:008	19	@	-	Sinussa␣
ga003:008	18	%case	LOC	
ga003:008	20	@	-	kaikki␣
ga003:008	(21) 22a	@	-	kansat␣
ga003:008	17	(@)	-	tulevat␣
ga003:008	17	@	-	siunatuiksi
ga003:008	22b	@	-	"
ga003:008	22b	.	-	.␣
ga003:009	ga003:009	ga003:009	VERSE	Gal␣3:9␣
ga003:009	1	@	-	Niinmuodoin␣
ga003:009	2	@	-	ne
ga003:009	-	(,)	-	,␣
ga003:009	2	@	-	jotka␣
ga003:009	pro%3	@	-	perustautuvat␣
ga003:009	4	@	-	uskoon
ga003:009	-	(,)	-	,␣
ga003:009	5	@	-	siunataan␣
ga003:009	8	@	-	uskovan␣
ga003:009	(7) 9a	@	-	Aabrahamin␣
ga003:009	6	@	-	kanssa
ga003:009	9b	.	-	.␣
ga003:010	ga003:010	ga003:010	VERSE	Gal␣3:10␣
ga003:010	2	@	-	Sillä␣
ga003:010	1	@	-	kaikki
ga003:010	-	(,)	-	,␣
ga003:010	1	@	-	jotka␣
ga003:010	6a	@	-	perustautuvat␣
ga003:010	5	@	-	lain␣
ga003:010	4	@	-	tekoihin
ga003:010	3	%case	LOC	
ga003:010	6b	,	-	,␣
ga003:010	9a	@	-	ovat␣
ga003:010	8	@	-	kirouksen␣
ga003:010	7	@	-	alaisia
ga003:010	9b	;	-	;␣
ga003:010	11	@	-	sillä␣
ga003:010	10	@	-	kirjoitettu␣
ga003:010	10	(@)	-	on
ga003:010	12	:	-	:␣
ga003:010	-	(@)	-	"
ga003:010	13	@	-	Kirottu␣
ga003:010	13	(@)	-	olkoon␣
ga003:010	14	@	-	jokainen
ga003:010	-	(,)	-	,␣
ga003:010	15	@	-	joka␣
ga003:010	16	@	-	ei␣
ga003:010	17	@	-	pysy␣
ga003:010	18	@	-	kaikessa
ga003:010	-	(,)	-	,␣
ga003:010	19	@	-	mikä␣
ga003:010	20	(@)	-	on␣
ga003:010	20	@	-	kirjoitettuna␣
ga003:010	(24) 25	@	-	lain␣
ga003:010	(22) 23	@	-	kirjassa
ga003:010	21	%case	LOC	
ga003:010	-	(,)	-	,␣
ga003:010	26	@	-	niin␣
ga003:010	26	@	-	että␣
ga003:010	27	(@)	-	hän␣
ga003:010	28a	@	-	sen␣
ga003:010	27	@	-	tekee
ga003:010	28b	@	-	"
ga003:010	28b	.	-	.␣
ga003:011	ga003:011	ga003:011	VERSE	Gal␣3:11␣
ga003:011	2	@	-	Ja␣
ga003:011	10a	@	-	selvää␣
ga003:011	-	(@)	-	on
ga003:011	-	(,)	-	,␣
ga003:011	1	@	-	ettei␣
ga003:011	5	@	-	kukaan␣
ga003:011	6	@	-	tule␣
ga003:011	6	@	-	vanhurskaaksi␣
ga003:011	(8) 9	@	-	Jumalan␣
ga003:011	7	@	-	edessä␣
ga003:011	4	@	-	lain␣
ga003:011	3	@	-	kautta
ga003:011	-	(,)	-	,␣
ga003:011	11	@	-	koska␣
ga003:011	-	(@)	-	"
ga003:011	(12) 13	@	-	vanhurskas␣
ga003:011	16a	(@)	-	on␣
ga003:011	16a	@	-	elävä␣
ga003:011	15	@	-	uskosta
ga003:011	14	%case	LOC	
ga003:011	16b	@	-	"
ga003:011	16b	.	-	.␣
ga003:012	ga003:012	ga003:012	VERSE	Gal␣3:12␣
ga003:012	2	@	-	Mutta␣
ga003:012	(1) 3	@	-	laki␣
ga003:012	4	@	-	ei␣
ga003:012	5	@	-	perustaudu␣
ga003:012	7a	@	-	uskoon
ga003:012	6	%case	LOC	
ga003:012	7b	,	-	,␣
ga003:012	8	@	-	vaan
ga003:012	-	(:)	-	:␣
ga003:012	-	(@)	-	"
ga003:012	9	@	-	Joka␣
ga003:012	11	@	-	ne␣
ga003:012	10	@	-	täyttää
ga003:012	-	(,)	-	,␣
ga003:012	12	(@)	-	on␣
ga003:012	14a	@	-	niistä␣
ga003:012	13	%case	LOC	
ga003:012	12	@	-	elävä
ga003:012	14b	@	-	"
ga003:012	14b	.	-	.␣
ga003:013	ga003:013	ga003:013	VERSE	Gal␣3:13␣
ga003:013	1	@	-	Kristus␣
ga003:013	3	(@)	-	on␣
ga003:013	3	@	-	lunastanut␣
ga003:013	2	@	-	meidät␣
ga003:013	(7) 8	@	-	lain␣
ga003:013	(5) 6	@	-	kirouksesta
ga003:013	4	%case	LOC	
ga003:013	-	(,)	-	,␣
ga003:013	9	(@)	-	kun␣
ga003:013	9	(@)	-	hän␣
ga003:013	9	@	-	tuli␣
ga003:013	12a	@	-	kiroukseksi␣
ga003:013	11	@	-	meidän␣
ga003:013	10	@	-	edestämme␣
ga003:013	12b	-	-	-␣
ga003:013	13	@	-	sillä␣
ga003:013	14a	@	-	kirjoitettu␣
ga003:013	14a	(@)	-	on
ga003:013	14b	:	-	:␣
ga003:013	14b	@	-	"
ga003:013	15	@	-	Kirottu␣
ga003:013	-	(@)	-	on␣
ga003:013	16	@	-	jokainen
ga003:013	-	(,)	-	,␣
ga003:013	17	@	-	joka␣
ga003:013	18	(@)	-	on␣
ga003:013	20a	@	-	puuhun␣
ga003:013	19	%case	LOC	
ga003:013	18	@	-	ripustettu
ga003:013	20b	@	-	"␣
ga003:013	20b	-	-	-␣
ga003:014	ga003:014	ga003:014	VERSE	Gal␣3:14␣
ga003:014	1	@	-	että␣
ga003:014	(7) 8	@	-	Aabrahamin␣
ga003:014	(5) 6	@	-	siunaus␣
ga003:014	9	@	-	tulisi␣
ga003:014	12a	@	-	Jeesuksessa␣
ga003:014	11	@	-	Kristuksessa␣
ga003:014	10	%case	LOC	
ga003:014	(3) 4	@	-	pakanain␣
ga003:014	2	@	-	osaksi␣
ga003:014	-	(@)	-	ja␣
ga003:014	18	(@)	-	me␣
ga003:014	-	(@)	-	niin␣
ga003:014	(20) 21a	@	-	uskon␣
ga003:014	19	@	-	kautta␣
ga003:014	18	@	-	saisimme␣
ga003:014	13	%case	?	
ga003:014	(14) 15	@	-	luvatun␣
ga003:014	(16) 17	@	-	Hengen
ga003:014	21b	.	-	.␣
ga003:015	ga003:015	ga003:015	VERSE	Gal␣3:15␣
ga003:015	1a	@	-	Veljet
ga003:015	-	(,)	-	,␣
ga003:015	4a	(@)	-	minä␣
ga003:015	4a	@	-	puhun␣
ga003:015	3	@	-	ihmisten␣
ga003:015	2	@	-	tavalla
ga003:015	4b	.	-	.␣
ga003:015	9	@	-	Eihän␣
ga003:015	9	@	-	kukaan␣
ga003:015	tasp%10	@	-	voi␣
ga003:015	10	@	-	kumota␣
ga003:015	(5) 6	@	-	ihmisenkään␣
ga003:015	7	@	-	vahvistettua␣
ga003:015	8	@	-	testamenttia␣
ga003:015	11	@	-	eikä␣
ga003:015	-	(@)	-	siihen␣
ga003:015	-	(@)	-	mitään␣
ga003:015	12a	@	-	lisätä
ga003:015	12b	.	-	.␣
ga003:016	ga003:016	ga003:016	VERSE	Gal␣3:16␣
ga003:016	2	@	-	Mutta␣
ga003:016	-	(@)	-	nyt␣
ga003:016	4	@	-	lausuttiin␣
ga003:016	(5) 6	@	-	lupaukset␣
ga003:016	(1) 3	@	-	Aabrahamille␣
ga003:016	7	@	-	ja␣
ga003:016	10a	@	-	hänen␣
ga003:016	(8) 9	@	-	siemenelleen
ga003:016	-	(.)	-	.␣
ga003:016	12a	(@)	-	Hän␣
ga003:016	11	@	-	ei␣
ga003:016	12a	@	-	sano
ga003:016	12b	:	-	:␣
ga003:016	12b	@	-	"
ga003:016	13	@	-	Ja␣
ga003:016	(14) 15a	@	-	siemenille
ga003:016	15b	@	-	"
ga003:016	15b	,	-	,␣
ga003:016	16	@	-	ikäänkuin␣
ga003:016	18	@	-	monesta
ga003:016	17	%case	LOC	
ga003:016	-	(,)	-	,␣
ga003:016	19	@	-	vaan␣
ga003:016	20	@	-	ikäänkuin␣
ga003:016	22a	@	-	yhdestä
ga003:016	21	%case	LOC	
ga003:016	22b	:	-	:␣
ga003:016	22b	@	-	"
ga003:016	23	@	-	Ja␣
ga003:016	26a	@	-	sinun␣
ga003:016	(24) 25	@	-	siemenellesi
ga003:016	26b	@	-	"
ga003:016	26b	,	-	,␣
ga003:016	27	@	-	joka␣
ga003:016	28	@	-	on␣
ga003:016	29a	@	-	Kristus
ga003:016	29b	.	-	.␣
ga003:017	ga003:017	ga003:017	VERSE	Gal␣3:17␣
ga003:017	3a	(@)	-	Minä␣
ga003:017	3a	@	-	tarkoitan␣
ga003:017	(2)	-	UNTRANSLATED	
ga003:017	1	@	-	tätä
ga003:017	3b	:	-	:␣
ga003:017	(7) 8	@	-	Jumalan␣
ga003:017	6	%case	GEN	
ga003:017	5	@	-	ennen␣
ga003:017	5	@	-	vahvistamaa␣
ga003:017	4	@	-	testamenttia␣
ga003:017	17	@	-	ei␣
ga003:017	11 12 13	@	-	neljänsadan␣
ga003:017	11 12 13	@	-	kolmenkymmenen␣
ga003:017	14	@	-	vuoden␣
ga003:017	10	@	-	perästä␣
ga003:017	15	@	-	tullut␣
ga003:017	16 (9)	@	-	laki␣
ga003:017	tasp%18	@	-	voi␣
