ec001:001	ec001:001	ec001:001	VERSE	Srn␣1:1␣
ec002:011	14	@	-	tuulen␣
ec002:011	13b	@	-	tavoittelua
ec002:011	-	(;)	-	;␣
ec002:011	15b	@	-	eikä␣
ec002:011	15a	%clitic	kA	
ec002:011	15b	@	-	ole␣
ec002:011	16	@	-	hyötyä␣
ec002:011	-	(@)	-	mistään␣
ec002:011	(18a) 18b	@	-	auringon␣
ec002:011	17	@	-	alla
ec002:011	-	(.)	-	.␣
ec002:012	ec002:012	ec002:012	VERSE	Srn␣2:12␣
ec002:012	1a	@	-	Kun␣
ec002:012	2	@	-	minä␣
ec002:012	1b	@	-	käännyin␣
ec002:012	3b	@	-	katsomaan␣
ec002:012	3a	%case	LOC	
ec002:012	4	@	-	viisautta␣
ec002:012	5a	@	-	ja␣
ec002:012	5b	@	-	mielettömyyttä␣
ec002:012	6a	@	-	ja␣
ec002:012	6b	@	-	tyhmyyttä␣
ec002:012	-	(-)	-	-␣
ec002:012	7	@	-	sillä␣
ec002:012	8	@	-	mitä␣
ec002:012	-	(@)	-	taitaa␣
ec002:012	(9a) 9b	@	-	ihminen
ec002:012	-	(,)	-	,␣
ec002:012	10a	@	-	joka␣
ec002:012	10b	@	-	tulee␣
ec002:012	(12a) 12b	@	-	kuninkaan␣
ec002:012	11	@	-	jälkeen
ec002:012	-	(,)	-	,␣
ec002:012	-	(@)	-	muuta␣
ec002:012	-	(@)	-	kuin␣
ec002:012	-	(@)	-	tehdä
ec002:012	-	(,)	-	,␣
ec002:012	14	@	-	mitä␣
ec002:012	13	%case	PTV	
ec002:012	15	@	-	jo␣
ec002:012	15	@	-	ennen␣
ec002:012	16	(@)	-	on␣
ec002:012	16	@	-	tehty
ec002:012	-	(?)	-	?␣
ec002:012	-	(-)	-	-␣
ec002:013	ec002:013	ec002:013	VERSE	Srn␣2:13␣
ec002:013	1a	@	-	niin␣
ec002:013	2	@	-	minä␣
ec002:013	1b	@	-	näin
ec002:013	-	(,)	-	,␣
ec002:013	3a	@	-	että␣
ec002:013	5b	@	-	viisaus␣
ec002:013	5a	%case	NOM	
ec002:013	3b	@	-	on␣
ec002:013	4	@	-	hyödyllisempi␣
ec002:013	(7a) 7b	@	-	tyhmyyttä
ec002:013	6	%case	PTV	
ec002:013	-	(,)	-	,␣
ec002:013	8a	@	-	niinkuin␣
ec002:013	(9a) 9b	@	-	valo␣
ec002:013	-	(@)	-	on␣
ec002:013	(11a) 11b	@	-	pimeyttä␣
ec002:013	10	%case	PTV	
ec002:013	8b	@	-	hyödyllisempi
ec002:013	-	(.)	-	.␣
ec002:014	ec002:014	ec002:014	VERSE	Srn␣2:14␣
ec002:014	(1a) 1b	@	-	Viisaalla␣
ec002:014	-	(@)	-	on␣
ec002:014	2	@	-	silmät␣
ec002:014	3b	@	-	päässänsä
ec002:014	3a	%case	LOC	
ec002:014	-	(,)	-	,␣
ec002:014	(4b) 4c	@	-	tyhmä␣
ec002:014	4a	@	-	taas␣
ec002:014	6	@	-	vaeltaa␣
ec002:014	5b	@	-	pimeässä
ec002:014	5a	%case	LOC	
ec002:014	-	(;)	-	;␣
ec002:014	7a	@	-	mutta␣
ec002:014	9	@	-	minä␣
ec002:014	7b	(@)	-	tulin␣
ec002:014	7b	@	-	tietämään␣
ec002:014	8	@	-	myös␣
ec002:014	-	(@)	-	sen
ec002:014	-	(,)	-	,␣
ec002:014	10a	@	-	että␣
ec002:014	(10b)	-	UNTRANSLATED	
ec002:014	11	@	-	toisen␣
ec002:014	12	@	-	käy␣
ec002:014	-	(@)	-	niinkuin␣
ec002:014	14	@	-	toisenkin
ec002:014	13	%case	GEN	
ec002:014	-	(.)	-	.␣
ec002:015	ec002:015	ec002:015	VERSE	Srn␣2:15␣
ec002:015	1a	@	-	Ja␣
ec002:015	2	@	-	minä␣
ec002:015	1b	@	-	sanoin␣
ec002:015	3b	@	-	sydämessäni
ec002:015	3a	%case	LOC	
ec002:015	-	(:)	-	:␣
ec002:015	-	(@)	-	Se
ec002:015	-	(,)	-	,␣
ec002:015	4a	@	-	mikä␣
ec002:015	4b	@	-	kohtaa␣
ec002:015	(5a) 5b	@	-	tyhmää
ec002:015	-	(,)	-	,␣
ec002:015	8	@	-	kohtaa␣
ec002:015	7	@	-	minuakin
ec002:015	6	%clitic	kin	
ec002:015	-	(;)	-	;␣
ec002:015	9b	@	-	miksi␣
ec002:015	10	(@)	-	olen␣
ec002:015	11	%inflection	COP.ACT.PRES.1S	
ec002:015	9a	@	-	sitten␣
ec002:015	12	@	-	niin␣
ec002:015	13	@	-	tuiki␣
ec002:015	10	@	-	viisaaksi␣
ec002:015	10	@	-	tullut
ec002:015	-	(?)	-	?␣
ec002:015	14a	@	-	Ja␣
ec002:015	14b	(@)	-	minä␣
ec002:015	14b	@	-	sanoin␣
ec002:015	15b	@	-	sydämessäni
ec002:015	15a	%case	LOC	
ec002:015	-	(:)	-	:␣
ec002:015	17	@	-	Tämäkin␣
ec002:015	16a 16b	%clitic	kin	
ec002:015	-	(@)	-	on␣
ec002:015	18	@	-	turhuutta
ec002:015	-	(.)	-	.␣
ec002:016	ec002:016	ec002:016	VERSE	Srn␣2:16␣
ec002:016	1	@	-	Sillä␣
ec002:016	2	@	-	ei␣
ec002:016	2	@	-	jää␣
ec002:016	4b	@	-	viisaasta
ec002:016	4a	%case	LOC	
ec002:016	-	(,)	-	,␣
ec002:016	5	@	-	niinkuin␣
ec002:016	-	(@)	-	ei␣
ec002:016	(6a) 6b	@	-	tyhmästäkään
ec002:016	-	(,)	-	,␣
ec002:016	7b	@	-	ikuista␣
ec002:016	7a	%case	PTV	
ec002:016	3	@	-	muistoa
ec002:016	-	(,)	-	,␣
ec002:016	8a	@	-	kun␣
ec002:016	8b	%inflection	SUBORD	
ec002:016	8c	@	-	kerran␣
ec002:016	(10a) 10b	@	-	tulevina␣
ec002:016	(9a) 9b	@	-	päivinä␣
ec002:016	(11a) 11b	@	-	kaikki␣
ec002:016	12	@	-	unhotetaan
ec002:016	-	(;)	-	;␣
ec002:016	13a	@	-	ja␣
ec002:016	13b	@	-	eikö␣
ec002:016	14	@	-	kuole␣
ec002:016	(15a) 15b	@	-	viisas␣
ec002:016	16	@	-	niinkuin␣
ec002:016	(17a) 17b	@	-	tyhmäkin
ec002:016	-	(?)	-	?␣
ec002:017	ec002:017	ec002:017	VERSE	Srn␣2:17␣
ec002:017	1a	@	-	Niin␣
ec002:017	1b	(@)	-	minä␣
ec002:017	1b	@	-	kyllästyin␣
ec002:017	(3a) 3b	@	-	elämään
ec002:017	2	%case	LOC	
ec002:017	-	(,)	-	,␣
ec002:017	4	@	-	sillä␣
ec002:017	6	@	-	minusta␣
ec002:017	-	(@)	-	oli␣
ec002:017	5	@	-	pahaa␣
ec002:017	(7a) 7b	@	-	se
ec002:017	-	(,)	-	,␣
ec002:017	8a	@	-	mikä␣
ec002:017	8b	@	-	tapahtuu␣
ec002:017	(10a) 10b	@	-	auringon␣
ec002:017	9	@	-	alla
ec002:017	-	(,)	-	,␣
ec002:017	11	@	-	koskapa␣
ec002:017	(12a) 12b	@	-	kaikki␣
ec002:017	-	(@)	-	on␣
ec002:017	13	@	-	turhuutta␣
ec002:017	14a	@	-	ja␣
ec002:017	15	@	-	tuulen␣
ec002:017	14b	@	-	tavoittelua
ec002:017	-	(.)	-	.␣
ec002:018	ec002:018	ec002:018	VERSE	Srn␣2:18␣
ec002:018	1a	@	-	Ja␣
ec002:018	2	@	-	minä␣
ec002:018	1b	@	-	kyllästyin␣
ec002:018	4	@	-	kaikkeen␣
ec002:018	3	%case	LOC	
ec002:018	5	@	-	vaivannäkööni
ec002:018	-	(,)	-	,␣
ec002:018	6a	@	-	jolla␣
ec002:018	6b	@	-	olin␣
ec002:018	7	@	-	vaivannut␣
ec002:018	-	(@)	-	itseäni␣
ec002:018	(9a) 9b	@	-	auringon␣
ec002:018	8	@	-	alla
ec002:018	-	(,)	-	,␣
ec002:018	10a	@	-	koska␣
ec002:018	10b	(@)	-	minun␣
ec002:018	10b	(@)	-	täytyy␣
ec002:018	pers%10b	@	-	se␣
ec002:018	10b	@	-	jättää␣
ec002:018	11b	@	-	ihmiselle
ec002:018	11a	%case	LOC	
ec002:018	-	(,)	-	,␣
ec002:018	12a	@	-	joka␣
ec002:018	12b	@	-	tulee␣
ec002:018	pers%13	@	-	minun␣
ec002:018	13	@	-	jälkeeni
ec002:018	-	(.)	-	.␣
ec002:019	ec002:019	ec002:019	VERSE	Srn␣2:19␣
ec002:019	1a	@	-	Ja␣
ec002:019	1b	@	-	kuka␣
ec002:019	2	@	-	tietää
ec002:019	-	(,)	-	,␣
ec002:019	4	@	-	onko␣
ec002:019	4	(@)	-	hän␣
ec002:019	(3a) 3b	@	-	viisas␣
ec002:019	5	@	-	vai␣
ec002:019	6	@	-	tyhmä
ec002:019	-	(?)	-	?␣
ec002:019	7a	@	-	Mutta␣
ec002:019	7b	@	-	hallitsemaan␣
ec002:019	7b	(@)	-	hän␣
ec002:019	7b	(@)	-	tulee␣
ec002:019	8b	@	-	kaikkia␣
ec002:019	8a	%case	PTV	
ec002:019	pers%9	@	-	minun␣
ec002:019	9	@	-	vaivannäköni␣
ec002:019	9	(@)	-	hedelmiä
ec002:019	-	(,)	-	,␣
ec002:019	10a	@	-	joiden␣
ec002:019	10a	@	-	tähden␣
ec002:019	10b	(@)	-	minä␣
ec002:019	10b	(@)	-	olen␣
ec002:019	10b	@	-	vaivannut␣
ec002:019	-	(@)	-	itseäni␣
ec002:019	11a	@	-	ja␣
ec002:019	(11b)	-	UNTRANSLATED	
ec002:019	11c	@	-	ollut␣
ec002:019	11c	@	-	viisas␣
ec002:019	(13a) 13b	@	-	auringon␣
ec002:019	12	@	-	alla
ec002:019	-	(.)	-	.␣
ec002:019	15	@	-	Tämäkin␣
ec002:019	14	%clitic	kin	
ec002:019	-	(@)	-	on␣
ec002:019	16	@	-	turhuutta
ec002:019	-	(.)	-	.␣
ec002:020	ec002:020	ec002:020	VERSE	Srn␣2:20␣
ec002:020	1a	@	-	Niin␣
ec002:020	2	@	-	minä␣
ec002:020	1b	@	-	annoin␣
ec002:020	5	@	-	sydämeni␣
ec002:020	4	%case	NOM.GEN	
ec002:020	3b	@	-	vaipua␣
ec002:020	3a	%case	LAT	
ec002:020	3b	@	-	epätoivoon␣
ec002:020	7	@	-	kaikesta␣
ec002:020	6	%case	LOC	
ec002:020	(8a) 8b	@	-	vaivannäöstäni
ec002:020	-	(,)	-	,␣
ec002:020	9a	@	-	jolla␣
ec002:020	9b	(@)	-	olin␣
ec002:020	9b	@	-	vaivannut␣
ec002:020	-	(@)	-	itseäni␣
ec002:020	(11a) 11b	@	-	auringon␣
ec002:020	10	@	-	alla
ec002:020	-	(.)	-	.␣
ec002:021	ec002:021	ec002:021	VERSE	Srn␣2:21␣
ec002:021	1	@	-	Sillä␣
ec002:021	-	(@)	-	niin␣
ec002:021	2	@	-	on
ec002:021	-	(:)	-	:␣
ec002:021	3	@	-	ihmisen
ec002:021	-	(,)	-	,␣
ec002:021	4a	@	-	joka␣
ec002:021	4b	(@)	-	on␣
ec002:021	4b	@	-	vaivaa␣
ec002:021	4b	@	-	nähnyt␣
ec002:021	-	(@)	-	toimien␣
ec002:021	5b	@	-	viisaudella
ec002:021	5a	%case	LOC	
ec002:021	(6a)	-	UNTRANSLATED	
ec002:021	-	(,)	-	,␣
ec002:021	6c	@	-	tiedolla␣
ec002:021	6b	%case	LOC	
ec002:021	7a	@	-	ja␣
ec002:021	7c	@	-	kunnolla
ec002:021	7b	%case	LOC	
ec002:021	(8a)	-	UNTRANSLATED	
ec002:021	-	(,)	-	,␣
ec002:021	12	(@)	-	täytyy␣
ec002:021	12	@	-	antaa␣
ec002:021	-	(@)	-	kaikki␣
ec002:021	8c	@	-	ihmiselle
ec002:021	8b	%case	LOC	
ec002:021	-	(,)	-	,␣
ec002:021	9a	@	-	joka␣
ec002:021	9b	@	-	ei␣
ec002:021	10	(@)	-	ole␣
ec002:021	11	@	-	siitä␣
ec002:021	10	@	-	vaivaa␣
ec002:021	10	@	-	nähnyt
ec002:021	-	(,)	-	,␣
ec002:021	pers%13	@	-	hänen␣
ec002:021	13	@	-	osaksensa
ec002:021	-	(.)	-	.␣
ec002:021	15	@	-	Sekin␣
ec002:021	14	%clitic	kin	
ec002:021	-	(@)	-	on␣
ec002:021	16	@	-	turhuutta␣
ec002:021	17a	@	-	ja␣
ec002:021	-	(@)	-	on␣
ec002:021	18	@	-	suuri␣
ec002:021	17b	@	-	onnettomuus
ec002:021	-	(.)	-	.␣
ec002:022	ec002:022	ec002:022	VERSE	Srn␣2:22␣
ec002:022	1	@	-	Sillä␣
ec002:022	2	@	-	mitä␣
ec002:022	3	@	-	saa␣
ec002:022	4b	@	-	ihminen␣
ec002:022	4a	%case	NOM	
ec002:022	5b	@	-	kaikesta␣
ec002:022	5a	%case	LOC	
ec002:022	6	@	-	vaivannäöstänsä␣
ec002:022	7a	@	-	ja␣
ec002:022	8	@	-	sydämensä␣
ec002:022	7c	@	-	pyrkimyksestä
ec002:022	7b	%case	LOC	
ec002:022	-	(,)	-	,␣
ec002:022	9a	@	-	jolla␣
ec002:022	9b	@	-	hän␣
ec002:022	10	@	-	vaivaa␣
ec002:022	-	(@)	-	itseänsä␣
ec002:022	(12a) 12b	@	-	auringon␣
ec002:022	11	@	-	alla
ec002:022	-	(?)	-	?␣
ec002:023	ec002:023	ec002:023	VERSE	Srn␣2:23␣
ec002:023	1	@	-	Ovathan␣
ec002:023	2	@	-	kaikki␣
ec002:023	pers%3	@	-	hänen␣
ec002:023	3	@	-	päivänsä␣
ec002:023	-	(@)	-	pelkkää␣
ec002:023	4	@	-	tuskaa␣
ec002:023	5a	@	-	ja␣
ec002:023	pers%6	@	-	hänen␣
ec002:023	6	@	-	työnsä␣
ec002:023	5b	@	-	surua
ec002:023	-	(,)	-	,␣
ec002:023	9	@	-	eikä␣
ec002:023	7	%clitic	kA	
ec002:023	8b	@	-	yölläkään␣
ec002:023	8a	%case	LOC	
ec002:023	pers%11	@	-	hänen␣
ec002:023	11	@	-	sydämensä␣
ec002:023	10	@	-	saa␣
ec002:023	10	@	-	lepoa
ec002:023	-	(.)	-	.␣
ec002:023	13	@	-	Tämäkin␣
ec002:023	12	%clitic	kin	
ec002:023	15	@	-	on␣
ec002:023	14	@	-	turhuutta
ec002:023	-	(.)	-	.␣
ec002:024	ec002:024	ec002:024	VERSE	Srn␣2:24␣
ec002:024	1	@	-	Ei␣
ec002:024	1	@	-	ole␣
ec002:024	3b	@	-	ihmisellä␣
ec002:024	3a	%case	LOC	
ec002:024	-	(@)	-	muuta␣
ec002:024	2	@	-	onnea␣
ec002:024	4a	@	-	kuin␣
ec002:024	4b	@	-	syödä␣
ec002:024	5a	@	-	ja␣
ec002:024	5b	@	-	juoda␣
ec002:024	6a	@	-	ja␣
ec002:024	6b	(@)	-	antaa␣
ec002:024	8	@	-	sielunsa␣
ec002:024	7	%case	NOM.GEN	
ec002:024	6b	@	-	nauttia␣
ec002:024	9	@	-	hyvää␣
ec002:024	10b	@	-	vaivannäkönsä␣
ec002:024	10a	@	-	ohessa
ec002:024	-	(;)	-	;␣
ec002:024	-	(@)	-	mutta␣
ec002:024	14	@	-	minä␣
ec002:024	13	(@)	-	tulin␣
ec002:024	13	@	-	näkemään
ec002:024	-	(,)	-	,␣
ec002:024	15	@	-	että␣
ec002:024	12	@	-	sekin␣
ec002:024	11	%clitic	kin	
ec002:024	18	@	-	tulee␣
ec002:024	(17a) 17b	@	-	Jumalan␣
ec002:024	16b	@	-	kädestä
ec002:024	16a	%case	LOC	
ec002:024	-	(.)	-	.␣
ec002:025	ec002:025	ec002:025	VERSE	Srn␣2:25␣
ec002:025	-	(-)	-	-␣
ec002:025	-	(@)	-	"
ec002:025	1	@	-	Sillä␣
ec002:025	2	@	-	kuka␣
ec002:025	3	(@)	-	voi␣
ec002:025	3	@	-	syödä␣
ec002:025	4a	@	-	ja␣
ec002:025	4b	@	-	kuka␣
ec002:025	5	@	-	nauttia␣
ec002:025	6	@	-	ilman␣
ec002:025	7	@	-	minua
ec002:025	-	(?)	-	?
ec002:025	-	(@)	-	"␣
ec002:025	-	(-)	-	-␣
ec002:026	ec002:026	ec002:026	VERSE	Srn␣2:26␣
ec002:026	1	@	-	Sillä␣
ec002:026	5	(@)	-	hän␣
ec002:026	5	@	-	antaa␣
ec002:026	2b	@	-	ihmiselle
ec002:026	2a	%case	LOC	
ec002:026	-	(,)	-	,␣
ec002:026	3a	@	-	joka␣
ec002:026	-	(@)	-	on␣
ec002:026	4a 4b	@	-	hänelle␣
ec002:026	3b	@	-	otollinen
ec002:026	-	(,)	-	,␣
ec002:026	6	@	-	viisautta
ec002:026	(7a)	-	UNTRANSLATED	
ec002:026	-	(,)	-	,␣
ec002:026	7b	@	-	tietoa␣
ec002:026	8a	@	-	ja␣
ec002:026	8b	@	-	iloa
ec002:026	-	(;)	-	;␣
ec002:026	9a	@	-	mutta␣
ec002:026	9c	@	-	syntiselle␣
ec002:026	9b	%case	LOC	
ec002:026	10	(@)	-	hän␣
ec002:026	10	@	-	antaa␣
ec002:026	11	@	-	työksi␣
ec002:026	12b	@	-	koota␣
ec002:026	12a	%case	LAT	
ec002:026	13a	@	-	ja␣
ec002:026	13c	@	-	kartuttaa␣
ec002:026	13b	%case	LAT	
ec002:026	14b	@	-	annettavaksi␣
ec002:026	14a	%case	TRA	
ec002:026	-	(@)	-	sille
ec002:026	-	(,)	-	,␣
ec002:026	-	(@)	-	joka␣
ec002:026	-	(@)	-	on␣
ec002:026	15b	@	-	otollinen␣
ec002:026	15a	%case	NOM	
ec002:026	(17a) 17b	@	-	Jumalalle
ec002:026	16a 16b	%case	LOC	
ec002:026	-	(.)	-	.␣
ec002:026	19	@	-	Sekin␣
ec002:026	18	%clitic	kin	
ec002:026	-	(@)	-	on␣
ec002:026	20	@	-	turhuutta␣
ec002:026	21a	@	-	ja␣
ec002:026	22	@	-	tuulen␣
ec002:026	21b	@	-	tavoittelua
ec002:026	-	(.)	-	.␣
ec003:001	ec003:001	ec003:001	VERSE	Srn␣3:1␣
ec003:001	1b	@	-	Kaikella␣
ec003:001	1a	%case	LOC	
ec003:001	-	(@)	-	on␣
ec003:001	2	@	-	määräaika
ec003:001	-	(,)	-	,␣
ec003:001	3a	@	-	ja␣
ec003:001	3b	@	-	aikansa␣
ec003:001	-	(@)	-	on␣
ec003:001	4b	@	-	joka␣
ec003:001	4a	%case	NOM	
ec003:001	5	@	-	asialla␣
ec003:001	(7a) 7b	@	-	taivaan␣
ec003:001	6	@	-	alla
ec003:001	-	(.)	-	.␣
ec003:002	ec003:002	ec003:002	VERSE	Srn␣3:2␣
ec003:002	1	@	-	Aika␣
ec003:002	-	(@)	-	on␣
ec003:002	2b	@	-	syntyä␣
ec003:002	2a	%case	LAT	
ec003:002	3a	@	-	ja␣
ec003:002	3b	@	-	aika␣
ec003:002	4b	@	-	kuolla
ec003:002	4a	%case	LAT	
ec003:002	-	(.)	-	.␣
ec003:002	5	@	-	Aika␣
ec003:002	-	(@)	-	on␣
ec003:002	6b	@	-	istuttaa␣
ec003:002	6a	%case	LAT	
ec003:002	7a	@	-	ja␣
ec003:002	7b	@	-	aika␣
ec003:002	8b	@	-	repiä␣
ec003:002	8a	%case	LAT	
ec003:002	9	@	-	istutus
ec003:002	-	(.)	-	.␣
ec003:003	ec003:003	ec003:003	VERSE	Srn␣3:3␣
ec003:003	1	@	-	Aika␣
ec003:003	-	(@)	-	on␣
ec003:003	2b	@	-	surmata␣
ec003:003	2a	%case	LAT	
ec003:003	3a	@	-	ja␣
ec003:003	3b	@	-	aika␣
ec003:003	4b	@	-	parantaa
ec003:003	4a	%case	LAT	
ec003:003	-	(.)	-	.␣
ec003:003	5	@	-	Aika␣
ec003:003	-	(@)	-	on␣
ec003:003	6b	@	-	purkaa␣
ec003:003	6a	%case	LAT	
ec003:003	7a	@	-	ja␣
ec003:003	7b	@	-	aika␣
ec003:003	8b	@	-	rakentaa
ec003:003	8a	%case	LAT	
ec003:003	-	(.)	-	.␣
ec003:004	ec003:004	ec003:004	VERSE	Srn␣3:4␣
ec003:004	1	@	-	Aika␣
ec003:004	-	(@)	-	on␣
ec003:004	2b	@	-	itkeä␣
ec003:004	2a	%case	LAT	
ec003:004	3a	@	-	ja␣
ec003:004	3b	@	-	aika␣
ec003:004	4b	@	-	nauraa
ec003:004	4a	%case	LAT	
ec003:004	-	(.)	-	.␣
ec003:004	5	@	-	Aika␣
ec003:004	-	(@)	-	on␣
ec003:004	6	@	-	valittaa␣
ec003:004	7a	@	-	ja␣
ec003:004	7b	@	-	aika␣
ec003:004	8	@	-	hypellä
ec003:004	-	(.)	-	.␣
ec003:005	ec003:005	ec003:005	VERSE	Srn␣3:5␣
ec003:005	1	@	-	Aika␣
ec003:005	-	(@)	-	on␣
ec003:005	2b	@	-	heitellä␣
ec003:005	2a	%case	LAT	
ec003:005	3	@	-	kiviä␣
ec003:005	4a	@	-	ja␣
ec003:005	4b	@	-	aika␣
ec003:005	5	@	-	kerätä␣
ec003:005	6	@	-	kivet
ec003:005	-	(.)	-	.␣
ec003:005	7	@	-	Aika␣
ec003:005	-	(@)	-	on␣
ec003:005	8b	@	-	syleillä␣
ec003:005	8a	%case	LAT	
ec003:005	9a	@	-	ja␣
ec003:005	9b	@	-	aika␣
ec003:005	10b	@	-	olla␣
ec003:005	10a	%case	LAT	
ec003:005	11b	@	-	syleilemättä
ec003:005	11a	%case	ABE	
ec003:005	-	(.)	-	.␣
ec003:006	ec003:006	ec003:006	VERSE	Srn␣3:6␣
ec003:006	1	@	-	Aika␣
ec003:006	-	(@)	-	on␣
ec003:006	2b	@	-	etsiä␣
ec003:006	2a	%case	LAT	
ec003:006	3a	@	-	ja␣
ec003:006	3b	@	-	aika␣
ec003:006	4b	@	-	kadottaa
ec003:006	4a	%case	LAT	
ec003:006	-	(.)	-	.␣
ec003:006	5	@	-	Aika␣
ec003:006	-	(@)	-	on␣
ec003:006	6b	@	-	säilyttää␣
ec003:006	6a	%case	LAT	
ec003:006	7a	@	-	ja␣
ec003:006	7b	@	-	aika␣
ec003:006	8b	@	-	viskata␣
ec003:006	8a	%case	LAT	
ec003:006	8b	@	-	pois
ec003:006	-	(.)	-	.␣
ec003:007	ec003:007	ec003:007	VERSE	Srn␣3:7␣
ec003:007	1	@	-	Aika␣
ec003:007	-	(@)	-	on␣
ec003:007	2b	@	-	reväistä␣
ec003:007	2a	%case	LAT	
ec003:007	2b	@	-	rikki␣
ec003:007	3a	@	-	ja␣
ec003:007	3b	@	-	aika␣
ec003:007	4b	@	-	ommella␣
ec003:007	4a	%case	LAT	
ec003:007	4b	@	-	yhteen
ec003:007	-	(.)	-	.␣
ec003:007	5	@	-	Aika␣
ec003:007	-	(@)	-	on␣
ec003:007	6b	@	-	olla␣
ec003:007	6a	%case	LAT	
ec003:007	6b	@	-	vaiti␣
ec003:007	7a	@	-	ja␣
ec003:007	7b	@	-	aika␣
ec003:007	8b	@	-	puhua
ec003:007	8a	%case	LAT	
ec003:007	-	(.)	-	.␣
ec003:008	ec003:008	ec003:008	VERSE	Srn␣3:8␣
ec003:008	1	@	-	Aika␣
ec003:008	-	(@)	-	on␣
ec003:008	2b	@	-	rakastaa␣
ec003:008	2a	%case	LAT	
ec003:008	3a	@	-	ja␣
ec003:008	3b	@	-	aika␣
ec003:008	4b	@	-	vihata
ec003:008	4a	%case	LAT	
ec003:008	-	(.)	-	.␣
ec003:008	5	@	-	Aika␣
ec003:008	-	(@)	-	on␣
ec003:008	6	@	-	sodalla␣
ec003:008	7a	@	-	ja␣
ec003:008	7b	@	-	aika␣
ec003:008	8	@	-	rauhalla
ec003:008	-	(.)	-	.␣
ec003:009	ec003:009	ec003:009	VERSE	Srn␣3:9␣
ec003:009	1	@	-	Mitä␣
ec003:009	2	@	-	hyötyä␣
ec003:009	-	(@)	-	on␣
ec003:009	(3a) 3b	@	-	työntekijällä␣
ec003:009	-	(@)	-	siitä
ec003:009	-	(,)	-	,␣
ec003:009	4b	@	-	mistä␣
ec003:009	4a	%case	LOC	
ec003:009	5	@	-	hän␣
ec003:009	6	@	-	näkee␣
ec003:009	6	@	-	vaivaa
ec003:009	-	(?)	-	?␣
ec003:010	ec003:010	ec003:010	VERSE	Srn␣3:10␣
ec003:010	1	(@)	-	Minä␣
ec003:010	1	(@)	-	olen␣
ec003:010	1	@	-	katsonut␣
ec003:010	3a	@	-	sitä␣
ec003:010	3b	@	-	työtä
ec003:010	2	%case	PTV	
ec003:010	-	(,)	-	,␣
ec003:010	4	@	-	minkä␣
ec003:010	6	@	-	Jumala␣
ec003:010	5	(@)	-	on␣
ec003:010	5	@	-	antanut␣
ec003:010	7b (8a) 8b	@	-	ihmislapsille
ec003:010	7a	%case	LOC	
ec003:010	-	(,)	-	,␣
ec003:010	-	(@)	-	heidän␣
ec003:010	10	@	-	sillä␣
ec003:010	-	(@)	-	itseään␣
ec003:010	9b	@	-	rasittaaksensa
ec003:010	9a	%case	TRA	
ec003:010	-	(.)	-	.␣
ec003:011	ec003:011	ec003:011	VERSE	Srn␣3:11␣
ec003:011	(2a) 2b	@	-	Kaiken␣
ec003:011	1	%case	GEN	
ec003:011	3	(@)	-	hän␣
ec003:011	3	(@)	-	on␣
ec003:011	3	@	-	tehnyt␣
ec003:011	4	@	-	kauniisti␣
ec003:011	5b	@	-	aikanansa
ec003:011	5a	%case	ESS	
ec003:011	-	(,)	-	,␣
ec003:011	6	@	-	myös␣
ec003:011	(8a) 8b	@	-	iankaikkisuuden␣
ec003:011	7	%case	GEN	
ec003:011	9	(@)	-	hän␣
ec003:011	9	(@)	-	on␣
ec003:011	9	@	-	pannut␣
ec003:011	pers%10b	@	-	heidän␣
ec003:011	10b	@	-	sydämeensä
ec003:011	10a	%case	LOC	
ec003:011	-	(;)	-	;␣
ec003:011	11a 11b 12	@	-	mutta␣
ec003:011	11a 11b 12	@	-	niin␣
ec003:011	-	(@)	-	on
ec003:011	-	(,)	-	,␣
ec003:011	13	@	-	ettei␣
ec003:011	(15a) 15b	@	-	ihminen␣
ec003:011	14	@	-	käsitä␣
ec003:011	(17a) 17b	@	-	tekoja
ec003:011	16	%case	PTV	
ec003:011	-	(,)	-	,␣
ec003:011	18	@	-	jotka␣
ec003:011	(20a) 20b	@	-	Jumala␣
ec003:011	19	(@)	-	on␣
ec003:011	19	@	-	tehnyt
ec003:011	-	(,)	-	,␣
ec003:011	21a	@	-	ei␣
ec003:011	21b	@	-	alkua␣
ec003:011	22a 22b	@	-	eikä␣
ec003:011	23	@	-	loppua
ec003:011	-	(.)	-	.␣
ec003:012	ec003:012	ec003:012	VERSE	Srn␣3:12␣
ec003:012	1	(@)	-	Minä␣
ec003:012	1	(@)	-	tulin␣
ec003:012	1	@	-	tietämään
ec003:012	-	(,)	-	,␣
ec003:012	2	@	-	ettei␣
ec003:012	3	%inflection	NEGV.3S	
ec003:012	5	@	-	heillä␣
ec003:012	3	@	-	ole␣
ec003:012	-	(@)	-	muuta␣
ec003:012	4	@	-	onnea␣
ec003:012	6 7	@	-	kuin␣
ec003:012	8b	@	-	iloita␣
ec003:012	8a	%case	LAT	
ec003:012	9a	@	-	ja␣
ec003:012	9c	@	-	tehdä␣
ec003:012	9b	%case	LAT	
ec003:012	10	@	-	hyvää␣
ec003:012	11b	@	-	eläessänsä
ec003:012	11a	%case	LOC	
ec003:012	-	(.)	-	.␣
ec003:013	ec003:013	ec003:013	VERSE	Srn␣3:13␣
ec003:013	1a	@	-	Mutta␣
ec003:013	2	@	-	jokaiselle␣
ec003:013	(3a) 3b	@	-	ihmiselle␣
