na001:001	na001:001	na001:001	VERSE	Naah␣1:1␣
na003:003	(7a)	-	UNTRANSLATED	
na003:003	-	(.)	-	.␣
na003:003	7b	@	-	Paljon␣
na003:003	8	@	-	kaatuneita
na003:003	(9a)	-	UNTRANSLATED	
na003:003	-	(,)	-	,␣
na003:003	9b	@	-	läjittäin␣
na003:003	10	@	-	ruumiita
na003:003	(11a)	-	UNTRANSLATED	
na003:003	-	(,)	-	,␣
na003:003	12	@	-	loppumatta␣
na003:003	11b	%case	ABE	
na003:003	13b	@	-	raatoja
na003:003	13a	%case	PTV	
na003:003	-	(!)	-	!␣
na003:003	pers%16b	@	-	Heidän␣
na003:003	16b	@	-	raatoihinsa␣
na003:003	16a	%case	LOC	
na003:003	15b	@	-	lankeillaan
na003:003	-	(.)	-	.␣
na003:004	na003:004	na003:004	VERSE	Naah␣3:4␣
na003:004	-	(@)	-	Kaikki␣
na003:004	-	(@)	-	tämä␣
na003:004	3	@	-	porton␣
na003:004	1b	@	-	suuren␣
na003:004	2	@	-	haureuden␣
na003:004	1a	@	-	tähden
na003:004	-	(,)	-	,␣
na003:004	-	(@)	-	tuon␣
na003:004	5	@	-	ihanan␣
na003:004	4	@	-	sulottaren
na003:004	-	(,)	-	,␣
na003:004	6	@	-	ovelan␣
na003:004	7	@	-	velhottaren
na003:004	-	(,)	-	,␣
na003:004	-	(@)	-	joka␣
na003:004	(8a) 8b	@	-	myi␣
na003:004	9	@	-	kansakunnat␣
na003:004	10b	@	-	haureudellaan
na003:004	10a	%case	LOC	
na003:004	(11a)	-	UNTRANSLATED	
na003:004	-	(,)	-	,␣
na003:004	11b	@	-	sukukunnat␣
na003:004	12b	@	-	velhouksillansa
na003:004	12a	%case	LOC	
na003:004	-	(.)	-	.␣
na003:005	na003:005	na003:005	VERSE	Naah␣3:5␣
na003:005	1	@	-	Katso
na003:005	-	(,)	-	,␣
na003:005	pers%1	@	-	minä␣
na003:005	2	@	-	käyn␣
na003:005	pers%2	@	-	sinun␣
na003:005	pers%2	(@)	-	kimppuusi
na003:005	-	(,)	-	,␣
na003:005	3	@	-	sanoo␣
na003:005	4	@	-	Herra␣
na003:005	5	@	-	Sebaot
na003:005	(6a)	-	UNTRANSLATED	
na003:005	-	(,)	-	,␣
na003:005	6b	@	-	nostan␣
na003:005	pers%7	@	-	sinun␣
na003:005	7	@	-	liepeesi␣
na003:005	9	@	-	kasvojesi␣
na003:005	8	@	-	yli␣
na003:005	10a	@	-	ja␣
na003:005	10b	@	-	näytän␣
na003:005	11	@	-	kansakunnille␣
na003:005	pers%12	@	-	sinun␣
na003:005	12	@	-	alastomuutesi
na003:005	(13a)	-	UNTRANSLATED	
na003:005	-	(,)	-	,␣
na003:005	13b	@	-	valtakunnille␣
na003:005	pers%14	@	-	sinun␣
na003:005	14	@	-	häpeäsi
na003:005	-	(.)	-	.␣
na003:006	na003:006	na003:006	VERSE	Naah␣3:6␣
na003:006	1a	@	-	Ja␣
na003:006	1b	(@)	-	minä␣
na003:006	1b	@	-	viskaan␣
na003:006	3	@	-	likaa␣
na003:006	pers%2	@	-	sinun␣
na003:006	2	@	-	päällesi
na003:006	(4a)	-	UNTRANSLATED	
na003:006	-	(,)	-	,␣
na003:006	4b	@	-	häpäisen␣
na003:006	pers%4b	@	-	sinut␣
na003:006	5a	@	-	ja␣
na003:006	5b	@	-	panen␣
na003:006	pers%5b	@	-	sinut␣
na003:006	6b	@	-	julkinähtäväksi
na003:006	6a	%case	TRA	
na003:006	-	(.)	-	.␣
na003:007	na003:007	na003:007	VERSE	Naah␣3:7␣
na003:007	1a	@	-	Ja␣
na003:007	(1b)	-	UNTRANSLATED	
na003:007	2	@	-	kaikki
na003:007	-	(,)	-	,␣
na003:007	-	(@)	-	jotka␣
na003:007	3	@	-	näkevät␣
na003:007	pers%3	@	-	sinut
na003:007	-	(,)	-	,␣
na003:007	4	@	-	kaikkoavat␣
na003:007	pers%5	@	-	sinusta␣
na003:007	5	@	-	kauas␣
na003:007	6a	@	-	ja␣
na003:007	6b	@	-	sanovat
na003:007	-	(:)	-	:␣
na003:007	-	(@)	-	"
na003:007	7	@	-	Hävitetty␣
na003:007	-	(@)	-	on␣
na003:007	8	@	-	Niinive
na003:007	-	(!)	-	!␣
na003:007	9	@	-	Kuka␣
na003:007	11	@	-	sitä␣
na003:007	10	@	-	surkuttelisi
na003:007	-	(,)	-	,␣
na003:007	12b	@	-	mistä␣
na003:007	12a	%case	LOC	
na003:007	13	(@)	-	minä␣
na003:007	13	@	-	etsisin␣
na003:007	15	@	-	sinulle␣
na003:007	14	@	-	lohduttajia
na003:007	-	(?)	-	?
na003:007	-	(@)	-	"␣
na003:008	na003:008	na003:008	VERSE	Naah␣3:8␣
na003:008	1a	@	-	Oletko␣
na003:008	1b	(@)	-	sinä␣
na003:008	1b	@	-	parempi
na003:008	-	(,)	-	,␣
na003:008	2a	@	-	kuin␣
na003:008	-	(@)	-	oli␣
na003:008	2b	@	-	Noo-Ammon
na003:008	-	(,)	-	,␣
na003:008	-	(@)	-	joka␣
na003:008	(3a) 3b	@	-	istui␣
na003:008	-	(@)	-	hallitsijana␣
na003:008	4b	@	-	virtojen␣
na003:008	4a	@	-	ääressä
na003:008	-	(,)	-	,␣
na003:008	5	@	-	vetten␣
na003:008	6	@	-	ympäröimänä
na003:008	7	%case	ESS	
na003:008	-	(,)	-	,␣
na003:008	8	@	-	jolla␣
na003:008	-	(@)	-	oli␣
na003:008	10	@	-	virta␣
na003:008	9	@	-	varustuksena␣
na003:008	-	(@)	-	ja␣
na003:008	11b	@	-	virta␣
na003:008	11a	%case	NOM	
na003:008	12	@	-	muurina
na003:008	-	(?)	-	?␣
na003:009	na003:009	na003:009	VERSE	Naah␣3:9␣
na003:009	pers%2	@	-	Sen␣
na003:009	2	@	-	väkevyytenä␣
na003:009	-	(@)	-	oli␣
na003:009	1	@	-	Etiopia␣
na003:009	3a	@	-	ja␣
na003:009	3b	@	-	egyptiläiset
na003:009	-	(,)	-	,␣
na003:009	-	(@)	-	joilla␣
na003:009	(4a)	-	UNTRANSLATED	
na003:009	4b	@	-	ei␣
na003:009	-	(@)	-	ollut␣
na003:009	5	@	-	määrää
na003:009	-	(.)	-	.␣
na003:009	9b	@	-	Auttajinasi␣
na003:009	9a	%case	ESS	
na003:009	8	@	-	olivat␣
na003:009	6	@	-	Puut␣
na003:009	7a	@	-	ja␣
na003:009	7b	@	-	liibyalaiset
na003:009	-	(.)	-	.␣
na003:010	na003:010	na003:010	VERSE	Naah␣3:10␣
na003:010	2	@	-	Sekin␣
na003:010	1	%clitic	kin	
na003:010	4	@	-	meni␣
na003:010	3b	@	-	pakkosiirtolaisuuteen
na003:010	3a	%case	LOC	
na003:010	-	(,)	-	,␣
na003:010	5b	@	-	vankeuteen
na003:010	5a	%case	LOC	
na003:010	-	(.)	-	.␣
na003:010	pers%7	@	-	Senkin␣
na003:010	6	%clitic	kin	
na003:010	7	@	-	pienet␣
na003:010	7	@	-	lapset␣
na003:010	8	@	-	murskattiin␣
na003:010	10	@	-	kaikkien␣
na003:010	11	@	-	katujen␣
na003:010	9b	@	-	kulmissa
na003:010	9a	%case	LOC	
na003:010	(12a)	-	UNTRANSLATED	
na003:010	-	(,)	-	,␣
na003:010	pers%13	@	-	sen␣
na003:010	13	@	-	ylhäisistä␣
na003:010	12b	%case	LOC	
na003:010	14	@	-	heitettiin␣
na003:010	15	@	-	arpaa
na003:010	-	(,)	-	,␣
na003:010	16a	@	-	ja␣
na003:010	16b	@	-	kaikki␣
na003:010	pers%17	@	-	sen␣
na003:010	17	@	-	suurmiehet␣
na003:010	18	@	-	pantiin␣
na003:010	19b	@	-	kahleisiin
na003:010	19a	%case	LOC	
na003:010	-	(.)	-	.␣
na003:011	na003:011	na003:011	VERSE	Naah␣3:11␣
na003:011	1	@	-	Myös␣
na003:011	2	@	-	sinä␣
na003:011	3	(@)	-	olet␣
na003:011	3	@	-	juopuva␣
na003:011	-	(@)	-	ja␣
na003:011	5	@	-	vaipuva␣
na003:011	5	@	-	pimeyteen
na003:011	4	%case	LOC	
na003:011	-	(;)	-	;␣
na003:011	6	@	-	myös␣
na003:011	7	@	-	sinä␣
na003:011	8	(@)	-	olet␣
na003:011	8	@	-	etsivä␣
na003:011	9	@	-	suojaa␣
na003:011	10b	@	-	vihamiehen␣
na003:011	10a	@	-	uhatessa
na003:011	-	(.)	-	.␣
na003:012	na003:012	na003:012	VERSE	Naah␣3:12␣
na003:012	1	@	-	Kaikki␣
na003:012	pers%2	@	-	sinun␣
na003:012	2	@	-	varustuksesi␣
na003:012	-	(@)	-	ovat␣
na003:012	3	@	-	viikunapuita
na003:012	-	(,)	-	,␣
na003:012	4	@	-	joissa␣
na003:012	-	(@)	-	on␣
na003:012	5	@	-	varhaisviikunoita
na003:012	-	(:)	-	:␣
na003:012	6	@	-	jos␣
na003:012	7	(@)	-	niitä␣
na003:012	7	@	-	pudistellaan
na003:012	(8a)	-	UNTRANSLATED	
na003:012	-	(,)	-	,␣
na003:012	8b	(@)	-	ne␣
na003:012	8b	@	-	putoavat␣
na003:012	11	@	-	syöjän␣
na003:012	10	@	-	suuhun
na003:012	9	%case	LOC	
na003:012	-	(.)	-	.␣
na003:013	na003:013	na003:013	VERSE	Naah␣3:13␣
na003:013	1	@	-	Katso
na003:013	-	(,)	-	,␣
na003:013	2	@	-	sotaväkesi
na003:013	-	(,)	-	,␣
na003:013	-	(@)	-	mikä␣
na003:013	4b	@	-	sinulla␣
na003:013	4a	%case	LOC	
na003:013	-	(@)	-	on
na003:013	-	(,)	-	,␣
na003:013	-	(@)	-	on␣
na003:013	3	@	-	naisia
na003:013	-	(.)	-	.␣
na003:013	pers%9	@	-	Sinun␣
na003:013	9	@	-	maasi␣
na003:013	8	@	-	portit␣
na003:013	7	(@)	-	ovat␣
na003:013	7	@	-	selkoselällään␣
na003:013	6	%case	LOC	
na003:013	pers%5b	@	-	sinun␣
na003:013	5b	@	-	vihamiehillesi
na003:013	5a	%case	LOC	
na003:013	-	(.)	-	.␣
na003:013	11	@	-	Tuli␣
na003:013	10	@	-	kuluttaa␣
na003:013	pers%12	@	-	sinun␣
na003:013	12	@	-	salpasi
na003:013	-	(.)	-	.␣
na003:014	na003:014	na003:014	VERSE	Naah␣3:14␣
na003:014	3	@	-	Ammenna␣
na003:014	4	@	-	itsellesi␣
na003:014	1	@	-	vettä␣
na003:014	2	@	-	piirityksen␣
na003:014	-	(@)	-	varalta
na003:014	-	(,)	-	,␣
na003:014	5	@	-	vahvista␣
na003:014	6	@	-	varustuksiasi
na003:014	-	(,)	-	,␣
na003:014	7	@	-	astu␣
na003:014	8b	@	-	liejuun
na003:014	8a	%case	LOC	
na003:014	(9a)	-	UNTRANSLATED	
na003:014	-	(,)	-	,␣
na003:014	9b	@	-	polje␣
na003:014	10b	@	-	savea
na003:014	10a	%case	PTV	
na003:014	-	(,)	-	,␣
na003:014	11	@	-	käy␣
na003:014	11	@	-	kiinni␣
na003:014	12	@	-	tiilenmuottiin
na003:014	-	(.)	-	.␣
na003:015	na003:015	na003:015	VERSE	Naah␣3:15␣
na003:015	1	@	-	Siinä␣
na003:015	2	(@)	-	on␣
na003:015	3	@	-	tuli␣
na003:015	pers%2	@	-	sinut␣
na003:015	2	@	-	kuluttava
na003:015	-	(,)	-	,␣
na003:015	5	@	-	miekka␣
na003:015	4	(@)	-	on␣
na003:015	pers%4	@	-	sinut␣
na003:015	4	@	-	tuhoava
na003:015	-	(,)	-	,␣
na003:015	6	(@)	-	se␣
na003:015	6	(@)	-	on␣
na003:015	6	@	-	syövä␣
na003:015	pers%6	@	-	sinut␣
na003:015	7a	@	-	niinkuin␣
na003:015	7b	@	-	syöjäsirkat
na003:015	-	(,)	-	,␣
na003:015	-	(@)	-	vaikka␣
na003:015	8	@	-	lisääntyisit␣
na003:015	9a	@	-	kuin␣
na003:015	9b	@	-	syöjäsirkat
na003:015	-	(,)	-	,␣
na003:015	-	(@)	-	vaikka␣
na003:015	10	@	-	lisääntyisit␣
na003:015	11b	@	-	heinäsirkkojen␣
na003:015	11a	@	-	tavoin
na003:015	-	(.)	-	.␣
na003:016	na003:016	na003:016	VERSE	Naah␣3:16␣
na003:016	1	(@)	-	Sinä␣
na003:016	1	(@)	-	olet␣
na003:016	1	@	-	lisännyt␣
na003:016	2	@	-	kauppiaasi␣
na003:016	3a	@	-	lukuisammiksi␣
na003:016	3a	@	-	kuin␣
na003:016	(4a) 4b	@	-	taivaan␣
na003:016	3b	@	-	tähdet
na003:016	-	(:)	-	:␣
na003:016	5	@	-	syöjäsirkat␣
na003:016	6	@	-	ryöstävät␣
na003:016	7a	@	-	ja␣
na003:016	7b	@	-	lentävät␣
na003:016	7b	(@)	-	pois
na003:016	-	(.)	-	.␣
na003:017	na003:017	na003:017	VERSE	Naah␣3:17␣
na003:017	pers%1	@	-	Sinulla␣
na003:017	-	(@)	-	on␣
na003:017	1	@	-	ennusmiehiä␣
na003:017	2a	@	-	kuin␣
na003:017	2b	@	-	heinäsirkkoja
na003:017	(3a)	-	UNTRANSLATED	
na003:017	-	(,)	-	,␣
na003:017	3b	@	-	kirjureita␣
na003:017	4a	@	-	kuin␣
na003:017	4b	@	-	sirkkaparvea
na003:017	5	%case	PTV	
na003:017	-	(,)	-	,␣
na003:017	-	(@)	-	joka␣
na003:017	(6a) 6b	@	-	asettuu␣
na003:017	7b	@	-	aidoille␣
na003:017	7a	%case	LOC	
na003:017	9	@	-	kylmänä␣
na003:017	8b	@	-	päivänä
na003:017	8a	%case	ESS	
na003:017	-	(;)	-	;␣
na003:017	-	(@)	-	kun␣
na003:017	10	@	-	aurinko␣
na003:017	11	(@)	-	on␣
na003:017	11	@	-	noussut
na003:017	(12a)	-	UNTRANSLATED	
na003:017	-	(,)	-	,␣
na003:017	12b	(@)	-	ne␣
na003:017	12b	@	-	pakenevat
na003:017	-	(,)	-	,␣
na003:017	13a 13b	@	-	eikä␣
na003:017	-	(@)	-	kukaan␣
na003:017	14	@	-	tiedä␣
na003:017	15	@	-	paikkaa
na003:017	-	(,)	-	,␣
na003:017	16	@	-	missä␣
na003:017	pers%16	@	-	ne␣
na003:017	-	(@)	-	ovat
na003:017	-	(.)	-	.␣
na003:018	na003:018	na003:018	VERSE	Naah␣3:18␣
na003:018	pers%2	@	-	Sinun␣
na003:018	2	@	-	paimenesi
na003:018	-	(,)	-	,␣
na003:018	4	@	-	Assurin␣
na003:018	3	@	-	kuningas
na003:018	-	(,)	-	,␣
na003:018	1	(@)	-	ovat␣
na003:018	1	@	-	nukkuneet
na003:018	-	(,)	-	,␣
na003:018	pers%6	@	-	sinun␣
na003:018	6	@	-	ylhäisesi␣
na003:018	5	@	-	jääneet␣
na003:018	5	@	-	liikkumattomiksi
na003:018	-	(.)	-	.␣
na003:018	pers%8	@	-	Sinun␣
na003:018	8	@	-	väkesi␣
na003:018	7	(@)	-	on␣
na003:018	7	@	-	hajaantunut␣
na003:018	(10a) 10b	@	-	vuorille
na003:018	9	%case	LOC	
na003:018	-	(,)	-	,␣
na003:018	11b	@	-	eikä␣
na003:018	11a	%clitic	kA	
na003:018	11b	@	-	ole␣
na003:018	12	@	-	kokoajaa
na003:018	-	(.)	-	.␣
na003:019	na003:019	na003:019	VERSE	Naah␣3:19␣
na003:019	2	@	-	Auttamaton␣
na003:019	1	%case	NOM	
na003:019	-	(@)	-	on␣
na003:019	pers%3b	@	-	sinun␣
na003:019	3b	@	-	perikatosi
na003:019	3a	%case	NOM.GEN	
na003:019	-	(,)	-	,␣
na003:019	4	@	-	parantumaton␣
na003:019	pers%5	@	-	sinun␣
na003:019	5	@	-	haavasi
na003:019	-	(.)	-	.␣
na003:019	6	@	-	Kaikki
na003:019	-	(,)	-	,␣
na003:019	-	(@)	-	jotka␣
na003:019	7	@	-	kuulevat␣
na003:019	8	@	-	sanoman␣
na003:019	pers%8	@	-	sinusta
na003:019	-	(,)	-	,␣
na003:019	9	@	-	paukuttavat␣
na003:019	11	@	-	sinulle␣
na003:019	10	@	-	käsiänsä
na003:019	-	(.)	-	.␣
na003:019	12	@	-	Sillä␣
na003:019	14	@	-	ketä␣
na003:019	13	%case	PTV	
na003:019	15	@	-	ei␣
na003:019	16	(@)	-	olisi␣
na003:019	18	@	-	yhäti␣
na003:019	16	@	-	kohdannut␣
na003:019	pers%17	@	-	sinun␣
na003:019	17	@	-	pahuutesi
na003:019	-	(?)	-	?␣
