pp001:001	pp001:001	pp001:001	VERSE	Flp␣1:1␣
pp002:002	-	(@)	-	että␣
pp002:002	-	(@)	-	olette␣
pp002:002	13a	@	-	sopuisat␣
pp002:002	-	(@)	-	ja␣
pp002:002	(14) 15 16a	@	-	yksimieliset␣
pp002:003	pp002:003	pp002:003	VERSE	Flp␣2:3␣
pp002:003	1	@	-	ettekä␣
pp002:003	-	(@)	-	tee␣
pp002:003	1	@	-	mitään␣
pp002:003	3	@	-	itsekkyydestä␣
pp002:003	2	%case	LOC	
pp002:003	4	@	-	tai␣
pp002:003	6a	@	-	turhan␣
pp002:003	6a	@	-	kunnian␣
pp002:003	pro%5	@	-	pyynnöstä
pp002:003	6b	,	-	,␣
pp002:003	7	@	-	vaan␣
pp002:003	-	(@)	-	että␣
pp002:003	(8) 9	@	-	nöyryydessä␣
pp002:003	11	@	-	pidätte␣
pp002:003	10	@	-	toista␣
pp002:003	12	@	-	parempana␣
pp002:003	12	@	-	kuin␣
pp002:003	13a	@	-	itseänne␣
pp002:004	pp002:004	pp002:004	VERSE	Flp␣2:4␣
pp002:004	-	(@)	-	ja␣
pp002:004	-	(@)	-	että␣
pp002:004	5	@	-	katsotte␣
pp002:004	4	@	-	kukin
pp002:004	-	(,)	-	,␣
pp002:004	1	@	-	ette␣
pp002:004	-	(@)	-	vain␣
pp002:004	(2) 3	@	-	omaanne
pp002:004	-	(,)	-	,␣
pp002:004	6a	@	-	vaan␣
pp002:004	(8) 9	@	-	toistenkin␣
pp002:004	7a	%clitic	kin	
pp002:004	-	(@)	-	parasta
pp002:004	(10a)	-	UNTRANSLATED	
pp002:004	10b	.	-	.␣
pp002:005	pp002:005	pp002:005	VERSE	Flp␣2:5␣
pp002:005	2	@	-	Olkoon␣
pp002:005	4	@	-	teillä␣
pp002:005	3	%case	LOC	
pp002:005	1	@	-	se␣
pp002:005	2	@	-	mieli
pp002:005	-	(,)	-	,␣
pp002:005	5	@	-	joka␣
pp002:005	6	@	-	myös␣
pp002:005	8	@	-	Kristuksella␣
pp002:005	9a	@	-	Jeesuksella␣
pp002:005	7	%case	LOC	
pp002:005	-	(@)	-	oli
pp002:005	9b	,	-	,␣
pp002:006	pp002:006	pp002:006	VERSE	Flp␣2:6␣
pp002:006	1	@	-	joka␣
pp002:006	6	@	-	ei
pp002:006	-	(,)	-	,␣
pp002:006	5	(@)	-	vaikka␣
pp002:006	5	(@)	-	hänellä␣
pp002:006	5	@	-	olikin␣
pp002:006	4	@	-	Jumalan␣
pp002:006	3	@	-	muoto
pp002:006	2	%case	NOM	
pp002:006	-	(,)	-	,␣
pp002:006	8	@	-	katsonut␣
pp002:006	7	@	-	saaliiksensa␣
pp002:006	10 (9)	@	-	olla␣
pp002:006	12a	@	-	Jumalan␣
pp002:006	11	@	-	kaltainen
pp002:006	12b	,	-	,␣
pp002:007	pp002:007	pp002:007	VERSE	Flp␣2:7␣
pp002:007	1	@	-	vaan␣
pp002:007	3	@	-	tyhjensi␣
pp002:007	2	@	-	itsensä␣
pp002:007	-	(@)	-	ja␣
pp002:007	6a	@	-	otti␣
pp002:007	5	@	-	orjan␣
pp002:007	4	@	-	muodon
pp002:007	6b	,	-	,␣
pp002:007	10a	@	-	tuli␣
pp002:007	9	@	-	ihmisten␣
pp002:007	8	@	-	kaltaiseksi
pp002:007	7	%case	TRA	
pp002:007	10b	,	-	,␣
pp002:007	11	@	-	ja␣
pp002:007	13	(@)	-	hänet␣
pp002:007	13	@	-	havaittiin␣
pp002:007	12	@	-	olennaltaan␣
pp002:007	14	@	-	sellaiseksi␣
pp002:007	14	@	-	kuin␣
pp002:007	15	@	-	ihminen
pp002:007	-	(;)	-	;␣
pp002:008	pp002:008	pp002:008	VERSE	Flp␣2:8␣
pp002:008	1	(@)	-	hän␣
pp002:008	1	@	-	nöyryytti␣
pp002:008	2	@	-	itsensä␣
pp002:008	-	(@)	-	ja␣
pp002:008	3	@	-	oli␣
pp002:008	4	@	-	kuuliainen␣
pp002:008	6a	@	-	kuolemaan␣
pp002:008	5	@	-	asti
pp002:008	6b	,	-	,␣
pp002:008	8	@	-	hamaan␣
pp002:008	9a	@	-	ristin␣
pp002:008	7	@	-	kuolemaan␣
pp002:008	8	@	-	asti
pp002:008	9b	.	-	.␣
pp002:009	pp002:009	pp002:009	VERSE	Flp␣2:9␣
pp002:009	1	@	-	Sentähden␣
pp002:009	6	(@)	-	onkin␣
pp002:009	2	%clitic	kin	
pp002:009	(3) 4	@	-	Jumala␣
pp002:009	5	@	-	hänet␣
pp002:009	6	@	-	korkealle␣
pp002:009	6	@	-	korottanut␣
pp002:009	7	@	-	ja␣
pp002:009	8	@	-	antanut␣
pp002:009	9	@	-	hänelle␣
pp002:009	(10) 11	@	-	nimen
pp002:009	-	(,)	-	,␣
pp002:009	14	@	-	kaikkia␣
pp002:009	-	(@)	-	muita␣
pp002:009	(12) 15a	@	-	nimiä␣
pp002:009	13	@	-	korkeamman
pp002:009	15b	,	-	,␣
pp002:010	pp002:010	pp002:010	VERSE	Flp␣2:10␣
pp002:010	1	@	-	niin␣
pp002:010	1	@	-	että␣
pp002:010	6	@	-	kaikkien␣
pp002:010	7	@	-	polvien␣
pp002:010	tasp%8	@	-	pitää␣
pp002:010	5	@	-	Jeesuksen␣
pp002:010	(3) 4	@	-	nimeen␣
pp002:010	2	%case	LOC	
pp002:010	8	@	-	notkistuman
pp002:010	-	(,)	-	,␣
pp002:010	-	(@)	-	sekä␣
pp002:010	-	(@)	-	niitten
pp002:010	-	(,)	-	,␣
pp002:010	-	(@)	-	jotka␣
pp002:010	9	@	-	taivaissa␣
pp002:010	-	(@)	-	ovat
pp002:010	-	(,)	-	,␣
pp002:010	10	@	-	että␣
pp002:010	-	(@)	-	niitten
pp002:010	-	(,)	-	,␣
pp002:010	-	(@)	-	jotka␣
pp002:010	11	@	-	maan␣
pp002:010	11	@	-	päällä␣
pp002:010	-	(@)	-	ovat
pp002:010	-	(,)	-	,␣
pp002:010	12	@	-	ja␣
pp002:010	-	(@)	-	niitten
pp002:010	-	(,)	-	,␣
pp002:010	-	(@)	-	jotka␣
pp002:010	13	@	-	maan␣
pp002:010	13	@	-	alla␣
pp002:010	-	(@)	-	ovat
pp002:010	-	(,)	-	,␣
pp002:011	pp002:011	pp002:011	VERSE	Flp␣2:11␣
pp002:011	1	@	-	ja␣
pp002:011	2	@	-	jokaisen␣
pp002:011	3	@	-	kielen␣
pp002:011	tasp%4	@	-	pitää␣
pp002:011	4	@	-	tunnustaman␣
pp002:011	12a	@	-	Isän␣
pp002:011	11	@	-	Jumalan␣
pp002:011	10	@	-	kunniaksi
pp002:011	9	%case	TRA	
pp002:011	-	(,)	-	,␣
pp002:011	5	@	-	että␣
pp002:011	7	@	-	Jeesus␣
pp002:011	8	@	-	Kristus␣
pp002:011	-	(@)	-	on␣
pp002:011	6	@	-	Herra
pp002:011	12b	.	-	.␣
pp002:012	pp002:012	pp002:012	VERSE	Flp␣2:12␣
pp002:012	1a	@	-	Siis
pp002:012	1b	,	-	,␣
pp002:012	2	@	-	rakkaani
pp002:012	3a	%pers	?	
pp002:012	3b	,	-	,␣
pp002:012	4	@	-	samoin~kuin␣
pp002:012	5	@	-	aina␣
pp002:012	6a	(@)	-	olette␣
pp002:012	6a	@	-	olleet␣
pp002:012	6a	@	-	kuuliaiset
pp002:012	-	(,)	-	,␣
pp002:012	-	(@)	-	niin␣
pp002:012	29a	@	-	ahkeroikaa
pp002:012	-	(,)	-	,␣
pp002:012	7	@	-	ei␣
pp002:012	13	@	-	ainoastaan␣
pp002:012	8	@	-	niinkuin␣
pp002:012	9	@	-	silloin
pp002:012	-	(,)	-	,␣
pp002:012	9	@	-	kun␣
pp002:012	12	@	-	minä␣
pp002:012	(10) 11	@	-	olin␣
pp002:012	-	(@)	-	teidän␣
pp002:012	(10) 11	@	-	tykönänne
pp002:012	-	(,)	-	,␣
pp002:012	14	@	-	vaan␣
pp002:012	16	@	-	paljoa␣
pp002:012	17	@	-	enemmän␣
pp002:012	15	@	-	nyt
pp002:012	-	(,)	-	,␣
pp002:012	18	@	-	kun␣
pp002:012	(19) 20	@	-	olen␣
pp002:012	21a	%pers	1S	
pp002:012	(19) 20	@	-	poissa
pp002:012	-	(,)	-	,␣
pp002:012	23	@	-	pelolla␣
pp002:012	22	%case	LOC	
pp002:012	24	@	-	ja␣
pp002:012	25	@	-	vavistuksella
pp002:012	-	(,)	-	,␣
pp002:012	-	(@)	-	että␣
pp002:012	(26) 28	@	-	pelastuisitte
pp002:012	27	%pers	2P	
pp002:012	29b	;	-	;␣
pp002:013	pp002:013	pp002:013	VERSE	Flp␣2:13␣
pp002:013	2	@	-	sillä␣
pp002:013	1	@	-	Jumala␣
pp002:013	3	@	-	on␣
pp002:013	4	@	-	se
pp002:013	-	(,)	-	,␣
pp002:013	4	@	-	joka␣
pp002:013	7	@	-	teissä␣
pp002:013	6	%case	LOC	
pp002:013	5	@	-	vaikuttaa␣
pp002:013	8	@	-	sekä␣
pp002:013	10 (9)	@	-	tahtomisen␣
pp002:013	11	@	-	että␣
pp002:013	(12) 13	@	-	tekemisen
pp002:013	-	(,)	-	,␣
pp002:013	-	(@)	-	että␣
pp002:013	-	(@)	-	hänen␣
pp002:013	(15) 16a	@	-	hyvä␣
pp002:013	(15) 16a	@	-	tahtonsa␣
pp002:013	pro%14	@	-	tapahtuisi
pp002:013	16b	.	-	.␣
pp002:014	pp002:014	pp002:014	VERSE	Flp␣2:14␣
pp002:014	2	@	-	Tehkää␣
pp002:014	1	@	-	kaikki␣
pp002:014	4	@	-	nurisematta␣
pp002:014	3	%case	ABE	
pp002:014	5	@	-	ja␣
pp002:014	6a	@	-	epäröimättä
pp002:014	6b	,	-	,␣
pp002:015	pp002:015	pp002:015	VERSE	Flp␣2:15␣
pp002:015	1	@	-	että␣
pp002:015	2	@	-	olisitte␣
pp002:015	3	@	-	moitteettomat␣
pp002:015	4	@	-	ja␣
pp002:015	5a	@	-	puhtaat
pp002:015	5b	,	-	,␣
pp002:015	-	(@)	-	olisitte␣
pp002:015	8	@	-	tahrattomat␣
pp002:015	7	@	-	Jumalan␣
pp002:015	6	@	-	lapset␣
pp002:015	11	@	-	kieron␣
pp002:015	12	@	-	ja␣
pp002:015	13a	@	-	nurjan␣
pp002:015	10	@	-	sukukunnan␣
pp002:015	9	@	-	keskellä
pp002:015	13b	,	-	,␣
pp002:015	15	@	-	joiden␣
pp002:015	14	@	-	joukossa␣
pp002:015	16	(@)	-	te␣
pp002:015	16	@	-	loistatte␣
pp002:015	17	@	-	niinkuin␣
pp002:015	18	@	-	tähdet␣
pp002:015	20a	@	-	maailmassa
pp002:015	19	%case	LOC	
pp002:015	20b	,	-	,␣
pp002:016	pp002:016	pp002:016	VERSE	Flp␣2:16␣
pp002:016	3a	@	-	tarjolla␣
pp002:016	3a	@	-	pitäessänne␣
pp002:016	2	@	-	elämän␣
pp002:016	1	@	-	sanaa
pp002:016	3b	,	-	,␣
pp002:016	-	(@)	-	ollen␣
pp002:016	6	@	-	minulle␣
pp002:016	5	@	-	kerskaukseksi␣
pp002:016	4	%case	TRA	
pp002:016	9a	@	-	Kristuksen␣
pp002:016	8	@	-	päivänä␣
pp002:016	7	%case	ESS	
pp002:016	-	(@)	-	siitä
pp002:016	9b	,	-	,␣
pp002:016	10 11	@	-	etten␣
pp002:016	14	(@)	-	ole␣
pp002:016	13	@	-	turhaan␣
pp002:016	12	%case	LOC	
pp002:016	14	@	-	juossut␣
pp002:016	15	@	-	enkä␣
pp002:016	17	@	-	turhaan␣
pp002:016	16	%case	LOC	
pp002:016	18a	@	-	vaivaa␣
pp002:016	18a	@	-	nähnyt
pp002:016	18b	.	-	.␣
pp002:017	pp002:017	pp002:017	VERSE	Flp␣2:17␣
pp002:017	1	@	-	Vaan␣
pp002:017	2	@	-	jos␣
pp002:017	4	(@)	-	minut␣
pp002:017	4	@	-	uhrataankin␣
pp002:017	3	%clitic	kin	
pp002:017	pro%5	@	-	tehdessäni␣
pp002:017	12a	@	-	teidän␣
pp002:017	(10) 11	@	-	uskonne␣
pp002:017	(6) 7	@	-	uhri-~/uhritoimitusta␣
pp002:017	8	@	-	ja␣
pp002:017	9	@	-	palvelustoimitusta
pp002:017	12b	,	-	,␣
pp002:017	-	(@)	-	niin␣
pp002:017	13	(@)	-	minä␣
pp002:017	-	(@)	-	kuitenkin␣
pp002:017	13	@	-	iloitsen
pp002:017	-	(,)	-	,␣
pp002:017	14	@	-	ja␣
pp002:017	15	@	-	iloitsen␣
pp002:017	16	@	-	kaikkien␣
pp002:017	17a	@	-	teidän␣
pp002:017	15	@	-	kanssanne
pp002:017	17b	;	-	;␣
pp002:018	pp002:018	pp002:018	VERSE	Flp␣2:18␣
pp002:018	(1) 3	@	-	samoin␣
pp002:018	(2)	-	UNTRANSLATED	
pp002:018	6	@	-	iloitkaa␣
pp002:018	5	@	-	tekin
pp002:018	4	%clitic	kin	
pp002:018	-	(,)	-	,␣
pp002:018	7	@	-	ja␣
pp002:018	8	@	-	iloitkaa␣
pp002:018	9a	@	-	minun␣
pp002:018	8	@	-	kanssani
pp002:018	9b	!	-	!␣
pp002:019	pp002:019	pp002:019	VERSE	Flp␣2:19␣
pp002:019	1	@	-	Toivon␣
pp002:019	(2)	-	UNTRANSLATED	
pp002:019	4	@	-	Herrassa␣
pp002:019	5	@	-	Jeesuksessa␣
pp002:019	3	%case	LOC	
pp002:019	7	@	-	pian␣
pp002:019	tasp%8	@	-	voivani␣
pp002:019	8	@	-	lähettää␣
pp002:019	6	@	-	Timoteuksen␣
pp002:019	9a	@	-	teidän␣
pp002:019	case%9a	@	-	tykönne
pp002:019	9b	,	-	,␣
pp002:019	10	@	-	että␣
pp002:019	12	@	-	minäkin␣
pp002:019	13	(@)	-	tulisin␣
pp002:019	13	@	-	rohkaistuksi
pp002:019	-	(,)	-	,␣
pp002:019	14	(@)	-	saatuani␣
pp002:019	14	@	-	tietää
pp002:019	-	(,)	-	,␣
pp002:019	pro%15	@	-	kuinka␣
pp002:019	17a	@	-	teidän␣
pp002:019	16	%case	GEN	
pp002:019	pro%15	@	-	on
pp002:019	17b	.	-	.␣
pp002:020	pp002:020	pp002:020	VERSE	Flp␣2:20␣
pp002:020	2	@	-	Sillä␣
pp002:020	3	(@)	-	minulla␣
pp002:020	1	@	-	ei␣
pp002:020	3	@	-	ole␣
pp002:020	1	@	-	ketään␣
pp002:020	4a	@	-	samanmielistä
pp002:020	4b	,	-	,␣
pp002:020	5	@	-	joka␣
pp002:020	6	@	-	vilpittömästi␣
pp002:020	10a	@	-	huolehtisi␣
pp002:020	9	@	-	teidän␣
pp002:020	8	%case	GEN	
pp002:020	pro%7	@	-	tilastanne
pp002:020	10b	;	-	;␣
pp002:021	pp002:021	pp002:021	VERSE	Flp␣2:21␣
pp002:021	3	@	-	sillä␣
pp002:021	(1) 2	@	-	kaikki␣
pp002:021	6a	(@)	-	he␣
pp002:021	6a	@	-	etsivät␣
pp002:021	(4) 5	@	-	omaansa␣
pp002:021	7	@	-	eivätkä␣
pp002:021	8	@	-	sitä
pp002:021	-	(,)	-	,␣
pp002:021	8	@	-	mikä␣
pp002:021	10a	@	-	Kristuksen␣
pp002:021	9	@	-	Jeesuksen␣
pp002:021	-	(@)	-	on
pp002:021	10b	.	-	.␣
pp002:022	pp002:022	pp002:022	VERSE	Flp␣2:22␣
pp002:022	2	@	-	Mutta␣
pp002:022	4	@	-	hänen␣
pp002:022	(1) 3	@	-	koetellun␣
pp002:022	(1) 3	(@)	-	mielensä␣
pp002:022	5a	(@)	-	te␣
pp002:022	5a	@	-	tunnette
pp002:022	5b	,	-	,␣
pp002:022	6	@	-	että␣
pp002:022	12	(@)	-	hän
pp002:022	-	(,)	-	,␣
pp002:022	7	@	-	niinkuin␣
pp002:022	9	@	-	poika␣
pp002:022	8	@	-	isäänsä
pp002:022	-	(,)	-	,␣
pp002:022	12	(@)	-	on␣
pp002:022	11	@	-	minua␣
pp002:022	10	%case	PTV	
pp002:022	12	@	-	palvellut␣
pp002:022	(14) 15a	@	-	evankeliumin␣
pp002:022	13	@	-	työssä
pp002:022	15b	.	-	.␣
pp002:023	pp002:023	pp002:023	VERSE	Flp␣2:23␣
pp002:023	1	@	-	Hänet␣
pp002:023	4	(@)	-	minä␣
pp002:023	2 3	@	-	siis␣
pp002:023	4	@	-	toivon␣
pp002:023	tasp%5	@	-	voivani␣
pp002:023	5	@	-	lähettää␣
pp002:023	12a	@	-	heti
pp002:023	-	(,)	-	,␣
pp002:023	6	@	-	kun␣
pp002:023	8	(@)	-	olen␣
pp002:023	8	(@)	-	saanut␣
pp002:023	8	@	-	nähdä
pp002:023	-	(,)	-	,␣
pp002:023	pro%9	@	-	miten␣
pp002:023	11	@	-	minun␣
pp002:023	10	%case	GEN	
pp002:023	pro%9	@	-	käy
pp002:023	12b	.	-	.␣
pp002:024	pp002:024	pp002:024	VERSE	Flp␣2:24␣
pp002:024	2	@	-	Ja␣
pp002:024	1	(@)	-	minä␣
pp002:024	1	@	-	luotan␣
pp002:024	4	@	-	Herrassa␣
pp002:024	3	%case	LOC	
pp002:024	-	(@)	-	siihen
pp002:024	-	(,)	-	,␣
pp002:024	5	@	-	että␣
pp002:024	7	@	-	itsekin␣
pp002:024	6	%clitic	kin	
pp002:024	8	@	-	pian␣
pp002:024	9a	(@)	-	olen␣
pp002:024	9a	@	-	tuleva
pp002:024	9b	.	-	.␣
pp002:025	pp002:025	pp002:025	VERSE	Flp␣2:25␣
pp002:025	3	@	-	Katson␣
pp002:025	2	@	-	kuitenkin␣
pp002:025	1	@	-	välttämättömäksi␣
pp002:025	20	@	-	palauttaa␣
pp002:025	22a	@	-	luoksenne␣
pp002:025	21	%case	?	
pp002:025	(5) 6	@	-	veljeni
pp002:025	-	(,)	-	,␣
pp002:025	(7)	-	UNTRANSLATED	
pp002:025	8	@	-	työkumppanini␣
pp002:025	9	@	-	ja␣
pp002:025	10	@	-	taistelutoverini␣
pp002:025	11a	%pers	?	
pp002:025	4	@	-	Epafrodituksen
pp002:025	-	(,)	-	,␣
pp002:025	12	@	-	teidän␣
pp002:025	(13)	-	UNTRANSLATED	
pp002:025	14	@	-	lähettinne␣
pp002:025	15	@	-	ja␣
pp002:025	16	@	-	auttajan␣
pp002:025	19a	@	-	minun␣
pp002:025	(17) 18	@	-	tarpeissani
pp002:025	22b	.	-	.␣
pp002:026	pp002:026	pp002:026	VERSE	Flp␣2:26␣
pp002:026	1	@	-	Sillä␣
pp002:026	2	(@)	-	hän␣
pp002:026	2	@	-	ikävöi␣
pp002:026	3	%tasp	?	
pp002:026	5	@	-	teitä␣
pp002:026	4	@	-	kaikkia␣
pp002:026	6	@	-	ja␣
pp002:026	7a	@	-	on␣
pp002:026	7a	@	-	kovin␣
pp002:026	7a	@	-	levoton␣
pp002:026	-	(@)	-	siitä
pp002:026	7b	,	-	,␣
pp002:026	8	@	-	että␣
pp002:026	9	(@)	-	olitte␣
pp002:026	9	@	-	kuulleet␣
pp002:026	(10)	-	UNTRANSLATED	
pp002:026	11a	(@)	-	hänen␣
pp002:026	11a	@	-	sairastavan
pp002:026	11b	.	-	.␣
pp002:027	pp002:027	pp002:027	VERSE	Flp␣2:27␣
pp002:027	1	@	-	Ja␣
pp002:027	3	(@)	-	hän␣
pp002:027	3	@	-	olikin␣
pp002:027	2	%clitic	kin	
pp002:027	3	@	-	sairaana
pp002:027	-	(,)	-	,␣
pp002:027	5a	@	-	kuoleman␣
pp002:027	4	@	-	kielissä
pp002:027	5b	;	-	;␣
pp002:027	6	@	-	mutta␣
pp002:027	(7) 8	@	-	Jumala␣
pp002:027	9	@	-	armahti␣
pp002:027	10a	@	-	häntä
pp002:027	10b	,	-	,␣
pp002:027	11	@	-	eikä␣
pp002:027	13	%clitic	kA	
pp002:027	14	@	-	ainoastaan␣
pp002:027	12	@	-	häntä
pp002:027	-	(,)	-	,␣
pp002:027	15	@	-	vaan␣
pp002:027	16	@	-	myös␣
pp002:027	17a	@	-	minua
pp002:027	17b	,	-	,␣
pp002:027	18 19	@	-	etten␣
pp002:027	23a	@	-	saisi␣
pp002:027	20	@	-	murhetta␣
pp002:027	22	@	-	murheen␣
pp002:027	21	@	-	päälle
pp002:027	23b	.	-	.␣
pp002:028	pp002:028	pp002:028	VERSE	Flp␣2:28␣
pp002:028	3	@	-	Lähetän␣
pp002:028	4a	@	-	hänet␣
pp002:028	2	@	-	sentähden␣
pp002:028	1	@	-	kiiruimmiten
pp002:028	4b	,	-	,␣
pp002:028	5	@	-	että␣
pp002:028	9	(@)	-	te␣
pp002:028	7	@	-	hänet␣
pp002:028	6	@	-	nähdessänne␣
pp002:028	8	@	-	taas␣
pp002:028	9	@	-	iloitsisitte␣
pp002:028	11	@	-	ja␣
pp002:028	11	@	-	minäkin␣
pp002:028	13a	@	-	olisin␣
pp002:028	12	@	-	murheettomampi
pp002:028	13b	.	-	.␣
pp002:029	pp002:029	pp002:029	VERSE	Flp␣2:29␣
pp002:029	1	@	-	Ottakaa␣
pp002:029	2	@	-	siis␣
pp002:029	3	@	-	hänet␣
pp002:029	1	@	-	vastaan␣
pp002:029	5	@	-	Herrassa␣
pp002:029	4	%case	LOC	
pp002:029	7	@	-	kaikella␣
pp002:029	8	@	-	ilolla
pp002:029	6	%case	LOC	
pp002:029	-	(,)	-	,␣
pp002:029	9	@	-	ja␣
pp002:029	13a	@	-	pitäkää␣
pp002:029	(10) 11	@	-	semmoisia␣
pp002:029	12	@	-	kunniassa
pp002:029	13b	;	-	;␣
pp002:030	pp002:030	pp002:030	VERSE	Flp␣2:30␣
pp002:030	1	@	-	sillä␣
pp002:030	5	@	-	Kristuksen␣
pp002:030	(3) 4	@	-	työn␣
pp002:030	2	@	-	tähden␣
pp002:030	8	(@)	-	hän␣
pp002:030	8	@	-	joutui␣
pp002:030	8	@	-	aivan␣
pp002:030	7	@	-	kuoleman␣
pp002:030	6	@	-	partaalle
pp002:030	-	(,)	-	,␣
pp002:030	9	(@)	-	kun␣
pp002:030	9	@	-	pani␣
pp002:030	(10) 11a	@	-	henkensä␣
pp002:030	9	@	-	alttiiksi␣
pp002:030	13	@	-	tehdäkseen␣
pp002:030	12	%case	TRA	
pp002:030	19	@	-	minulle␣
pp002:030	18	%case	LOC	
pp002:030	17	@	-	sen␣
pp002:030	20a	@	-	palveluksen
pp002:030	-	(,)	-	,␣
pp002:030	14	@	-	mitä␣
pp002:030	15	@	-	te␣
pp002:030	16	@	-	ette␣
pp002:030	16	(@)	-	voineet␣
pp002:030	16	@	-	tehdä
pp002:030	20b	.	-	.␣
pp003:001	pp003:001	pp003:001	VERSE	Flp␣3:1␣
pp003:001	(1) 2a	@	-	Sitten␣
pp003:001	(1) 2a	@	-	vielä
pp003:001	2b	,	-	,␣
pp003:001	3	@	-	veljeni
pp003:001	4a	%pers	?	
pp003:001	4b	,	-	,␣
pp003:001	5	@	-	iloitkaa␣
pp003:001	7a	@	-	Herrassa
pp003:001	6	%case	LOC	
pp003:001	7b	!	-	!␣
pp003:001	(8) 9	@	-	Samoista␣
pp003:001	(8) 9	@	-	asioista␣
pp003:001	11	@	-	teille␣
pp003:001	10	@	-	kirjoittaminen␣
pp003:001	14	@	-	ei␣
pp003:001	12	@	-	minua␣
pp003:001	(13)	-	UNTRANSLATED	
pp003:001	15a	@	-	kyllästytä
pp003:001	15b	,	-	,␣
pp003:001	17	@	-	ja␣
pp003:001	16	@	-	teille␣
pp003:001	-	(@)	-	se␣
pp003:001	-	(@)	-	on␣
pp003:001	18a	@	-	turvaksi
pp003:001	18b	.	-	.␣
pp003:002	pp003:002	pp003:002	VERSE	Flp␣3:2␣
pp003:002	1	@	-	Kavahtakaa␣
pp003:002	2	@	-	noita␣
pp003:002	3a	@	-	koiria
pp003:002	3b	,	-	,␣
pp003:002	4	@	-	kavahtakaa␣
pp003:002	5	@	-	noita␣
pp003:002	6	@	-	pahoja␣
pp003:002	7a	@	-	työntekijöitä
pp003:002	7b	,	-	,␣
pp003:002	8	@	-	kavahtakaa␣
pp003:002	9	@	-	noita␣
pp003:002	10a	@	-	pilalleleikattuja
pp003:002	10b	.	-	.␣
pp003:003	pp003:003	pp003:003	VERSE	Flp␣3:3␣
pp003:003	2	@	-	Sillä␣
pp003:003	-	(@)	-	oikeita␣
pp003:003	(4) 5a	@	-	ympärileikattuja␣
pp003:003	3	@	-	olemme␣
pp003:003	1	@	-	me
pp003:003	5b	,	-	,␣
pp003:003	6	@	-	jotka␣
pp003:003	8	@	-	Jumalan␣
pp003:003	7	@	-	Hengessä␣
pp003:003	9	@	-	palvelemme␣
pp003:003	-	(@)	-	Jumalaa␣
pp003:003	10	@	-	ja␣
pp003:003	11	@	-	kerskaamme␣
pp003:003	13	@	-	Kristuksessa␣
pp003:003	14	@	-	Jeesuksessa
pp003:003	12	%case	LOC	
pp003:003	-	(,)	-	,␣
pp003:003	16	@	-	emmekä␣
pp003:003	15	%clitic	kA	
pp003:003	19a	@	-	luota␣
pp003:003	18	@	-	lihaan
pp003:003	17	%case	LOC	
pp003:003	19b	,	-	,␣
pp003:004	pp003:004	pp003:004	VERSE	Flp␣3:4␣
pp003:004	1	@	-	vaikka␣
pp003:004	2	@	-	minulla␣
pp003:004	3	@	-	on
pp003:004	-	(,)	-	,␣
pp003:004	4	@	-	mihin␣
pp003:004	4	@	-	luottaa␣
pp003:004	7a	@	-	lihassakin
pp003:004	6	%case	LOC	
pp003:004	5	%clitic	kin	
pp003:004	7b	.	-	.␣
pp003:004	8	@	-	Jos␣
pp003:004	9	@	-	kuka␣
pp003:004	11	@	-	muu␣
pp003:004	10	@	-	luulee␣
pp003:004	tasp%12	@	-	voivansa␣
pp003:004	12	@	-	luottaa␣
pp003:004	14a	@	-	lihaan
pp003:004	13	%case	LOC	
pp003:004	14b	,	-	,␣
pp003:004	-	(@)	-	niin␣
pp003:004	-	(@)	-	voin␣
pp003:004	16a	@	-	vielä␣
pp003:004	16a	@	-	enemmän␣
pp003:004	15	@	-	minä
pp003:004	16b	,	-	,␣
pp003:005	pp003:005	pp003:005	VERSE	Flp␣3:5␣
pp003:005	-	(@)	-	joka␣
pp003:005	-	(@)	-	olen␣
pp003:005	1	@	-	ympärileikattu␣
pp003:005	2a	@	-	kahdeksanpäiväisenä␣
pp003:005	-	(@)	-	ja␣
pp003:005	-	(@)	-	olen␣
pp003:005	5a	@	-	Israelin␣
pp003:005	4	@	-	kansaa
pp003:005	3	%case	PTV	
pp003:005	5b	,	-	,␣
pp003:005	7a	@	-	Benjaminin␣
pp003:005	6	@	-	sukukuntaa
pp003:005	7b	,	-	,␣
pp003:005	8	@	-	hebrealainen␣
pp003:005	10a	@	-	hebrealaisista␣
pp003:005	pro%9	@	-	syntynyt
pp003:005	10b	,	-	,␣
pp003:005	-	(@)	-	ollut␣
pp003:005	12	@	-	lakiin␣
pp003:005	11	@	-	nähden␣
pp003:005	13a	@	-	fariseus
pp003:005	13b	,	-	,␣
pp003:006	pp003:006	pp003:006	VERSE	Flp␣3:6␣
pp003:006	2	@	-	intoon␣
pp003:006	1	@	-	nähden␣
pp003:006	(4) 5a	@	-	seurakunnan␣
pp003:006	3	@	-	vainooja
pp003:006	5b	,	-	,␣
pp003:006	10	@	-	lain␣
pp003:006	9	%case	GEN	
pp003:006	7 (8)	@	-	vanhurskauteen␣
pp003:006	6	@	-	nähden␣
pp003:006	11 12a	@	-	nuhteeton
pp003:006	12b	.	-	.␣
pp003:007	pp003:007	pp003:007	VERSE	Flp␣3:7␣
pp003:007	1a	@	-	Mutta␣
pp003:007	2	@	-	mikä␣
pp003:007	4	@	-	minulle␣
pp003:007	3	@	-	oli␣
pp003:007	5a	@	-	voitto
