1j001:001	1j001:001	1j001:001	VERSE	1Jh␣1:1␣
1j002:017	19b	.	-	.␣
1j002:018	1j002:018	1j002:018	VERSE	1Jh␣2:18␣
1j002:018	1a	@	-	Lapsukaiset
1j002:018	-	(,)	-	,␣
1j002:018	-	(@)	-	nyt␣
1j002:018	4a	@	-	on␣
1j002:018	2	@	-	viimeinen␣
1j002:018	3	@	-	aika
1j002:018	4b	.	-	.␣
1j002:018	5	@	-	Ja␣
1j002:018	6	@	-	niinkuin␣
1j002:018	7	(@)	-	te␣
1j002:018	7	(@)	-	olette␣
1j002:018	7	@	-	kuulleet
1j002:018	-	(,)	-	,␣
1j002:018	8	@	-	että␣
1j002:018	9	@	-	antikristus␣
1j002:018	10a	@	-	tulee
1j002:018	10b	,	-	,␣
1j002:018	11	@	-	niin␣
1j002:018	15a	(@)	-	onkin␣
1j002:018	12	@	-	nyt␣
1j002:018	14	@	-	monta␣
1j002:018	13	@	-	antikristusta␣
1j002:018	15a	@	-	ilmaantunut
1j002:018	15b	;	-	;␣
1j002:018	16	@	-	siitä␣
1j002:018	17	(@)	-	me␣
1j002:018	17	@	-	tiedämme
1j002:018	-	(,)	-	,␣
1j002:018	18	@	-	että␣
1j002:018	-	(@)	-	nyt␣
1j002:018	21a	@	-	on␣
1j002:018	19	@	-	viimeinen␣
1j002:018	20	@	-	aika
1j002:018	21b	.	-	.␣
1j002:019	1j002:019	1j002:019	VERSE	1Jh␣2:19␣
1j002:019	2	@	-	Meistä␣
1j002:019	1	%case	LOC	
1j002:019	3	(@)	-	he␣
1j002:019	3	(@)	-	ovat␣
1j002:019	3	@	-	lähteneet
1j002:019	-	(,)	-	,␣
1j002:019	4	@	-	mutta␣
1j002:019	6	(@)	-	he␣
1j002:019	5	@	-	eivät␣
1j002:019	6	@	-	olleet␣
1j002:019	7	@	-	yhtä␣
1j002:019	8a	@	-	meidän␣
1j002:019	case%8a	@	-	kanssamme
1j002:019	8b	;	-	;␣
1j002:019	10	@	-	sillä␣
1j002:019	9	@	-	jos␣
1j002:019	13a	(@)	-	he␣
1j002:019	13a	(@)	-	olisivat␣
1j002:019	13a	@	-	olleet␣
1j002:019	11	@	-	yhtä␣
1j002:019	12	@	-	meidän␣
1j002:019	case%12	@	-	kanssamme
1j002:019	-	(,)	-	,␣
1j002:019	-	(@)	-	niin␣
1j002:019	-	(@)	-	he␣
1j002:019	14	(@)	-	olisivat␣
1j002:019	15	%modus	COND	
1j002:019	17a	@	-	meidän␣
1j002:019	16	@	-	kanssamme␣
1j002:019	14	@	-	pysyneet
1j002:019	17b	;	-	;␣
1j002:019	18	@	-	mutta␣
1j002:019	20	(@)	-	heissä␣
1j002:019	20	(@)	-	oli␣
1j002:019	20	@	-	tuleva␣
1j002:019	20	@	-	ilmi
1j002:019	19	%case	?	
1j002:019	-	(,)	-	,␣
1j002:019	21	@	-	että␣
1j002:019	24	@	-	kaikki␣
1j002:019	22	@	-	eivät␣
1j002:019	23	@	-	ole␣
1j002:019	25	@	-	yhtä␣
1j002:019	26a	@	-	meidän␣
1j002:019	case%26a	@	-	kanssamme
1j002:019	26b	.	-	.␣
1j002:020	1j002:020	1j002:020	VERSE	1Jh␣2:20␣
1j002:020	2	@	-	Teillä␣
1j002:020	(1)	-	UNTRANSLATED	
1j002:020	4	@	-	on␣
1j002:020	3	@	-	voitelu␣
1j002:020	(6) 7	@	-	Pyhältä
1j002:020	5	%case	LOC	
1j002:020	-	(,)	-	,␣
1j002:020	8	@	-	ja␣
1j002:020	10a	@	-	kaikilla␣
1j002:020	9	(@)	-	teillä␣
1j002:020	9	@	-	on␣
1j002:020	9	@	-	tieto
1j002:020	10b	.	-	.␣
1j002:021	1j002:021	1j002:021	VERSE	1Jh␣2:21␣
1j002:021	1	@	-	En␣
1j002:021	2	(@)	-	minä␣
1j002:021	2	(@)	-	ole␣
1j002:021	2	@	-	kirjoittanut␣
1j002:021	3	@	-	teille␣
1j002:021	-	(@)	-	sentähden
1j002:021	-	(,)	-	,␣
1j002:021	4 5	@	-	ettette␣
1j002:021	(7) 8	@	-	totuutta␣
1j002:021	6	@	-	tiedä
1j002:021	-	(,)	-	,␣
1j002:021	9	@	-	vaan␣
1j002:021	-	(@)	-	sentähden
1j002:021	-	(,)	-	,␣
1j002:021	10	@	-	että␣
1j002:021	11	(@)	-	te␣
1j002:021	11	@	-	tiedätte␣
1j002:021	12	@	-	sen␣
1j002:021	13	@	-	ja␣
1j002:021	14 20	@	-	ettei␣
1j002:021	15	@	-	mikään␣
1j002:021	16	@	-	valhe␣
1j002:021	21a	@	-	ole␣
1j002:021	(18) 19	@	-	totuudesta
1j002:021	17	%case	LOC	
1j002:021	21b	.	-	.␣
1j002:022	1j002:022	1j002:022	VERSE	1Jh␣2:22␣
1j002:022	1	@	-	Kuka␣
1j002:022	2	@	-	on␣
1j002:022	(3) 4	@	-	valhettelija
1j002:022	-	(,)	-	,␣
1j002:022	5 6	@	-	ellei␣
1j002:022	7	@	-	se
1j002:022	-	(,)	-	,␣
1j002:022	7	@	-	joka␣
1j002:022	8	@	-	kieltää␣
1j002:022	-	(@)	-	sen
1j002:022	-	(,)	-	,␣
1j002:022	9	@	-	että␣
1j002:022	10	@	-	Jeesus␣
1j002:022	(11)	-	UNTRANSLATED	
1j002:022	12	@	-	on␣
1j002:022	(13) 14a	@	-	Kristus
1j002:022	-	(?)	-	?␣
1j002:022	15	@	-	Hän␣
1j002:022	16	@	-	on␣
1j002:022	(17) 18a	@	-	antikristus
1j002:022	18b	,	-	,␣
1j002:022	19	@	-	se
1j002:022	-	(,)	-	,␣
1j002:022	19	@	-	joka␣
1j002:022	20	@	-	kieltää␣
1j002:022	(21) 22	@	-	Isän␣
1j002:022	23	@	-	ja␣
1j002:022	(24) 25a	@	-	Pojan
1j002:022	25b	.	-	.␣
1j002:023	1j002:023	1j002:023	VERSE	1Jh␣2:23␣
1j002:023	1	@	-	Kuka␣
1j002:023	1	@	-	ikinä␣
1j002:023	(2) 3	@	-	kieltää␣
1j002:023	(4) 5	@	-	Pojan
1j002:023	-	(,)	-	,␣
1j002:023	9a	(@)	-	hänellä␣
1j002:023	6	@	-	ei␣
1j002:023	9a	@	-	ole␣
1j002:023	(7) 8	@	-	Isääkään
1j002:023	9b	.	-	.␣
1j002:023	10	@	-	Joka␣
1j002:023	11	@	-	tunnustaa␣
1j002:023	(12) 13	@	-	Pojan
1j002:023	-	(,)	-	,␣
1j002:023	17a	(@)	-	hänellä␣
1j002:023	17a	@	-	on␣
1j002:023	14	@	-	myös␣
1j002:023	(15) 16	@	-	Isä
1j002:023	17b	.	-	.␣
1j002:024	1j002:024	1j002:024	VERSE	1Jh␣2:24␣
1j002:024	2	@	-	Minkä␣
1j002:024	1	@	-	te␣
1j002:024	3	(@)	-	olette␣
1j002:024	5a	@	-	alusta␣
1j002:024	4	@	-	asti␣
1j002:024	3	@	-	kuulleet
1j002:024	-	(,)	-	,␣
1j002:024	8a	(@)	-	se␣
1j002:024	8a	@	-	pysyköön␣
1j002:024	7	@	-	teissä
1j002:024	6	%case	LOC	
1j002:024	8b	.	-	.␣
1j002:024	9	@	-	Jos␣
1j002:024	11	@	-	teissä␣
1j002:024	10	%case	LOC	
1j002:024	12	@	-	pysyy␣
1j002:024	13	@	-	se
1j002:024	-	(,)	-	,␣
1j002:024	13	@	-	minkä␣
1j002:024	16a	(@)	-	olette␣
1j002:024	15	@	-	alusta␣
1j002:024	14	@	-	asti␣
1j002:024	16a	@	-	kuulleet
1j002:024	-	(,)	-	,␣
1j002:024	-	(@)	-	niin␣
1j002:024	18	@	-	tekin␣
1j002:024	17	%clitic	kin	
1j002:024	26a	@	-	pysytte␣
1j002:024	(20) 21	@	-	Pojassa␣
1j002:024	19	%case	LOC	
1j002:024	22	@	-	ja␣
1j002:024	(24) 25	@	-	Isässä
1j002:024	23	%case	LOC	
1j002:024	26b	.	-	.␣
1j002:025	1j002:025	1j002:025	VERSE	1Jh␣2:25␣
1j002:025	1	@	-	Ja␣
1j002:025	2	@	-	tämä␣
1j002:025	3	@	-	on␣
1j002:025	4	@	-	se␣
1j002:025	5	@	-	lupaus
1j002:025	-	(,)	-	,␣
1j002:025	6	@	-	minkä␣
1j002:025	7	@	-	hän␣
1j002:025	8	(@)	-	on␣
1j002:025	9a	@	-	meille␣
1j002:025	8	@	-	luvannut
1j002:025	-	(:)	-	:␣
1j002:025	(12) 13a	@	-	iankaikkinen␣
1j002:025	(10) 11	@	-	elämä
1j002:025	13b	.	-	.␣
1j002:026	1j002:026	1j002:026	VERSE	1Jh␣2:26␣
1j002:026	1	@	-	Tämän␣
1j002:026	2	(@)	-	minä␣
1j002:026	2	(@)	-	olen␣
1j002:026	2	@	-	kirjoittanut␣
1j002:026	3	@	-	teille␣
1j002:026	5	@	-	niistä
1j002:026	-	(,)	-	,␣
1j002:026	5	@	-	jotka␣
1j002:026	4	%case	NOM	
1j002:026	7a	@	-	teitä␣
1j002:026	6	@	-	eksyttävät
1j002:026	7b	.	-	.␣
1j002:027	1j002:027	1j002:027	VERSE	1Jh␣2:27␣
1j002:027	1	@	-	Mutta␣
1j002:027	2	@	-	te␣
1j002:027	-	(-)	-	-␣
1j002:027	11	@	-	teissä␣
1j002:027	10	%case	LOC	
1j002:027	9	@	-	pysyy␣
1j002:027	3	@	-	se␣
1j002:027	4	@	-	voitelu
1j002:027	-	(,)	-	,␣
1j002:027	5	@	-	jonka␣
1j002:027	6	(@)	-	olette␣
1j002:027	8a	@	-	häneltä␣
1j002:027	7	%case	LOC	
1j002:027	6	@	-	saaneet
1j002:027	-	(,)	-	,␣
1j002:027	12	@	-	ja␣
1j002:027	19a	@	-	te␣
1j002:027	13	@	-	ette␣
1j002:027	15	@	-	ole␣
1j002:027	17	@	-	kenenkään␣
1j002:027	18	@	-	opetuksen␣
1j002:027	16	%case	GEN	
1j002:027	14	@	-	tarpeessa
1j002:027	19b	;	-	;␣
1j002:027	20	@	-	vaan␣
1j002:027	21	@	-	niinkuin␣
1j002:027	23	@	-	hänen␣
1j002:027	(22) 24	@	-	voitelunsa␣
1j002:027	25	@	-	opettaa␣
1j002:027	26	@	-	teitä␣
1j002:027	28	@	-	kaikessa
1j002:027	27	%case	LOC	
1j002:027	-	(,)	-	,␣
1j002:027	29	@	-	niin␣
1j002:027	-	(@)	-	se␣
1j002:027	-	(@)	-	opetus␣
1j002:027	31	@	-	on␣
1j002:027	-	(@)	-	myös␣
1j002:027	30	@	-	totta␣
1j002:027	33	@	-	eikä␣
1j002:027	32	%clitic	kA	
1j002:027	34	@	-	ole␣
1j002:027	35a	@	-	valhetta
1j002:027	35b	;	-	;␣
1j002:027	36	@	-	ja␣
1j002:027	37	@	-	niinkuin␣
1j002:027	38	(@)	-	se␣
1j002:027	38	(@)	-	on␣
1j002:027	38	@	-	opettanut␣
1j002:027	39a	@	-	teitä
1j002:027	39b	,	-	,␣
1j002:027	-	(@)	-	niin␣
1j002:027	41	@	-	pysykää␣
1j002:027	43a	@	-	hänessä
1j002:027	42	%case	LOC	
1j002:027	43b	.	-	.␣
1j002:028	1j002:028	1j002:028	VERSE	1Jh␣2:28␣
1j002:028	1	@	-	Ja␣
1j002:028	2a	@	-	nyt
1j002:028	2b	,	-	,␣
1j002:028	3a	@	-	lapsukaiset
1j002:028	3b	,	-	,␣
1j002:028	4	@	-	pysykää␣
1j002:028	6a	@	-	hänessä
1j002:028	5	%case	LOC	
1j002:028	6b	,	-	,␣
1j002:028	7	@	-	että␣
1j002:028	10	(@)	-	meillä␣
1j002:028	9	(@)	-	hänen␣
1j002:028	9	@	-	ilmestyessään␣
1j002:028	8	%modus	?	
1j002:028	10	@	-	olisi␣
1j002:028	11	@	-	turva␣
1j002:028	13	@	-	eikä␣
1j002:028	12	%clitic	kA	
1j002:028	14	(@)	-	meitä␣
1j002:028	14	@	-	häpeällä␣
1j002:028	14	@	-	karkoitettaisi␣
1j002:028	14	@	-	pois␣
1j002:028	16	@	-	hänen␣
1j002:028	15	@	-	tyköänsä␣
1j002:028	20a	@	-	hänen␣
1j002:028	(18) 19	@	-	tulemuksessaan
1j002:028	17	%case	LOC	
1j002:028	20b	.	-	.␣
1j002:029	1j002:029	1j002:029	VERSE	1Jh␣2:29␣
1j002:029	1	@	-	Jos␣
1j002:029	2	@	-	tiedätte
1j002:029	-	(,)	-	,␣
1j002:029	3	@	-	että␣
1j002:029	5a	(@)	-	hän␣
1j002:029	5a	@	-	on␣
1j002:029	4	@	-	vanhurskas
1j002:029	-	(,)	-	,␣
1j002:029	-	(@)	-	niin␣
1j002:029	6	(@)	-	te␣
1j002:029	6	@	-	ymmärrätte
1j002:029	-	(,)	-	,␣
1j002:029	7	@	-	että␣
1j002:029	8	@	-	myös␣
1j002:029	9	@	-	jokainen
1j002:029	-	(,)	-	,␣
1j002:029	10	@	-	joka␣
1j002:029	(12) 13	@	-	vanhurskauden␣
1j002:029	11	@	-	tekee
1j002:029	-	(,)	-	,␣
1j002:029	16a	(@)	-	on␣
1j002:029	15	@	-	hänestä␣
1j002:029	14	%case	LOC	
1j002:029	16a	@	-	syntynyt
1j002:029	16b	.	-	.␣
1j003:001	1j003:001	1j003:001	VERSE	1Jh␣3:1␣
1j003:001	1	@	-	Katsokaa
1j003:001	-	(,)	-	,␣
1j003:001	2	@	-	minkäkaltaisen␣
1j003:001	3	@	-	rakkauden␣
1j003:001	(6) 7a	@	-	Isä␣
1j003:001	4	(@)	-	on␣
1j003:001	5	@	-	meille␣
1j003:001	4	@	-	antanut
1j003:001	7b	,	-	,␣
1j003:001	8	@	-	että␣
1j003:001	11a	(@)	-	meitä␣
1j003:001	11a	@	-	kutsutaan␣
1j003:001	10	@	-	Jumalan␣
1j003:001	9	@	-	lapsiksi
1j003:001	-	(,)	-	,␣
1j003:001	-	(@)	-	joita␣
1j003:001	13a	(@)	-	me␣
1j003:001	13a	@	-	olemmekin
1j003:001	12	%clitic	kin	
1j003:001	13b	.	-	.␣
1j003:001	14 15	@	-	Sentähden␣
1j003:001	18	@	-	ei␣
1j003:001	(16) 17	@	-	maailma␣
1j003:001	19	@	-	tunne␣
1j003:001	20a	@	-	meitä
1j003:001	20b	,	-	,␣
1j003:001	21	@	-	sillä␣
1j003:001	23	(@)	-	se␣
1j003:001	22	@	-	ei␣
1j003:001	23	@	-	tunne␣
1j003:001	24a	@	-	häntä
1j003:001	24b	.	-	.␣
1j003:002	1j003:002	1j003:002	VERSE	1Jh␣3:2␣
1j003:002	1a	@	-	Rakkaani
1j003:002	1b	,	-	,␣
1j003:002	2	@	-	nyt␣
1j003:002	5a	(@)	-	me␣
1j003:002	5a	@	-	olemme␣
1j003:002	4	@	-	Jumalan␣
1j003:002	3	@	-	lapsia
1j003:002	5b	,	-	,␣
1j003:002	6	@	-	eikä␣
1j003:002	8	(@)	-	ole␣
1j003:002	7	@	-	vielä␣
1j003:002	8	@	-	käynyt␣
1j003:002	8	@	-	ilmi
1j003:002	-	(,)	-	,␣
1j003:002	9	@	-	mitä␣
1j003:002	10a	(@)	-	meistä␣
1j003:002	10a	@	-	tulee
1j003:002	-	(.)	-	.␣
1j003:002	11	(@)	-	Me␣
1j003:002	11	@	-	tiedämme␣
1j003:002	17a	@	-	tulevamme␣
1j003:002	16	@	-	hänen␣
1j003:002	15	@	-	kaltaisikseen
1j003:002	-	(,)	-	,␣
1j003:002	12	@	-	kun␣
1j003:002	14a	(@)	-	hän␣
1j003:002	14a	@	-	ilmestyy
1j003:002	13	%modus	IND	
1j003:002	17b	,	-	,␣
1j003:002	18	@	-	sillä␣
1j003:002	19	(@)	-	me␣
1j003:002	tasp%19	@	-	saamme␣
1j003:002	19	@	-	nähdä␣
1j003:002	20	@	-	hänet␣
1j003:002	21	@	-	sellaisena
1j003:002	-	(,)	-	,␣
1j003:002	21	@	-	kuin␣
1j003:002	22a	(@)	-	hän␣
1j003:002	22a	@	-	on
1j003:002	22b	.	-	.␣
1j003:003	1j003:003	1j003:003	VERSE	1Jh␣3:3␣
1j003:003	1	@	-	Ja␣
1j003:003	2	@	-	jokainen
1j003:003	-	(,)	-	,␣
1j003:003	3	@	-	joka␣
1j003:003	4	@	-	panee␣
1j003:003	9	@	-	häneen␣
1j003:003	8	%case	LOC	
1j003:003	7	@	-	tämän␣
1j003:003	(5) 6	@	-	toivon
1j003:003	-	(,)	-	,␣
1j003:003	10	@	-	puhdistaa␣
1j003:003	11a	@	-	itsensä
1j003:003	11b	,	-	,␣
1j003:003	12	@	-	niinkuin␣
1j003:003	13	@	-	hän␣
1j003:003	15a	@	-	on␣
1j003:003	14	@	-	puhdas
1j003:003	15b	.	-	.␣
1j003:004	1j003:004	1j003:004	VERSE	1Jh␣3:4␣
1j003:004	1	@	-	Jokainen
1j003:004	-	(,)	-	,␣
1j003:004	2	@	-	joka␣
1j003:004	3	@	-	tekee␣
1j003:004	(4) 5	@	-	synnin
1j003:004	-	(,)	-	,␣
1j003:004	9a	@	-	tekee␣
1j003:004	6	@	-	myös␣
1j003:004	(7) 8	@	-	laittomuuden
1j003:004	9b	;	-	;␣
1j003:004	10	@	-	ja␣
1j003:004	(11) 12	@	-	synti␣
1j003:004	13	@	-	on␣
1j003:004	(14) 15a	@	-	laittomuus
1j003:004	15b	.	-	.␣
1j003:005	1j003:005	1j003:005	VERSE	1Jh␣3:5␣
1j003:005	1	@	-	Ja␣
1j003:005	2	(@)	-	te␣
1j003:005	2	@	-	tiedätte␣
1j003:005	4	@	-	hänen␣
1j003:005	5a	@	-	ilmestyneen␣
1j003:005	3	%inflection	ACT.PCP2.REFR	
1j003:005	9a	@	-	ottamaan␣
1j003:005	6	%case	LOC	
1j003:005	9a	@	-	pois␣
1j003:005	(7) 8	@	-	synnit
1j003:005	9b	;	-	;␣
1j003:005	10	@	-	ja␣
1j003:005	13	@	-	hänessä␣
1j003:005	12	%case	LOC	
1j003:005	14	@	-	ei␣
1j003:005	15a	@	-	ole␣
1j003:005	11	@	-	syntiä
1j003:005	15b	.	-	.␣
1j003:006	1j003:006	1j003:006	VERSE	1Jh␣3:6␣
1j003:006	1	@	-	Kuka␣
1j003:006	1	@	-	ikinä␣
1j003:006	4	@	-	hänessä␣
1j003:006	3	%case	LOC	
1j003:006	(2) 5	@	-	pysyy
1j003:006	-	(,)	-	,␣
1j003:006	7a	(@)	-	hän␣
1j003:006	6	@	-	ei␣
1j003:006	7a	@	-	tee␣
1j003:006	7a	@	-	syntiä
1j003:006	7b	;	-	;␣
1j003:006	8	@	-	kuka␣
1j003:006	8	@	-	ikinä␣
1j003:006	10 (9)	@	-	syntiä␣
1j003:006	10 (9)	@	-	tekee
1j003:006	-	(,)	-	,␣
1j003:006	12	(@)	-	hän␣
1j003:006	11	@	-	ei␣
1j003:006	12	(@)	-	ole␣
1j003:006	13	@	-	häntä␣
1j003:006	12	@	-	nähnyt␣
1j003:006	14	@	-	eikä␣
1j003:006	16a	@	-	häntä␣
1j003:006	15	@	-	tuntenut
1j003:006	16b	.	-	.␣
1j003:007	1j003:007	1j003:007	VERSE	1Jh␣3:7␣
1j003:007	1a	@	-	Lapsukaiset
1j003:007	1b	,	-	,␣
1j003:007	2	@	-	älköön␣
1j003:007	2	@	-	kukaan␣
1j003:007	tasp%3	@	-	saako␣
1j003:007	4a	@	-	teitä␣
1j003:007	3	@	-	eksyttää
1j003:007	4b	.	-	.␣
1j003:007	5	@	-	Se
1j003:007	-	(,)	-	,␣
1j003:007	5	@	-	joka␣
1j003:007	(7) 8	@	-	vanhurskauden␣
1j003:007	6	@	-	tekee
1j003:007	-	(,)	-	,␣
1j003:007	10a	@	-	on␣
1j003:007	9	@	-	vanhurskas
1j003:007	10b	,	-	,␣
1j003:007	11	@	-	niinkuin␣
1j003:007	12	@	-	hän␣
1j003:007	14a	@	-	on␣
1j003:007	13	@	-	vanhurskas
1j003:007	14b	.	-	.␣
1j003:008	1j003:008	1j003:008	VERSE	1Jh␣3:8␣
1j003:008	1	@	-	Joka␣
1j003:008	(3) 4	@	-	syntiä␣
1j003:008	2	@	-	tekee
1j003:008	-	(,)	-	,␣
1j003:008	8a	(@)	-	se␣
1j003:008	8a	@	-	on␣
1j003:008	(6) 7	@	-	perkeleestä
1j003:008	5	%case	LOC	
1j003:008	8b	,	-	,␣
1j003:008	9	@	-	sillä␣
1j003:008	(12) 13	@	-	perkele␣
1j003:008	14a	(@)	-	on␣
1j003:008	14a	@	-	tehnyt␣
1j003:008	14a	@	-	syntiä␣
1j003:008	11	@	-	alusta␣
1j003:008	10	@	-	asti
1j003:008	14b	.	-	.␣
1j003:008	16	@	-	Sitä␣
1j003:008	15	@	-	varten␣
1j003:008	(20) 21a	@	-	Jumalan␣
1j003:008	(18) 19	@	-	Poika␣
1j003:008	17	@	-	ilmestyi
1j003:008	21b	,	-	,␣
1j003:008	22	@	-	että␣
1j003:008	23	(@)	-	hän␣
1j003:008	23	@	-	tekisi␣
1j003:008	23	@	-	tyhjäksi␣
1j003:008	(26) 27a	@	-	perkeleen␣
1j003:008	(24) 25	@	-	teot
1j003:008	27b	.	-	.␣
1j003:009	1j003:009	1j003:009	VERSE	1Jh␣3:9␣
1j003:009	8	@	-	Ei␣
1j003:009	1	@	-	yksikään␣
1j003:009	(5) 6	@	-	Jumalasta␣
1j003:009	4	%case	LOC	
1j003:009	(2) 3	@	-	syntynyt␣
1j003:009	9a	@	-	tee␣
1j003:009	7	@	-	syntiä
1j003:009	9b	,	-	,␣
1j003:009	10	@	-	sillä␣
1j003:009	pro%12	@	-	Jumalan␣
1j003:009	11	@	-	siemen␣
1j003:009	15a	@	-	pysyy␣
1j003:009	14	@	-	hänessä
1j003:009	13	%case	LOC	
1j003:009	15b	;	-	;␣
1j003:009	17	@	-	eikä␣
1j003:009	16	%clitic	kA	
1j003:009	18	(@)	-	hän␣
1j003:009	18	@	-	saata␣
1j003:009	19a	@	-	syntiä␣
1j003:009	19a	@	-	tehdä
1j003:009	19b	,	-	,␣
1j003:009	20	@	-	sillä␣
1j003:009	24a	(@)	-	hän␣
1j003:009	24a	(@)	-	on␣
1j003:009	(22) 23	@	-	Jumalasta␣
1j003:009	21	%case	LOC	
1j003:009	24a	@	-	syntynyt
1j003:009	24b	.	-	.␣
1j003:010	1j003:010	1j003:010	VERSE	1Jh␣3:10␣
1j003:010	2	@	-	Siitä␣
1j003:010	1	%case	LOC	
1j003:010	4	@	-	käy␣
1j003:010	3	@	-	ilmi
1j003:010	-	(,)	-	,␣
1j003:010	-	(@)	-	ketkä␣
1j003:010	-	(@)	-	ovat␣
1j003:010	(7) 8	@	-	Jumalan␣
1j003:010	(5) 6	@	-	lapsia␣
1j003:010	9	@	-	ja␣
1j003:010	-	(@)	-	ketkä␣
1j003:010	(12) 13a	@	-	perkeleen␣
1j003:010	(10) 11	@	-	lapsia
1j003:010	13b	.	-	.␣
1j003:010	14	@	-	Kuka␣
1j003:010	14	@	-	ikinä␣
1j003:010	16	@	-	ei␣
1j003:010	(15) 17	@	-	tee␣
1j003:010	18	@	-	vanhurskautta
1j003:010	-	(,)	-	,␣
1j003:010	20	(@)	-	hän␣
1j003:010	19	@	-	ei␣
1j003:010	20	@	-	ole␣
1j003:010	(22) 23a	@	-	Jumalasta
1j003:010	21	%case	LOC	
1j003:010	23b	,	-	,␣
1j003:010	-	(@)	-	ei␣
1j003:010	24	@	-	myöskään␣
1j003:010	25	@	-	se
1j003:010	-	(,)	-	,␣
1j003:010	25	@	-	joka␣
1j003:010	26	@	-	ei␣
1j003:010	(28) 29	@	-	veljeänsä␣
1j003:010	30a	%pers	3	
1j003:010	27	@	-	rakasta
1j003:010	-	(.)	-	.␣
1j003:011	1j003:011	1j003:011	VERSE	1Jh␣3:11␣
1j003:011	1	@	-	Sillä␣
1j003:011	2	@	-	tämä␣
1j003:011	3	@	-	on␣
1j003:011	4	@	-	se␣
1j003:011	5	@	-	sanoma
1j003:011	-	(,)	-	,␣
1j003:011	6	@	-	jonka␣
1j003:011	7	(@)	-	te␣
1j003:011	7	(@)	-	olette␣
1j003:011	9a	@	-	alusta␣
1j003:011	8	@	-	asti␣
1j003:011	7	@	-	kuulleet
1j003:011	9b	,	-	,␣
1j003:011	10	@	-	että␣
1j003:011	11	(@)	-	meidän␣
1j003:011	tasp%11	@	-	tulee␣
1j003:011	11	@	-	rakastaa␣
1j003:011	12a	@	-	toinen␣
1j003:011	12a	@	-	toistamme␣
1j003:012	1j003:012	1j003:012	VERSE	1Jh␣3:12␣
1j003:012	1	@	-	eikä␣
1j003:012	-	(@)	-	olla␣
1j003:012	3	@	-	Kainin␣
1j003:012	2	@	-	kaltaisia
1j003:012	-	(,)	-	,␣
1j003:012	-	(@)	-	joka␣
1j003:012	7	@	-	oli␣
1j003:012	(5) 6	@	-	pahasta␣
1j003:012	4	%case	LOC	
1j003:012	8	@	-	ja␣
1j003:012	9	@	-	tappoi␣
1j003:012	(10) 11	@	-	veljensä
1j003:012	12a	%pers	3	
1j003:012	12b	.	-	.␣
1j003:012	13	@	-	Ja␣
1j003:012	14 15	@	-	minkätähden␣
1j003:012	16	(@)	-	hän␣
1j003:012	16	@	-	tappoi␣
1j003:012	17a	@	-	hänet
1j003:012	-	(?)	-	?␣
1j003:012	18	@	-	Sentähden
1j003:012	-	(,)	-	,␣
1j003:012	18	@	-	että␣
1j003:012	21	@	-	hänen␣
1j003:012	(19) 20	@	-	tekonsa␣
1j003:012	23	@	-	olivat␣
1j003:012	22	@	-	pahat
1j003:012	-	(,)	-	,␣
1j003:012	25	@	-	mutta␣
1j003:012	28	@	-	hänen␣
1j003:012	(26) 27	@	-	veljensä␣
1j003:012	pro%24	@	-	teot␣
1j003:012	29a	@	-	vanhurskaat
1j003:012	29b	.	-	.␣
1j003:013	1j003:013	1j003:013	VERSE	1Jh␣3:13␣
1j003:013	2	@	-	Älkää␣
1j003:013	(1a)	-	UNTRANSLATED	
1j003:013	3a	@	-	ihmetelkö
1j003:013	3b	,	-	,␣
1j003:013	4a	@	-	veljeni
1j003:013	4b	,	-	,␣
1j003:013	5	@	-	jos␣
1j003:013	(8) 9a	@	-	maailma␣
1j003:013	7	@	-	teitä␣
1j003:013	6	@	-	vihaa
1j003:013	9b	.	-	.␣
1j003:014	1j003:014	1j003:014	VERSE	1Jh␣3:14␣
1j003:014	1	@	-	Me␣
1j003:014	2	@	-	tiedämme␣
1j003:014	4	@	-	siirtyneemme␣
1j003:014	3	%inflection	ACT.PCP2.-1.REFR	
1j003:014	(6) 7	@	-	kuolemasta␣
1j003:014	5	%case	LOC	
1j003:014	10a (9)	@	-	elämään
1j003:014	8	%case	LOC	
1j003:014	10b	,	-	,␣
1j003:014	11	@	-	sillä␣
1j003:014	12	(@)	-	me␣
1j003:014	12	@	-	rakastamme␣
1j003:014	(13) 14a	@	-	veljiä
1j003:014	14b	.	-	.␣
1j003:014	15	@	-	Joka␣
1j003:014	16	@	-	ei␣
1j003:014	17	@	-	rakasta
1j003:014	-	(,)	-	,␣
1j003:014	18	@	-	pysyy␣
1j003:014	(20) 21a	@	-	kuolemassa
1j003:014	19	%case	LOC	
1j003:014	21b	.	-	.␣
1j003:015	1j003:015	1j003:015	VERSE	1Jh␣3:15␣
1j003:015	1	@	-	Jokainen
1j003:015	-	(,)	-	,␣
1j003:015	2	@	-	joka␣
1j003:015	3	@	-	vihaa␣
1j003:015	(4) 5	@	-	veljeänsä
1j003:015	6	%pers	3	
1j003:015	-	(,)	-	,␣
1j003:015	8a	@	-	on␣
1j003:015	7	@	-	murhaaja
1j003:015	8b	;	-	;␣
1j003:015	9	@	-	ja␣
1j003:015	10	(@)	-	te␣
1j003:015	10	@	-	tiedätte
1j003:015	-	(,)	-	,␣
1j003:015	11 14	@	-	ettei␣
