rm001:001	rm001:001	rm001:001	VERSE	Rm␣1:1␣
rm004:003	15b	.	-	.␣
rm004:004	rm004:004	rm004:004	VERSE	Rm␣4:4␣
rm004:004	2	@	-	Mutta␣
rm004:004	(1) 3	@	-	töitä␣
rm004:004	(1) 3	@	-	tekevälle␣
rm004:004	6	@	-	ei␣
rm004:004	7	@	-	lueta␣
rm004:004	(4) 5	@	-	palkkaa␣
rm004:004	9	@	-	armosta
rm004:004	8	%case	LOC	
rm004:004	-	(,)	-	,␣
rm004:004	10	@	-	vaan␣
rm004:004	12a	@	-	ansiosta
rm004:004	11	%case	LOC	
rm004:004	12b	,	-	,␣
rm004:005	rm004:005	rm004:005	VERSE	Rm␣4:5␣
rm004:005	2	@	-	mutta␣
rm004:005	1	@	-	joka␣
rm004:005	3	@	-	ei␣
rm004:005	4	@	-	töitä␣
rm004:005	4	@	-	tee
rm004:005	-	(,)	-	,␣
rm004:005	6	@	-	vaan␣
rm004:005	5	@	-	uskoo␣
rm004:005	8	@	-	häneen
rm004:005	7	%case	LOC	
rm004:005	-	(,)	-	,␣
rm004:005	8	@	-	joka␣
rm004:005	9	@	-	vanhurskauttaa␣
rm004:005	(10) 11	@	-	jumalattoman
rm004:005	-	(,)	-	,␣
rm004:005	12	(@)	-	sille␣
rm004:005	12	@	-	luetaan␣
rm004:005	15	@	-	hänen␣
rm004:005	(13) 14	@	-	uskonsa␣
rm004:005	17a	@	-	vanhurskaudeksi
rm004:005	16	%case	TRA	
rm004:005	17b	;	-	;␣
rm004:006	rm004:006	rm004:006	VERSE	Rm␣4:6␣
rm004:006	1	@	-	niinkuin␣
rm004:006	2	@	-	myös␣
rm004:006	3	@	-	Daavid␣
rm004:006	4	@	-	ylistää␣
rm004:006	(5) 6	@	-	autuaaksi␣
rm004:006	7	@	-	sitä␣
rm004:006	8	@	-	ihmistä
rm004:006	-	(,)	-	,␣
rm004:006	9	@	-	jolle␣
rm004:006	(10) 11	@	-	Jumala␣
rm004:006	12	@	-	lukee␣
rm004:006	13	@	-	vanhurskauden␣
rm004:006	14	@	-	ilman␣
rm004:006	15a	@	-	tekoja
rm004:006	15b	:	-	:␣
rm004:007	rm004:007	rm004:007	VERSE	Rm␣4:7␣
rm004:007	-	(@)	-	"
rm004:007	1	@	-	Autuaat␣
rm004:007	2	@	-	ne
rm004:007	-	(,)	-	,␣
rm004:007	2	@	-	joiden␣
rm004:007	(4) 5	@	-	rikokset␣
rm004:007	3	(@)	-	ovat␣
rm004:007	3	@	-	anteeksi␣
rm004:007	3	@	-	annetut␣
rm004:007	6	@	-	ja␣
rm004:007	7	@	-	joiden␣
rm004:007	10a (9)	@	-	synnit␣
rm004:007	8	(@)	-	ovat␣
rm004:007	8	@	-	peitetyt
rm004:007	-	(!)	-	!␣
rm004:008	rm004:008	rm004:008	VERSE	Rm␣4:8␣
rm004:008	1	@	-	Autuas␣
rm004:008	-	(@)	-	se␣
rm004:008	2	@	-	mies
rm004:008	-	(,)	-	,␣
rm004:008	3	@	-	jolle␣
rm004:008	7	@	-	Herra␣
rm004:008	4 5	@	-	ei␣
rm004:008	6	@	-	lue␣
rm004:008	8a	@	-	syntiä
rm004:008	-	(!)	-	!
rm004:008	8b	@	-	"␣
rm004:009	rm004:009	rm004:009	VERSE	Rm␣4:9␣
rm004:009	pro%5	@	-	Koskeeko␣
rm004:009	3	@	-	sitten␣
rm004:009	4	@	-	tämä␣
rm004:009	(1) 2	@	-	autuaaksi␣
rm004:009	(1) 2	@	-	ylistäminen␣
rm004:009	-	(@)	-	ainoastaan␣
rm004:009	7	@	-	ympärileikattuja
rm004:009	-	(,)	-	,␣
rm004:009	8	@	-	vai␣
rm004:009	9	@	-	eikö␣
rm004:009	(11) 12a	@	-	ympärileikkaamattomiakin
rm004:009	10	%case	PTV	
rm004:009	-	(?)	-	?␣
rm004:009	13	@	-	Sanommehan
rm004:009	14a	%clitic	hAn	
rm004:009	14b	:	-	:␣
rm004:009	14b	@	-	"
rm004:009	(16) 17	@	-	Aabrahamille␣
rm004:009	15	@	-	luettiin␣
rm004:009	(18) 19	@	-	usko␣
rm004:009	21a	@	-	vanhurskaudeksi
rm004:009	20	%case	TRA	
rm004:009	21b	@	-	"
rm004:009	21b	.	-	.␣
rm004:010	rm004:010	rm004:010	VERSE	Rm␣4:10␣
rm004:010	1	@	-	Kuinka␣
rm004:010	-	(@)	-	se␣
rm004:010	2	@	-	sitten␣
rm004:010	-	(@)	-	siksi␣
rm004:010	3a	@	-	luettiin
rm004:010	-	(?)	-	?␣
rm004:010	6	(@)	-	Hänen␣
rm004:010	6	@	-	ollessaanko␣
rm004:010	5	@	-	ympärileikattuna␣
rm004:010	4	%case	ESS	
rm004:010	7	@	-	vai␣
rm004:010	9a	@	-	ympärileikkaamatonna
rm004:010	8	%case	ESS	
rm004:010	-	(?)	-	?␣
rm004:010	10	@	-	Ei␣
rm004:010	12	@	-	ympärileikattuna
rm004:010	11	%case	ESS	
rm004:010	-	(,)	-	,␣
rm004:010	13	@	-	vaan␣
rm004:010	15a	@	-	ympärileikkaamatonna
rm004:010	14	%case	ESS	
rm004:010	15b	.	-	.␣
rm004:011	rm004:011	rm004:011	VERSE	Rm␣4:11␣
rm004:011	1	@	-	Ja␣
rm004:011	3	(@)	-	hän␣
rm004:011	3	@	-	sai␣
rm004:011	4	@	-	ympärileikkauksen␣
rm004:011	2	@	-	merkin␣
rm004:011	-	(@)	-	sen␣
rm004:011	(6) 7 (8) 9	@	-	uskonvanhurskauden␣
rm004:011	5	@	-	sinetiksi
rm004:011	-	(,)	-	,␣
rm004:011	10	@	-	joka␣
rm004:011	-	(@)	-	hänellä␣
rm004:011	-	(@)	-	oli␣
rm004:011	(12) 13a	@	-	ympärileikkaamatonna
rm004:011	11	%case	ESS	
rm004:011	13b	,	-	,␣
rm004:011	14	@	-	että␣
rm004:011	17	@	-	hänestä␣
rm004:011	(15) 16	@	-	tulisi␣
rm004:011	19	@	-	kaikkien␣
rm004:011	18	@	-	isä
rm004:011	-	(,)	-	,␣
rm004:011	20	@	-	jotka␣
rm004:011	23a	@	-	ympärileikkaamattomina␣
rm004:011	22	%case	ESS	
rm004:011	21	@	-	uskovat
rm004:011	23b	,	-	,␣
rm004:011	24	@	-	niin␣
rm004:011	24	@	-	että␣
rm004:011	(29a) 30a	@	-	vanhurskaus␣
rm004:011	28a	@	-	heillekin␣
rm004:011	27a	%clitic	kin	
rm004:011	(25) 26a	@	-	luettaisiin
rm004:011	30b	;	-	;␣
rm004:012	rm004:012	rm004:012	VERSE	Rm␣4:12␣
rm004:012	1	@	-	ja␣
rm004:012	-	(@)	-	että␣
rm004:012	-	(@)	-	hänestä␣
rm004:012	-	(@)	-	tulisi␣
rm004:012	-	(@)	-	myöskin␣
rm004:012	3	@	-	ympärileikattujen␣
rm004:012	2	@	-	isä
rm004:012	-	(,)	-	,␣
rm004:012	4	@	-	niiden
rm004:012	-	(,)	-	,␣
rm004:012	4	@	-	jotka␣
rm004:012	5	@	-	eivät␣
rm004:012	8	@	-	ainoastaan␣
rm004:012	-	(@)	-	ole␣
rm004:012	7	@	-	ympärileikattuja
rm004:012	6	%case	PTV	
rm004:012	-	(,)	-	,␣
rm004:012	9	@	-	vaan␣
rm004:012	10	@	-	myös␣
rm004:012	(11) 12	@	-	vaeltavat␣
rm004:012	13	@	-	sen␣
rm004:012	(15) 18	@	-	uskon␣
rm004:012	14	@	-	jälkiä
rm004:012	-	(,)	-	,␣
rm004:012	19	@	-	mikä␣
rm004:012	21	@	-	meidän␣
rm004:012	20	@	-	isällämme␣
rm004:012	22a	@	-	Aabrahamilla␣
rm004:012	-	(@)	-	oli␣
rm004:012	-	(@)	-	jo␣
rm004:012	17	@	-	ympärileikkaamatonna
rm004:012	16	%case	ESS	
rm004:012	22b	.	-	.␣
rm004:013	rm004:013	rm004:013	VERSE	Rm␣4:13␣
rm004:013	2	@	-	Sillä␣
rm004:013	-	(@)	-	se␣
rm004:013	(5) 6	@	-	lupaus
rm004:013	-	(,)	-	,␣
rm004:013	-	(@)	-	että␣
rm004:013	pro%15	@	-	Aabraham␣
rm004:013	16	@	-	oli␣
rm004:013	(13) 14	@	-	perivä␣
rm004:013	17a	@	-	maailman
rm004:013	-	(,)	-	,␣
rm004:013	1	@	-	ei␣
rm004:013	-	(@)	-	tullut␣
rm004:013	(7) pro%8	@	-	hänelle␣
rm004:013	9	@	-	eikä␣
rm004:013	12a	@	-	hänen␣
rm004:013	(10) 11	@	-	siemenelleen␣
rm004:013	4	@	-	lain␣
rm004:013	3	@	-	kautta
rm004:013	17b	,	-	,␣
rm004:013	18	@	-	vaan␣
rm004:013	20 21a	@	-	uskonvanhurskauden␣
rm004:013	19	@	-	kautta
rm004:013	21b	.	-	.␣
rm004:014	rm004:014	rm004:014	VERSE	Rm␣4:14␣
rm004:014	2	@	-	Sillä␣
rm004:014	1	@	-	jos␣
rm004:014	3	@	-	ne
rm004:014	-	(,)	-	,␣
rm004:014	3	@	-	jotka␣
rm004:014	pro%4	@	-	pitäytyvät␣
rm004:014	5	@	-	lakiin
rm004:014	-	(,)	-	,␣
rm004:014	-	(@)	-	ovat␣
rm004:014	6a	@	-	perillisiä
rm004:014	-	(,)	-	,␣
rm004:014	-	(@)	-	niin␣
rm004:014	(8) 9	@	-	usko␣
rm004:014	7	(@)	-	on␣
rm004:014	7	@	-	tyhjäksi␣
rm004:014	7	@	-	tehty␣
rm004:014	10	@	-	ja␣
rm004:014	(12) 13a	@	-	lupaus␣
rm004:014	11	@	-	käynyt␣
rm004:014	11	@	-	mitättömäksi
rm004:014	13b	.	-	.␣
rm004:015	rm004:015	rm004:015	VERSE	Rm␣4:15␣
rm004:015	2	@	-	Sillä␣
rm004:015	(1) 3	@	-	laki␣
rm004:015	5a	@	-	saa␣
rm004:015	5a	@	-	aikaan␣
rm004:015	4	@	-	vihaa
rm004:015	5b	;	-	;␣
rm004:015	7	@	-	mutta␣
rm004:015	6	@	-	missä␣
rm004:015	10	@	-	lakia␣
rm004:015	8	@	-	ei␣
rm004:015	9	@	-	ole
rm004:015	-	(,)	-	,␣
rm004:015	-	(@)	-	siellä␣
rm004:015	11	@	-	ei␣
rm004:015	-	(@)	-	ole␣
rm004:015	12a	@	-	rikkomustakaan
rm004:015	12b	.	-	.␣
rm004:016	rm004:016	rm004:016	VERSE	Rm␣4:16␣
rm004:016	1 2	@	-	Sentähden␣
rm004:016	-	(@)	-	se␣
rm004:016	-	(@)	-	on␣
rm004:016	4a	@	-	uskosta
rm004:016	3	%case	LOC	
rm004:016	4b	,	-	,␣
rm004:016	5	@	-	että␣
rm004:016	-	(@)	-	se␣
rm004:016	-	(@)	-	olisi␣
rm004:016	7a	@	-	armosta
rm004:016	6	%case	LOC	
rm004:016	7b	;	-	;␣
rm004:016	8	@	-	että␣
rm004:016	(12) 13	@	-	lupaus␣
rm004:016	10 (9)	@	-	pysyisi␣
rm004:016	11	@	-	lujana␣
rm004:016	14	@	-	kaikelle␣
rm004:016	(15) 16a	@	-	siemenelle
rm004:016	16b	,	-	,␣
rm004:016	17	@	-	ei␣
rm004:016	22	@	-	ainoastaan␣
rm004:016	18	@	-	sille
rm004:016	-	(,)	-	,␣
rm004:016	18	@	-	joka␣
rm004:016	pro%19	@	-	pitäytyy␣
rm004:016	(20) 21	@	-	lakiin
rm004:016	-	(,)	-	,␣
rm004:016	23	@	-	vaan␣
rm004:016	24	@	-	myös␣
rm004:016	25	@	-	sille
rm004:016	-	(,)	-	,␣
rm004:016	25	@	-	jolla␣
rm004:016	-	(@)	-	on␣
rm004:016	28a	@	-	Aabrahamin␣
rm004:016	27	@	-	usko
rm004:016	26	%case	NOM	
rm004:016	28b	,	-	,␣
rm004:016	29	@	-	hänen
rm004:016	-	(,)	-	,␣
rm004:016	29	@	-	joka␣
rm004:016	30	@	-	on␣
rm004:016	33a	@	-	meidän␣
rm004:016	32	@	-	kaikkien␣
rm004:016	31	@	-	isä␣
rm004:017	rm004:017	rm004:017	VERSE	Rm␣4:17␣
rm004:017	-	(-)	-	-␣
rm004:017	1	@	-	niinkuin␣
rm004:017	2	@	-	kirjoitettu␣
rm004:017	2	(@)	-	on
rm004:017	3	:	-	:␣
rm004:017	-	(@)	-	"
rm004:017	5	@	-	Monen␣
rm004:017	6	@	-	kansan␣
rm004:017	4	@	-	isäksi␣
rm004:017	7	(@)	-	minä␣
rm004:017	7	(@)	-	olen␣
rm004:017	8a	@	-	sinut␣
rm004:017	7	@	-	asettanut
rm004:017	-	(@)	-	"␣
rm004:017	-	(-)	-	-␣
rm004:017	-	(@)	-	sen␣
rm004:017	12	@	-	Jumalan␣
rm004:017	9	@	-	edessä
rm004:017	-	(,)	-	,␣
rm004:017	10	@	-	johon␣
rm004:017	11	(@)	-	hän␣
rm004:017	11	@	-	uskoi␣
rm004:017	-	(@)	-	ja␣
rm004:017	13	@	-	joka␣
rm004:017	(15) 16	@	-	kuolleet␣
rm004:017	14	@	-	eläviksi␣
rm004:017	14	@	-	tekee␣
rm004:017	17	@	-	ja␣
rm004:017	18	@	-	kutsuu␣
rm004:017	(19) 20 21	@	-	olemattomat
rm004:017	-	(,)	-	,␣
rm004:017	22	@	-	ikäänkuin␣
rm004:017	23a	(@)	-	ne␣
rm004:017	23a	@	-	olisivat
rm004:017	23b	.	-	.␣
rm004:018	rm004:018	rm004:018	VERSE	Rm␣4:18␣
rm004:018	-	(@)	-	Ja␣
rm004:018	pro%1	@	-	Aabraham␣
rm004:018	5	@	-	toivoi
rm004:018	4	%case	?	
rm004:018	-	(,)	-	,␣
rm004:018	2	@	-	vaikka␣
rm004:018	2	@	-	ei␣
rm004:018	3	@	-	toivoa␣
rm004:018	2	@	-	ollut
rm004:018	-	(,)	-	,␣
rm004:018	-	(@)	-	ja␣
rm004:018	6	@	-	uskoi␣
rm004:018	(8) 9	@	-	tulevansa␣
rm004:018	7	%case	GEN	
rm004:018	(10)	-	UNTRANSLATED	
rm004:018	12	@	-	monen␣
rm004:018	13	@	-	kansan␣
rm004:018	11	@	-	isäksi
rm004:018	-	(,)	-	,␣
rm004:018	15	@	-	tämän␣
rm004:018	16a	@	-	sanan␣
rm004:018	14	@	-	mukaan
rm004:018	16b	:	-	:␣
rm004:018	16b	@	-	"
rm004:018	17	@	-	Niin␣
rm004:018	18	(@)	-	on␣
rm004:018	21a	@	-	sinun␣
rm004:018	(19) 20	@	-	jälkeläistesi␣
rm004:018	-	(@)	-	luku␣
rm004:018	18	@	-	oleva
rm004:018	21b	@	-	"
rm004:018	21b	,	-	,␣
rm004:019	rm004:019	rm004:019	VERSE	Rm␣4:19␣
rm004:019	2	@	-	eikä␣
rm004:019	1	%clitic	kA	
rm004:019	3	(@)	-	hän␣
rm004:019	3	@	-	heikontunut␣
rm004:019	(4) 5	@	-	uskossansa
rm004:019	-	(,)	-	,␣
rm004:019	-	(@)	-	vaikka␣
rm004:019	6	@	-	näki
rm004:019	-	(,)	-	,␣
rm004:019	-	(@)	-	että␣
rm004:019	8	@	-	hänen␣
rm004:019	(7) 9a	@	-	ruumiinsa␣
rm004:019	11a	(@)	-	oli␣
rm004:019	11a	@	-	kuolettunut␣
rm004:019	-	(-)	-	-␣
rm004:019	-	(@)	-	sillä␣
rm004:019	14a	(@)	-	hän␣
rm004:019	14a	@	-	oli␣
rm004:019	10a	@	-	jo␣
rm004:019	13	@	-	noin␣
rm004:019	12	@	-	satavuotias␣
rm004:019	14b	-	-	-␣
rm004:019	15	@	-	ja␣
rm004:019	-	(@)	-	että␣
rm004:019	20a	@	-	Saaran␣
rm004:019	(18) 19	@	-	kohtu␣
rm004:019	(16) 17	(@)	-	oli␣
rm004:019	(16) 17	@	-	kuolettunut
rm004:019	20b	;	-	;␣
rm004:020	rm004:020	rm004:020	VERSE	Rm␣4:20␣
rm004:020	2	@	-	mutta␣
rm004:020	(5) 6	@	-	Jumalan␣
rm004:020	(3) 4	@	-	lupausta␣
rm004:020	1	%case	PTV	
rm004:020	8	(@)	-	hän␣
rm004:020	7	@	-	ei␣
rm004:020	10 (9)	@	-	epäuskossa␣
rm004:020	8	@	-	epäillyt
rm004:020	-	(,)	-	,␣
rm004:020	11	@	-	vaan␣
rm004:020	12	@	-	vahvistui␣
rm004:020	(13) 14a	@	-	uskossa
rm004:020	14b	,	-	,␣
rm004:020	15	@	-	antaen␣
rm004:020	16	@	-	kunnian␣
rm004:020	(17) 18	@	-	Jumalalle
rm004:020	-	(,)	-	,␣
rm004:021	rm004:021	rm004:021	VERSE	Rm␣4:21␣
rm004:021	1	@	-	ja␣
rm004:021	2	@	-	oli␣
rm004:021	2	@	-	täysin␣
rm004:021	2	@	-	varma␣
rm004:021	3	@	-	siitä
rm004:021	-	(,)	-	,␣
rm004:021	3	@	-	että␣
rm004:021	4	@	-	minkä␣
rm004:021	-	(@)	-	Jumala␣
rm004:021	5	(@)	-	on␣
rm004:021	5	@	-	luvannut
rm004:021	-	(,)	-	,␣
rm004:021	-	(@)	-	sen␣
rm004:021	6 7	(@)	-	hän␣
rm004:021	6 7	@	-	voi␣
rm004:021	8	@	-	myös␣
rm004:021	9a	@	-	täyttää
rm004:021	9b	.	-	.␣
rm004:022	rm004:022	rm004:022	VERSE	Rm␣4:22␣
rm004:022	1a	@	-	Sentähden␣
rm004:022	3	(@)	-	se␣
rm004:022	3	@	-	luettiinkin␣
rm004:022	2a	%clitic	kin	
rm004:022	4	@	-	hänelle␣
rm004:022	6a	@	-	vanhurskaudeksi
rm004:022	5	%case	TRA	
rm004:022	6b	.	-	.␣
rm004:023	rm004:023	rm004:023	VERSE	Rm␣4:23␣
rm004:023	3	@	-	Mutta␣
rm004:023	1	@	-	ei␣
rm004:023	6	@	-	ainoastaan␣
rm004:023	5	@	-	hänen␣
rm004:023	4	@	-	tähtensä␣
rm004:023	2	(@)	-	ole␣
rm004:023	2	@	-	kirjoitettu
rm004:023	-	(,)	-	,␣
rm004:023	7	@	-	että␣
rm004:023	8	(@)	-	se␣
rm004:023	9	@	-	hänelle␣
rm004:023	8	@	-	luettiin
rm004:023	-	(,)	-	,␣
rm004:024	rm004:024	rm004:024	VERSE	Rm␣4:24␣
rm004:024	1	@	-	vaan␣
rm004:024	2	@	-	myös␣
rm004:024	4a	@	-	meidän␣
rm004:024	3	@	-	tähtemme
rm004:024	4b	,	-	,␣
rm004:024	5	@	-	joille␣
rm004:024	7a	(@)	-	se␣
rm004:024	7a	(@)	-	on␣
rm004:024	7a	@	-	luettava
rm004:024	6	%tasp	?	
rm004:024	-	(,)	-	,␣
rm004:024	(8) 9	(@)	-	kun␣
rm004:024	(8) 9	@	-	uskomme␣
rm004:024	11	@	-	häneen
rm004:024	10	%case	LOC	
rm004:024	-	(,)	-	,␣
rm004:024	11	@	-	joka␣
rm004:024	18a	@	-	kuolleista␣
rm004:024	17	%case	LOC	
rm004:024	12	@	-	herätti␣
rm004:024	13	@	-	Jeesuksen
rm004:024	-	(,)	-	,␣
rm004:024	16	@	-	meidän␣
rm004:024	(14) 15	@	-	Herramme
rm004:024	18b	,	-	,␣
rm004:025	rm004:025	rm004:025	VERSE	Rm␣4:25␣
rm004:025	1	@	-	joka␣
rm004:025	2	(@)	-	on␣
rm004:025	2	@	-	alttiiksi␣
rm004:025	2	@	-	annettu␣
rm004:025	6	@	-	meidän␣
rm004:025	(4) 5	@	-	rikostemme␣
rm004:025	3	@	-	tähden␣
rm004:025	7	@	-	ja␣
rm004:025	-	(@)	-	kuolleista␣
rm004:025	8	@	-	herätetty␣
rm004:025	12a	@	-	meidän␣
rm004:025	(10) 11	@	-	vanhurskauttamisemme␣
rm004:025	9	@	-	tähden
rm004:025	12b	.	-	.␣
rm005:001	rm005:001	rm005:001	VERSE	Rm␣5:1␣
rm005:001	1	(@)	-	Koska␣
rm005:001	1	(@)	-	me␣
rm005:001	2	@	-	siis␣
rm005:001	1	(@)	-	olemme␣
rm005:001	4	@	-	uskosta␣
rm005:001	3	%case	LOC	
rm005:001	1	@	-	vanhurskaiksi␣
rm005:001	1	@	-	tulleet
rm005:001	-	(,)	-	,␣
rm005:001	-	(@)	-	niin␣
rm005:001	6	(@)	-	meillä␣
rm005:001	6	@	-	on␣
rm005:001	5	@	-	rauha␣
rm005:001	(8) 9	@	-	Jumalan␣
rm005:001	7	@	-	kanssa␣
rm005:001	13	@	-	meidän␣
rm005:001	(11) 12	@	-	Herramme␣
rm005:001	14	@	-	Jeesuksen␣
rm005:001	15	@	-	Kristuksen␣
rm005:001	10	@	-	kautta
rm005:001	-	(,)	-	,␣
rm005:002	rm005:002	rm005:002	VERSE	Rm␣5:2␣
rm005:002	2	@	-	jonka␣
rm005:002	1	@	-	kautta␣
rm005:002	3	@	-	myös␣
rm005:002	6a	(@)	-	olemme␣
rm005:002	(7) 8a	@	-	uskossa␣
rm005:002	6a	@	-	saaneet␣
rm005:002	(4) 5	@	-	pääsyn␣
rm005:002	12	@	-	tähän␣
rm005:002	(10) 11	@	-	armoon
rm005:002	9	%case	LOC	
rm005:002	-	(,)	-	,␣
rm005:002	14	@	-	jossa␣
rm005:002	13	%case	LOC	
rm005:002	15	(@)	-	me␣
rm005:002	-	(@)	-	nyt␣
rm005:002	15	@	-	olemme
rm005:002	-	(,)	-	,␣
rm005:002	16	@	-	ja␣
rm005:002	-	(@)	-	meidän␣
rm005:002	17	@	-	kerskauksemme␣
rm005:002	-	(@)	-	on␣
rm005:002	(22) 23a	@	-	Jumalan␣
rm005:002	(20) 21	@	-	kirkkauden␣
rm005:002	19	@	-	toivo
rm005:002	18	%case	NOM	
rm005:002	23b	.	-	.␣
rm005:003	rm005:003	rm005:003	VERSE	Rm␣5:3␣
rm005:003	1	@	-	Eikä␣
rm005:003	2	@	-	ainoastaan␣
rm005:003	(3a)	-	UNTRANSLATED	
rm005:003	-	(@)	-	se
rm005:003	3b	,	-	,␣
rm005:003	4	@	-	vaan␣
rm005:003	6	(@)	-	meidän␣
rm005:003	6	@	-	kerskauksenamme␣
rm005:003	6	@	-	ovat␣
rm005:003	5	@	-	myös␣
rm005:003	(8) 9a	@	-	ahdistukset
rm005:003	7	%case	NOM	
rm005:003	9b	,	-	,␣
rm005:003	10	(@)	-	sillä␣
rm005:003	10	(@)	-	me␣
rm005:003	10	@	-	tiedämme
rm005:003	-	(,)	-	,␣
rm005:003	11	@	-	että␣
rm005:003	(12) 13	@	-	ahdistus␣
rm005:003	15a	@	-	saa␣
rm005:003	15a	@	-	aikaan␣
rm005:003	14	@	-	kärsivällisyyttä
rm005:003	15b	,	-	,␣
rm005:004	rm005:004	rm005:004	VERSE	Rm␣5:4␣
rm005:004	2	@	-	mutta␣
rm005:004	(1) 3	@	-	kärsivällisyys␣
rm005:004	4a	@	-	koettelemuksen␣
rm005:004	4a	@	-	kestämistä
rm005:004	-	(,)	-	,␣
rm005:004	6	@	-	ja␣
rm005:004	(5) 7	@	-	koettelemuksen␣
rm005:004	(5) 7	@	-	kestäminen␣
rm005:004	8a	@	-	toivoa
rm005:004	8b	;	-	;␣
rm005:005	rm005:005	rm005:005	VERSE	Rm␣5:5␣
rm005:005	2	@	-	mutta␣
rm005:005	(1) 3	@	-	toivo␣
rm005:005	4	@	-	ei␣
rm005:005	5a	@	-	saata␣
rm005:005	5a	@	-	häpeään
rm005:005	5b	;	-	;␣
rm005:005	6	@	-	sillä␣
rm005:005	10 (9)	@	-	Jumalan␣
rm005:005	(7) 8	@	-	rakkaus␣
rm005:005	11	(@)	-	on␣
rm005:005	11	@	-	vuodatettu␣
rm005:005	15	@	-	meidän␣
rm005:005	(13) 14	@	-	sydämiimme␣
rm005:005	12	%case	LOC	
rm005:005	18	@	-	Pyhän␣
rm005:005	17	@	-	Hengen␣
rm005:005	16	@	-	kautta
rm005:005	-	(,)	-	,␣
rm005:005	19	@	-	joka␣
rm005:005	20	(@)	-	on␣
rm005:005	21a	@	-	meille␣
rm005:005	20	@	-	annettu
rm005:005	21b	.	-	.␣
rm005:006	rm005:006	rm005:006	VERSE	Rm␣5:6␣
rm005:006	2	@	-	Sillä␣
rm005:006	5	@	-	meidän␣
rm005:006	1	@	-	vielä␣
rm005:006	4	@	-	ollessamme␣
rm005:006	6	@	-	heikot␣
rm005:006	12a	@	-	kuoli␣
rm005:006	3	@	-	Kristus␣
rm005:006	9	@	-	oikeaan␣
rm005:006	(7)	-	UNTRANSLATED	
rm005:006	9	@	-	aikaan␣
rm005:006	8	%case	LOC	
rm005:006	11	@	-	jumalattomien␣
rm005:006	10	@	-	edestä
rm005:006	12b	.	-	.␣
rm005:007	rm005:007	rm005:007	VERSE	Rm␣5:7␣
rm005:007	1	@	-	Tuskinpa␣
rm005:007	2	%inflection	ADV	
rm005:007	5	@	-	kukaan␣
rm005:007	6a	@	-	käy␣
rm005:007	6a	@	-	kuolemaan␣
rm005:007	-	(@)	-	jonkun␣
rm005:007	4	@	-	vanhurskaan␣
rm005:007	3	@	-	edestä
rm005:007	6b	;	-	;␣
rm005:007	10 (9)	@	-	hyvän␣
rm005:007	(8)	-	UNTRANSLATED	
rm005:007	7	@	-	edestä␣
rm005:007	12	@	-	joku␣
rm005:007	11	@	-	mahdollisesti␣
rm005:007	(13)	-	UNTRANSLATED	
rm005:007	14	@	-	uskaltaa␣
rm005:007	15a	@	-	kuolla
rm005:007	15b	.	-	.␣
rm005:008	rm005:008	rm005:008	VERSE	Rm␣5:8␣
rm005:008	2	@	-	Mutta␣
rm005:008	(8) 9a	@	-	Jumala␣
rm005:008	1	@	-	osoittaa␣
rm005:008	(3) 5	@	-	rakkautensa␣
rm005:008	4	%pers	3	
rm005:008	7	@	-	meitä␣
rm005:008	6	@	-	kohtaan␣
rm005:008	-	(@)	-	siinä
rm005:008	9b	,	-	,␣
rm005:008	10	@	-	että␣
rm005:008	15	@	-	Kristus
rm005:008	-	(,)	-	,␣
rm005:008	13	(@)	-	kun␣
rm005:008	14	@	-	me␣
rm005:008	11	@	-	vielä␣
rm005:008	13	@	-	olimme␣
rm005:008	12	@	-	syntisiä
rm005:008	-	(,)	-	,␣
rm005:008	18a	@	-	kuoli␣
rm005:008	17	@	-	meidän␣
rm005:008	16	@	-	edestämme
rm005:008	18b	.	-	.␣
rm005:009	rm005:009	rm005:009	VERSE	Rm␣5:9␣
rm005:009	1	@	-	Paljoa␣
rm005:009	3	@	-	ennemmin␣
rm005:009	10	(@)	-	me␣
rm005:009	2	@	-	siis␣
rm005:009	5	@	-	nyt
rm005:009	-	(,)	-	,␣
rm005:009	4	(@)	-	kun␣
rm005:009	4	(@)	-	olemme␣
rm005:009	4	@	-	vanhurskautetut␣
rm005:009	9	@	-	hänen␣
rm005:009	(7) 8	@	-	veressään
rm005:009	6	%case	LOC	
rm005:009	-	(,)	-	,␣
rm005:009	10	@	-	pelastumme␣
rm005:009	12	@	-	hänen␣
rm005:009	11	@	-	kauttansa␣
rm005:009	(14) 15a	@	-	vihasta
rm005:009	13	%case	LOC	
rm005:009	15b	.	-	.␣
rm005:010	rm005:010	rm005:010	VERSE	Rm␣5:10␣
rm005:010	2	@	-	Sillä␣
rm005:010	1	@	-	jos␣
rm005:010	5	(@)	-	me␣
rm005:010	-	(@)	-	silloin
rm005:010	-	(,)	-	,␣
rm005:010	4	(@)	-	kun␣
rm005:010	-	(@)	-	vielä␣
rm005:010	4	@	-	olimme␣
rm005:010	-	(@)	-	Jumalan␣
rm005:010	3	@	-	vihollisia
rm005:010	-	(,)	-	,␣
rm005:010	5	(@)	-	tulimme␣
rm005:010	5	@	-	sovitetuiksi␣
rm005:010	(6) pro%7	@	-	hänen␣
rm005:010	case%7	@	-	kanssaan␣
rm005:010	13a	@	-	hänen␣
rm005:010	(11) 12	@	-	Poikansa␣
rm005:010	10 (9)	@	-	kuoleman␣
