ex001:001	ex001:001	ex001:001	VERSE	2Ms␣1:1␣
ex007:019	ex007:019	ex007:019	VERSE	2Ms␣7:19␣
ex007:019	1a	@	-	Ja␣
ex007:019	2	@	-	Herra␣
ex007:019	1b	@	-	sanoi␣
ex007:019	4	@	-	Moosekselle
ex007:019	3	%case	LOC	
ex007:019	-	(:)	-	:␣
ex007:019	-	(@)	-	"
ex007:019	5	@	-	Sano␣
ex007:019	7	@	-	Aaronille
ex007:019	6	%case	LOC	
ex007:019	-	(:)	-	:␣
ex007:019	-	(@)	-	'
ex007:019	8	@	-	Ota␣
ex007:019	9	@	-	sauvasi␣
ex007:019	10a	@	-	ja␣
ex007:019	10b	@	-	ojenna␣
ex007:019	11	@	-	kätesi␣
ex007:019	14	@	-	Egyptin␣
ex007:019	13	@	-	vetten␣
ex007:019	12	@	-	yli
ex007:019	-	(,)	-	,␣
ex007:019	pers%16	@	-	sen␣
ex007:019	16	@	-	jokien
ex007:019	(15)	-	UNTRANSLATED	
ex007:019	-	(,)	-	,␣
ex007:019	18	@	-	kanavien␣
ex007:019	(17)	-	UNTRANSLATED	
ex007:019	19a	@	-	ja␣
ex007:019	20	@	-	lammikkojen␣
ex007:019	19b	@	-	yli␣
ex007:019	21a	@	-	ja␣
ex007:019	22	@	-	kaikkien␣
ex007:019	-	(@)	-	niiden␣
ex007:019	-	(@)	-	paikkojen␣
ex007:019	21b	@	-	yli
ex007:019	-	(,)	-	,␣
ex007:019	-	(@)	-	joihin␣
ex007:019	-	(@)	-	on␣
ex007:019	24	@	-	vettä␣
ex007:019	23	@	-	kokoontunut
ex007:019	-	(,)	-	,␣
ex007:019	25a	@	-	niin␣
ex007:019	25b	(@)	-	ne␣
ex007:019	25b	@	-	muuttuvat␣
ex007:019	26	@	-	vereksi
ex007:019	-	(.)	-	.␣
ex007:019	27a	@	-	Ja␣
ex007:019	28	@	-	verta␣
ex007:019	27b	(@)	-	on␣
ex007:019	27b	@	-	oleva␣
ex007:019	31	@	-	Egyptin␣
ex007:019	30	@	-	maassa␣
ex007:019	29b	@	-	kaikkialla
ex007:019	29a	%case	LOC	
ex007:019	-	(,)	-	,␣
ex007:019	32a	@	-	sekä␣
ex007:019	32c	@	-	puuastioissa␣
ex007:019	32b	%case	LOC	
ex007:019	33a	@	-	että␣
ex007:019	33c	@	-	kiviastioissa
ex007:019	33b	%case	LOC	
ex007:019	-	(.)	-	.
ex007:019	-	(@)	-	'
ex007:019	-	(@)	-	"␣
ex007:020	ex007:020	ex007:020	VERSE	2Ms␣7:20␣
ex007:020	1a	@	-	Ja␣
ex007:020	3	@	-	Mooses␣
ex007:020	4a	@	-	ja␣
ex007:020	4b	@	-	Aaron␣
ex007:020	1b	@	-	tekivät
ex007:020	(2)	-	UNTRANSLATED	
ex007:020	-	(,)	-	,␣
ex007:020	5a 5b	@	-	niinkuin␣
ex007:020	7	@	-	Herra␣
ex007:020	6	(@)	-	oli␣
ex007:020	6	@	-	käskenyt
ex007:020	(8a)	-	UNTRANSLATED	
ex007:020	-	(.)	-	.␣
ex007:020	8b	(@)	-	Hän␣
ex007:020	8b	@	-	kohotti␣
ex007:020	9b	@	-	sauvan␣
ex007:020	9a	%case	GEN	
ex007:020	10a	@	-	ja␣
ex007:020	10b	@	-	löi␣
ex007:020	14b	@	-	Niilivirran␣
ex007:020	13 14a	%case	GEN	
ex007:020	(12a) 12b	@	-	veteen␣
ex007:020	11	%case	LOC	
ex007:020	16	@	-	faraon␣
ex007:020	(15a) (15b)	-	UNTRANSLATED	
ex007:020	17a	@	-	ja␣
ex007:020	pers%18	@	-	hänen␣
ex007:020	18	@	-	palvelijainsa␣
ex007:020	17b 17c	@	-	nähden
ex007:020	-	(;)	-	;␣
ex007:020	19a	@	-	ja␣
ex007:020	20	@	-	kaikki␣
ex007:020	(21a) 21b	@	-	vesi
ex007:020	-	(,)	-	,␣
ex007:020	22	@	-	joka␣
ex007:020	23b	@	-	virrassa␣
ex007:020	23a	%case	LOC	
ex007:020	-	(@)	-	oli
ex007:020	-	(,)	-	,␣
ex007:020	19b	@	-	muuttui␣
ex007:020	24b	@	-	vereksi
ex007:020	24a	%case	TRA	
ex007:020	-	(.)	-	.␣
ex007:021	ex007:021	ex007:021	VERSE	2Ms␣7:21␣
ex007:021	1a	@	-	Ja␣
ex007:021	(1b) 1c	@	-	kalat␣
ex007:021	3b	@	-	virrassa␣
ex007:021	2 3a	%case	LOC	
ex007:021	4	@	-	kuolivat
ex007:021	-	(,)	-	,␣
ex007:021	5a	@	-	ja␣
ex007:021	(6a) 6b	@	-	virta␣
ex007:021	5b	@	-	haisi
ex007:021	-	(,)	-	,␣
ex007:021	7a	@	-	niin␣
ex007:021	7a	@	-	että␣
ex007:021	9	@	-	egyptiläiset␣
ex007:021	7b	@	-	eivät␣
ex007:021	8	@	-	saattaneet␣
ex007:021	10b	@	-	juoda␣
ex007:021	10a	%case	LAT	
ex007:021	11	@	-	vettä␣
ex007:021	(13a) 13b	@	-	virrasta
ex007:021	12	%case	LOC	
ex007:021	-	(;)	-	;␣
ex007:021	14a	@	-	ja␣
ex007:021	(15a) 15b	@	-	verta␣
ex007:021	14b	@	-	oli␣
ex007:021	16b	@	-	kaikkialla␣
ex007:021	16a	%case	LOC	
ex007:021	18	@	-	Egyptin␣
ex007:021	17	@	-	maassa
ex007:021	-	(.)	-	.␣
ex007:022	ex007:022	ex007:022	VERSE	2Ms␣7:22␣
ex007:022	1a	@	-	Mutta␣
ex007:022	4	@	-	Egyptin␣
ex007:022	3	@	-	tietäjät␣
ex007:022	1b	@	-	tekivät␣
ex007:022	2	@	-	samoin␣
ex007:022	5b	@	-	taioillansa
ex007:022	5a	%case	LOC	
ex007:022	-	(.)	-	.␣
ex007:022	6a	@	-	Ja␣
ex007:022	8	@	-	faraon␣
ex007:022	7	@	-	sydän␣
ex007:022	6b	@	-	paatui
ex007:022	-	(,)	-	,␣
ex007:022	9b	@	-	eikä␣
ex007:022	9a	%clitic	kA	
ex007:022	10	(@)	-	hän␣
ex007:022	10	@	-	kuullut␣
ex007:022	11	@	-	heitä
ex007:022	-	(,)	-	,␣
ex007:022	12a 12b	@	-	niinkuin␣
ex007:022	14	@	-	Herra␣
ex007:022	13	(@)	-	oli␣
ex007:022	13	@	-	sanonutkin
ex007:022	-	(.)	-	.␣
ex007:023	ex007:023	ex007:023	VERSE	2Ms␣7:23␣
ex007:023	1a	@	-	Ja␣
ex007:023	2	@	-	farao␣
ex007:023	1b	@	-	kääntyi␣
ex007:023	3a	@	-	ja␣
ex007:023	3b	@	-	palasi␣
ex007:023	5	@	-	kotiinsa␣
ex007:023	4	%case	LOC	
ex007:023	6b	@	-	eikä␣
ex007:023	6a	%clitic	kA	
ex007:023	7 8	@	-	välittänyt␣
ex007:023	10b	@	-	tästäkään
ex007:023	10a 9	%case	LOC	
ex007:023	-	(.)	-	.␣
ex007:024	ex007:024	ex007:024	VERSE	2Ms␣7:24␣
ex007:024	1a	@	-	Mutta␣
ex007:024	2	@	-	kaikki␣
ex007:024	3	@	-	egyptiläiset␣
ex007:024	1b	@	-	kaivoivat␣
ex007:024	(5a) 5b	@	-	Niilivirran␣
ex007:024	4	@	-	ympäriltä␣
ex007:024	6	@	-	vettä␣
ex007:024	7b	@	-	juodaksensa
ex007:024	7a	%case	TRA	
ex007:024	-	(;)	-	;␣
ex007:024	8	@	-	sillä␣
ex007:024	10	(@)	-	he␣
ex007:024	9	@	-	eivät␣
ex007:024	10	@	-	voineet␣
ex007:024	11b	@	-	juoda␣
ex007:024	11a	%case	LAT	
ex007:024	(13a) 13b	@	-	virran␣
ex007:024	12b	@	-	vettä
ex007:024	12a	%case	PTV	
ex007:024	-	(.)	-	.␣
ex007:025	ex007:025	ex007:025	VERSE	2Ms␣7:25␣
ex007:025	1a	@	-	Ja␣
ex007:025	-	(@)	-	näin␣
ex007:025	1b	(@)	-	oli␣
ex007:025	1b	@	-	kulunut␣
ex007:025	2	@	-	seitsemän␣
ex007:025	3	@	-	päivää␣
ex007:025	4	@	-	siitä
ex007:025	-	(,)	-	,␣
ex007:025	4	@	-	kun␣
ex007:025	6	@	-	Herra␣
ex007:025	5	(@)	-	oli␣
ex007:025	5	@	-	lyönyt␣
ex007:025	(8a) 8b	@	-	Niilivirtaa
ex007:025	7	%case	PTV	
ex007:025	-	(.)	-	.␣
ex008:001	ex007:026	ex008:001	VERSE.SHIFT	2Ms␣8:1␣
ex008:001	1a	@	-	Sitten␣
ex008:001	2	@	-	Herra␣
ex008:001	1b	@	-	sanoi␣
ex008:001	4	@	-	Moosekselle
ex008:001	3	%case	LOC	
ex008:001	-	(:)	-	:␣
ex008:001	-	(@)	-	"
ex008:001	5	@	-	Mene␣
ex008:001	7	@	-	faraon␣
ex008:001	6	@	-	luo␣
ex008:001	8a	@	-	ja␣
ex008:001	8b	@	-	sano␣
ex008:001	9	@	-	hänelle
ex008:001	-	(:)	-	:␣
ex008:001	-	(@)	-	'
ex008:001	10	@	-	Näin␣
ex008:001	11	@	-	sanoo␣
ex008:001	12	@	-	Herra
ex008:001	-	(:)	-	:␣
ex008:001	13	@	-	Päästä␣
ex008:001	pers%15	@	-	minun␣
ex008:001	15	@	-	kansani␣
ex008:001	14	%case	NOM.GEN	
ex008:001	16b	@	-	palvelemaan␣
ex008:001	16a	%inflection	INF3.ILL	
ex008:001	pers%16b	@	-	minua
ex008:001	-	(.)	-	.␣
ex008:002	ex007:027	ex008:002	VERSE.SHIFT	2Ms␣8:2␣
ex008:002	1a	@	-	Mutta␣
ex008:002	1b	@	-	jos␣
ex008:002	2	@	-	kieltäydyt␣
ex008:002	3	%inflection	ACT.PRES.2S	
ex008:002	4b	@	-	päästämästä␣
ex008:002	4a	%case	LOC	
ex008:002	-	(@)	-	heitä
ex008:002	-	(,)	-	,␣
ex008:002	-	(@)	-	niin␣
ex008:002	5	@	-	katso
ex008:002	-	(,)	-	,␣
ex008:002	6	@	-	minä␣
ex008:002	7	@	-	rankaisen␣
ex008:002	9	@	-	koko␣
ex008:002	8	%case	?	
ex008:002	pers%10	@	-	sinun␣
ex008:002	10	@	-	maatasi␣
ex008:002	11b	@	-	sammakoilla
ex008:002	11a	%case	LOC	
ex008:002	-	(.)	-	.␣
ex008:003	ex007:028	ex008:003	VERSE.SHIFT	2Ms␣8:3␣
ex008:003	1a	@	-	Ja␣
ex008:003	(2a) 2b	@	-	Niilivirta␣
ex008:003	1b	(@)	-	on␣
ex008:003	1b	@	-	vilisevä␣
ex008:003	3	@	-	sammakoita
ex008:003	-	(,)	-	,␣
ex008:003	4a	@	-	ja␣
ex008:003	4b	(@)	-	ne␣
ex008:003	4b	@	-	nousevat␣
ex008:003	sem%4b	@	-	maalle␣
ex008:003	5a	@	-	ja␣
ex008:003	5b	@	-	tulevat␣
ex008:003	pers%6b	@	-	sinun␣
ex008:003	6b	@	-	taloosi␣
ex008:003	6a	%case	LOC	
ex008:003	7a	@	-	ja␣
ex008:003	7c 8	@	-	makuuhuoneeseesi␣
ex008:003	7b	%case	LOC	
ex008:003	9a	@	-	ja␣
ex008:003	10	@	-	vuoteeseesi
ex008:003	9b	%case	LOC	
ex008:003	-	(,)	-	,␣
ex008:003	11a	@	-	sekä␣
ex008:003	pers%12	@	-	sinun␣
ex008:003	12	@	-	palvelijaisi␣
ex008:003	11c	@	-	taloihin␣
ex008:003	11b	%case	LOC	
ex008:003	13a	@	-	ja␣
ex008:003	13c	@	-	kansasi␣
ex008:003	13b	@	-	sekaan
ex008:003	(14a)	-	UNTRANSLATED	
ex008:003	-	(,)	-	,␣
ex008:003	pers%14c	@	-	sinun␣
ex008:003	14c	@	-	leivinuuneihisi␣
ex008:003	14b	%case	LOC	
ex008:003	15a	@	-	ja␣
ex008:003	15c	@	-	taikinakaukaloihisi
ex008:003	15b	%case	LOC	
ex008:003	-	(.)	-	.␣
ex008:004	ex007:029	ex008:004	VERSE.SHIFT	2Ms␣8:4␣
ex008:004	1a	@	-	Jopa␣
ex008:004	1b	@	-	sinun␣
ex008:004	2a	@	-	ja␣
ex008:004	pers%2c	@	-	sinun␣
ex008:004	2c	@	-	kansasi␣
ex008:004	(2b)	-	UNTRANSLATED	
ex008:004	3a	@	-	ja␣
ex008:004	3c	@	-	kaikkien␣
ex008:004	pers%4	@	-	sinun␣
ex008:004	4	@	-	palvelijaisi␣
ex008:004	3b	@	-	päälle␣
ex008:004	5	@	-	hyppii␣
ex008:004	(6a) 6b	@	-	sammakoita
ex008:004	-	(.)	-	.
ex008:004	-	(@)	-	'
ex008:004	-	(@)	-	"␣
ex008:005	ex008:001	ex008:005	VERSE.SHIFT	2Ms␣8:5␣
ex008:005	1a	@	-	Ja␣
ex008:005	2	@	-	Herra␣
ex008:005	1b	@	-	sanoi␣
ex008:005	4	@	-	Moosekselle
ex008:005	3	%case	LOC	
ex008:005	-	(:)	-	:␣
ex008:005	-	(@)	-	"
ex008:005	5	@	-	Sano␣
ex008:005	7	@	-	Aaronille
ex008:005	6	%case	LOC	
ex008:005	-	(:)	-	:␣
ex008:005	-	(@)	-	'
ex008:005	8	@	-	Ojenna␣
ex008:005	10	@	-	kätesi␣
ex008:005	9	%case	NOM.GEN	
ex008:005	11b	@	-	sauvoinensa␣
ex008:005	11a	%case	CMT	
ex008:005	(13a) 13b	@	-	jokien
ex008:005	(12)	-	UNTRANSLATED	
ex008:005	-	(,)	-	,␣
ex008:005	(15a) 15b	@	-	kanavien␣
ex008:005	(14)	-	UNTRANSLATED	
ex008:005	16a	@	-	ja␣
ex008:005	(17a) 17b	@	-	lammikkojen␣
ex008:005	16b	@	-	yli␣
ex008:005	18a	@	-	ja␣
ex008:005	18b	@	-	nostata␣
ex008:005	(20a) 20b	@	-	sammakoita␣
ex008:005	19	%case	PTV	
ex008:005	23	@	-	Egyptin␣
ex008:005	22	@	-	maahan
ex008:005	21	%case	LOC	
ex008:005	-	(@)	-	'
ex008:005	-	(@)	-	"
ex008:005	-	(.)	-	.␣
ex008:006	ex008:002	ex008:006	VERSE.SHIFT	2Ms␣8:6␣
ex008:006	1a	@	-	Niin␣
ex008:006	2	@	-	Aaron␣
ex008:006	1b	@	-	ojensi␣
ex008:006	4	@	-	kätensä␣
ex008:006	3	%case	NOM.GEN	
ex008:006	7	@	-	Egyptin␣
ex008:006	6	@	-	vetten␣
ex008:006	5	@	-	yli
ex008:006	-	(,)	-	,␣
ex008:006	8a	@	-	ja␣
ex008:006	(9a) 9b	@	-	sammakoita␣
ex008:006	8b	@	-	nousi
ex008:006	-	(,)	-	,␣
ex008:006	10a	@	-	ja␣
ex008:006	10b	(@)	-	ne␣
ex008:006	10b	@	-	peittivät␣
ex008:006	13	@	-	Egyptin␣
ex008:006	12	@	-	maan
ex008:006	11	%case	GEN	
ex008:006	-	(.)	-	.␣
ex008:007	ex008:003	ex008:007	VERSE.SHIFT	2Ms␣8:7␣
ex008:007	1a	@	-	Ja␣
ex008:007	(3a) 3b	@	-	tietäjät␣
ex008:007	1b	@	-	tekivät␣
ex008:007	2	@	-	samoin␣
ex008:007	4b	@	-	taioillansa␣
ex008:007	4a	%case	LOC	
ex008:007	5a	@	-	ja␣
ex008:007	5b	@	-	nostattivat␣
ex008:007	(7a) 7b	@	-	sammakoita␣
ex008:007	6	%case	PTV	
ex008:007	10	@	-	Egyptin␣
ex008:007	9	@	-	maahan
ex008:007	8	%case	LOC	
ex008:007	-	(.)	-	.␣
ex008:008	ex008:004	ex008:008	VERSE.SHIFT	2Ms␣8:8␣
ex008:008	1a	@	-	Niin␣
ex008:008	2	@	-	farao␣
ex008:008	1b	@	-	kutsui␣
ex008:008	3b	@	-	Mooseksen␣
ex008:008	3a	%case	GEN	
ex008:008	4a	@	-	ja␣
ex008:008	4c	@	-	Aaronin␣
ex008:008	4b	%case	GEN	
ex008:008	5a	@	-	ja␣
ex008:008	5b	@	-	sanoi
ex008:008	-	(:)	-	:␣
ex008:008	-	(@)	-	"
ex008:008	6	@	-	Rukoilkaa␣
ex008:008	8	@	-	Herraa
ex008:008	7	%case	PTV	
ex008:008	-	(,)	-	,␣
ex008:008	9a	@	-	että␣
ex008:008	9b	(@)	-	hän␣
ex008:008	9b	@	-	ottaisi␣
ex008:008	sem%9b	@	-	pois␣
ex008:008	(10a) 10b	@	-	sammakot␣
ex008:008	11	@	-	vaivaamasta␣
ex008:008	pers%11	@	-	minua␣
ex008:008	12a	@	-	ja␣
ex008:008	pers%12c	@	-	minun␣
ex008:008	12c	@	-	kansaani
ex008:008	(12b)	-	UNTRANSLATED	
ex008:008	-	(,)	-	,␣
ex008:008	13a	@	-	niin␣
ex008:008	13b	(@)	-	minä␣
ex008:008	13b	@	-	päästän␣
ex008:008	(15a) 15b	@	-	kansan␣
ex008:008	14	%case	GEN	
ex008:008	16b	@	-	uhraamaan␣
ex008:008	16a	%inflection	INF3.ILL	
ex008:008	17b	@	-	Herralle
ex008:008	17a	%case	LOC	
ex008:008	-	(@)	-	"
ex008:008	-	(.)	-	.␣
ex008:009	ex008:005	ex008:009	VERSE.SHIFT	2Ms␣8:9␣
ex008:009	(1a)	-	UNTRANSLATED	
ex008:009	2	@	-	Mooses␣
ex008:009	1b	@	-	sanoi␣
ex008:009	3b	@	-	faraolle
ex008:009	3a	%case	LOC	
ex008:009	-	(:)	-	:␣
ex008:009	-	(@)	-	"
ex008:009	mod%4	@	-	Suvaitse␣
ex008:009	4	@	-	määrätä␣
ex008:009	5	@	-	minulle␣
ex008:009	6b	@	-	aika
ex008:009	6a	%case	NOM	
ex008:009	-	(,)	-	,␣
ex008:009	-	(@)	-	jonka␣
ex008:009	-	(@)	-	kuluessa␣
ex008:009	7	(@)	-	minun␣
ex008:009	7	(@)	-	on␣
ex008:009	7	@	-	rukoiltava
ex008:009	-	(,)	-	,␣
ex008:009	8	@	-	sinun␣
ex008:009	-	(@)	-	itsesi
ex008:009	(9a) (9b)	-	UNTRANSLATED	
ex008:009	-	(,)	-	,␣
ex008:009	pers%9c	@	-	sinun␣
ex008:009	9c	@	-	palvelijaisi␣
ex008:009	10a	@	-	ja␣
ex008:009	10c	@	-	kansasi␣
ex008:009	10b	@	-	puolesta
ex008:009	-	(,)	-	,␣
ex008:009	(12a) 12b	@	-	sammakot␣
ex008:009	11b	@	-	hävitettäviksi␣
ex008:009	11a	%case	TRA	
ex008:009	13	@	-	luotasi␣
ex008:009	14a	@	-	ja␣
ex008:009	14c	@	-	taloistasi
ex008:009	14b	%case	LOC	
ex008:009	-	(,)	-	,␣
ex008:009	-	(@)	-	niin␣
ex008:009	-	(@)	-	että␣
ex008:009	17	(@)	-	niitä␣
ex008:009	17	@	-	jää␣
ex008:009	15	@	-	ainoastaan␣
ex008:009	16b	@	-	Niilivirtaan
ex008:009	16a	%case	LOC	
ex008:009	-	(@)	-	"
ex008:009	-	(.)	-	.␣
ex008:010	ex008:006	ex008:010	VERSE.SHIFT	2Ms␣8:10␣
ex008:010	(1a)	-	UNTRANSLATED	
ex008:010	1b	(@)	-	Hän␣
ex008:010	1b	@	-	vastasi
ex008:010	-	(:)	-	:␣
ex008:010	-	(@)	-	"
ex008:010	2b	@	-	Huomiseksi
ex008:010	2a	%case	TRA	
ex008:010	-	(@)	-	"
ex008:010	-	(.)	-	.␣
ex008:010	3a	@	-	Niin␣
ex008:010	3b	(@)	-	Mooses␣
ex008:010	3b	@	-	sanoi
ex008:010	-	(:)	-	:␣
ex008:010	-	(@)	-	"
ex008:010	-	(@)	-	Tapahtukoon
ex008:010	-	(,)	-	,␣
ex008:010	4a	@	-	niinkuin␣
ex008:010	4b	@	-	sanoit
ex008:010	-	(,)	-	,␣
ex008:010	6	@	-	tietääksesi
ex008:010	5	%inflection	INF1.TRA.-2	
ex008:010	-	(,)	-	,␣
ex008:010	7	@	-	ettei␣
ex008:010	8	%inflection	NEGV.3S	
ex008:010	8	@	-	kukaan␣
ex008:010	8	@	-	ole␣
ex008:010	9a	@	-	niinkuin␣
ex008:010	9b	@	-	Herra
ex008:010	-	(,)	-	,␣
ex008:010	pers%10	@	-	meidän␣
ex008:010	10	@	-	Jumalamme
ex008:010	-	(.)	-	.␣
ex008:011	ex008:007	ex008:011	VERSE.SHIFT	2Ms␣8:11␣
ex008:011	(1a)	-	UNTRANSLATED	
ex008:011	(2a) 2b	@	-	Sammakot␣
ex008:011	1b	@	-	katoavat␣
ex008:011	3	@	-	luotasi␣
ex008:011	4a	@	-	ja␣
ex008:011	4c	@	-	taloistasi␣
ex008:011	4b	%case	LOC	
ex008:011	5a	@	-	ja␣
ex008:011	pers%5c	@	-	sinun␣
ex008:011	5c	@	-	palvelijaisi␣
ex008:011	(5b)	-	UNTRANSLATED	
ex008:011	6a	@	-	ja␣
ex008:011	6c	@	-	kansasi␣
ex008:011	6b	@	-	luota
ex008:011	-	(,)	-	,␣
ex008:011	-	(@)	-	ja␣
ex008:011	9	(@)	-	niitä␣
ex008:011	9	@	-	jää␣
ex008:011	7	@	-	ainoastaan␣
ex008:011	8b	@	-	Niilivirtaan
ex008:011	8a	%case	LOC	
ex008:011	-	(.)	-	.
ex008:011	-	(@)	-	"␣
ex008:012	ex008:008	ex008:012	VERSE.SHIFT	2Ms␣8:12␣
ex008:012	1a	@	-	Niin␣
ex008:012	2	@	-	Mooses␣
ex008:012	3a	@	-	ja␣
ex008:012	3b	@	-	Aaron␣
ex008:012	1b	@	-	lähtivät␣
ex008:012	5	@	-	faraon␣
ex008:012	4a 4b	@	-	luota
ex008:012	-	(.)	-	.␣
ex008:012	6a	@	-	Ja␣
ex008:012	7	@	-	Mooses␣
ex008:012	6b	@	-	huusi␣
ex008:012	9	@	-	Herran␣
ex008:012	8	@	-	puoleen␣
ex008:012	(12a) 12b	@	-	sammakkojen␣
ex008:012	10 11	@	-	tähden
ex008:012	-	(,)	-	,␣
ex008:012	13	@	-	jotka␣
ex008:012	14	(@)	-	hän␣
ex008:012	14	(@)	-	oli␣
ex008:012	14	@	-	pannut␣
ex008:012	15b	@	-	faraon␣
ex008:012	15a	@	-	vaivaksi
ex008:012	-	(.)	-	.␣
ex008:013	ex008:009	ex008:013	VERSE.SHIFT	2Ms␣8:13␣
ex008:013	1a	@	-	Ja␣
ex008:013	2	@	-	Herra␣
ex008:013	1b	@	-	teki␣
ex008:013	4	@	-	Mooseksen␣
ex008:013	3b	@	-	sanan␣
ex008:013	3a	@	-	mukaan
ex008:013	(5a)	-	UNTRANSLATED	
ex008:013	-	(:)	-	:␣
ex008:013	(6a) 6b	@	-	sammakot␣
ex008:013	5b	@	-	kuolivat␣
ex008:013	(8a) 8b	@	-	huoneista
ex008:013	7	%case	LOC	
ex008:013	-	(,)	-	,␣
ex008:013	(10a) 10b	@	-	pihoilta␣
ex008:013	9	%case	LOC	
ex008:013	11a	@	-	ja␣
ex008:013	(12a) 12b	@	-	kedoilta
ex008:013	11b	%case	LOC	
ex008:013	-	(.)	-	.␣
ex008:014	ex008:010	ex008:014	VERSE.SHIFT	2Ms␣8:14␣
ex008:014	1a	@	-	Ja␣
ex008:014	1b	(@)	-	he␣
ex008:014	1b	@	-	kokosivat␣
ex008:014	2	@	-	niitä␣
ex008:014	(3) 4	@	-	läjittäin
ex008:014	-	(,)	-	,␣
ex008:014	5a	@	-	ja␣
ex008:014	(6a) 6b	@	-	maa␣
ex008:014	asp%5b	@	-	rupesi␣
ex008:014	5b	@	-	haisemaan
ex008:014	-	(.)	-	.␣
ex008:015	ex008:011	ex008:015	VERSE.SHIFT	2Ms␣8:15␣
ex008:015	1a	@	-	Mutta␣
ex008:015	-	(@)	-	kun␣
ex008:015	2	@	-	farao␣
ex008:015	1b	@	-	näki␣
ex008:015	4	@	-	päässeensä␣
ex008:015	3	%inflection	ACT.PCP2.-3.REFR	
ex008:015	(5a) 5b	@	-	hengähtämään
ex008:015	(6a)	-	UNTRANSLATED	
ex008:015	-	(,)	-	,␣
ex008:015	6b	@	-	kovensi␣
ex008:015	nf%6b	@	-	hän␣
ex008:015	8	@	-	sydämensä␣
ex008:015	7	%case	NOM.GEN	
ex008:015	9b	@	-	eikä␣
ex008:015	9a	%clitic	kA	
ex008:015	10	@	-	kuullut␣
ex008:015	11	@	-	heitä
ex008:015	-	(,)	-	,␣
ex008:015	12a 12b	@	-	niinkuin␣
ex008:015	14	@	-	Herra␣
ex008:015	13	(@)	-	oli␣
ex008:015	13	@	-	sanonutkin
ex008:015	-	(.)	-	.␣
ex008:016	ex008:012	ex008:016	VERSE.SHIFT	2Ms␣8:16␣
ex008:016	1a	@	-	Sitten␣
ex008:016	2	@	-	Herra␣
ex008:016	1b	@	-	sanoi␣
ex008:016	4	@	-	Moosekselle
ex008:016	3	%case	LOC	
ex008:016	-	(:)	-	:␣
ex008:016	-	(@)	-	"
ex008:016	5	@	-	Sano␣
ex008:016	7	@	-	Aaronille
ex008:016	6	%case	LOC	
ex008:016	-	(:)	-	:␣
ex008:016	-	(@)	-	'
ex008:016	8	@	-	Ojenna␣
ex008:016	10	@	-	sauvasi␣
ex008:016	9	%case	NOM.GEN	
ex008:016	11a	@	-	ja␣
ex008:016	11b	@	-	lyö␣
ex008:016	(14a) 14b	@	-	maan␣
ex008:016	13	@	-	tomua
ex008:016	12	%case	PTV	
ex008:016	-	(,)	-	,␣
ex008:016	15a	@	-	niin␣
ex008:016	-	(@)	-	siitä␣
ex008:016	15b	@	-	tulee␣
ex008:016	16b	@	-	sääskiä␣
ex008:016	16a	%case	PTV	
ex008:016	17b	@	-	koko␣
ex008:016	17a	%case	?	
ex008:016	19	@	-	Egyptin␣
ex008:016	18	@	-	maahan
ex008:016	-	(@)	-	'
ex008:016	-	(@)	-	"
ex008:016	-	(.)	-	.␣
ex008:017	ex008:013	ex008:017	VERSE.SHIFT	2Ms␣8:17␣
ex008:017	1a	@	-	Ja␣
ex008:017	1b	(@)	-	he␣
ex008:017	1b	@	-	tekivät␣
ex008:017	2	@	-	niin
ex008:017	(3a)	-	UNTRANSLATED	
ex008:017	-	(:)	-	:␣
ex008:017	4	@	-	Aaron␣
ex008:017	3b	@	-	ojensi␣
ex008:017	6	@	-	kätensä␣
ex008:017	5	%case	NOM.GEN	
ex008:017	-	(@)	-	ja␣
ex008:017	7b	@	-	sauvansa␣
ex008:017	7a	%case	NOM.GEN	
ex008:017	8a	@	-	ja␣
ex008:017	8b	@	-	löi␣
ex008:017	(11a) 11b	@	-	maan␣
ex008:017	10	@	-	tomua
ex008:017	9	%case	PTV	
ex008:017	-	(;)	-	;␣
ex008:017	12a	@	-	niin␣
ex008:017	(13a) 13b	@	-	sääsket␣
ex008:017	12b	@	-	ahdistivat␣
ex008:017	14b	@	-	ihmisiä␣
ex008:017	14a	%case	PTV	
ex008:017	15a	@	-	ja␣
ex008:017	15c	@	-	karjaa
ex008:017	15b	%case	PTV	
ex008:017	-	(.)	-	.␣
ex008:017	16	@	-	Kaikki␣
ex008:017	(18a) 18b	@	-	maan␣
ex008:017	17	@	-	tomu␣
ex008:017	19	@	-	muuttui␣
ex008:017	20	@	-	sääskiksi␣
ex008:017	21b	@	-	koko␣
ex008:017	21a	%case	?	
ex008:017	23	@	-	Egyptin␣
ex008:017	22	@	-	maassa
ex008:017	-	(.)	-	.␣
ex008:018	ex008:014	ex008:018	VERSE.SHIFT	2Ms␣8:18␣
ex008:018	1a	@	-	Ja␣
ex008:018	(3a) 3b	@	-	tietäjät␣
ex008:018	1b	@	-	tekivät␣
ex008:018	2	@	-	samoin␣
ex008:018	4b	@	-	taioillansa␣
ex008:018	4a	%case	LOC	
ex008:018	mod%5b	@	-	saadakseen␣
ex008:018	5a	%case	TRA	
ex008:018	(7a) 7b	@	-	sääskiä␣
ex008:018	6	%case	PTV	
ex008:018	5b	@	-	syntymään
ex008:018	-	(,)	-	,␣
