jn001:001	jn001:001	jn001:001	VERSE	Jh␣1:1␣
jn003:009	jn003:009	jn003:009	VERSE	Jh␣3:9␣
jn003:009	2	@	-	Nikodeemus␣
jn003:009	1	@	-	vastasi␣
jn003:009	3	@	-	ja␣
jn003:009	4	@	-	sanoi␣
jn003:009	5a	@	-	hänelle
jn003:009	-	(:)	-	:␣
jn003:009	-	(@)	-	"
jn003:009	6	@	-	Kuinka␣
jn003:009	8	@	-	tämä␣
jn003:009	7	@	-	voi␣
jn003:009	9a	@	-	tapahtua
jn003:009	-	(?)	-	?
jn003:009	-	(@)	-	"␣
jn003:010	jn003:010	jn003:010	VERSE	Jh␣3:10␣
jn003:010	2	@	-	Jeesus␣
jn003:010	1	@	-	vastasi␣
jn003:010	3	@	-	ja␣
jn003:010	4	@	-	sanoi␣
jn003:010	5a	@	-	hänelle
jn003:010	-	(:)	-	:␣
jn003:010	-	(@)	-	"
jn003:010	6	@	-	Sinä␣
jn003:010	7	@	-	olet␣
jn003:010	(10) 11	@	-	Israelin␣
jn003:010	(8) 9	@	-	opettaja␣
jn003:010	14	@	-	etkä␣
jn003:010	12	%clitic	kA	
jn003:010	13	@	-	tätä␣
jn003:010	15a	@	-	tiedä
jn003:010	-	(!)	-	!␣
jn003:011	jn003:011	jn003:011	VERSE	Jh␣3:11␣
jn003:011	1	@	-	Totisesti
jn003:011	-	(,)	-	,␣
jn003:011	2	@	-	totisesti␣
jn003:011	3	(@)	-	minä␣
jn003:011	3	@	-	sanon␣
jn003:011	4	@	-	sinulle
jn003:011	5	:	-	:␣
jn003:011	8	(@)	-	me␣
jn003:011	8	@	-	puhumme
jn003:011	-	(,)	-	,␣
jn003:011	6	@	-	mitä␣
jn003:011	7	@	-	tiedämme
jn003:011	-	(,)	-	,␣
jn003:011	9	@	-	ja␣
jn003:011	12a	@	-	todistamme
jn003:011	-	(,)	-	,␣
jn003:011	10	@	-	mitä␣
jn003:011	11	(@)	-	olemme␣
jn003:011	11	@	-	nähneet
jn003:011	-	(,)	-	,␣
jn003:011	17	@	-	ettekä␣
jn003:011	13	%clitic	kA	
jn003:011	18a	(@)	-	te␣
jn003:011	18a	@	-	ota␣
jn003:011	18a	@	-	vastaan␣
jn003:011	16	@	-	meidän␣
jn003:011	(14) 15	@	-	todistustamme
jn003:011	-	(.)	-	.␣
jn003:012	jn003:012	jn003:012	VERSE	Jh␣3:12␣
jn003:012	1	@	-	Jos␣
jn003:012	7	@	-	ette␣
jn003:012	8a	@	-	usko
jn003:012	-	(,)	-	,␣
jn003:012	-	(@)	-	kun␣
jn003:012	4	(@)	-	minä␣
jn003:012	4	@	-	puhun␣
jn003:012	(6)	-	UNTRANSLATED	
jn003:012	5	@	-	teille␣
jn003:012	(2) 3	@	-	maallisista
jn003:012	-	(,)	-	,␣
jn003:012	9	@	-	kuinka␣
jn003:012	15a	(@)	-	te␣
jn003:012	15a	@	-	uskoisitte
jn003:012	-	(,)	-	,␣
jn003:012	10	@	-	jos␣
jn003:012	11	(@)	-	minä␣
jn003:012	11	@	-	puhun␣
jn003:012	12	@	-	teille␣
jn003:012	(13) 14	@	-	taivaallisista
jn003:012	-	(?)	-	?␣
jn003:013	jn003:013	jn003:013	VERSE	Jh␣3:13␣
jn003:013	(1)	-	UNTRANSLATED	
jn003:013	2	@	-	Ei␣
jn003:013	2	@	-	kukaan␣
jn003:013	3	(@)	-	ole␣
jn003:013	3	@	-	noussut␣
jn003:013	3	@	-	ylös␣
jn003:013	(5) 6	@	-	taivaaseen
jn003:013	4	%case	LOC	
jn003:013	-	(,)	-	,␣
jn003:013	7 8	@	-	paitsi␣
jn003:013	9	@	-	hän
jn003:013	-	(,)	-	,␣
jn003:013	9	@	-	joka␣
jn003:013	(11) 12	@	-	taivaasta␣
jn003:013	10	%case	LOC	
jn003:013	13a	@	-	tuli␣
jn003:013	13a	@	-	alas
jn003:013	-	(,)	-	,␣
jn003:013	(16) 17a	@	-	Ihmisen␣
jn003:013	(14) 15	@	-	Poika
jn003:013	-	(,)	-	,␣
jn003:013	-	(@)	-	joka␣
jn003:013	-	(@)	-	on␣
jn003:013	-	(@)	-	taivaassa
jn003:013	-	(.)	-	.␣
jn003:014	jn003:014	jn003:014	VERSE	Jh␣3:14␣
jn003:014	1	@	-	Ja␣
jn003:014	2	@	-	niinkuin␣
jn003:014	3	@	-	Mooses␣
jn003:014	4	@	-	ylensi␣
jn003:014	(5) 6	@	-	käärmeen␣
jn003:014	(8) 9a	@	-	erämaassa
jn003:014	7	%case	LOC	
jn003:014	-	(,)	-	,␣
jn003:014	10	@	-	niin␣
jn003:014	12	@	-	pitää␣
jn003:014	(15) 16a	@	-	Ihmisen␣
jn003:014	(13) 14	@	-	Poika␣
jn003:014	11	@	-	ylennettämän
jn003:014	-	(,)	-	,␣
jn003:015	jn003:015	jn003:015	VERSE	Jh␣3:15␣
jn003:015	1	@	-	että␣
jn003:015	2	@	-	jokaisella
jn003:015	-	(,)	-	,␣
jn003:015	3	@	-	joka␣
jn003:015	6	@	-	häneen␣
jn003:015	5	%case	LOC	
jn003:015	4	@	-	uskoo
jn003:015	-	(,)	-	,␣
jn003:015	7	@	-	olisi␣
jn003:015	9a	@	-	iankaikkinen␣
jn003:015	8	@	-	elämä
jn003:015	-	(.)	-	.␣
jn003:016	jn003:016	jn003:016	VERSE	Jh␣3:16␣
jn003:016	2	@	-	Sillä␣
jn003:016	1	@	-	niin␣
jn003:016	3	(@)	-	on␣
jn003:016	(4) 5	@	-	Jumala␣
jn003:016	(6) 7a	@	-	maailmaa␣
jn003:016	3	@	-	rakastanut
jn003:016	-	(,)	-	,␣
jn003:016	8	@	-	että␣
jn003:016	13a	(@)	-	hän␣
jn003:016	13a	@	-	antoi␣
jn003:016	(11) 12	@	-	ainokaisen␣
jn003:016	10 (9)	@	-	Poikansa
jn003:016	-	(,)	-	,␣
jn003:016	14 20	@	-	ettei␣
jn003:016	15	@	-	yksikään
jn003:016	-	(,)	-	,␣
jn003:016	16	@	-	joka␣
jn003:016	19	@	-	häneen␣
jn003:016	18	%case	LOC	
jn003:016	17	@	-	uskoo
jn003:016	-	(,)	-	,␣
jn003:016	21	@	-	hukkuisi
jn003:016	-	(,)	-	,␣
jn003:016	22	@	-	vaan␣
jn003:016	23	(@)	-	hänellä␣
jn003:016	23	@	-	olisi␣
jn003:016	25a	@	-	iankaikkinen␣
jn003:016	24	@	-	elämä
jn003:016	-	(.)	-	.␣
jn003:017	jn003:017	jn003:017	VERSE	Jh␣3:17␣
jn003:017	2	@	-	Sillä␣
jn003:017	1	@	-	ei␣
jn003:017	(4) 5	@	-	Jumala␣
jn003:017	3	@	-	lähettänyt␣
jn003:017	(6) 7	@	-	Poikaansa␣
jn003:017	10 (9)	@	-	maailmaan␣
jn003:017	8	%case	LOC	
jn003:017	12	@	-	tuomitsemaan␣
jn003:017	11	%case	LOC	
jn003:017	(13) 14a	@	-	maailmaa
jn003:017	-	(,)	-	,␣
jn003:017	15	@	-	vaan␣
jn003:017	16	@	-	sitä␣
jn003:017	16	@	-	varten
jn003:017	-	(,)	-	,␣
jn003:017	16	@	-	että␣
jn003:017	(18) 19	@	-	maailma␣
jn003:017	21a	@	-	hänen␣
jn003:017	20	@	-	kauttansa␣
jn003:017	17	@	-	pelastuisi
jn003:017	-	(.)	-	.␣
jn003:018	jn003:018	jn003:018	VERSE	Jh␣3:18␣
jn003:018	1	@	-	Joka␣
jn003:018	2	@	-	uskoo␣
jn003:018	4	@	-	häneen
jn003:018	3	%case	LOC	
jn003:018	-	(,)	-	,␣
jn003:018	6a	(@)	-	sitä␣
jn003:018	5	@	-	ei␣
jn003:018	6a	@	-	tuomita
jn003:018	-	(;)	-	;␣
jn003:018	8	@	-	mutta␣
jn003:018	7	@	-	joka␣
jn003:018	9	@	-	ei␣
jn003:018	10	@	-	usko
jn003:018	-	(,)	-	,␣
jn003:018	12a	(@)	-	se␣
jn003:018	12a	(@)	-	on␣
jn003:018	11	@	-	jo␣
jn003:018	12a	@	-	tuomittu
jn003:018	-	(,)	-	,␣
jn003:018	13	@	-	koska␣
jn003:018	15	(@)	-	hän␣
jn003:018	14	@	-	ei␣
jn003:018	15	(@)	-	ole␣
jn003:018	15	@	-	uskonut␣
jn003:018	(22) 23a	@	-	Jumalan␣
jn003:018	(19) 20	@	-	ainokaisen␣
jn003:018	21	@	-	Pojan␣
jn003:018	(17) 18	@	-	nimeen
jn003:018	16	%case	LOC	
jn003:018	-	(.)	-	.␣
jn003:019	jn003:019	jn003:019	VERSE	Jh␣3:19␣
jn003:019	2	@	-	Mutta␣
jn003:019	1	@	-	tämä␣
jn003:019	3	@	-	on␣
jn003:019	(4) 5	@	-	tuomio
jn003:019	-	(,)	-	,␣
jn003:019	6	@	-	että␣
jn003:019	(7) 8	@	-	valkeus␣
jn003:019	9	(@)	-	on␣
jn003:019	9	@	-	tullut␣
jn003:019	(11) 12	@	-	maailmaan
jn003:019	10	%case	LOC	
jn003:019	-	(,)	-	,␣
jn003:019	13	@	-	ja␣
jn003:019	(15) 16	@	-	ihmiset␣
jn003:019	14	@	-	rakastivat␣
jn003:019	(18) 19	@	-	pimeyttä␣
jn003:019	17	@	-	enemmän␣
jn003:019	20	@	-	kuin␣
jn003:019	(21) 22a	@	-	valkeutta
jn003:019	-	(;)	-	;␣
jn003:019	24	@	-	sillä␣
jn003:019	25	@	-	heidän␣
jn003:019	(27) 28a	@	-	tekonsa␣
jn003:019	23	@	-	olivat␣
jn003:019	26	@	-	pahat
jn003:019	-	(.)	-	.␣
jn003:020	jn003:020	jn003:020	VERSE	Jh␣3:20␣
jn003:020	2	@	-	Sillä␣
jn003:020	1	@	-	jokainen
jn003:020	-	(,)	-	,␣
jn003:020	3	@	-	joka␣
jn003:020	4	@	-	pahaa␣
jn003:020	5	@	-	tekee
jn003:020	-	(,)	-	,␣
jn003:020	6	@	-	vihaa␣
jn003:020	(7) 8	@	-	valkeutta␣
jn003:020	10	@	-	eikä␣
jn003:020	9	%clitic	kA	
jn003:020	11	@	-	tule␣
jn003:020	(13) 14a	@	-	valkeuteen
jn003:020	12	%case	LOC	
jn003:020	-	(,)	-	,␣
jn003:020	15 16	@	-	ettei␣
jn003:020	20a	@	-	hänen␣
jn003:020	(18) 19	@	-	tekojansa␣
jn003:020	17	@	-	nuhdeltaisi
jn003:020	-	(.)	-	.␣
jn003:021	jn003:021	jn003:021	VERSE	Jh␣3:21␣
jn003:021	2	@	-	Mutta␣
jn003:021	1	@	-	joka␣
jn003:021	(4) 5	@	-	totuuden␣
jn003:021	3	@	-	tekee
jn003:021	-	(,)	-	,␣
jn003:021	6	(@)	-	se␣
jn003:021	6	@	-	tulee␣
jn003:021	(8) 9a	@	-	valkeuteen
jn003:021	7	%case	LOC	
jn003:021	-	(,)	-	,␣
jn003:021	10	@	-	että␣
jn003:021	12	@	-	hänen␣
jn003:021	(13) 14	@	-	tekonsa␣
jn003:021	11	@	-	tulisivat␣
jn003:021	11	@	-	julki
jn003:021	-	(,)	-	,␣
jn003:021	15	@	-	sillä␣
jn003:021	18	(@)	-	ne␣
jn003:021	18	@	-	ovat␣
jn003:021	17	@	-	Jumalassa␣
jn003:021	16	%case	LOC	
jn003:021	19a	@	-	tehdyt
jn003:021	-	(.)	-	.
jn003:021	-	(@)	-	"␣
jn003:022	jn003:022	jn003:022	VERSE	Jh␣3:22␣
jn003:022	2	@	-	Sen␣
jn003:022	1	@	-	jälkeen␣
jn003:022	(4) 5	@	-	Jeesus␣
jn003:022	3	@	-	meni␣
jn003:022	(6)	-	UNTRANSLATED	
jn003:022	(7) 8	@	-	opetuslapsineen␣
jn003:022	9	%pers	3	
jn003:022	12	@	-	Juudean␣
jn003:022	(11) 13	@	-	maaseudulle␣
jn003:022	10	%case	LOC	
jn003:022	14	@	-	ja␣
jn003:022	16	@	-	oleskeli␣
jn003:022	15	@	-	siellä␣
jn003:022	18	@	-	heidän␣
jn003:022	17	@	-	kanssaan␣
jn003:022	19	@	-	ja␣
jn003:022	20a	@	-	kastoi
jn003:022	-	(.)	-	.␣
jn003:023	jn003:023	jn003:023	VERSE	Jh␣3:23␣
jn003:023	2	@	-	Mutta␣
jn003:023	(4) 5	@	-	Johanneskin␣
jn003:023	3	%clitic	kin	
jn003:023	6	@	-	kastoi␣
jn003:023	1	%tasp	PAST	
jn003:023	8	@	-	Ainonissa␣
jn003:023	7	%case	LOC	
jn003:023	9	@	-	lähellä␣
jn003:023	(10) 11a	@	-	Salimia
jn003:023	-	(,)	-	,␣
jn003:023	12	@	-	koska␣
jn003:023	16a	@	-	siellä␣
jn003:023	15	@	-	oli␣
jn003:023	14	@	-	paljon␣
jn003:023	13	@	-	vettä
jn003:023	-	(;)	-	;␣
jn003:023	17	@	-	ja␣
jn003:023	-	(@)	-	ihmiset␣
jn003:023	18	@	-	tulivat␣
jn003:023	19	@	-	ja␣
jn003:023	20a	(@)	-	antoivat␣
jn003:023	20a	@	-	kastaa␣
jn003:023	20a	(@)	-	itsensä
jn003:023	-	(.)	-	.␣
jn003:024	jn003:024	jn003:024	VERSE	Jh␣3:24␣
jn003:024	2	@	-	Sillä␣
jn003:024	(8) 9a	@	-	Johannesta␣
jn003:024	1	@	-	ei␣
jn003:024	1	@	-	vielä␣
jn003:024	3	@	-	oltu␣
jn003:024	4	@	-	heitetty␣
jn003:024	(6) 7	@	-	vankeuteen
jn003:024	5	%case	LOC	
jn003:024	-	(.)	-	.␣
jn003:025	jn003:025	jn003:025	VERSE	Jh␣3:25␣
jn003:025	2	@	-	Niin␣
jn003:025	7	@	-	Johanneksen␣
jn003:025	(5) 6	@	-	opetuslapset␣
jn003:025	4	%case	NOM	
jn003:025	1	@	-	rupesivat␣
jn003:025	3	@	-	väittelemään␣
jn003:025	9	(@)	-	erään␣
jn003:025	9	@	-	juutalaisen␣
jn003:025	8	@	-	kanssa␣
jn003:025	11a	@	-	puhdistuksesta
jn003:025	10	%case	LOC	
jn003:025	-	(.)	-	.␣
jn003:026	jn003:026	jn003:026	VERSE	Jh␣3:26␣
jn003:026	1	@	-	Ja␣
jn003:026	2	(@)	-	he␣
jn003:026	2	@	-	tulivat␣
jn003:026	(4) 5	@	-	Johanneksen␣
jn003:026	3	@	-	luo␣
jn003:026	6	@	-	ja␣
jn003:026	7	@	-	sanoivat␣
jn003:026	8a	@	-	hänelle
jn003:026	-	(:)	-	:␣
jn003:026	-	(@)	-	"
jn003:026	9a	@	-	Rabbi
jn003:026	-	(,)	-	,␣
jn003:026	10	@	-	se
jn003:026	-	(,)	-	,␣
jn003:026	10	@	-	joka␣
jn003:026	11	@	-	oli␣
jn003:026	13	@	-	sinun␣
jn003:026	12	@	-	kanssasi␣
jn003:026	(15) 16a	@	-	Jordanin␣
jn003:026	14	@	-	tuolla␣
jn003:026	14	@	-	puolella␣
jn003:026	-	(@)	-	ja␣
jn003:026	17	@	-	josta␣
jn003:026	18	@	-	sinä␣
jn003:026	19a	(@)	-	olet␣
jn003:026	19a	@	-	todistanut
jn003:026	-	(,)	-	,␣
jn003:026	20	@	-	katso
jn003:026	-	(,)	-	,␣
jn003:026	21	@	-	hän␣
jn003:026	22	@	-	kastaa
jn003:026	-	(,)	-	,␣
jn003:026	23	@	-	ja␣
jn003:026	24	@	-	kaikki␣
jn003:026	25	@	-	menevät␣
jn003:026	27a	@	-	hänen␣
jn003:026	26	@	-	tykönsä
jn003:026	-	(@)	-	"
jn003:026	-	(.)	-	.␣
jn003:027	jn003:027	jn003:027	VERSE	Jh␣3:27␣
jn003:027	2	@	-	Johannes␣
jn003:027	1	@	-	vastasi␣
jn003:027	3	@	-	ja␣
jn003:027	4a	@	-	sanoi
jn003:027	-	(:)	-	:␣
jn003:027	-	(@)	-	"
jn003:027	5	@	-	Ei␣
jn003:027	7	@	-	ihminen␣
jn003:027	6	@	-	voi␣
jn003:027	8	@	-	ottaa␣
jn003:027	10	@	-	mitään
jn003:027	-	(,)	-	,␣
jn003:027	11 12	@	-	ellei␣
jn003:027	15	@	-	hänelle␣
jn003:027	14	@	-	anneta␣
jn003:027	13	%tasp	PRES	
jn003:027	(17) 18a	@	-	taivaasta
jn003:027	16	%case	LOC	
jn003:027	-	(.)	-	.␣
jn003:028	jn003:028	jn003:028	VERSE	Jh␣3:28␣
jn003:028	2	@	-	Te␣
jn003:028	4	@	-	olette␣
jn003:028	1	@	-	itse␣
jn003:028	3	@	-	minun␣
jn003:028	4	@	-	todistajani
jn003:028	-	(,)	-	,␣
jn003:028	5	@	-	että␣
jn003:028	6a	(@)	-	minä␣
jn003:028	6a	@	-	sanoin
jn003:028	7a	:	-	:␣
jn003:028	8	@	-	en␣
jn003:028	10	@	-	minä␣
jn003:028	9	@	-	ole␣
jn003:028	(11) 12a	@	-	Kristus
jn003:028	-	(,)	-	,␣
jn003:028	13 14	@	-	vaan␣
jn003:028	16	@	-	minä␣
jn003:028	15	(@)	-	olen␣
jn003:028	18a	@	-	hänen␣
jn003:028	17	@	-	edellänsä␣
jn003:028	15	@	-	lähetetty
jn003:028	-	(.)	-	.␣
jn003:029	jn003:029	jn003:029	VERSE	Jh␣3:29␣
jn003:029	1	@	-	Jolla␣
jn003:029	2	@	-	on␣
jn003:029	(3) 4	@	-	morsian
jn003:029	-	(,)	-	,␣
jn003:029	6a	(@)	-	se␣
jn003:029	6a	@	-	on␣
jn003:029	5	@	-	ylkä
jn003:029	-	(;)	-	;␣
jn003:029	8	@	-	mutta␣
jn003:029	(10) 11	@	-	yljän␣
jn003:029	(7) 9	@	-	ystävä
jn003:029	-	(,)	-	,␣
jn003:029	12	@	-	joka␣
jn003:029	13	@	-	seisoo␣
jn003:029	14	@	-	ja␣
jn003:029	15	@	-	kuuntelee␣
jn003:029	16	@	-	häntä
jn003:029	-	(,)	-	,␣
jn003:029	18	@	-	iloitsee␣
jn003:029	18	(@)	-	suuresti␣
jn003:029	17	%case	MAN	
jn003:029	(22) 23a	@	-	yljän␣
jn003:029	(20) 21	@	-	äänestä
jn003:029	19	%case	LOC	
jn003:029	-	(.)	-	.␣
jn003:029	24	@	-	Tämä␣
jn003:029	(28) 29	@	-	minun␣
jn003:029	(26) 27	@	-	iloni␣
jn003:029	30a	(@)	-	on␣
jn003:029	25	@	-	nyt␣
jn003:029	30a	@	-	tullut␣
jn003:029	30a	@	-	täydelliseksi
jn003:029	-	(.)	-	.␣
jn003:030	jn003:030	jn003:030	VERSE	Jh␣3:30␣
jn003:030	1	@	-	Hänen␣
jn003:030	2	@	-	tulee␣
jn003:030	3a	@	-	kasvaa
jn003:030	-	(,)	-	,␣
jn003:030	5	@	-	mutta␣
jn003:030	4	@	-	minun␣
jn003:030	6a	@	-	vähetä
jn003:030	-	(.)	-	.␣
jn003:031	jn003:031	jn003:031	VERSE	Jh␣3:31␣
jn003:031	1	@	-	Hän
jn003:031	-	(,)	-	,␣
jn003:031	1	@	-	joka␣
jn003:031	2	@	-	ylhäältä␣
jn003:031	3	@	-	tulee
jn003:031	-	(,)	-	,␣
jn003:031	6a	@	-	on␣
jn003:031	4	@	-	yli␣
jn003:031	5	@	-	kaikkien
jn003:031	-	(.)	-	.␣
jn003:031	7	@	-	Joka␣
jn003:031	8	@	-	on␣
jn003:031	-	(@)	-	syntyisin␣
jn003:031	(10) 11	@	-	maasta
jn003:031	9	%case	LOC	
jn003:031	-	(,)	-	,␣
jn003:031	15	(@)	-	se␣
jn003:031	15	@	-	on␣
jn003:031	(13) 14	@	-	maasta
jn003:031	12	%case	LOC	
jn003:031	-	(,)	-	,␣
jn003:031	16	@	-	ja␣
jn003:031	(18) 19	@	-	maasta␣
jn003:031	17	%case	LOC	
jn003:031	-	(@)	-	on
jn003:031	-	(,)	-	,␣
jn003:031	-	(@)	-	mitä␣
jn003:031	20a	(@)	-	hän␣
jn003:031	20a	@	-	puhuu
jn003:031	-	(;)	-	;␣
jn003:031	21	@	-	hän
jn003:031	-	(,)	-	,␣
jn003:031	21	@	-	joka␣
jn003:031	(23) 24	@	-	taivaasta␣
jn003:031	22	%case	LOC	
jn003:031	25a	@	-	tulee
jn003:031	-	(,)	-	,␣
jn003:031	28a	@	-	on␣
jn003:031	26	@	-	yli␣
jn003:031	27	@	-	kaikkien
jn003:031	-	(.)	-	.␣
jn003:032	jn003:032	jn003:032	VERSE	Jh␣3:32␣
jn003:032	-	(@)	-	Ja␣
jn003:032	1	@	-	mitä␣
jn003:032	2	(@)	-	hän␣
jn003:032	2	(@)	-	on␣
jn003:032	2	@	-	nähnyt␣
jn003:032	3	@	-	ja␣
jn003:032	4	@	-	kuullut
jn003:032	-	(,)	-	,␣
jn003:032	5	@	-	sitä␣
jn003:032	6a	(@)	-	hän␣
jn003:032	6a	@	-	todistaa
jn003:032	-	(;)	-	;␣
jn003:032	7	@	-	ja␣
jn003:032	10	@	-	hänen␣
jn003:032	(8) 9	@	-	todistustansa␣
jn003:032	11	@	-	ei␣
jn003:032	11	@	-	kukaan␣
jn003:032	12a	@	-	ota␣
jn003:032	12a	@	-	vastaan
jn003:032	-	(.)	-	.␣
jn003:033	jn003:033	jn003:033	VERSE	Jh␣3:33␣
jn003:033	1	@	-	Joka␣
jn003:033	2	@	-	ottaa␣
jn003:033	2	@	-	vastaan␣
jn003:033	3	@	-	hänen␣
jn003:033	(4) 5	@	-	todistuksensa
jn003:033	-	(,)	-	,␣
jn003:033	6	(@)	-	se␣
jn003:033	6	@	-	sinetillä␣
jn003:033	6	@	-	vahvistaa
jn003:033	-	(,)	-	,␣
jn003:033	7	@	-	että␣
jn003:033	(8) 9	@	-	Jumala␣
jn003:033	11a	@	-	on␣
jn003:033	10	@	-	totinen
jn003:033	-	(.)	-	.␣
jn003:034	jn003:034	jn003:034	VERSE	Jh␣3:34␣
jn003:034	2	@	-	Sillä␣
jn003:034	10a	(@)	-	hän
jn003:034	-	(,)	-	,␣
jn003:034	1	@	-	jonka␣
jn003:034	(4) 5	@	-	Jumala␣
jn003:034	3	(@)	-	on␣
jn003:034	3	@	-	lähettänyt
jn003:034	-	(,)	-	,␣
jn003:034	10a	@	-	puhuu␣
jn003:034	(8) 9	@	-	Jumalan␣
jn003:034	(6) 7	@	-	sanoja
jn003:034	-	(;)	-	;␣
jn003:034	12	@	-	sillä␣
jn003:034	11	@	-	ei␣
jn003:034	-	(@)	-	Jumala␣
jn003:034	15	@	-	anna␣
jn003:034	(16) 17a	@	-	Henkeä␣
jn003:034	14	@	-	mitalla
jn003:034	13	%case	LOC	
jn003:034	-	(.)	-	.␣
jn003:035	jn003:035	jn003:035	VERSE	Jh␣3:35␣
jn003:035	(1) 2	@	-	Isä␣
jn003:035	3	@	-	rakastaa␣
jn003:035	(4) 5	@	-	Poikaa␣
jn003:035	6	@	-	ja␣
jn003:035	8	(@)	-	on␣
jn003:035	8	@	-	antanut␣
jn003:035	7	@	-	kaikki␣
jn003:035	12a	@	-	hänen␣
jn003:035	(10) 11	@	-	käteensä
jn003:035	9	%case	LOC	
jn003:035	-	(.)	-	.␣
jn003:036	jn003:036	jn003:036	VERSE	Jh␣3:36␣
jn003:036	1	@	-	Joka␣
jn003:036	2	@	-	uskoo␣
jn003:036	(4) 5	@	-	Poikaan
jn003:036	3	%case	LOC	
jn003:036	-	(,)	-	,␣
jn003:036	6	(@)	-	sillä␣
jn003:036	6	@	-	on␣
jn003:036	8a	@	-	iankaikkinen␣
jn003:036	7	@	-	elämä
jn003:036	-	(;)	-	;␣
jn003:036	10	@	-	mutta␣
jn003:036	9	@	-	joka␣
jn003:036	11	@	-	ei␣
jn003:036	11	@	-	ole␣
jn003:036	11	@	-	kuuliainen␣
jn003:036	(12) 13	@	-	Pojalle
jn003:036	-	(,)	-	,␣
jn003:036	15	(@)	-	se␣
jn003:036	14	@	-	ei␣
jn003:036	15	(@)	-	ole␣
jn003:036	16a	@	-	elämää␣
jn003:036	15	@	-	näkevä
jn003:036	-	(,)	-	,␣
jn003:036	17	@	-	vaan␣
jn003:036	(20) 21	@	-	Jumalan␣
jn003:036	(18) 19	@	-	viha␣
jn003:036	22	@	-	pysyy␣
jn003:036	24a	@	-	hänen␣
jn003:036	23	@	-	päällänsä
jn003:036	-	(.)	-	.
jn003:036	-	(@)	-	"␣
jn004:001	jn004:001	jn004:001	VERSE	Jh␣4:1␣
jn004:001	1	@	-	Kun␣
jn004:001	2	@	-	nyt␣
jn004:001	(4) 5b	@	-	Herra␣
jn004:001	3	(@)	-	sai␣
jn004:001	3	@	-	tietää␣
jn004:001	(6)	-	UNTRANSLATED	
jn004:001	(8) 9	@	-	fariseusten␣
jn004:001	7	@	-	kuulleen
jn004:001	-	(,)	-	,␣
jn004:001	10	@	-	että␣
jn004:001	11	@	-	Jeesus␣
jn004:001	14	@	-	teki␣
jn004:001	13	@	-	opetuslapsiksi␣
jn004:001	15	@	-	ja␣
jn004:001	16	@	-	kastoi␣
jn004:001	12	@	-	useampia␣
jn004:001	17	@	-	kuin␣
jn004:001	18a	@	-	Johannes␣
jn004:002	jn004:002	jn004:002	VERSE	Jh␣4:2␣
jn004:002	-	(-)	-	-␣
jn004:002	1	@	-	vaikka␣
jn004:002	2	@	-	Jeesus␣
jn004:002	4	@	-	ei␣
jn004:002	3	@	-	itse␣
jn004:002	5	@	-	kastanut
jn004:002	-	(,)	-	,␣
jn004:002	6	@	-	vaan␣
jn004:002	9a	@	-	hänen␣
jn004:002	(7) 8	@	-	opetuslapsensa␣
jn004:002	-	(-)	-	-␣
jn004:003	jn004:003	jn004:003	VERSE	Jh␣4:3␣
jn004:003	1	@	-	jätti␣
jn004:003	1	(@)	-	hän␣
jn004:003	(2) 3	@	-	Juudean␣
jn004:003	4	@	-	ja␣
jn004:003	5	@	-	meni␣
jn004:003	6	@	-	taas␣
jn004:003	(8) 9a	@	-	Galileaan
jn004:003	7	%case	LOC	
jn004:003	-	(.)	-	.␣
jn004:004	jn004:004	jn004:004	VERSE	Jh␣4:4␣
jn004:004	2	@	-	Mutta␣
jn004:004	3	@	-	hänen␣
jn004:004	1	@	-	oli␣
jn004:004	4	@	-	kuljettava␣
jn004:004	(6) 7a	@	-	Samarian␣
jn004:004	5	@	-	kautta
jn004:004	-	(.)	-	.␣
jn004:005	jn004:005	jn004:005	VERSE	Jh␣4:5␣
jn004:005	2	@	-	Niin␣
jn004:005	1	(@)	-	hän␣
jn004:005	1	@	-	tuli␣
jn004:005	8	@	-	Sykar␣
jn004:005	7	@	-	nimiseen␣
jn004:005	(5) 6	@	-	Samarian␣
jn004:005	4	@	-	kaupunkiin
jn004:005	3	%case	LOC	
jn004:005	-	(,)	-	,␣
jn004:005	-	(@)	-	joka␣
jn004:005	-	(@)	-	on␣
jn004:005	9	@	-	lähellä␣
jn004:005	-	(@)	-	sitä␣
jn004:005	(10) 11	@	-	maa-aluetta
jn004:005	-	(,)	-	,␣
jn004:005	12	@	-	minkä␣
jn004:005	14a	@	-	Jaakob␣
jn004:005	13	(@)	-	oli␣
jn004:005	13	@	-	antanut␣
jn004:005	(17) 18	@	-	pojalleen␣
jn004:005	19a	%pers	3	
jn004:005	(15a) 16	@	-	Joosefille
jn004:005	-	(.)	-	.␣
jn004:006	jn004:006	jn004:006	VERSE	Jh␣4:6␣
jn004:006	2	@	-	Ja␣
jn004:006	3	@	-	siellä␣
jn004:006	1	@	-	oli␣
jn004:006	(5) 6a	@	-	Jaakobin␣
jn004:006	4	@	-	lähde
jn004:006	-	(.)	-	.␣
jn004:006	10	(@)	-	Kun␣
jn004:006	8	@	-	nyt␣
jn004:006	(7) 9	@	-	Jeesus␣
jn004:006	10	(@)	-	oli␣
jn004:006	(12) 13	@	-	matkasta␣
jn004:006	11	%case	LOC	
jn004:006	10	@	-	väsynyt
jn004:006	-	(,)	-	,␣
jn004:006	14	@	-	istui␣
