mt001:001	mt001:001	mt001:001	VERSE	Mt␣1:1␣
mt007:028	10	@	-	hämmästyksissään␣
mt007:028	16a	@	-	hänen␣
mt007:028	(14) 15	@	-	opetuksestansa
mt007:028	13	%case	LOC	
mt007:028	16b	,	-	,␣
mt007:029	mt007:029	mt007:029	VERSE	Mt␣7:29␣
mt007:029	2	@	-	sillä␣
mt007:029	1 3	(@)	-	hän␣
mt007:029	1 3	@	-	opetti␣
mt007:029	4	@	-	heitä␣
mt007:029	5	@	-	niinkuin␣
mt007:029	7	(@)	-	se
mt007:029	-	(,)	-	,␣
mt007:029	7	(@)	-	jolla␣
mt007:029	6	@	-	valta␣
mt007:029	7	@	-	on
mt007:029	-	(,)	-	,␣
mt007:029	9	@	-	eikä␣
mt007:029	8	%clitic	kA	
mt007:029	10	@	-	niinkuin␣
mt007:029	13a	@	-	heidän␣
mt007:029	(11) 12	@	-	kirjanoppineensa
mt007:029	13b	.	-	.␣
mt008:001	mt008:001	mt008:001	VERSE	Mt␣8:1␣
mt008:001	1	(@)	-	Kun␣
mt008:001	3	@	-	hän␣
mt008:001	1	@	-	astui␣
mt008:001	1	@	-	alas␣
mt008:001	(2)	-	UNTRANSLATED	
mt008:001	(5) 6	@	-	vuorelta
mt008:001	4	%case	LOC	
mt008:001	-	(,)	-	,␣
mt008:001	7	@	-	seurasi␣
mt008:001	8	@	-	häntä␣
mt008:001	10a	@	-	suuri␣
mt008:001	9	@	-	kansan␣
mt008:001	9	@	-	paljous
mt008:001	10b	.	-	.␣
mt008:002	mt008:002	mt008:002	VERSE	Mt␣8:2␣
mt008:002	1	@	-	Ja␣
mt008:002	2	@	-	katso
mt008:002	-	(,)	-	,␣
mt008:002	4	@	-	tuli␣
mt008:002	3	@	-	pitalinen␣
mt008:002	3	(@)	-	mies␣
mt008:002	-	(@)	-	ja␣
mt008:002	5	@	-	kumartui␣
mt008:002	5	@	-	maahan␣
mt008:002	6	@	-	hänen␣
mt008:002	case%6	@	-	eteensä␣
mt008:002	-	(@)	-	ja␣
mt008:002	7a	@	-	sanoi
mt008:002	7b	:	-	:␣
mt008:002	7b	@	-	"
mt008:002	8a	@	-	Herra
mt008:002	8b	,	-	,␣
mt008:002	9	@	-	jos␣
mt008:002	10	@	-	tahdot
mt008:002	-	(,)	-	,␣
mt008:002	-	(@)	-	niin␣
mt008:002	11	(@)	-	sinä␣
mt008:002	11	@	-	voit␣
mt008:002	12	@	-	minut␣
mt008:002	13a	@	-	puhdistaa
mt008:002	13b	@	-	"
mt008:002	13b	.	-	.␣
mt008:003	mt008:003	mt008:003	VERSE	Mt␣8:3␣
mt008:003	1	@	-	Niin␣
mt008:003	2	(@)	-	hän␣
mt008:003	2	@	-	ojensi␣
mt008:003	(3) 4	@	-	kätensä
mt008:003	-	(,)	-	,␣
mt008:003	5	@	-	kosketti␣
mt008:003	6	@	-	häntä␣
mt008:003	-	(@)	-	ja␣
mt008:003	7a	@	-	sanoi
mt008:003	-	(:)	-	:␣
mt008:003	-	(@)	-	"
mt008:003	8a	(@)	-	Minä␣
mt008:003	8a	@	-	tahdon
mt008:003	8b	;	-	;␣
mt008:003	9a	@	-	puhdistu
mt008:003	9b	@	-	"
mt008:003	9b	.	-	.␣
mt008:003	10	@	-	Ja␣
mt008:003	11	@	-	kohta␣
mt008:003	12	(@)	-	hän␣
mt008:003	12	@	-	puhdistui␣
mt008:003	(14) 15a	@	-	pitalistaan
mt008:003	13	%pers	3	
mt008:003	15b	.	-	.␣
mt008:004	mt008:004	mt008:004	VERSE	Mt␣8:4␣
mt008:004	1	@	-	Ja␣
mt008:004	(4) 5a	@	-	Jeesus␣
mt008:004	2	@	-	sanoi␣
mt008:004	3	@	-	hänelle
mt008:004	5b	:	-	:␣
mt008:004	5b	@	-	"
mt008:004	6	@	-	Katso
mt008:004	-	(,)	-	,␣
mt008:004	7	@	-	ettet␣
mt008:004	8a	@	-	puhu␣
mt008:004	-	(@)	-	tästä␣
mt008:004	7	@	-	kenellekään
mt008:004	8b	;	-	;␣
mt008:004	9	@	-	vaan␣
mt008:004	10	@	-	mene␣
mt008:004	-	(@)	-	ja␣
mt008:004	12	@	-	näytä␣
mt008:004	11	@	-	itsesi␣
mt008:004	(13) 14	@	-	papille
mt008:004	-	(,)	-	,␣
mt008:004	15	@	-	ja␣
mt008:004	16	@	-	uhraa␣
mt008:004	(17) 18	@	-	lahja
mt008:004	-	(,)	-	,␣
mt008:004	19	@	-	jonka␣
mt008:004	21a	@	-	Mooses␣
mt008:004	20	(@)	-	on␣
mt008:004	20	@	-	säätänyt
mt008:004	21b	,	-	,␣
mt008:004	23	@	-	todistukseksi␣
mt008:004	22	%case	TRA	
mt008:004	24a	@	-	heille
mt008:004	24b	@	-	"
mt008:004	24b	.	-	.␣
mt008:005	mt008:005	mt008:005	VERSE	Mt␣8:5␣
mt008:005	2	@	-	Ja␣
mt008:005	1	(@)	-	kun␣
mt008:005	3	@	-	hän␣
mt008:005	1	@	-	saapui␣
mt008:005	5	@	-	Kapernaumiin
mt008:005	4	%case	LOC	
mt008:005	-	(,)	-	,␣
mt008:005	6	@	-	tuli␣
mt008:005	7	@	-	hänen␣
mt008:005	6	@	-	tykönsä␣
mt008:005	8	@	-	sadanpäämies␣
mt008:005	-	(@)	-	ja␣
mt008:005	9	@	-	rukoili␣
mt008:005	10	@	-	häntä␣
mt008:006	mt008:006	mt008:006	VERSE	Mt␣8:6␣
mt008:006	1	@	-	ja␣
mt008:006	2a	@	-	sanoi
mt008:006	2b	:	-	:␣
mt008:006	2b	@	-	"
mt008:006	3a	@	-	Herra
mt008:006	-	(,)	-	,␣
mt008:006	6	@	-	minun␣
mt008:006	(4) 5	@	-	palvelijani␣
mt008:006	7	@	-	makaa␣
mt008:006	10 (9)	@	-	kotona␣
mt008:006	8	%case	?	
mt008:006	11a	@	-	halvattuna␣
mt008:006	-	(@)	-	ja␣
mt008:006	13a	@	-	on␣
mt008:006	12	@	-	kovissa␣
mt008:006	13a	@	-	vaivoissa
mt008:006	13b	@	-	"
mt008:006	13b	.	-	.␣
mt008:007	mt008:007	mt008:007	VERSE	Mt␣8:7␣
mt008:007	2	(@)	-	Hän␣
mt008:007	2	@	-	sanoi␣
mt008:007	(1)	-	UNTRANSLATED	
mt008:007	3a	@	-	hänelle
mt008:007	3b	:	-	:␣
mt008:007	3b	@	-	"
mt008:007	4	@	-	Minä␣
mt008:007	5	@	-	tulen␣
mt008:007	-	(@)	-	ja␣
mt008:007	6	@	-	parannan␣
mt008:007	7a	@	-	hänet
mt008:007	7b	@	-	"
mt008:007	7b	.	-	.␣
mt008:008	mt008:008	mt008:008	VERSE	Mt␣8:8␣
mt008:008	1	@	-	Mutta␣
mt008:008	(3) 4	@	-	sadanpäämies␣
mt008:008	2	@	-	vastasi␣
mt008:008	-	(@)	-	ja␣
mt008:008	5a	@	-	sanoi
mt008:008	5b	:	-	:␣
mt008:008	5b	@	-	"
mt008:008	6a	@	-	Herra
mt008:008	6b	,	-	,␣
mt008:008	7	@	-	en␣
mt008:008	8	(@)	-	minä␣
mt008:008	8	@	-	ole␣
mt008:008	-	(@)	-	sen␣
mt008:008	9	@	-	arvoinen
mt008:008	-	(,)	-	,␣
mt008:008	10	@	-	että␣
mt008:008	15a	@	-	tulisit␣
mt008:008	11	@	-	minun␣
mt008:008	(13) 14	@	-	kattoni␣
mt008:008	12	@	-	alle
mt008:008	15b	;	-	;␣
mt008:008	16	@	-	vaan␣
mt008:008	18	@	-	sano␣
mt008:008	17	@	-	ainoastaan␣
mt008:008	19a	@	-	sana
mt008:008	19b	,	-	,␣
mt008:008	20	@	-	niin␣
mt008:008	24a	@	-	minun␣
mt008:008	(22) 23	@	-	palvelijani␣
mt008:008	21	@	-	paranee
mt008:008	24b	.	-	.␣
mt008:009	mt008:009	mt008:009	VERSE	Mt␣8:9␣
mt008:009	2	@	-	Sillä␣
mt008:009	3	@	-	minä␣
mt008:009	4	@	-	itsekin␣
mt008:009	1	%clitic	kin	
mt008:009	5	@	-	olen␣
mt008:009	-	(@)	-	toisen␣
mt008:009	7a	@	-	vallan␣
mt008:009	6	@	-	alainen
mt008:009	-	(,)	-	,␣
mt008:009	-	(@)	-	ja␣
mt008:009	8	(@)	-	minulla␣
mt008:009	8	@	-	on␣
mt008:009	11a	@	-	sotamiehiä␣
mt008:009	-	(@)	-	käskyni␣
mt008:009	10 9	@	-	alaisina
mt008:009	11b	,	-	,␣
mt008:009	12	@	-	ja␣
mt008:009	13	(@)	-	minä␣
mt008:009	13	@	-	sanon␣
mt008:009	14a	@	-	tälle
mt008:009	14b	:	-	:␣
mt008:009	14b	@	-	'
mt008:009	15a	@	-	Mene
mt008:009	15b	@	-	'
mt008:009	15b	,	-	,␣
mt008:009	16	@	-	ja␣
mt008:009	17a	(@)	-	hän␣
mt008:009	17a	@	-	menee
mt008:009	17b	,	-	,␣
mt008:009	18	@	-	ja␣
mt008:009	19a	@	-	toiselle
mt008:009	19b	:	-	:␣
mt008:009	19b	@	-	'
mt008:009	20a	@	-	Tule
mt008:009	20b	@	-	'
mt008:009	20b	,	-	,␣
mt008:009	21	@	-	ja␣
mt008:009	22a	(@)	-	hän␣
mt008:009	22a	@	-	tulee
mt008:009	22b	,	-	,␣
mt008:009	23	@	-	ja␣
mt008:009	(24) 25	@	-	palvelijalleni
mt008:009	26a	%pers	?	
mt008:009	26b	:	-	:␣
mt008:009	26b	@	-	'
mt008:009	27	@	-	Tee␣
mt008:009	28a	@	-	tämä
mt008:009	28b	@	-	'
mt008:009	28b	,	-	,␣
mt008:009	29	@	-	ja␣
mt008:009	30a	(@)	-	hän␣
mt008:009	30a	@	-	tekee
mt008:009	30b	.	-	.
mt008:009	30b	@	-	"␣
mt008:010	mt008:010	mt008:010	VERSE	Mt␣8:10␣
mt008:010	-	(@)	-	Tämän␣
mt008:010	1	@	-	kuultuaan␣
mt008:010	(2)	-	UNTRANSLATED	
mt008:010	(3) 4	@	-	Jeesus␣
mt008:010	5	@	-	ihmetteli␣
mt008:010	6	@	-	ja␣
mt008:010	7	@	-	sanoi␣
mt008:010	8	@	-	niille
mt008:010	-	(,)	-	,␣
mt008:010	8	@	-	jotka␣
mt008:010	-	(@)	-	häntä␣
mt008:010	9a	@	-	seurasivat
mt008:010	9b	:	-	:␣
mt008:010	9b	@	-	"
mt008:010	10	@	-	Totisesti␣
mt008:010	11	(@)	-	minä␣
mt008:010	11	@	-	sanon␣
mt008:010	12a	@	-	teille
mt008:010	12b	:	-	:␣
mt008:010	13 14	@	-	en␣
mt008:010	20a	(@)	-	ole␣
mt008:010	13 14	@	-	kenelläkään␣
mt008:010	(18) 19	@	-	Israelissa␣
mt008:010	17	%case	LOC	
mt008:010	20a	@	-	löytänyt␣
mt008:010	15	@	-	näin␣
mt008:010	15	@	-	suurta␣
mt008:010	16	@	-	uskoa
mt008:010	20b	.	-	.␣
mt008:011	mt008:011	mt008:011	VERSE	Mt␣8:11␣
mt008:011	2	@	-	Ja␣
mt008:011	1	(@)	-	minä␣
mt008:011	1	@	-	sanon␣
mt008:011	3	@	-	teille
mt008:011	4	:	-	:␣
mt008:011	5	@	-	monet␣
mt008:011	10	@	-	tulevat␣
mt008:011	7	@	-	idästä␣
mt008:011	6	%case	LOC	
mt008:011	8	@	-	ja␣
mt008:011	9	@	-	lännestä␣
mt008:011	6	%case	LOC	
mt008:011	11	@	-	ja␣
mt008:011	12	@	-	aterioitsevat␣
mt008:011	14	@	-	Aabrahamin␣
mt008:011	15	@	-	ja␣
mt008:011	16	@	-	Iisakin␣
mt008:011	17	@	-	ja␣
mt008:011	18	@	-	Jaakobin␣
mt008:011	13	@	-	kanssa␣
mt008:011	(22) 23a	@	-	taivasten␣
mt008:011	(20) 21	@	-	valtakunnassa
mt008:011	19	%case	LOC	
mt008:011	23b	;	-	;␣
mt008:012	mt008:012	mt008:012	VERSE	Mt␣8:12␣
mt008:012	2	@	-	mutta␣
mt008:012	(4) 5	@	-	valtakunnan␣
mt008:012	(1) 3	@	-	lapset␣
mt008:012	6	@	-	heitetään␣
mt008:012	6	@	-	ulos␣
mt008:012	(8) 9	@	-	pimeyteen
mt008:012	7	%case	LOC	
mt008:012	(10) (11a)	-	UNTRANSLATED	
mt008:012	-	(;)	-	;␣
mt008:012	12	@	-	siellä␣
mt008:012	13	(@)	-	on␣
mt008:012	13	@	-	oleva␣
mt008:012	(14) 15	@	-	itku␣
mt008:012	16	@	-	ja␣
mt008:012	(19) 20a	@	-	hammasten␣
mt008:012	(17) 18	@	-	kiristys
mt008:012	20b	.	-	.
mt008:012	20b	@	-	"␣
mt008:013	mt008:013	mt008:013	VERSE	Mt␣8:13␣
mt008:013	1	@	-	Ja␣
mt008:013	(3) 4	@	-	Jeesus␣
mt008:013	2	@	-	sanoi␣
mt008:013	(5) 6a	@	-	sadanpäämiehelle
mt008:013	6b	:	-	:␣
mt008:013	6b	@	-	"
mt008:013	7a	@	-	Mene
mt008:013	7b	.	-	.␣
mt008:013	8	@	-	Niinkuin␣
mt008:013	9	(@)	-	sinä␣
mt008:013	9	@	-	uskot
mt008:013	-	(,)	-	,␣
mt008:013	-	(@)	-	niin␣
mt008:013	11a	@	-	sinulle␣
mt008:013	10	@	-	tapahtukoon
mt008:013	11b	.	-	.
mt008:013	11b	@	-	"␣
mt008:013	12	@	-	Ja␣
mt008:013	(14) 15a	@	-	palvelija␣
mt008:013	13	@	-	parani␣
mt008:013	(16a)	-	UNTRANSLATED	
mt008:013	20a	@	-	sillä␣
mt008:013	(18) 19	@	-	hetkellä
mt008:013	17	%case	LOC	
mt008:013	20b	.	-	.␣
mt008:014	mt008:014	mt008:014	VERSE	Mt␣8:14␣
mt008:014	2	(@)	-	Kun␣
mt008:014	(1)	-	UNTRANSLATED	
mt008:014	(3) 4	@	-	Jeesus␣
mt008:014	2	@	-	tuli␣
mt008:014	8	@	-	Pietarin␣
mt008:014	(6) 7	@	-	kotiin
mt008:014	5	%case	LOC	
mt008:014	-	(,)	-	,␣
mt008:014	9	@	-	näki␣
mt008:014	9	(@)	-	hän␣
mt008:014	12	@	-	hänen␣
mt008:014	(10) 11	@	-	anoppinsa␣
mt008:014	13	@	-	makaavan␣
mt008:014	13	(@)	-	sairaana␣
mt008:014	(14)	-	UNTRANSLATED	
mt008:014	15a	@	-	kuumeessa
mt008:014	15b	.	-	.␣
mt008:015	mt008:015	mt008:015	VERSE	Mt␣8:15␣
mt008:015	1	@	-	Niin␣
mt008:015	2	(@)	-	hän␣
mt008:015	2	@	-	koski␣
mt008:015	5a	@	-	tämän␣
mt008:015	(3) 4	@	-	käteen
mt008:015	5b	,	-	,␣
mt008:015	6	@	-	ja␣
mt008:015	10a (9)	@	-	kuume␣
mt008:015	7	@	-	lähti␣
mt008:015	8	@	-	hänestä
mt008:015	10b	;	-	;␣
mt008:015	11	@	-	ja␣
mt008:015	12	(@)	-	hän␣
mt008:015	12	@	-	nousi␣
mt008:015	13	@	-	ja␣
mt008:015	14	@	-	palveli␣
mt008:015	15a	@	-	häntä
mt008:015	15b	.	-	.␣
mt008:016	mt008:016	mt008:016	VERSE	Mt␣8:16␣
mt008:016	2	@	-	Mutta␣
mt008:016	1	@	-	illan␣
mt008:016	3	@	-	tultua␣
mt008:016	4	@	-	tuotiin␣
mt008:016	5	@	-	hänen␣
mt008:016	4	@	-	tykönsä␣
mt008:016	7a	@	-	monta␣
mt008:016	6	@	-	riivattua
mt008:016	7b	.	-	.␣
mt008:016	8	@	-	Ja␣
mt008:016	9	(@)	-	hän␣
mt008:016	9	@	-	ajoi␣
mt008:016	(10) 11	@	-	henget␣
mt008:016	9	@	-	ulos␣
mt008:016	12	@	-	sanalla
mt008:016	-	(,)	-	,␣
mt008:016	13	@	-	ja␣
mt008:016	14	@	-	kaikki␣
mt008:016	(15) 16 17	@	-	sairaat␣
mt008:016	18a	(@)	-	hän␣
mt008:016	18a	@	-	paransi
mt008:016	18b	;	-	;␣
mt008:017	mt008:017	mt008:017	VERSE	Mt␣8:17␣
mt008:017	1	@	-	että␣
mt008:017	2	@	-	kävisi␣
mt008:017	2	@	-	toteen
mt008:017	-	(,)	-	,␣
mt008:017	3	@	-	mikä␣
mt008:017	4	(@)	-	on␣
mt008:017	4	@	-	puhuttu␣
mt008:017	(7) 8	@	-	profeetta␣
mt008:017	6	@	-	Esaiaan␣
mt008:017	5	@	-	kautta
mt008:017	-	(,)	-	,␣
mt008:017	9a	(@)	-	joka␣
mt008:017	9a	@	-	sanoo
mt008:017	9b	:	-	:␣
mt008:017	9b	@	-	"
mt008:017	10	@	-	Hän␣
mt008:017	14	@	-	otti␣
mt008:017	14	(@)	-	päällensä␣
mt008:017	13	@	-	meidän␣
mt008:017	(11) 12	@	-	sairautemme␣
mt008:017	15	@	-	ja␣
mt008:017	18a	@	-	kantoi␣
mt008:017	-	(@)	-	meidän␣
mt008:017	(16) 17	@	-	tautimme
mt008:017	18b	@	-	"
mt008:017	18b	.	-	.␣
mt008:018	mt008:018	mt008:018	VERSE	Mt␣8:18␣
mt008:018	2	@	-	Mutta␣
mt008:018	1	(@)	-	kun␣
mt008:018	(3) 4	@	-	Jeesus␣
mt008:018	1	@	-	näki␣
mt008:018	-	(@)	-	paljon␣
mt008:018	5	@	-	kansaa␣
mt008:018	7	@	-	ympärillään
mt008:018	6	%case	LOC	
mt008:018	-	(,)	-	,␣
mt008:018	8	@	-	käski␣
mt008:018	8	(@)	-	hän␣
mt008:018	9	@	-	lähteä␣
mt008:018	11 12a	@	-	toiselle␣
mt008:018	11 12a	@	-	rannalle
mt008:018	10	%case	LOC	
mt008:018	12b	.	-	.␣
mt008:019	mt008:019	mt008:019	VERSE	Mt␣8:19␣
mt008:019	1	@	-	Ja␣
mt008:019	3	@	-	eräs␣
mt008:019	4	@	-	kirjanoppinut␣
mt008:019	2	@	-	tuli␣
mt008:019	-	(@)	-	ja␣
mt008:019	5	@	-	sanoi␣
mt008:019	6a	@	-	hänelle
mt008:019	6b	:	-	:␣
mt008:019	6b	@	-	"
mt008:019	7a	@	-	Opettaja
mt008:019	-	(,)	-	,␣
mt008:019	8	(@)	-	minä␣
mt008:019	8	@	-	seuraan␣
mt008:019	9	@	-	sinua
mt008:019	-	(,)	-	,␣
mt008:019	10	@	-	mihin␣
mt008:019	11	@	-	ikinä␣
mt008:019	12a	@	-	menet
mt008:019	12b	@	-	"
mt008:019	12b	.	-	.␣
mt008:020	mt008:020	mt008:020	VERSE	Mt␣8:20␣
mt008:020	1	@	-	Niin␣
mt008:020	(4) 5a	@	-	Jeesus␣
mt008:020	2	@	-	sanoi␣
mt008:020	3	@	-	hänelle
mt008:020	-	(:)	-	:␣
mt008:020	-	(@)	-	"
mt008:020	(6) 7	@	-	Ketuilla␣
mt008:020	9	@	-	on␣
mt008:020	8	@	-	luolat␣
mt008:020	10	@	-	ja␣
mt008:020	(13) 14	@	-	taivaan␣
mt008:020	(11) 12	@	-	linnuilla␣
mt008:020	15a	@	-	pesät
mt008:020	-	(,)	-	,␣
mt008:020	17	@	-	mutta␣
mt008:020	(19) 20	@	-	Ihmisen␣
mt008:020	(16) 18	@	-	Pojalla␣
mt008:020	21	@	-	ei␣
mt008:020	22	@	-	ole
mt008:020	-	(,)	-	,␣
mt008:020	23	@	-	mihin␣
mt008:020	26a	(@)	-	hän␣
mt008:020	(24) 25	@	-	päänsä␣
mt008:020	26a	@	-	kallistaisi
mt008:020	26b	@	-	"
mt008:020	26b	.	-	.␣
mt008:021	mt008:021	mt008:021	VERSE	Mt␣8:21␣
mt008:021	2	@	-	Ja␣
mt008:021	1	(@)	-	eräs␣
mt008:021	1	@	-	toinen␣
mt008:021	5a	@	-	hänen␣
mt008:021	(3) 4a	@	-	opetuslapsistaan␣
mt008:021	6	@	-	sanoi␣
mt008:021	7a	@	-	hänelle
mt008:021	7b	:	-	:␣
mt008:021	7b	@	-	"
mt008:021	8a	@	-	Herra
mt008:021	8b	,	-	,␣
mt008:021	9	@	-	salli␣
mt008:021	10	@	-	minun␣
mt008:021	11	@	-	ensin␣
mt008:021	12	@	-	käydä␣
mt008:021	(13)	-	UNTRANSLATED	
mt008:021	14	@	-	hautaamassa␣
mt008:021	(15) 16	@	-	isäni
mt008:021	17a	%pers	?	
mt008:021	17b	@	-	"
mt008:021	17b	.	-	.␣
mt008:022	mt008:022	mt008:022	VERSE	Mt␣8:22␣
mt008:022	2	@	-	Mutta␣
mt008:022	(1) 3	@	-	Jeesus␣
mt008:022	4	@	-	sanoi␣
mt008:022	5a	@	-	hänelle
mt008:022	5b	:	-	:␣
mt008:022	5b	@	-	"
mt008:022	6	@	-	Seuraa␣
mt008:022	6	(@)	-	sinä␣
mt008:022	7	@	-	minua
mt008:022	-	(,)	-	,␣
mt008:022	8	@	-	ja␣
mt008:022	9	@	-	anna␣
mt008:022	(10) 11	@	-	kuolleitten␣
mt008:022	12	@	-	haudata␣
mt008:022	(13) 15a	@	-	kuolleensa
mt008:022	14	%pers	3	
mt008:022	15b	@	-	"
mt008:022	15b	.	-	.␣
mt008:023	mt008:023	mt008:023	VERSE	Mt␣8:23␣
mt008:023	1	@	-	Ja␣
mt008:023	3	@	-	hän␣
mt008:023	2	@	-	astui␣
mt008:023	(5) 6	@	-	venheeseen
mt008:023	4	%case	LOC	
mt008:023	-	(,)	-	,␣
mt008:023	-	(@)	-	ja␣
mt008:023	11a	@	-	hänen␣
mt008:023	10 (9)	@	-	opetuslapsensa␣
mt008:023	7	@	-	seurasivat␣
mt008:023	8	@	-	häntä
mt008:023	11b	.	-	.␣
mt008:024	mt008:024	mt008:024	VERSE	Mt␣8:24␣
mt008:024	1	@	-	Ja␣
mt008:024	2	@	-	katso
mt008:024	-	(,)	-	,␣
mt008:024	(7) 8a	@	-	järvellä␣
mt008:024	6	%case	LOC	
mt008:024	5	@	-	nousi␣
mt008:024	4	@	-	kova␣
mt008:024	3	@	-	myrsky
mt008:024	8b	,	-	,␣
mt008:024	9	@	-	niin␣
mt008:024	9	@	-	että␣
mt008:024	(10) 11	@	-	venhe␣
mt008:024	12	@	-	peittyi␣
mt008:024	(14) 15a	@	-	aaltoihin
mt008:024	13	%case	LOC	
mt008:024	15b	;	-	;␣
mt008:024	17	@	-	mutta␣
mt008:024	16	@	-	hän␣
mt008:024	18a	@	-	nukkui
mt008:024	18b	.	-	.␣
mt008:025	mt008:025	mt008:025	VERSE	Mt␣8:25␣
mt008:025	1	@	-	Niin␣
mt008:025	2	(@)	-	he␣
mt008:025	2	@	-	menivät␣
mt008:025	-	(@)	-	ja␣
mt008:025	3	@	-	herättivät␣
mt008:025	4	@	-	hänet␣
mt008:025	5a	@	-	sanoen
mt008:025	5b	:	-	:␣
mt008:025	5b	@	-	"
mt008:025	6a	@	-	Herra
mt008:025	6b	,	-	,␣
mt008:025	7a	@	-	auta
mt008:025	-	(,)	-	,␣
mt008:025	8a	(@)	-	me␣
mt008:025	8a	@	-	hukumme
mt008:025	8b	@	-	"
mt008:025	8b	.	-	.␣
mt008:026	mt008:026	mt008:026	VERSE	Mt␣8:26␣
mt008:026	2	(@)	-	Hän␣
mt008:026	2	@	-	sanoi␣
mt008:026	(1)	-	UNTRANSLATED	
mt008:026	3a	@	-	heille
mt008:026	-	(:)	-	:␣
mt008:026	-	(@)	-	"
mt008:026	case%7a	@	-	Te␣
mt008:026	7a	@	-	vähäuskoiset
mt008:026	-	(,)	-	,␣
mt008:026	4	@	-	miksi␣
mt008:026	6a	@	-	olette␣
mt008:026	5	@	-	pelkureita
mt008:026	-	(?)	-	?
mt008:026	7b	@	-	"␣
mt008:026	8	@	-	Silloin␣
mt008:026	9	(@)	-	hän␣
mt008:026	9	@	-	nousi␣
mt008:026	-	(@)	-	ja␣
mt008:026	10	@	-	nuhteli␣
mt008:026	(11) 12	@	-	tuulia␣
mt008:026	13	@	-	ja␣
mt008:026	(14) 15a	@	-	järveä
mt008:026	15b	,	-	,␣
mt008:026	16	@	-	ja␣
mt008:026	17	@	-	tuli␣
mt008:026	19a	@	-	aivan␣
mt008:026	18	@	-	tyven
mt008:026	19b	.	-	.␣
mt008:027	mt008:027	mt008:027	VERSE	Mt␣8:27␣
mt008:027	2	@	-	Ja␣
mt008:027	(1) 3	@	-	ihmiset␣
mt008:027	4	@	-	ihmettelivät␣
mt008:027	-	(@)	-	ja␣
mt008:027	5a	@	-	sanoivat
mt008:027	5b	:	-	:␣
mt008:027	5b	@	-	"
mt008:027	6	@	-	Millainen␣
mt008:027	8	@	-	tämä␣
mt008:027	7	@	-	on
mt008:027	-	(,)	-	,␣
mt008:027	9	@	-	kun␣
mt008:027	10	@	-	sekä␣
mt008:027	(11) 12	@	-	tuulet␣
mt008:027	13	@	-	että␣
mt008:027	(14) 15	@	-	meri␣
mt008:027	16	@	-	häntä␣
mt008:027	17a	@	-	tottelevat
mt008:027	-	(?)	-	?
mt008:027	17b	@	-	"␣
mt008:028	mt008:028	mt008:028	VERSE	Mt␣8:28␣
mt008:028	2	(@)	-	Kun␣
mt008:028	(1)	-	UNTRANSLATED	
mt008:028	3	@	-	hän␣
mt008:028	2	@	-	tuli␣
mt008:028	(5) 6	@	-	toiselle␣
mt008:028	(5) 6	@	-	rannalle
mt008:028	4	%case	LOC	
mt008:028	-	(,)	-	,␣
mt008:028	(10) 11	@	-	gadaralaisten␣
mt008:028	(8) 9	@	-	alueelle
mt008:028	7	%case	LOC	
mt008:028	-	(,)	-	,␣
mt008:028	12	@	-	tuli␣
mt008:028	13	@	-	häntä␣
mt008:028	12	@	-	vastaan␣
mt008:028	14	@	-	kaksi␣
mt008:028	15	@	-	riivattua
mt008:028	-	(,)	-	,␣
mt008:028	19a	(@)	-	jotka␣
mt008:028	19a	(@)	-	olivat␣
mt008:028	(17) 18	@	-	haudoista␣
mt008:028	16	%case	LOC	
mt008:028	19a	@	-	lähteneet␣
mt008:028	-	(@)	-	ja␣
mt008:028	-	(@)	-	olivat␣
mt008:028	21a	@	-	kovin␣
mt008:028	20	@	-	raivoisia
mt008:028	21b	,	-	,␣
mt008:028	22	@	-	niin␣
mt008:028	23	@	-	ettei␣
mt008:028	25	@	-	kukaan␣
mt008:028	24	@	-	voinut␣
mt008:028	30a	@	-	sitä␣
mt008:028	(28) 29	@	-	tietä␣
mt008:028	27	%case	PTV	
mt008:028	26	@	-	kulkea
mt008:028	30b	.	-	.␣
mt008:029	mt008:029	mt008:029	VERSE	Mt␣8:29␣
mt008:029	1	@	-	Ja␣
mt008:029	2	@	-	katso
mt008:029	-	(,)	-	,␣
mt008:029	3	(@)	-	he␣
mt008:029	3	@	-	huusivat␣
mt008:029	4a	@	-	sanoen
mt008:029	4b	:	-	:␣
mt008:029	4b	@	-	"
mt008:029	5	@	-	Mitä␣
mt008:029	8a	@	-	sinulla␣
mt008:029	7	@	-	on␣
mt008:029	6	@	-	meidän␣
mt008:029	7	@	-	kanssamme␣
mt008:029	7	@	-	tekemistä
mt008:029	8b	,	-	,␣
mt008:029	case%9	@	-	sinä␣
mt008:029	(10) 11a	@	-	Jumalan␣
mt008:029	9	@	-	Poika
mt008:029	-	(?)	-	?␣
mt008:029	12	(@)	-	Oletko␣
mt008:029	12	@	-	tullut␣
mt008:029	13	@	-	tänne␣
mt008:029	16	@	-	vaivaamaan␣
mt008:029	17a	@	-	meitä␣
mt008:029	14	@	-	ennen␣
mt008:029	15	@	-	aikaa
mt008:029	-	(?)	-	?
mt008:029	17b	@	-	"␣
mt008:030	mt008:030	mt008:030	VERSE	Mt␣8:30␣
mt008:030	2	@	-	Ja␣
mt008:030	3	@	-	etäällä␣
mt008:030	5	@	-	heistä␣
mt008:030	4	%case	LOC	
mt008:030	1	@	-	kävi␣
mt008:030	8	@	-	suuri␣
