2t001:001	2t001:001	2t001:001	VERSE	2Tm␣1:1␣
2t002:015	3	@	-	joka␣
2t002:015	3	@	-	koetukset␣
2t002:015	3	@	-	kestää
2t002:015	6b	,	-	,␣
2t002:015	7	@	-	työntekijäksi
2t002:015	-	(,)	-	,␣
2t002:015	8a	@	-	joka␣
2t002:015	8a	@	-	ei␣
2t002:015	-	(@)	-	työtään␣
2t002:015	8a	@	-	häpeä
2t002:015	8b	,	-	,␣
2t002:015	9	@	-	joka␣
2t002:015	9	@	-	oikein␣
2t002:015	9	@	-	jakelee␣
2t002:015	(12) 13a	@	-	totuuden␣
2t002:015	(10) 11	@	-	sanaa
2t002:015	13b	.	-	.␣
2t002:016	2t002:016	2t002:016	VERSE	2Tm␣2:16␣
2t002:016	2	@	-	Mutta␣
2t002:016	5a	@	-	pysy␣
2t002:016	5a	@	-	erilläsi␣
2t002:016	(1) 3	@	-	epäpyhistä␣
2t002:016	-	(@)	-	ja␣
2t002:016	4	@	-	tyhjistä␣
2t002:016	4	@	-	puheista
2t002:016	-	(,)	-	,␣
2t002:016	8	@	-	sillä␣
2t002:016	-	(@)	-	niiden␣
2t002:016	-	(@)	-	puhujat␣
2t002:016	9	@	-	menevät␣
2t002:016	7	@	-	yhä␣
2t002:016	7	@	-	pitemmälle␣
2t002:016	6	%case	LOC	
2t002:016	10	@	-	jumalattomuudessa
2t002:016	-	(,)	-	,␣
2t002:017	2t002:017	2t002:017	VERSE	2Tm␣2:17␣
2t002:017	1	@	-	ja␣
2t002:017	4	@	-	heidän␣
2t002:017	(2) 3	@	-	puheensa␣
2t002:017	8a	@	-	jäytää␣
2t002:017	7	@	-	ympäristöään␣
2t002:017	5	@	-	niinkuin␣
2t002:017	6	@	-	syöpä
2t002:017	8b	.	-	.␣
2t002:017	9	@	-	Niitä␣
2t002:017	10	@	-	ovat␣
2t002:017	11	@	-	Hymeneus␣
2t002:017	12	@	-	ja␣
2t002:017	13a	@	-	Filetus
2t002:017	13b	,	-	,␣
2t002:018	2t002:018	2t002:018	VERSE	2Tm␣2:18␣
2t002:018	1	@	-	jotka␣
2t002:018	-	(@)	-	ovat␣
2t002:018	(3) 4	@	-	totuudesta␣
2t002:018	2	%case	LOC	
2t002:018	5a	@	-	eksyneet
2t002:018	5b	,	-	,␣
2t002:018	6a	(@)	-	kun␣
2t002:018	6a	@	-	sanovat
2t002:018	-	(,)	-	,␣
2t002:018	-	(@)	-	että␣
2t002:018	(7a) 8	@	-	ylösnousemus␣
2t002:018	9	@	-	jo␣
2t002:018	10a	(@)	-	on␣
2t002:018	10a	@	-	tapahtunut
2t002:018	10b	,	-	,␣
2t002:018	11	@	-	ja␣
2t002:018	12	(@)	-	he␣
2t002:018	12	@	-	turmelevat␣
2t002:018	14	@	-	useiden␣
2t002:018	(13) 15a	@	-	uskon
2t002:018	15b	.	-	.␣
2t002:019	2t002:019	2t002:019	VERSE	2Tm␣2:19␣
2t002:019	2	@	-	Kuitenkin␣
2t002:019	(5) 6	@	-	Jumalan␣
2t002:019	3	@	-	vahva␣
2t002:019	(1) 4	@	-	perustus␣
2t002:019	7a	@	-	pysyy␣
2t002:019	7a	@	-	lujana
2t002:019	-	(,)	-	,␣
2t002:019	-	(@)	-	ja␣
2t002:019	8	(@)	-	siinä␣
2t002:019	8	@	-	on␣
2t002:019	11a	@	-	tämä␣
2t002:019	10 (9)	@	-	sinetti
2t002:019	11b	:	-	:␣
2t002:019	11b	@	-	"
2t002:019	13	@	-	Herra␣
2t002:019	12	@	-	tuntee␣
2t002:019	(14) 15	@	-	omansa
2t002:019	16a	%pers	3	
2t002:019	16b	@	-	"
2t002:019	16b	,	-	,␣
2t002:019	17a	@	-	ja
2t002:019	17b	:	-	:␣
2t002:019	17b	@	-	"
2t002:019	18	@	-	Luopukoon␣
2t002:019	20	@	-	vääryydestä␣
2t002:019	19	%case	LOC	
2t002:019	21	@	-	jokainen
2t002:019	-	(,)	-	,␣
2t002:019	22	@	-	joka␣
2t002:019	26a	@	-	Herran␣
2t002:019	(24) 25	@	-	nimeä␣
2t002:019	23	@	-	mainitsee
2t002:019	26b	@	-	"
2t002:019	26b	.	-	.␣
2t002:020	2t002:020	2t002:020	VERSE	2Tm␣2:20␣
2t002:020	3	@	-	Mutta␣
2t002:020	2	@	-	suuressa␣
2t002:020	4	@	-	talossa␣
2t002:020	1	%case	LOC	
2t002:020	5	@	-	ei␣
2t002:020	6	@	-	ole␣
2t002:020	7	@	-	ainoastaan␣
2t002:020	9	@	-	kulta-~/kulta-astioita␣
2t002:020	10	@	-	ja␣
2t002:020	11 8	@	-	hopea-astioita
2t002:020	-	(,)	-	,␣
2t002:020	12	@	-	vaan␣
2t002:020	13	@	-	myös␣
2t002:020	14	@	-	puu-~/puuastioita␣
2t002:020	15	@	-	ja␣
2t002:020	16a	@	-	saviastioita
2t002:020	16b	,	-	,␣
2t002:020	17	@	-	ja␣
2t002:020	18	@	-	toiset␣
2t002:020	19	%case	NOM	
2t002:020	-	(@)	-	ovat␣
2t002:020	21	@	-	jaloa
2t002:020	20	%case	PTV	
2t002:020	-	(,)	-	,␣
2t002:020	22	@	-	toiset␣
2t002:020	23	%case	NOM	
2t002:020	25a	@	-	halpaa␣
2t002:020	25a	(@)	-	käyttöä␣
2t002:020	24	@	-	varten
2t002:020	25b	.	-	.␣
2t002:021	2t002:021	2t002:021	VERSE	2Tm␣2:21␣
2t002:021	1	@	-	Jos␣
2t002:021	2	@	-	nyt␣
2t002:021	3	@	-	joku␣
2t002:021	4	@	-	puhdistaa␣
2t002:021	5	@	-	itsensä␣
2t002:021	7a	@	-	tämänkaltaisista
2t002:021	6	%case	LOC	
2t002:021	7b	,	-	,␣
2t002:021	8	@	-	tulee␣
2t002:021	-	(@)	-	hänestä␣
2t002:021	9	@	-	astia␣
2t002:021	11a	@	-	jaloa␣
2t002:021	11a	(@)	-	käyttöä␣
2t002:021	10	@	-	varten
2t002:021	11b	,	-	,␣
2t002:021	12a	@	-	pyhitetty
2t002:021	12b	,	-	,␣
2t002:021	(14) 15a	@	-	isännälleen␣
2t002:021	13	@	-	hyödyllinen
2t002:021	15b	,	-	,␣
2t002:021	17	@	-	kaikkiin␣
2t002:021	19	@	-	hyviin␣
2t002:021	18	@	-	tekoihin␣
2t002:021	16	%case	LOC	
2t002:021	20a	@	-	valmis
2t002:021	20b	.	-	.␣
2t002:022	2t002:022	2t002:022	VERSE	2Tm␣2:22␣
2t002:022	5a	@	-	Pakene␣
2t002:022	(2)	-	UNTRANSLATED	
2t002:022	(1) 3	@	-	nuoruuden␣
2t002:022	4	@	-	himoja
2t002:022	5b	,	-	,␣
2t002:022	6	@	-	harrasta␣
2t002:022	(7)	-	UNTRANSLATED	
2t002:022	8	@	-	vanhurskautta
2t002:022	-	(,)	-	,␣
2t002:022	9	@	-	uskoa
2t002:022	-	(,)	-	,␣
2t002:022	10	@	-	rakkautta
2t002:022	-	(,)	-	,␣
2t002:022	11	@	-	rauhaa␣
2t002:022	13	@	-	niiden␣
2t002:022	12	@	-	kanssa
2t002:022	-	(,)	-	,␣
2t002:022	13	@	-	jotka␣
2t002:022	14	@	-	huutavat␣
2t002:022	14	@	-	avuksensa␣
2t002:022	(15) 16	@	-	Herraa␣
2t002:022	18	@	-	puhtaasta␣
2t002:022	19a	@	-	sydämestä
2t002:022	17	%case	LOC	
2t002:022	19b	.	-	.␣
2t002:023	2t002:023	2t002:023	VERSE	2Tm␣2:23␣
2t002:023	2	@	-	Mutta␣
2t002:023	7a	@	-	vältä␣
2t002:023	(1) 3	@	-	tyhmiä␣
2t002:023	4	@	-	ja␣
2t002:023	5	@	-	taitamattomia␣
2t002:023	6	@	-	väittelyjä
2t002:023	-	(,)	-	,␣
2t002:023	8	(@)	-	sillä␣
2t002:023	8	@	-	tiedäthän
2t002:023	-	(,)	-	,␣
2t002:023	9	@	-	että␣
2t002:023	10	(@)	-	ne␣
2t002:023	10	@	-	synnyttävät␣
2t002:023	11a	@	-	riitoja
2t002:023	11b	.	-	.␣
2t002:024	2t002:024	2t002:024	VERSE	2Tm␣2:24␣
2t002:024	2	@	-	Mutta␣
2t002:024	3	@	-	Herran␣
2t002:024	1	@	-	palvelijan␣
2t002:024	4	@	-	ei␣
2t002:024	5	@	-	sovi␣
2t002:024	6	@	-	riidellä
2t002:024	-	(,)	-	,␣
2t002:024	7	@	-	vaan␣
2t002:024	-	(@)	-	hänen␣
2t002:024	-	(@)	-	tulee␣
2t002:024	9	@	-	olla␣
2t002:024	8	@	-	lempeä␣
2t002:024	11a	@	-	kaikkia␣
2t002:024	10	@	-	kohtaan
2t002:024	11b	,	-	,␣
2t002:024	12a	@	-	kyetä␣
2t002:024	12a	@	-	opettamaan␣
2t002:024	-	(@)	-	ja␣
2t002:024	13a	@	-	pahaa␣
2t002:024	13a	@	-	kärsimään
2t002:024	13b	;	-	;␣
2t002:025	2t002:025	2t002:025	VERSE	2Tm␣2:25␣
2t002:025	-	(@)	-	hänen␣
2t002:025	-	(@)	-	tulee␣
2t002:025	2	@	-	sävyisästi␣
2t002:025	1	%case	MAN	
2t002:025	3	@	-	ojentaa␣
2t002:025	(4) 5a	@	-	vastustelijoita
2t002:025	5b	;	-	;␣
2t002:025	6	@	-	ehkäpä␣
2t002:025	10 (9)	@	-	Jumala␣
2t002:025	7	@	-	antaa␣
2t002:025	8	@	-	heille␣
2t002:025	11	@	-	mielenmuutoksen
2t002:025	-	(,)	-	,␣
2t002:025	12	@	-	niin␣
2t002:025	12	@	-	että␣
2t002:025	13	(@)	-	tulevat␣
2t002:025	13	@	-	tuntemaan␣
2t002:025	14	@	-	totuuden␣
2t002:026	2t002:026	2t002:026	VERSE	2Tm␣2:26␣
2t002:026	1	@	-	ja␣
2t002:026	2	@	-	selviävät␣
2t002:026	(5) 6	@	-	perkeleen␣
2t002:026	(4) 7a	@	-	pauloista
2t002:026	3	%case	LOC	
2t002:026	7b	,	-	,␣
2t002:026	10	@	-	joka␣
2t002:026	9	%case	NOM	
2t002:026	8	(@)	-	on␣
2t002:026	-	(@)	-	heidät␣
2t002:026	8	@	-	vanginnut␣
2t002:026	(12) 14a	@	-	tahtoansa␣
2t002:026	13	%pers	3	
2t002:026	11	%case	PTV	
2t002:026	(12) 14a	(@)	-	tekemään
2t002:026	14b	.	-	.␣
2t003:001	2t003:001	2t003:001	VERSE	2Tm␣3:1␣
2t003:001	2	@	-	Mutta␣
2t003:001	3a	@	-	tiedä␣
2t003:001	1	@	-	se
2t003:001	3b	,	-	,␣
2t003:001	4	@	-	että␣
2t003:001	6	@	-	viimeisinä␣
2t003:001	7	@	-	päivinä␣
2t003:001	5	%case	ESS	
2t003:001	8	(@)	-	on␣
2t003:001	8	@	-	tuleva␣
2t003:001	10a	@	-	vaikeita␣
2t003:001	9	@	-	aikoja
2t003:001	10b	.	-	.␣
2t003:002	2t003:002	2t003:002	VERSE	2Tm␣3:2␣
2t003:002	2	@	-	Sillä␣
2t003:002	(3) 4	@	-	ihmiset␣
2t003:002	1	@	-	ovat␣
2t003:002	-	(@)	-	silloin␣
2t003:002	5	@	-	itserakkaita
2t003:002	-	(,)	-	,␣
2t003:002	6	@	-	rahanahneita
2t003:002	-	(,)	-	,␣
2t003:002	7	@	-	kerskailijoita
2t003:002	-	(,)	-	,␣
2t003:002	8	@	-	ylpeitä
2t003:002	-	(,)	-	,␣
2t003:002	9a	@	-	herjaajia
2t003:002	9b	,	-	,␣
2t003:002	10	@	-	vanhemmilleen␣
2t003:002	11a	@	-	tottelemattomia
2t003:002	11b	,	-	,␣
2t003:002	12	@	-	kiittämättömiä
2t003:002	-	(,)	-	,␣
2t003:002	13	@	-	epähurskaita
2t003:002	-	(,)	-	,␣
2t003:003	2t003:003	2t003:003	VERSE	2Tm␣3:3␣
2t003:003	1	@	-	rakkaudettomia
2t003:003	-	(,)	-	,␣
2t003:003	2	@	-	epäsopuisia
2t003:003	-	(,)	-	,␣
2t003:003	3	@	-	panettelijoita
2t003:003	-	(,)	-	,␣
2t003:003	4	@	-	hillittömiä
2t003:003	-	(,)	-	,␣
2t003:003	5	@	-	raakoja
2t003:003	-	(,)	-	,␣
2t003:003	6	@	-	hyvän␣
2t003:003	6	@	-	vihamiehiä
2t003:003	-	(,)	-	,␣
2t003:004	2t003:004	2t003:004	VERSE	2Tm␣3:4␣
2t003:004	1	@	-	pettureita
2t003:004	-	(,)	-	,␣
2t003:004	2	@	-	väkivaltaisia
2t003:004	-	(,)	-	,␣
2t003:004	3a	@	-	pöyhkeitä
2t003:004	3b	,	-	,␣
2t003:004	4	@	-	hekumaa␣
2t003:004	5	@	-	enemmän␣
2t003:004	6	@	-	kuin␣
2t003:004	7a	@	-	Jumalaa␣
2t003:004	7a	@	-	rakastavia
2t003:004	7b	;	-	;␣
2t003:005	2t003:005	2t003:005	VERSE	2Tm␣3:5␣
2t003:005	1	(@)	-	heissä␣
2t003:005	1	@	-	on␣
2t003:005	3	@	-	jumalisuuden␣
2t003:005	2	@	-	ulkokuori
2t003:005	-	(,)	-	,␣
2t003:005	5	@	-	mutta␣
2t003:005	8a	(@)	-	he␣
2t003:005	8a	@	-	kieltävät␣
2t003:005	7	@	-	sen␣
2t003:005	(4) 6	@	-	voiman
2t003:005	-	(.)	-	.␣
2t003:005	(9)	-	UNTRANSLATED	
2t003:005	10	@	-	Senkaltaisia␣
2t003:005	11a	@	-	karta
2t003:005	11b	.	-	.␣
2t003:006	2t003:006	2t003:006	VERSE	2Tm␣3:6␣
2t003:006	3	@	-	Sillä␣
2t003:006	2	@	-	niitä␣
2t003:006	1	%case	PTV	
2t003:006	4	@	-	ovat␣
2t003:006	5	@	-	ne
2t003:006	-	(,)	-	,␣
2t003:006	5	@	-	jotka␣
2t003:006	6	@	-	tungettelevat␣
2t003:006	(8) 9	@	-	taloihin␣
2t003:006	7	%case	LOC	
2t003:006	10	@	-	ja␣
2t003:006	11	@	-	pauloihinsa␣
2t003:006	11	@	-	kietovat␣
2t003:006	14a	@	-	syntien␣
2t003:006	13	@	-	rasittamia␣
2t003:006	-	(@)	-	ja␣
2t003:006	17a	@	-	monenlaisten␣
2t003:006	16	@	-	himojen␣
2t003:006	15	@	-	heiteltäviä␣
2t003:006	12	@	-	naisparkoja
2t003:006	17b	,	-	,␣
2t003:007	2t003:007	2t003:007	VERSE	2Tm␣3:7␣
2t003:007	2	(@)	-	jotka␣
2t003:007	1	@	-	aina␣
2t003:007	2	(@)	-	ovat␣
2t003:007	2	@	-	opetusta␣
2t003:007	2	@	-	ottamassa
2t003:007	-	(,)	-	,␣
2t003:007	3	@	-	eivätkä␣
2t003:007	4	@	-	koskaan␣
2t003:007	9a	@	-	voi␣
2t003:007	8	@	-	päästä␣
2t003:007	7	@	-	totuuden␣
2t003:007	6	@	-	tuntemiseen
2t003:007	5	%case	LOC	
2t003:007	9b	.	-	.␣
2t003:008	2t003:008	2t003:008	VERSE	2Tm␣3:8␣
2t003:008	3	@	-	Ja␣
2t003:008	1 2	@	-	niinkuin␣
2t003:008	4	@	-	Jannes␣
2t003:008	5	@	-	ja␣
2t003:008	6	@	-	Jambres␣
2t003:008	7	@	-	vastustivat␣
2t003:008	8a	@	-	Moosesta
2t003:008	8b	,	-	,␣
2t003:008	9	@	-	niin␣
2t003:008	11	@	-	nuokin␣
2t003:008	10	%clitic	kin	
2t003:008	12	@	-	vastustavat␣
2t003:008	(13) 14a	@	-	totuutta
2t003:008	-	(,)	-	,␣
2t003:008	-	(@)	-	nuo␣
2t003:008	(17) 18a	@	-	mieleltään␣
2t003:008	16	@	-	turmeltuneet␣
2t003:008	15	@	-	ihmiset
2t003:008	18b	,	-	,␣
2t003:008	19	@	-	jotka␣
2t003:008	19	@	-	eivät␣
2t003:008	(21) 22a	@	-	uskonkoetuksissa␣
2t003:008	20	%case	LOC	
2t003:008	19	@	-	kestä
2t003:008	22b	.	-	.␣
2t003:009	2t003:009	2t003:009	VERSE	2Tm␣3:9␣
2t003:009	1	@	-	Mutta␣
2t003:009	3	(@)	-	he␣
2t003:009	2	@	-	eivät␣
2t003:009	5a	@	-	pitemmälle␣
2t003:009	4	%case	LOC	
2t003:009	3	@	-	edisty
2t003:009	-	(,)	-	,␣
2t003:009	7	@	-	sillä␣
2t003:009	9	@	-	heidän␣
2t003:009	(6) 8	@	-	mielettömyytensä␣
2t003:009	11	(@)	-	on␣
2t003:009	11	@	-	käyvä␣
2t003:009	10	@	-	ilmeiseksi␣
2t003:009	12a	@	-	kaikille
2t003:009	12b	,	-	,␣
2t003:009	13	@	-	niinkuin␣
2t003:009	16	@	-	noidenkin␣
2t003:009	14	%clitic	kin	
2t003:009	pro%15	@	-	mielettömyys␣
2t003:009	17a	@	-	kävi␣
2t003:009	-	(@)	-	ilmi
2t003:009	17b	.	-	.␣
2t003:010	2t003:010	2t003:010	VERSE	2Tm␣3:10␣
2t003:010	2	@	-	Mutta␣
2t003:010	1	@	-	sinä␣
2t003:010	3	(@)	-	olet␣
2t003:010	3	@	-	seurannut␣
2t003:010	4	@	-	minun␣
2t003:010	(5) 6a	@	-	opetustani
2t003:010	-	(,)	-	,␣
2t003:010	(7) 8a	@	-	vaellustani
2t003:010	-	(,)	-	,␣
2t003:010	10a (9)	@	-	aivoitustani
2t003:010	-	(,)	-	,␣
2t003:010	(11) 12a	@	-	uskoani
2t003:010	-	(,)	-	,␣
2t003:010	(13) 14a	@	-	pitkämielisyyttäni
2t003:010	-	(,)	-	,␣
2t003:010	(15) 16a	@	-	rakkauttani
2t003:010	-	(,)	-	,␣
2t003:010	(17) 18a	@	-	kärsivällisyyttäni
2t003:010	18b	,	-	,␣
2t003:011	2t003:011	2t003:011	VERSE	2Tm␣3:11␣
2t003:011	(1) 2a	@	-	vainoissa␣
2t003:011	-	(@)	-	ja␣
2t003:011	(3) 4a	@	-	kärsimyksissä
2t003:011	4b	,	-	,␣
2t003:011	5	@	-	samanlaisissa␣
2t003:011	5	@	-	kuin␣
2t003:011	6	@	-	minun␣
2t003:011	case%6	@	-	osakseni␣
2t003:011	7	@	-	tuli␣
2t003:011	9a	@	-	Antiokiassa
2t003:011	8	%case	LOC	
2t003:011	9b	,	-	,␣
2t003:011	11a	@	-	Ikonionissa␣
2t003:011	10	%case	LOC	
2t003:011	-	(@)	-	ja␣
2t003:011	13a	@	-	Lystrassa
2t003:011	12	%case	LOC	
2t003:011	13b	.	-	.␣
2t003:011	14	@	-	Mimmoisia␣
2t003:011	15	@	-	vainoja␣
2t003:011	16	(@)	-	olenkaan␣
2t003:011	16	@	-	kärsinyt
2t003:011	-	(,)	-	,␣
2t003:011	17	@	-	ja␣
2t003:011	19	@	-	kaikista␣
2t003:011	18	%case	LOC	
2t003:011	(22) 23a	@	-	Herra␣
2t003:011	21	(@)	-	on␣
2t003:011	20	@	-	minut␣
2t003:011	21	@	-	pelastanut
2t003:011	-	(!)	-	!␣
2t003:012	2t003:012	2t003:012	VERSE	2Tm␣3:12␣
2t003:012	1	@	-	Ja␣
2t003:012	2	@	-	kaikki
2t003:012	(3)	-	UNTRANSLATED	
2t003:012	-	(,)	-	,␣
2t003:012	4	@	-	jotka␣
2t003:012	5	@	-	tahtovat␣
2t003:012	7	@	-	elää␣
2t003:012	6	@	-	jumalisesti␣
2t003:012	9	@	-	Kristuksessa␣
2t003:012	10	@	-	Jeesuksessa
2t003:012	8	%case	LOC	
2t003:012	-	(,)	-	,␣
2t003:012	tasp%11a	@	-	joutuvat␣
2t003:012	11a	@	-	vainottaviksi
2t003:012	11b	.	-	.␣
2t003:013	2t003:013	2t003:013	VERSE	2Tm␣3:13␣
2t003:013	2	@	-	Mutta␣
2t003:013	1	@	-	pahat␣
2t003:013	3	@	-	ihmiset␣
2t003:013	4	@	-	ja␣
2t003:013	5	@	-	petturit␣
2t003:013	6	@	-	menevät␣
2t003:013	6	@	-	yhä␣
2t003:013	6	@	-	pitemmälle␣
2t003:013	(8) 9	@	-	pahuudessa
2t003:013	7	%case	LOC	
2t003:013	-	(,)	-	,␣
2t003:013	10	@	-	eksyttäen␣
2t003:013	11	@	-	ja␣
2t003:013	12a	@	-	eksyen
2t003:013	12b	.	-	.␣
2t003:014	2t003:014	2t003:014	VERSE	2Tm␣3:14␣
2t003:014	2	@	-	Mutta␣
2t003:014	3	@	-	pysy␣
2t003:014	1	@	-	sinä␣
2t003:014	5	@	-	siinä
2t003:014	-	(,)	-	,␣
2t003:014	5	@	-	minkä␣
2t003:014	4	%case	GEN	
2t003:014	6	(@)	-	olet␣
2t003:014	6	@	-	oppinut␣
2t003:014	7	@	-	ja␣
2t003:014	-	(@)	-	mistä␣
2t003:014	8a	@	-	olet␣
2t003:014	8a	@	-	varma
2t003:014	8b	,	-	,␣
2t003:014	9	(@)	-	koska␣
2t003:014	9	@	-	tiedät
2t003:014	-	(,)	-	,␣
2t003:014	11	@	-	keiltä␣
2t003:014	10	%case	LOC	
2t003:014	12a	(@)	-	olet␣
2t003:014	-	(@)	-	sen␣
2t003:014	12a	@	-	oppinut
2t003:014	12b	,	-	,␣
2t003:015	2t003:015	2t003:015	VERSE	2Tm␣3:15␣
2t003:015	1	@	-	ja␣
2t003:015	2	@	-	koska␣
2t003:015	-	(@)	-	jo␣
2t003:015	4a	@	-	lapsuudestasi␣
2t003:015	3	@	-	saakka␣
2t003:015	8a	@	-	tunnet␣
2t003:015	6	@	-	pyhät␣
2t003:015	(5a) 7	@	-	kirjoitukset
2t003:015	8b	,	-	,␣
2t003:015	9	@	-	jotka␣
2t003:015	10	@	-	voivat␣
2t003:015	12	@	-	tehdä␣
2t003:015	11	@	-	sinut␣
2t003:015	12	@	-	viisaaksi
2t003:015	-	(,)	-	,␣
2t003:015	13	@	-	niin␣
2t003:015	13	@	-	että␣
2t003:015	14	@	-	pelastut␣
2t003:015	16	@	-	uskon␣
2t003:015	15	@	-	kautta
2t003:015	-	(,)	-	,␣
2t003:015	17	@	-	joka␣
2t003:015	-	(@)	-	on␣
2t003:015	19	@	-	Kristuksessa␣
2t003:015	20a	@	-	Jeesuksessa
2t003:015	18	%case	LOC	
2t003:015	20b	.	-	.␣
2t003:016	2t003:016	2t003:016	VERSE	2Tm␣3:16␣
2t003:016	1	@	-	Jokainen␣
2t003:016	2	@	-	kirjoitus
2t003:016	-	(,)	-	,␣
2t003:016	3	(@)	-	joka␣
2t003:016	3	(@)	-	on␣
2t003:016	3	@	-	syntynyt␣
2t003:016	3	@	-	Jumalan␣
2t003:016	3	@	-	Hengen␣
2t003:016	3	@	-	vaikutuksesta
2t003:016	-	(,)	-	,␣
2t003:016	-	(@)	-	on␣
2t003:016	4	@	-	myös␣
2t003:016	5	@	-	hyödyllinen␣
2t003:016	7a	@	-	opetukseksi
2t003:016	6	%case	TRA	
2t003:016	7b	,	-	,␣
2t003:016	9a	@	-	nuhteeksi
2t003:016	8	%case	TRA	
2t003:016	9b	,	-	,␣
2t003:016	11a	@	-	ojennukseksi
2t003:016	10	%case	TRA	
2t003:016	11b	,	-	,␣
2t003:016	13	@	-	kasvatukseksi␣
2t003:016	12	%case	TRA	
2t003:016	(14)	-	UNTRANSLATED	
2t003:016	16a	@	-	vanhurskaudessa
2t003:016	15	%case	LOC	
2t003:016	16b	,	-	,␣
2t003:017	2t003:017	2t003:017	VERSE	2Tm␣3:17␣
2t003:017	1	@	-	että␣
2t003:017	(5) 6	@	-	Jumalan␣
2t003:017	(4) 7a	@	-	ihminen␣
2t003:017	3	@	-	olisi␣
2t003:017	2	@	-	täydellinen
2t003:017	7b	,	-	,␣
2t003:017	9	@	-	kaikkiin␣
2t003:017	11	@	-	hyviin␣
2t003:017	10	@	-	tekoihin␣
2t003:017	8	%case	LOC	
2t003:017	12a	@	-	valmistunut
2t003:017	12b	.	-	.␣
2t004:001	2t004:001	2t004:001	VERSE	2Tm␣4:1␣
2t004:001	1	(@)	-	Minä␣
2t004:001	1	@	-	vannotan␣
2t004:001	-	(@)	-	sinua␣
2t004:001	(3) 4	@	-	Jumalan␣
2t004:001	5	@	-	ja␣
2t004:001	6	@	-	Kristuksen␣
2t004:001	7	@	-	Jeesuksen␣
2t004:001	2	@	-	edessä
2t004:001	-	(,)	-	,␣
2t004:001	8	@	-	joka␣
2t004:001	10	(@)	-	on␣
2t004:001	10	@	-	tuomitseva␣
2t004:001	9	%tasp	FUTR	
2t004:001	11	@	-	eläviä␣
2t004:001	12	@	-	ja␣
2t004:001	13a	@	-	kuolleita
2t004:001	-	(,)	-	,␣
2t004:001	14	@	-	sekä␣
2t004:001	17	@	-	hänen␣
2t004:001	(15) 16	@	-	ilmestymisensä␣
2t004:001	18	@	-	että␣
2t004:001	21a	@	-	hänen␣
2t004:001	(19) 20	@	-	valtakuntansa␣
2t004:001	1	@	-	kautta
2t004:001	21b	:	-	:␣
2t004:002	2t004:002	2t004:002	VERSE	2Tm␣4:2␣
2t004:002	1	@	-	saarnaa␣
2t004:002	(2) 3a	@	-	sanaa
2t004:002	3b	,	-	,␣
2t004:002	4	@	-	astu␣
2t004:002	4	@	-	esiin␣
2t004:002	5	@	-	sopivalla␣
2t004:002	-	(@)	-	ja␣
2t004:002	6a	@	-	sopimattomalla␣
2t004:002	sem%6a	@	-	ajalla
2t004:002	6b	,	-	,␣
2t004:002	7a	@	-	nuhtele
2t004:002	7b	,	-	,␣
2t004:002	8a	@	-	varoita
2t004:002	8b	,	-	,␣
2t004:002	9a	@	-	kehoita
2t004:002	9b	,	-	,␣
2t004:002	11	@	-	kaikella␣
2t004:002	12	@	-	pitkämielisyydellä␣
2t004:002	10	%case	LOC	
2t004:002	13	@	-	ja␣
2t004:002	14a	@	-	opetuksella
2t004:002	14b	.	-	.␣
2t004:003	2t004:003	2t004:003	VERSE	2Tm␣4:3␣
2t004:003	2	@	-	Sillä␣
2t004:003	3	@	-	aika␣
2t004:003	1	@	-	tulee
2t004:003	-	(,)	-	,␣
2t004:003	4	@	-	jolloin␣
2t004:003	9	(@)	-	he␣
2t004:003	8	@	-	eivät␣
2t004:003	9	@	-	kärsi␣
2t004:003	6	@	-	tervettä␣
2t004:003	(5) 7	@	-	oppia
2t004:003	-	(,)	-	,␣
2t004:003	10	@	-	vaan␣
2t004:003	13	@	-	omien␣
2t004:003	(12) 14	@	-	himojensa␣
2t004:003	11	@	-	mukaan␣
2t004:003	18 (19) 20	@	-	korvasyyhyynsä␣
2t004:003	16	@	-	haalivat␣
2t004:003	15	@	-	itselleen␣
2t004:003	17	@	-	opettajia␣
2t004:004	2t004:004	2t004:004	VERSE	2Tm␣4:4␣
2t004:004	1	@	-	ja␣
2t004:004	8a	@	-	kääntävät␣
2t004:004	(3)	-	UNTRANSLATED	
2t004:004	(6) 7	@	-	korvansa␣
2t004:004	2	@	-	pois␣
2t004:004	(4) 5	@	-	totuudesta␣
2t004:004	10	@	-	ja␣
2t004:004	13a	@	-	kääntyvät␣
2t004:004	(11) 12	@	-	taruihin
2t004:004	9	%case	LOC	
2t004:004	13b	.	-	.␣
2t004:005	2t004:005	2t004:005	VERSE	2Tm␣4:5␣
2t004:005	2	@	-	Mutta␣
2t004:005	3	@	-	ole␣
2t004:005	1	@	-	sinä␣
2t004:005	3	@	-	raitis␣
2t004:005	5a	@	-	kaikessa
2t004:005	4	%case	LOC	
2t004:005	5b	,	-	,␣
2t004:005	6a	@	-	kärsi␣
2t004:005	6a	@	-	vaivaa
2t004:005	6b	,	-	,␣
2t004:005	8	@	-	tee␣
2t004:005	9a	@	-	evankelistan␣
2t004:005	7	@	-	työ
2t004:005	-	(,)	-	,␣
2t004:005	13a	@	-	toimita␣
2t004:005	(10) 11	@	-	virkasi␣
2t004:005	12	%pers	?	
2t004:005	13a	@	-	täydellisesti
2t004:005	13b	.	-	.␣
