1c001:001	1c001:001	1c001:001	VERSE	1Kr␣1:1␣
1c004:017	24a	@	-	Jeesuksessa
1c004:017	22	%case	LOC	
1c004:017	24b 24c	,	-	,␣
1c004:017	25	@	-	sen␣
1c004:017	25	@	-	mukaan␣
1c004:017	25	@	-	kuin␣
1c004:017	30a	(@)	-	minä␣
1c004:017	26	@	-	kaikkialla
1c004:017	-	(,)	-	,␣
1c004:017	28	@	-	joka␣
1c004:017	29	@	-	seurakunnassa
1c004:017	27	%case	LOC	
1c004:017	-	(,)	-	,␣
1c004:017	30a	@	-	opetan
1c004:017	30b	.	-	.␣
1c004:018	1c004:018	1c004:018	VERSE	1Kr␣4:18␣
1c004:018	9a	@	-	Muutamat␣
1c004:018	9a	(@)	-	teistä␣
1c004:018	(4)	-	UNTRANSLATED	
1c004:018	8	(@)	-	ovat␣
1c004:018	8	@	-	paisuneet␣
1c004:018	8	@	-	pöyhkeiksi
1c004:018	-	(,)	-	,␣
1c004:018	1	@	-	aivan␣
1c004:018	1	@	-	niinkuin␣
1c004:018	5	@	-	minä␣
1c004:018	2	@	-	en␣
1c004:018	3	@	-	tulisikaan␣
1c004:018	7	@	-	teidän␣
1c004:018	6	@	-	tykönne
1c004:018	9b	.	-	.␣
1c004:019	1c004:019	1c004:019	VERSE	1Kr␣4:19␣
1c004:019	2	@	-	Mutta␣
1c004:019	1	(@)	-	minä␣
1c004:019	1	@	-	tulen␣
1c004:019	3	@	-	pian␣
1c004:019	5	@	-	teidän␣
1c004:019	4	@	-	tykönne
1c004:019	-	(,)	-	,␣
1c004:019	6	@	-	jos␣
1c004:019	(7) 8	@	-	Herra␣
1c004:019	9a	@	-	tahtoo
1c004:019	9b	,	-	,␣
1c004:019	10	@	-	ja␣
1c004:019	-	(@)	-	silloin␣
1c004:019	11	(@)	-	minä␣
1c004:019	11	@	-	otan␣
1c004:019	11	@	-	selon
1c004:019	-	(,)	-	,␣
1c004:019	12	@	-	en␣
1c004:019	15	@	-	noiden␣
1c004:019	16	@	-	pöyhkeiden␣
1c004:019	(13) 14	@	-	sanoista
1c004:019	-	(,)	-	,␣
1c004:019	17	@	-	vaan␣
1c004:019	(18) 19a	@	-	voimasta
1c004:019	19b	.	-	.␣
1c004:020	1c004:020	1c004:020	VERSE	1Kr␣4:20␣
1c004:020	2	@	-	Sillä␣
1c004:020	(7) 8	@	-	Jumalan␣
1c004:020	(5) 6	@	-	valtakunta␣
1c004:020	1	@	-	ei␣
1c004:020	-	(@)	-	ole␣
1c004:020	4	@	-	sanoissa
1c004:020	3	%case	LOC	
1c004:020	-	(,)	-	,␣
1c004:020	9	@	-	vaan␣
1c004:020	11a	@	-	voimassa
1c004:020	10	%case	LOC	
1c004:020	11b	.	-	.␣
1c004:021	1c004:021	1c004:021	VERSE	1Kr␣4:21␣
1c004:021	1	@	-	Kummanko␣
1c004:021	2a	@	-	tahdotte
1c004:021	-	(?)	-	?␣
1c004:021	5	@	-	Tulenko␣
1c004:021	7	@	-	luoksenne␣
1c004:021	6	%case	?	
1c004:021	4	@	-	vitsa␣
1c004:021	pro%3	@	-	kädessä␣
1c004:021	8	@	-	vaiko␣
1c004:021	10	@	-	rakkaudessa␣
1c004:021	9	%case	LOC	
1c004:021	12	@	-	ja␣
1c004:021	13a	@	-	sävyisyyden␣
1c004:021	11	@	-	hengessä
1c004:021	9	%case	LOC	
1c004:021	-	(?)	-	?␣
1c005:001	1c005:001	1c005:001	VERSE	1Kr␣5:1␣
1c005:001	1	@	-	Yleensä␣
1c005:001	2	@	-	kuuluu
1c005:001	-	(,)	-	,␣
1c005:001	-	(@)	-	että␣
1c005:001	4	@	-	teidän␣
1c005:001	3	@	-	keskuudessanne␣
1c005:001	-	(@)	-	harjoitetaan␣
1c005:001	5a	@	-	haureutta
1c005:001	5b	,	-	,␣
1c005:001	6	@	-	jopa␣
1c005:001	7	@	-	semmoista␣
1c005:001	8	@	-	haureutta
1c005:001	-	(,)	-	,␣
1c005:001	9	@	-	jota␣
1c005:001	10	@	-	ei␣
1c005:001	-	(@)	-	ole␣
1c005:001	(12) 13a	@	-	pakanainkaan␣
1c005:001	11	@	-	keskuudessa
1c005:001	13b	,	-	,␣
1c005:001	14	@	-	että␣
1c005:001	16	@	-	eräskin␣
1c005:001	19a	@	-	pitää␣
1c005:001	(17) 18	@	-	isänsä␣
1c005:001	15	@	-	vaimoa
1c005:001	19b	.	-	.␣
1c005:002	1c005:002	1c005:002	VERSE	1Kr␣5:2␣
1c005:002	1	@	-	Ja␣
1c005:002	2	@	-	te␣
1c005:002	4	@	-	olette␣
1c005:002	3	@	-	paisuneet␣
1c005:002	3	@	-	pöyhkeiksi
1c005:002	-	(!)	-	!␣
1c005:002	6	@	-	Eikö␣
1c005:002	5	%clitic	kO	
1c005:002	8a	(@)	-	teidän␣
1c005:002	7	@	-	pikemminkin␣
1c005:002	8a	(@)	-	olisi␣
1c005:002	8a	(@)	-	pitänyt␣
1c005:002	8a	@	-	tulla␣
1c005:002	8a	@	-	murheellisiksi
1c005:002	8b	,	-	,␣
1c005:002	9	@	-	että␣
1c005:002	14	@	-	se
1c005:002	-	(,)	-	,␣
1c005:002	14	@	-	joka␣
1c005:002	18a	(@)	-	on␣
1c005:002	17	@	-	tuommoisen␣
1c005:002	(15) 16	@	-	teon␣
1c005:002	18a	@	-	tehnyt
1c005:002	-	(,)	-	,␣
1c005:002	10	@	-	poistettaisiin␣
1c005:002	13	@	-	teidän␣
1c005:002	12	@	-	keskuudestanne
1c005:002	11	%case	LOC	
1c005:002	-	(?)	-	?␣
1c005:003	1c005:003	1c005:003	VERSE	1Kr␣5:3␣
1c005:003	3a	@	-	Sillä␣
1c005:003	1	@	-	minä
1c005:003	-	(,)	-	,␣
1c005:003	4	(@)	-	joka␣
1c005:003	2	@	-	tosin␣
1c005:003	(5) 6	@	-	ruumiillisesti␣
1c005:003	4	@	-	olen␣
1c005:003	4	@	-	poissa
1c005:003	-	(,)	-	,␣
1c005:003	8	@	-	mutta␣
1c005:003	10a (9)	@	-	hengessä␣
1c005:003	8	@	-	kuitenkin␣
1c005:003	7	@	-	läsnä
1c005:003	10b	,	-	,␣
1c005:003	12	(@)	-	olen␣
1c005:003	11	@	-	jo
1c005:003	-	(,)	-	,␣
1c005:003	13	@	-	niinkuin␣
1c005:003	14	@	-	läsnäollen
1c005:003	-	(,)	-	,␣
1c005:003	12	(@)	-	puolestani␣
1c005:003	12	@	-	päättänyt
1c005:003	-	(,)	-	,␣
1c005:003	-	(@)	-	että␣
1c005:003	15	@	-	se
1c005:003	-	(,)	-	,␣
1c005:003	15	(@)	-	joka␣
1c005:003	16	@	-	tuommoisen␣
1c005:003	pro%17	@	-	teon␣
1c005:003	18a	(@)	-	on␣
1c005:003	18a	@	-	tehnyt
1c005:003	18b	,	-	,␣
1c005:003	-	(@)	-	on␣
1c005:004	1c005:004	1c005:004	VERSE	1Kr␣5:4␣
1c005:004	-	(-)	-	-␣
1c005:004	8	(@)	-	sittenkuin␣
1c005:004	8	(@)	-	olemme
1c005:004	-	(,)	-	,␣
1c005:004	9	@	-	te␣
1c005:004	10	@	-	ja␣
1c005:004	12	@	-	minun␣
1c005:004	(11) 13	@	-	henkeni␣
1c005:004	14	@	-	ynnä␣
1c005:004	(6a)	-	UNTRANSLATED	
1c005:004	19	@	-	meidän␣
1c005:004	(17) 18	@	-	Herramme␣
1c005:004	20a	@	-	Jeesuksen␣
1c005:004	(15) 16	@	-	voima
1c005:004	-	(,)	-	,␣
1c005:004	8	@	-	tulleet␣
1c005:004	8	@	-	yhteen␣
1c005:004	-	(-)	-	-␣
1c005:005	1c005:005	1c005:005	VERSE	1Kr␣5:5␣
1c005:005	(4/4) 5a/4	@	-	Herran␣
1c005:005	7/4	@	-	Jeesuksen␣
1c005:005	(2/4) 3/4	@	-	nimessä␣
1c005:005	1/4	%case	LOC	
1c005:005	1	@	-	hyljättävä␣
1c005:005	(2) (3)	-	UNTRANSLATED	
1c005:005	(4) 5	@	-	saatanan␣
1c005:005	1	@	-	haltuun␣
1c005:005	(8) 9a	@	-	lihan␣
1c005:005	7	@	-	turmioksi
1c005:005	6	%case	TRA	
1c005:005	9b	,	-	,␣
1c005:005	10	@	-	että␣
1c005:005	-	(@)	-	hänen␣
1c005:005	(11) 12	@	-	henkensä␣
1c005:005	13	@	-	pelastuisi␣
1c005:005	(17) 18a	@	-	Herran␣
1c005:005	(15) 16	@	-	päivänä
1c005:005	14	%case	ESS	
1c005:005	18b	.	-	.␣
1c005:006	1c005:006	1c005:006	VERSE	1Kr␣5:6␣
1c005:006	1	@	-	Ei␣
1c005:006	-	(@)	-	ole␣
1c005:006	2	@	-	hyvä
1c005:006	-	(,)	-	,␣
1c005:006	-	(@)	-	että␣
1c005:006	(3) 4	@	-	kerskaatte
1c005:006	5a	%pers	2P	
1c005:006	5b	.	-	.␣
1c005:006	6	@	-	Ettekö␣
1c005:006	7	@	-	tiedä
1c005:006	-	(,)	-	,␣
1c005:006	8	@	-	että␣
1c005:006	9	@	-	vähäinen␣
1c005:006	10	@	-	hapatus␣
1c005:006	14a	@	-	hapattaa␣
1c005:006	11	@	-	koko␣
1c005:006	(12) 13	@	-	taikinan
1c005:006	-	(?)	-	?␣
1c005:007	1c005:007	1c005:007	VERSE	1Kr␣5:7␣
1c005:007	1	@	-	Peratkaa␣
1c005:007	1	@	-	pois␣
1c005:007	3	@	-	vanha␣
1c005:007	(2) 4a	@	-	hapatus
1c005:007	4b	,	-	,␣
1c005:007	5	@	-	että␣
1c005:007	6	(@)	-	teistä␣
1c005:007	6	@	-	tulisi␣
1c005:007	7	@	-	uusi␣
1c005:007	8a	@	-	taikina
1c005:007	8b	,	-	,␣
1c005:007	9	@	-	niinkuin␣
1c005:007	10	(@)	-	te␣
1c005:007	10	@	-	olettekin␣
1c005:007	11a	@	-	happamattomat
1c005:007	11b	;	-	;␣
1c005:007	13	@	-	sillä␣
1c005:007	17	(@)	-	onhan␣
1c005:007	12	%clitic	hAn	
1c005:007	16	@	-	meidän␣
1c005:007	(14) 15	@	-	pääsiäislampaamme
1c005:007	-	(,)	-	,␣
1c005:007	18a	@	-	Kristus
1c005:007	-	(,)	-	,␣
1c005:007	17	@	-	teurastettu
1c005:007	18b	.	-	.␣
1c005:008	1c005:008	1c005:008	VERSE	1Kr␣5:8␣
1c005:008	2	@	-	Viettäkäämme␣
1c005:008	1	@	-	siis␣
1c005:008	2	@	-	juhlaa
1c005:008	-	(,)	-	,␣
1c005:008	3	@	-	ei␣
1c005:008	6	@	-	vanhassa␣
1c005:008	5	@	-	hapatuksessa␣
1c005:008	4	%case	LOC	
1c005:008	7	@	-	eikä␣
1c005:008	10	@	-	ilkeyden␣
1c005:008	11	@	-	ja␣
1c005:008	12	@	-	pahuuden␣
1c005:008	9	@	-	hapatuksessa
1c005:008	8	%case	LOC	
1c005:008	-	(,)	-	,␣
1c005:008	13	@	-	vaan␣
1c005:008	16	@	-	puhtauden␣
1c005:008	17	@	-	ja␣
1c005:008	18a	@	-	totuuden␣
1c005:008	15	@	-	happamattomuudessa
1c005:008	14	%case	LOC	
1c005:008	18b	.	-	.␣
1c005:009	1c005:009	1c005:009	VERSE	1Kr␣5:9␣
1c005:009	1	(@)	-	Minä␣
1c005:009	1	@	-	kirjoitin␣
1c005:009	2	@	-	teille␣
1c005:009	(4) 5	@	-	kirjeessäni
1c005:009	3	%case	LOC	
1c005:009	-	(,)	-	,␣
1c005:009	6	@	-	ettette␣
1c005:009	7	@	-	seurustelisi␣
1c005:009	8a	@	-	huorintekijäin␣
1c005:009	case%8a	@	-	kanssa
1c005:009	8b	;	-	;␣
1c005:010	1c005:010	1c005:010	VERSE	1Kr␣5:10␣
1c005:010	1	@	-	en␣
1c005:010	-	(@)	-	tarkoittanut␣
1c005:010	2	@	-	yleensä␣
1c005:010	7	@	-	tämän␣
1c005:010	(5) 6	@	-	maailman␣
1c005:010	(3) 4	@	-	huorintekijöitä␣
1c005:010	8	@	-	tai␣
1c005:010	10 (9)	@	-	ahneita␣
1c005:010	11	@	-	tai␣
1c005:010	12	@	-	anastajia␣
1c005:010	13	@	-	tai␣
1c005:010	14a	@	-	epäjumalanpalvelijoita
1c005:010	14b	,	-	,␣
1c005:010	15	@	-	sillä␣
1c005:010	17	@	-	silloinhan␣
1c005:010	16	(@)	-	teidän␣
1c005:010	16	@	-	täytyisi␣
1c005:010	21a	@	-	lähteä␣
1c005:010	21a	@	-	pois␣
1c005:010	(19) 20	@	-	maailmasta
1c005:010	18	%case	LOC	
1c005:010	21b	.	-	.␣
1c005:011	1c005:011	1c005:011	VERSE	1Kr␣5:11␣
1c005:011	1	@	-	Vaan␣
1c005:011	(2)	-	UNTRANSLATED	
1c005:011	3	(@)	-	minä␣
1c005:011	3	@	-	kirjoitin␣
1c005:011	4	@	-	teille
1c005:011	-	(,)	-	,␣
1c005:011	5	(@)	-	että␣
1c005:011	7	@	-	jos␣
1c005:011	8	@	-	joku
1c005:011	-	(,)	-	,␣
1c005:011	8	@	-	jota␣
1c005:011	10	@	-	kutsutaan␣
1c005:011	9	@	-	veljeksi
1c005:011	-	(,)	-	,␣
1c005:011	11	@	-	on␣
1c005:011	12	@	-	huorintekijä␣
1c005:011	13	@	-	tai␣
1c005:011	14	@	-	ahne␣
1c005:011	15	@	-	tai␣
1c005:011	16	@	-	epäjumalanpalvelija␣
1c005:011	17	@	-	tai␣
1c005:011	18	@	-	pilkkaaja␣
1c005:011	19	@	-	tai␣
1c005:011	20	@	-	juomari␣
1c005:011	21	@	-	tai␣
1c005:011	22a	@	-	anastaja
1c005:011	-	(,)	-	,␣
1c005:011	6	(@)	-	te␣
1c005:011	5	@	-	ette␣
1c005:011	6	@	-	seurustelisi␣
1c005:011	25	@	-	ettekä␣
1c005:011	26a	@	-	söisikään␣
1c005:011	(23) 24	@	-	semmoisen␣
1c005:011	26a	@	-	kanssa
1c005:011	26b	.	-	.␣
1c005:012	1c005:012	1c005:012	VERSE	1Kr␣5:12␣
1c005:012	2	@	-	Sillä␣
1c005:012	1	@	-	onko␣
1c005:012	3	@	-	minun␣
1c005:012	1	@	-	asiani␣
1c005:012	6a	@	-	tuomita␣
1c005:012	4	@	-	niitä
1c005:012	-	(,)	-	,␣
1c005:012	4	@	-	jotka␣
1c005:012	-	(@)	-	ovat␣
1c005:012	5	@	-	ulkopuolella
1c005:012	-	(?)	-	?␣
1c005:012	7	@	-	Ettekö␣
1c005:012	10	@	-	tekin␣
1c005:012	11a	@	-	tuomitse␣
1c005:012	7	(@)	-	vain␣
1c005:012	8	@	-	niitä
1c005:012	-	(,)	-	,␣
1c005:012	8	@	-	jotka␣
1c005:012	9	(@)	-	ovat␣
1c005:012	9	@	-	sisäpuolella
1c005:012	-	(?)	-	?␣
1c005:013	1c005:013	1c005:013	VERSE	1Kr␣5:13␣
1c005:013	2	@	-	Mutta␣
1c005:013	(1) 3	@	-	ulkopuolella␣
1c005:013	(1) 3	@	-	olevat␣
1c005:013	6a	@	-	tuomitsee␣
1c005:013	(4) 5	@	-	Jumala
1c005:013	6b	.	-	.␣
1c005:013	6b	@	-	"
1c005:013	7	@	-	Poistakaa␣
1c005:013	10	@	-	keskuudestanne␣
1c005:013	11 12	%inflection	POST.-2	
1c005:013	8	@	-	se
1c005:013	-	(,)	-	,␣
1c005:013	-	(@)	-	joka␣
1c005:013	-	(@)	-	on␣
1c005:013	9	@	-	paha
1c005:013	13b	.	-	.
1c005:013	-	(@)	-	"␣
1c006:001	1c006:001	1c006:001	VERSE	1Kr␣6:1␣
1c006:001	1	(@)	-	Kuinka␣
1c006:001	1	@	-	rohkenee␣
1c006:001	2	@	-	kukaan␣
1c006:001	3	@	-	teistä
1c006:001	-	(,)	-	,␣
1c006:001	5	(@)	-	jolla␣
1c006:001	5	@	-	on␣
1c006:001	4	@	-	riita-asia␣
1c006:001	(7) 8	@	-	toisen␣
1c006:001	6	@	-	kanssa
1c006:001	-	(,)	-	,␣
1c006:001	9	@	-	käydä␣
1c006:001	9	@	-	oikeutta␣
1c006:001	(11) 12	@	-	vääräin␣
1c006:001	10	@	-	edessä
1c006:001	-	(?)	-	?␣
1c006:001	13 14	@	-	Miksei␣
1c006:001	(16) 17a	@	-	pyhien␣
1c006:001	15	@	-	edessä
1c006:001	-	(?)	-	?␣
1c006:002	1c006:002	1c006:002	VERSE	1Kr␣6:2␣
1c006:002	1	@	-	Vai␣
1c006:002	2	@	-	ettekö␣
1c006:002	3	@	-	tiedä
1c006:002	-	(,)	-	,␣
1c006:002	4	@	-	että␣
1c006:002	(5) 6	@	-	pyhät␣
1c006:002	9a	(@)	-	tulevat␣
1c006:002	(7) 8	@	-	maailman␣
1c006:002	9a	@	-	tuomitsemaan
1c006:002	-	(?)	-	?␣
1c006:002	10	@	-	Ja␣
1c006:002	11	@	-	jos␣
1c006:002	13	@	-	te␣
1c006:002	12	%case	NOM	
1c006:002	14	@	-	tuomitsette␣
1c006:002	(15) 16a	@	-	maailman
1c006:002	16b	,	-	,␣
1c006:002	-	(@)	-	niin␣
1c006:002	17	@	-	ettekö␣
1c006:002	17	@	-	kelpaa␣
1c006:002	18	%case	?	
1c006:002	19	@	-	ratkaisemaan␣
1c006:002	20a	(@)	-	aivan␣
1c006:002	20a	@	-	vähäpätöisiä␣
1c006:002	20a	@	-	asioita
1c006:002	-	(?)	-	?␣
1c006:003	1c006:003	1c006:003	VERSE	1Kr␣6:3␣
1c006:003	1	@	-	Ettekö␣
1c006:003	2	@	-	tiedä
1c006:003	-	(,)	-	,␣
1c006:003	3	@	-	että␣
1c006:003	5a	(@)	-	me␣
1c006:003	5a	(@)	-	tulemme␣
1c006:003	5a	@	-	tuomitsemaan␣
1c006:003	4	@	-	enkeleitä
1c006:003	5b	,	-	,␣
1c006:003	6	@	-	emmekö␣
1c006:003	7	@	-	sitten␣
1c006:003	8a	@	-	maallisia␣
1c006:003	8a	@	-	asioita
1c006:003	-	(?)	-	?␣
1c006:004	1c006:004	1c006:004	VERSE	1Kr␣6:4␣
1c006:004	5	@	-	Jos␣
1c006:004	6a	(@)	-	teillä␣
1c006:004	2 3	@	-	siis␣
1c006:004	6a	@	-	on␣
1c006:004	1	@	-	maallisia␣
1c006:004	1	@	-	asioita␣
1c006:004	4	@	-	ratkaistavina
1c006:004	6b	,	-	,␣
1c006:004	12	@	-	nekö␣
1c006:004	14a	(@)	-	te␣
1c006:004	14a	@	-	asetatte␣
1c006:004	14a	@	-	tuomareiksi
1c006:004	-	(,)	-	,␣
1c006:004	7	@	-	jotka␣
1c006:004	-	(@)	-	ovat␣
1c006:004	8	@	-	halveksittuja␣
1c006:004	(10) 11a	@	-	seurakunnassa
1c006:004	9	%case	LOC	
1c006:004	14b	?	-	?␣
1c006:005	1c006:005	1c006:005	VERSE	1Kr␣6:5␣
1c006:005	3	@	-	Teidän␣
1c006:005	2	@	-	häpeäksenne␣
1c006:005	1	%case	TRA	
1c006:005	4a	(@)	-	minä␣
1c006:005	-	(@)	-	tämän␣
1c006:005	4a	@	-	sanon
1c006:005	4b	.	-	.␣
1c006:005	6	@	-	Eikö␣
1c006:005	9	@	-	teidän␣
1c006:005	8	@	-	joukossanne␣
1c006:005	5	@	-	sitten␣
1c006:005	7	@	-	ole␣
1c006:005	10	@	-	yhtäkään␣
1c006:005	11a	@	-	viisasta
1c006:005	11b	,	-	,␣
1c006:005	12	@	-	joka␣
1c006:005	13	@	-	voisi␣
1c006:005	14	@	-	ratkaista␣
1c006:005	(17) 18	@	-	veljien␣
1c006:005	16	@	-	välin
1c006:005	15	%case	GEN	
1c006:005	(19a)	-	UNTRANSLATED	
1c006:005	-	(?)	-	?␣
1c006:006	1c006:006	1c006:006	VERSE	1Kr␣6:6␣
1c006:006	1	@	-	Vaan␣
1c006:006	2	@	-	veli␣
1c006:006	5	@	-	käy␣
1c006:006	5	@	-	oikeutta␣
1c006:006	4	@	-	veljen␣
1c006:006	3	@	-	kanssa
1c006:006	-	(,)	-	,␣
1c006:006	7	@	-	vieläpä␣
1c006:006	6	%clitic	pA	
1c006:006	9a	@	-	uskottomain␣
1c006:006	8	@	-	edessä
1c006:006	-	(!)	-	!␣
1c006:007	1c006:007	1c006:007	VERSE	1Kr␣6:7␣
1c006:007	6	@	-	Teille␣
1c006:007	(2a) (3a)	-	UNTRANSLATED	
1c006:007	7	@	-	on␣
1c006:007	1	@	-	jo␣
1c006:007	4	@	-	yleensä␣
1c006:007	5	@	-	vaurioksi
1c006:007	-	(,)	-	,␣
1c006:007	8	@	-	että␣
1c006:007	10 11	@	-	käräjöitte␣
1c006:007	13a	@	-	keskenänne
1c006:007	12	%case	?	
1c006:007	13b	.	-	.␣
1c006:007	14 15	@	-	Miksi␣
1c006:007	16	@	-	ette␣
1c006:007	17	@	-	ennemmin␣
1c006:007	tasp%18a	@	-	salli␣
1c006:007	18a	@	-	tehdä␣
1c006:007	18a	@	-	vääryyttä␣
1c006:007	18a	@	-	itsellenne
1c006:007	-	(?)	-	?␣
1c006:007	19 20	@	-	Miksi␣
1c006:007	21	@	-	ette␣
1c006:007	22	@	-	ennemmin␣
1c006:007	23a	(@)	-	anna␣
1c006:007	23a	@	-	riistää␣
1c006:007	23a	(@)	-	omaanne
1c006:007	-	(?)	-	?␣
1c006:008	1c006:008	1c006:008	VERSE	1Kr␣6:8␣
1c006:008	1	@	-	Sen␣
1c006:008	1	@	-	sijaan␣
1c006:008	2	@	-	te␣
1c006:008	2	@	-	itse␣
1c006:008	3	@	-	teette␣
1c006:008	3	@	-	vääryyttä␣
1c006:008	4	@	-	ja␣
1c006:008	5a	@	-	riistätte␣
1c006:008	-	(@)	-	toisen␣
1c006:008	-	(@)	-	omaa
1c006:008	5b	,	-	,␣
1c006:008	7	@	-	vieläpä␣
1c006:008	6	%clitic	pA	
1c006:008	8a	@	-	veljien
1c006:008	8b	.	-	.␣
1c006:009	1c006:009	1c006:009	VERSE	1Kr␣6:9␣
1c006:009	1	@	-	Vai␣
1c006:009	2	@	-	ettekö␣
1c006:009	3	@	-	tiedä
1c006:009	-	(,)	-	,␣
1c006:009	4 8	@	-	etteivät␣
1c006:009	5	@	-	väärät␣
1c006:009	tasp%9a	@	-	saa␣
1c006:009	9a	@	-	periä␣
1c006:009	6	@	-	Jumalan␣
1c006:009	7	@	-	valtakuntaa
1c006:009	-	(?)	-	?␣
1c006:009	10	@	-	Älkää␣
1c006:009	11a	@	-	eksykö
1c006:009	11b	.	-	.␣
1c006:009	12	@	-	Eivät␣
1c006:009	13	@	-	huorintekijät
1c006:009	-	(,)	-	,␣
1c006:009	14	@	-	ei␣
1c006:009	15	@	-	epäjumalanpalvelijat
1c006:009	-	(,)	-	,␣
1c006:009	16	@	-	ei␣
1c006:009	17	@	-	avionrikkojat
1c006:009	-	(,)	-	,␣
1c006:009	18	@	-	ei␣
1c006:009	19	@	-	hekumoitsijat␣
1c006:009	20	@	-	eikä␣
1c006:009	21	@	-	miehimykset
1c006:009	-	(,)	-	,␣
1c006:010	1c006:010	1c006:010	VERSE	1Kr␣6:10␣
1c006:010	1	@	-	eivät␣
1c006:010	2	@	-	varkaat
1c006:010	-	(,)	-	,␣
1c006:010	3	@	-	ei␣
1c006:010	4a	@	-	ahneet
1c006:010	4b	,	-	,␣
1c006:010	5	@	-	ei␣
1c006:010	6a	@	-	juomarit
1c006:010	6b	,	-	,␣
1c006:010	7	@	-	ei␣
1c006:010	8a	@	-	pilkkaajat␣
1c006:010	9	@	-	eivätkä␣
1c006:010	10	@	-	anastajat␣
1c006:010	tasp%13a	@	-	saa␣
1c006:010	13a	@	-	periä␣
1c006:010	12	@	-	Jumalan␣
1c006:010	11	@	-	valtakuntaa
1c006:010	13b	.	-	.␣
1c006:011	1c006:011	1c006:011	VERSE	1Kr␣6:11␣
1c006:011	1	@	-	Ja␣
1c006:011	2	@	-	tuommoisia␣
1c006:011	4a	(@)	-	te␣
1c006:011	4a	@	-	olitte
1c006:011	-	(,)	-	,␣
1c006:011	3	(@)	-	jotkut␣
1c006:011	3	@	-	teistä
1c006:011	4b	;	-	;␣
1c006:011	5	@	-	mutta␣
1c006:011	6a	(@)	-	te␣
1c006:011	6a	(@)	-	olette␣
1c006:011	6a	@	-	vastaanottaneet␣
1c006:011	6a	@	-	peson
1c006:011	-	(,)	-	,␣
1c006:011	(7)	-	UNTRANSLATED	
1c006:011	8a	(@)	-	te␣
1c006:011	8a	(@)	-	olette␣
1c006:011	8a	@	-	pyhitetyt
1c006:011	-	(,)	-	,␣
1c006:011	(9)	-	UNTRANSLATED	
1c006:011	10	(@)	-	te␣
1c006:011	10	(@)	-	olette␣
1c006:011	10	@	-	vanhurskautetut␣
1c006:011	24a	@	-	meidän␣
1c006:011	(14) 15	@	-	Herramme␣
1c006:011	16	@	-	Jeesuksen␣
1c006:011	17	@	-	Kristuksen␣
1c006:011	(12) 13	@	-	nimessä␣
1c006:011	11	%case	LOC	
1c006:011	18	@	-	ja␣
1c006:011	24a	@	-	meidän␣
1c006:011	(22) 23	@	-	Jumalamme␣
1c006:011	(20) 21	@	-	Hengessä
1c006:011	19	%case	LOC	
1c006:011	24b	.	-	.␣
1c006:012	1c006:012	1c006:012	VERSE	1Kr␣6:12␣
1c006:012	1	@	-	Kaikki␣
1c006:012	3	@	-	on␣
1c006:012	2	@	-	minulle␣
1c006:012	3	@	-	luvallista
1c006:012	-	(,)	-	,␣
1c006:012	4	@	-	mutta␣
1c006:012	5	@	-	ei␣
1c006:012	6	@	-	kaikki␣
1c006:012	7a	@	-	ole␣
1c006:012	7a	@	-	hyödyksi
1c006:012	7b	;	-	;␣
1c006:012	8	@	-	kaikki␣
1c006:012	10	@	-	on␣
1c006:012	9	@	-	minulle␣
1c006:012	10	@	-	luvallista
1c006:012	-	(,)	-	,␣
1c006:012	11	@	-	mutta␣
1c006:012	13	@	-	minä␣
1c006:012	12	@	-	en␣
1c006:012	tasp%14	@	-	saa␣
1c006:012	14	(@)	-	antaa␣
1c006:012	16a	@	-	minkään␣
1c006:012	15	%case	GEN	
1c006:012	14	(@)	-	itseäni␣
1c006:012	14	@	-	vallita
1c006:012	16b	.	-	.␣
1c006:013	1c006:013	1c006:013	VERSE	1Kr␣6:13␣
1c006:013	(1) 2	@	-	Ruoka␣
1c006:013	-	(@)	-	on␣
1c006:013	(3) 4	@	-	vatsaa␣
1c006:013	case%4	@	-	varten␣
1c006:013	5	@	-	ja␣
1c006:013	(6) 7	@	-	vatsa␣
1c006:013	(8) 9a	@	-	ruokaa␣
1c006:013	case%9a	@	-	varten
1c006:013	9b	;	-	;␣
1c006:013	11	@	-	ja␣
1c006:013	(10) 12	@	-	Jumala␣
1c006:013	17a	(@)	-	on␣
1c006:013	17a	@	-	tekevä␣
1c006:013	17a	@	-	lopun␣
1c006:013	13	@	-	niin␣
1c006:013	14	@	-	toisesta␣
1c006:013	15	@	-	kuin␣
1c006:013	16	@	-	toisestakin
1c006:013	17b	.	-	.␣
1c006:013	19	@	-	Mutta␣
1c006:013	(18) 20	@	-	ruumis␣
1c006:013	21	@	-	ei␣
1c006:013	-	(@)	-	ole␣
1c006:013	(22) 23	@	-	haureutta␣
1c006:013	case%23	@	-	varten
1c006:013	-	(,)	-	,␣
1c006:013	24	@	-	vaan␣
1c006:013	(25) 26a	@	-	Herraa␣
1c006:013	case%26a	@	-	varten
1c006:013	26b	,	-	,␣
1c006:013	27	@	-	ja␣
1c006:013	(28) 29	@	-	Herra␣
1c006:013	(30) 31a	@	-	ruumista␣
1c006:013	case%31a	@	-	varten
1c006:013	31b	;	-	;␣
1c006:014	1c006:014	1c006:014	VERSE	1Kr␣6:14␣
1c006:014	2	@	-	ja␣
1c006:014	(1) 3	@	-	Jumala
