lk001:001	lk001:001	lk001:001	VERSE	Lk␣1:1␣
lk007:017	(14) 15a	@	-	oleviin␣
lk007:017	(14) 15a	@	-	seutuihin
lk007:017	15b	.	-	.␣
lk007:018	lk007:018	lk007:018	VERSE	Lk␣7:18␣
lk007:018	1	@	-	Ja␣
lk007:018	3	@	-	Johannekselle␣
lk007:018	2	@	-	kertoivat␣
lk007:018	6	@	-	hänen␣
lk007:018	(4) 5	@	-	opetuslapsensa␣
lk007:018	9a	@	-	tästä␣
lk007:018	8	@	-	kaikesta
lk007:018	7	%case	LOC	
lk007:018	-	(.)	-	.␣
lk007:019	lk007:019	lk007:019	VERSE	Lk␣7:19␣
lk007:019	10/018	@	-	Niin␣
lk007:019	(17/018) 18/018	@	-	Johannes␣
lk007:019	11/018	@	-	kutsui␣
lk007:019	11/018	@	-	luoksensa␣
lk007:019	(14/018) 15/018	@	-	opetuslapsistaan␣
lk007:019	16/018	%pers	3	
lk007:019	(13/018)	-	UNTRANSLATED	
lk007:019	12/018	@	-	kaksi␣
lk007:019	-	(@)	-	ja␣
lk007:019	1	@	-	lähetti␣
lk007:019	-	(@)	-	heidät␣
lk007:019	(3) 4	@	-	Herran␣
lk007:019	2	@	-	tykö␣
lk007:019	5a	@	-	kysymään
lk007:019	-	(:)	-	:␣
lk007:019	-	(@)	-	"
lk007:019	7	@	-	Oletko␣
lk007:019	6	@	-	sinä␣
lk007:019	8	@	-	se␣
lk007:019	9	@	-	tuleva
lk007:019	-	(,)	-	,␣
lk007:019	10	@	-	vai␣
lk007:019	12a	(@)	-	pitääkö␣
lk007:019	12a	(@)	-	meidän␣
lk007:019	11	@	-	toista␣
lk007:019	12a	@	-	odottaman
lk007:019	-	(?)	-	?
lk007:019	-	(@)	-	"␣
lk007:020	lk007:020	lk007:020	VERSE	Lk␣7:20␣
lk007:020	(5) 6	@	-	Miehet␣
lk007:020	(2)	-	UNTRANSLATED	
lk007:020	1	@	-	saapuivat␣
lk007:020	4	@	-	hänen␣
lk007:020	3	@	-	tykönsä␣
lk007:020	-	(@)	-	ja␣
lk007:020	7a	@	-	sanoivat
lk007:020	7b	:	-	:␣
lk007:020	7b	@	-	"
lk007:020	8	@	-	Johannes␣
lk007:020	10 (9)	@	-	Kastaja␣
lk007:020	11	(@)	-	on␣
lk007:020	11	@	-	lähettänyt␣
lk007:020	12	@	-	meidät␣
lk007:020	14	@	-	sinun␣
lk007:020	13	@	-	tykösi␣
lk007:020	-	(@)	-	ja␣
lk007:020	15a	@	-	kysyy
lk007:020	15b	:	-	:␣
lk007:020	15b	@	-	'
lk007:020	17	@	-	Oletko␣
lk007:020	16	@	-	sinä␣
lk007:020	18	@	-	se␣
lk007:020	19	@	-	tuleva
lk007:020	-	(,)	-	,␣
lk007:020	20	@	-	vai␣
lk007:020	22a	(@)	-	pitääkö␣
lk007:020	22a	(@)	-	meidän␣
lk007:020	21	@	-	toista␣
lk007:020	22a	@	-	odottaman
lk007:020	-	(?)	-	?
lk007:020	22b	@	-	'
lk007:020	22b	@	-	"␣
lk007:021	lk007:021	lk007:021	VERSE	Lk␣7:21␣
lk007:021	2	@	-	Sillä␣
lk007:021	(3) 4	@	-	hetkellä␣
lk007:021	1	%case	LOC	
lk007:021	5	(@)	-	hän␣
lk007:021	-	(@)	-	juuri␣
lk007:021	5	@	-	paransi␣
lk007:021	6	@	-	useita␣
lk007:021	8	@	-	taudeista␣
lk007:021	7	%case	LOC	
lk007:021	9	@	-	ja␣
lk007:021	10	@	-	vitsauksista␣
lk007:021	11	@	-	ja␣
lk007:021	13	@	-	pahoista␣
lk007:021	12	@	-	hengistä
lk007:021	-	(,)	-	,␣
lk007:021	14	@	-	ja␣
lk007:021	16	@	-	monelle␣
lk007:021	15	@	-	sokealle␣
lk007:021	17	(@)	-	hän␣
lk007:021	17	@	-	antoi␣
lk007:021	18a	@	-	näön
lk007:021	18b	.	-	.␣
lk007:022	lk007:022	lk007:022	VERSE	Lk␣7:22␣
lk007:022	1	@	-	Niin␣
lk007:022	2	(@)	-	hän␣
lk007:022	2	@	-	vastasi␣
lk007:022	-	(@)	-	ja␣
lk007:022	3	@	-	sanoi␣
lk007:022	4a	@	-	heille
lk007:022	-	(:)	-	:␣
lk007:022	-	(@)	-	"
lk007:022	5	@	-	Menkää␣
lk007:022	-	(@)	-	ja␣
lk007:022	6	@	-	kertokaa␣
lk007:022	7	@	-	Johannekselle
lk007:022	-	(,)	-	,␣
lk007:022	8	@	-	mitä␣
lk007:022	9	(@)	-	olette␣
lk007:022	9	@	-	nähneet␣
lk007:022	10	@	-	ja␣
lk007:022	11a	@	-	kuulleet
lk007:022	-	(:)	-	:␣
lk007:022	12	@	-	sokeat␣
lk007:022	13a	@	-	saavat␣
lk007:022	13a	@	-	näkönsä
lk007:022	-	(,)	-	,␣
lk007:022	14	@	-	rammat␣
lk007:022	15a	@	-	kävelevät
lk007:022	-	(,)	-	,␣
lk007:022	16	@	-	pitaliset␣
lk007:022	17	@	-	puhdistuvat
lk007:022	-	(,)	-	,␣
lk007:022	(18)	-	UNTRANSLATED	
lk007:022	19	@	-	kuurot␣
lk007:022	20a	@	-	kuulevat
lk007:022	-	(,)	-	,␣
lk007:022	21	@	-	kuolleet␣
lk007:022	22a	@	-	herätetään
lk007:022	-	(,)	-	,␣
lk007:022	23	@	-	köyhille␣
lk007:022	24a	@	-	julistetaan␣
lk007:022	24a	@	-	evankeliumia
lk007:022	24b	.	-	.␣
lk007:023	lk007:023	lk007:023	VERSE	Lk␣7:23␣
lk007:023	1	@	-	Ja␣
lk007:023	2	@	-	autuas␣
lk007:023	3	@	-	on␣
lk007:023	4	@	-	se
lk007:023	-	(,)	-	,␣
lk007:023	4	@	-	joka␣
lk007:023	6	@	-	ei␣
lk007:023	7	@	-	loukkaannu␣
lk007:023	9a	@	-	minuun
lk007:023	8	%case	LOC	
lk007:023	9b	.	-	.
lk007:023	9b	@	-	"␣
lk007:024	lk007:024	lk007:024	VERSE	Lk␣7:24␣
lk007:024	1	(@)	-	Kun␣
lk007:024	(2)	-	UNTRANSLATED	
lk007:024	5	@	-	Johanneksen␣
lk007:024	(3) 4	@	-	lähettiläät␣
lk007:024	1	(@)	-	olivat␣
lk007:024	1	@	-	menneet
lk007:024	-	(,)	-	,␣
lk007:024	6	@	-	rupesi␣
lk007:024	6	(@)	-	hän␣
lk007:024	7	@	-	puhumaan␣
lk007:024	10 (9)	@	-	kansalle␣
lk007:024	8	%case	LOC	
lk007:024	12a	@	-	Johanneksesta
lk007:024	11	%case	LOC	
lk007:024	12b	:	-	:␣
lk007:024	12b	@	-	"
lk007:024	13	@	-	Mitä␣
lk007:024	14	(@)	-	te␣
lk007:024	14	@	-	lähditte␣
lk007:024	(16) 17	@	-	erämaahan␣
lk007:024	15	%case	LOC	
lk007:024	18a	@	-	katselemaan
lk007:024	-	(?)	-	?␣
lk007:024	19	@	-	Ruokoako
lk007:024	-	(,)	-	,␣
lk007:024	19	(@)	-	jota␣
lk007:024	21	@	-	tuuli␣
lk007:024	20	%case	NOM	
lk007:024	22a	@	-	huojuttaa
lk007:024	-	(?)	-	?␣
lk007:025	lk007:025	lk007:025	VERSE	Lk␣7:25␣
lk007:025	1	@	-	Vai␣
lk007:025	2	@	-	mitä␣
lk007:025	3	@	-	lähditte␣
lk007:025	4a	@	-	katsomaan
lk007:025	-	(?)	-	?␣
lk007:025	5	@	-	Ihmistäkö
lk007:025	-	(,)	-	,␣
lk007:025	7	@	-	hienoihin␣
lk007:025	8	@	-	vaatteisiin␣
lk007:025	6	%case	LOC	
lk007:025	9a	@	-	puettua
lk007:025	-	(?)	-	?␣
lk007:025	10	@	-	Katso
lk007:025	-	(,)	-	,␣
lk007:025	11	@	-	ne␣
lk007:025	11	@	-	jotka␣
lk007:025	14	@	-	koreissa␣
lk007:025	13	@	-	vaatteissa␣
lk007:025	12	%case	LOC	
lk007:025	-	(@)	-	käyvät␣
lk007:025	15	@	-	ja␣
lk007:025	16	@	-	herkullisesti␣
lk007:025	17	@	-	elävät
lk007:025	-	(,)	-	,␣
lk007:025	21a	(@)	-	ne␣
lk007:025	21a	@	-	ovat␣
lk007:025	(19) 20	@	-	kuningasten␣
lk007:025	(19) 20	@	-	linnoissa
lk007:025	18	%case	LOC	
lk007:025	21b	.	-	.␣
lk007:026	lk007:026	lk007:026	VERSE	Lk␣7:26␣
lk007:026	1	@	-	Vai␣
lk007:026	2	@	-	mitä␣
lk007:026	3	@	-	lähditte␣
lk007:026	4a	@	-	katsomaan
lk007:026	-	(?)	-	?␣
lk007:026	5a	@	-	Profeettaako
lk007:026	-	(?)	-	?␣
lk007:026	6	@	-	Totisesti
lk007:026	-	(,)	-	,␣
lk007:026	7	(@)	-	minä␣
lk007:026	7	@	-	sanon␣
lk007:026	8a	@	-	teille
lk007:026	-	(:)	-	:␣
lk007:026	-	(@)	-	hän␣
lk007:026	-	(@)	-	on␣
lk007:026	(9)	-	UNTRANSLATED	
lk007:026	10	@	-	enemmän␣
lk007:026	10	@	-	kuin␣
lk007:026	11a	@	-	profeetta
lk007:026	11b	.	-	.␣
lk007:027	lk007:027	lk007:027	VERSE	Lk␣7:27␣
lk007:027	1	@	-	Tämä␣
lk007:027	2	@	-	on␣
lk007:027	4	@	-	se
lk007:027	-	(,)	-	,␣
lk007:027	4	@	-	josta␣
lk007:027	3	%case	LOC	
lk007:027	5a	(@)	-	on␣
lk007:027	5a	@	-	kirjoitettu
lk007:027	5b	:	-	:␣
lk007:027	5b	@	-	'
lk007:027	6	@	-	Katso
lk007:027	-	(,)	-	,␣
lk007:027	7	(@)	-	minä␣
lk007:027	7	@	-	lähetän␣
lk007:027	(8) 9	@	-	enkelini␣
lk007:027	10	%pers	?	
lk007:027	13a	@	-	sinun␣
lk007:027	12	@	-	edelläsi
lk007:027	11	%case	LOC	
lk007:027	-	(,)	-	,␣
lk007:027	-	(@)	-	ja␣
lk007:027	14	@	-	hän␣
lk007:027	15	(@)	-	on␣
lk007:027	15	@	-	valmistava␣
lk007:027	(16) 17	@	-	tiesi␣
lk007:027	18	%pers	?	
lk007:027	20a	@	-	sinun␣
lk007:027	19	@	-	eteesi
lk007:027	20b	@	-	'
lk007:027	20b	.	-	.␣
lk007:028	lk007:028	lk007:028	VERSE	Lk␣7:28␣
lk007:028	1	(@)	-	Minä␣
lk007:028	1	@	-	sanon␣
lk007:028	2a	@	-	teille
lk007:028	2b	:	-	:␣
lk007:028	8	@	-	ei␣
lk007:028	9a	@	-	ole␣
lk007:028	6	@	-	vaimoista␣
lk007:028	5	@	-	syntyneitten␣
lk007:028	4	@	-	joukossa␣
lk007:028	8	@	-	yhtäkään␣
lk007:028	3	@	-	suurempaa␣
lk007:028	3	@	-	kuin␣
lk007:028	7	@	-	Johannes
lk007:028	-	(;)	-	;␣
lk007:028	11	@	-	mutta␣
lk007:028	(10) 12	@	-	vähäisin␣
lk007:028	(16) 17	@	-	Jumalan␣
lk007:028	(14) 15	@	-	valtakunnassa␣
lk007:028	13	%case	LOC	
lk007:028	20a	@	-	on␣
lk007:028	18	@	-	suurempi␣
lk007:028	18	@	-	kuin␣
lk007:028	19	@	-	hän
lk007:028	20b	.	-	.␣
lk007:029	lk007:029	lk007:029	VERSE	Lk␣7:29␣
lk007:029	1	@	-	Ja␣
lk007:029	2	@	-	kaikki␣
lk007:029	(3) 4	@	-	kansa
lk007:029	-	(,)	-	,␣
lk007:029	5	(@)	-	joka␣
lk007:029	-	(@)	-	häntä␣
lk007:029	5	@	-	kuuli
lk007:029	-	(,)	-	,␣
lk007:029	(7) 8	@	-	publikaanitkin
lk007:029	6	%clitic	kin	
lk007:029	-	(,)	-	,␣
lk007:029	9	@	-	tunnustivat␣
lk007:029	(10) 11	@	-	Jumalan␣
lk007:029	9	@	-	vanhurskaaksi␣
lk007:029	-	(@)	-	ja␣
lk007:029	tasp%12	@	-	antoivat␣
lk007:029	12	@	-	kastaa␣
lk007:029	12	@	-	itsensä␣
lk007:029	15a	@	-	Johanneksen␣
lk007:029	(13) 14	@	-	kasteella
lk007:029	15b	.	-	.␣
lk007:030	lk007:030	lk007:030	VERSE	Lk␣7:30␣
lk007:030	2	@	-	Mutta␣
lk007:030	(1) 3	@	-	fariseukset␣
lk007:030	4	@	-	ja␣
lk007:030	(5) 6	@	-	lainoppineet␣
lk007:030	11	@	-	tekivät␣
lk007:030	11	@	-	turhaksi␣
lk007:030	10 (9)	@	-	Jumalan␣
lk007:030	(7) 8	@	-	aivoituksen␣
lk007:030	13	@	-	heitä␣
lk007:030	12	@	-	kohtaan␣
lk007:030	14	@	-	eivätkä␣
lk007:030	15	@	-	ottaneet␣
lk007:030	pro%17a	@	-	Johannekselta␣
lk007:030	16	%case	LOC	
lk007:030	15	@	-	kastetta
lk007:030	17b	.	-	.␣
lk007:031	lk007:031	lk007:031	VERSE	Lk␣7:31␣
lk007:031	1	@	-	Mihin␣
lk007:031	3	(@)	-	minä␣
lk007:031	2	@	-	siis␣
lk007:031	3	@	-	vertaan␣
lk007:031	8	@	-	tämän␣
lk007:031	(6) 7	@	-	sukupolven␣
lk007:031	(4) 5	@	-	ihmiset
lk007:031	-	(,)	-	,␣
lk007:031	9	@	-	ja␣
lk007:031	10	@	-	kenen␣
lk007:031	12a	@	-	kaltaisia␣
lk007:031	11	(@)	-	he␣
lk007:031	11	@	-	ovat
lk007:031	-	(?)	-	?␣
lk007:032	lk007:032	lk007:032	VERSE	Lk␣7:32␣
lk007:032	2	(@)	-	He␣
lk007:032	2	@	-	ovat␣
lk007:032	3	@	-	lasten␣
lk007:032	1	@	-	kaltaisia
lk007:032	-	(,)	-	,␣
lk007:032	4	@	-	jotka␣
lk007:032	7	@	-	istuvat␣
lk007:032	6	@	-	torilla␣
lk007:032	5	%case	LOC	
lk007:032	8	@	-	ja␣
lk007:032	9	@	-	huutavat␣
lk007:032	10	@	-	toisilleen␣
lk007:032	11	@	-	ja␣
lk007:032	12a	@	-	sanovat
lk007:032	-	(:)	-	:␣
lk007:032	-	(@)	-	'
lk007:032	13	(@)	-	Me␣
lk007:032	13	@	-	soitimme␣
lk007:032	14	@	-	teille␣
lk007:032	13	@	-	huilua
lk007:032	-	(,)	-	,␣
lk007:032	15	@	-	ja␣
lk007:032	17a	(@)	-	te␣
lk007:032	16	@	-	ette␣
lk007:032	17a	@	-	karkeloineet
lk007:032	-	(;)	-	;␣
lk007:032	18	(@)	-	me␣
lk007:032	18	@	-	veisasimme␣
lk007:032	18	@	-	itkuvirsiä
lk007:032	-	(,)	-	,␣
lk007:032	19	@	-	ja␣
lk007:032	21a	(@)	-	te␣
lk007:032	20	@	-	ette␣
lk007:032	21a	@	-	itkeneet
lk007:032	21b	@	-	'
lk007:032	21b	.	-	.␣
lk007:033	lk007:033	lk007:033	VERSE	Lk␣7:33␣
lk007:033	2	@	-	Sillä␣
lk007:033	3	@	-	Johannes␣
lk007:033	(4) 5	@	-	Kastaja␣
lk007:033	1	(@)	-	on␣
lk007:033	1	@	-	tullut
lk007:033	-	(,)	-	,␣
lk007:033	6	@	-	ei␣
lk007:033	7	@	-	syö␣
lk007:033	8	@	-	leipää␣
lk007:033	9	@	-	eikä␣
lk007:033	10	@	-	juo␣
lk007:033	11a	@	-	viiniä
lk007:033	11b	,	-	,␣
lk007:033	12	@	-	ja␣
lk007:033	13a	(@)	-	te␣
lk007:033	13a	@	-	sanotte
lk007:033	13b	:	-	:␣
lk007:033	13b	@	-	'
lk007:033	15a	(@)	-	Hänessä␣
lk007:033	15a	@	-	on␣
lk007:033	14	@	-	riivaaja
lk007:033	15b	@	-	'
lk007:033	15b	.	-	.␣
lk007:034	lk007:034	lk007:034	VERSE	Lk␣7:34␣
lk007:034	(4) 5	@	-	Ihmisen␣
lk007:034	(2) 3	@	-	Poika␣
lk007:034	1	(@)	-	on␣
lk007:034	1	@	-	tullut
lk007:034	-	(,)	-	,␣
lk007:034	6	@	-	syö␣
lk007:034	7	@	-	ja␣
lk007:034	8a	@	-	juo
lk007:034	8b	,	-	,␣
lk007:034	9	@	-	ja␣
lk007:034	10a	(@)	-	te␣
lk007:034	10a	@	-	sanotte
lk007:034	10b	:	-	:␣
lk007:034	10b	@	-	'
lk007:034	11	@	-	Katso␣
lk007:034	13	@	-	syömäriä␣
lk007:034	12	%case	PTV	
lk007:034	14	@	-	ja␣
lk007:034	15a	@	-	viininjuojaa
lk007:034	15b	,	-	,␣
lk007:034	17	@	-	publikaanien␣
lk007:034	18	@	-	ja␣
lk007:034	19a	@	-	syntisten␣
lk007:034	16	@	-	ystävää
lk007:034	-	(!)	-	!
lk007:034	19b	@	-	'␣
lk007:035	lk007:035	lk007:035	VERSE	Lk␣7:35␣
lk007:035	1	@	-	Ja␣
lk007:035	(3) 4	@	-	viisaus␣
lk007:035	2	(@)	-	on␣
lk007:035	6	@	-	kaikkien␣
lk007:035	(7) 8	@	-	lastensa␣
lk007:035	9a	%pers	3	
lk007:035	5	@	-	puolelta␣
lk007:035	2	@	-	oikeaksi␣
lk007:035	2	@	-	näytetty
lk007:035	9b	.	-	.
lk007:035	9b	@	-	"␣
lk007:036	lk007:036	lk007:036	VERSE	Lk␣7:36␣
lk007:036	2	@	-	Niin␣
lk007:036	3	@	-	eräs␣
lk007:036	(5) 6	@	-	fariseuksista␣
lk007:036	1	@	-	pyysi␣
lk007:036	4	@	-	häntä␣
lk007:036	8	@	-	ruualle␣
lk007:036	7	%case	LOC	
lk007:036	10a	@	-	kanssaan
lk007:036	9	%case	?	
lk007:036	10b	;	-	;␣
lk007:036	11	@	-	ja␣
lk007:036	12	(@)	-	hän␣
lk007:036	12	@	-	meni␣
lk007:036	(16) 17	@	-	fariseuksen␣
lk007:036	(14) 15	@	-	taloon␣
lk007:036	13	%case	LOC	
lk007:036	-	(@)	-	ja␣
lk007:036	18a	@	-	asettui␣
lk007:036	18a	@	-	aterialle
lk007:036	18b	.	-	.␣
lk007:037	lk007:037	lk007:037	VERSE	Lk␣7:37␣
lk007:037	1	@	-	Ja␣
lk007:037	2	@	-	katso
lk007:037	-	(,)	-	,␣
lk007:037	7	@	-	siinä␣
lk007:037	8	@	-	kaupungissa␣
lk007:037	6	%case	LOC	
lk007:037	5	@	-	oli␣
lk007:037	3	@	-	nainen
lk007:037	-	(,)	-	,␣
lk007:037	4	@	-	joka␣
lk007:037	9a	@	-	eli␣
lk007:037	9a	@	-	syntisesti
lk007:037	9b	;	-	;␣
lk007:037	10	@	-	ja␣
lk007:037	11	(@)	-	kun␣
lk007:037	11	(@)	-	hän␣
lk007:037	11	@	-	sai␣
lk007:037	11	@	-	tietää
lk007:037	-	(,)	-	,␣
lk007:037	12	@	-	että␣
lk007:037	-	(@)	-	Jeesus␣
lk007:037	13	@	-	oli␣
lk007:037	13	@	-	aterialla␣
lk007:037	(17) 18a	@	-	fariseuksen␣
lk007:037	(15) 16	@	-	talossa
lk007:037	14	%case	LOC	
lk007:037	18b	,	-	,␣
lk007:037	19	@	-	toi␣
lk007:037	19	(@)	-	hän␣
lk007:037	20	@	-	alabasteripullon␣
lk007:037	-	(@)	-	täynnä␣
lk007:037	21	@	-	hajuvoidetta␣
lk007:038	lk007:038	lk007:038	VERSE	Lk␣7:38␣
lk007:038	1	@	-	ja␣
lk007:038	2	@	-	asettui␣
lk007:038	-	(@)	-	hänen␣
lk007:038	3	@	-	taakseen␣
lk007:038	7	@	-	hänen␣
lk007:038	(5) 6	@	-	jalkojensa␣
lk007:038	4	@	-	kohdalle
lk007:038	-	(,)	-	,␣
lk007:038	8	@	-	itki␣
lk007:038	-	(@)	-	ja␣
lk007:038	11	@	-	rupesi␣
lk007:038	12	@	-	kastelemaan␣
lk007:038	15	@	-	hänen␣
lk007:038	(13) 14	@	-	jalkojansa␣
lk007:038	10 (9)	@	-	kyynelillään␣
lk007:038	16	@	-	ja␣
lk007:038	22	@	-	kuivasi␣
lk007:038	-	(@)	-	ne␣
lk007:038	(19) 20	@	-	päänsä␣
lk007:038	21	%pers	3	
lk007:038	(17) 18	@	-	hiuksilla␣
lk007:038	23	@	-	ja␣
lk007:038	24	@	-	suuteli␣
lk007:038	27	@	-	hänen␣
lk007:038	(25) 26	@	-	jalkojaan␣
lk007:038	28	@	-	ja␣
lk007:038	29	@	-	voiteli␣
lk007:038	-	(@)	-	ne␣
lk007:038	(30) 31a	@	-	hajuvoiteella
lk007:038	31b	.	-	.␣
lk007:039	lk007:039	lk007:039	VERSE	Lk␣7:39␣
lk007:039	2	@	-	Mutta␣
lk007:039	1	(@)	-	kun␣
lk007:039	(3) 4	@	-	fariseus
lk007:039	-	(,)	-	,␣
lk007:039	5	@	-	joka␣
lk007:039	6	(@)	-	oli␣
lk007:039	7	@	-	hänet␣
lk007:039	6	@	-	kutsunut
lk007:039	-	(,)	-	,␣
lk007:039	-	(@)	-	sen␣
lk007:039	1	@	-	näki
lk007:039	-	(,)	-	,␣
lk007:039	8	@	-	ajatteli␣
lk007:039	8	(@)	-	hän␣
lk007:039	10	@	-	mielessään␣
lk007:039	9	%case	LOC	
lk007:039	11a	@	-	näin
lk007:039	11b	:	-	:␣
lk007:039	11b	@	-	"
lk007:039	13	@	-	Jos␣
lk007:039	12	@	-	tämä␣
lk007:039	14	@	-	olisi␣
lk007:039	15a	@	-	profeetta
lk007:039	15b	,	-	,␣
lk007:039	16	@	-	tietäisi␣
lk007:039	16	(@)	-	hän
lk007:039	-	(,)	-	,␣
lk007:039	18	@	-	mikä␣
lk007:039	19	@	-	ja␣
lk007:039	20	@	-	millainen␣
lk007:039	21	@	-	tuo␣
lk007:039	22	@	-	nainen␣
lk007:039	-	(@)	-	on
lk007:039	-	(,)	-	,␣
lk007:039	23	@	-	joka␣
lk007:039	25a	@	-	häneen␣
lk007:039	24	@	-	koskee
lk007:039	25b	:	-	:␣
lk007:039	26	@	-	että␣
lk007:039	28a	(@)	-	hän␣
lk007:039	28a	@	-	on␣
lk007:039	27	@	-	syntinen
lk007:039	28b	.	-	.
lk007:039	28b	@	-	"␣
lk007:040	lk007:040	lk007:040	VERSE	Lk␣7:40␣
lk007:040	1	@	-	Niin␣
lk007:040	(3) 4	@	-	Jeesus␣
lk007:040	2	@	-	vastasi␣
lk007:040	-	(@)	-	ja␣
lk007:040	5	@	-	sanoi␣
lk007:040	7a	@	-	hänelle
lk007:040	6	%case	LOC	
lk007:040	7b	:	-	:␣
lk007:040	7b	@	-	"
lk007:040	8a	@	-	Simon
lk007:040	8b	,	-	,␣
lk007:040	9	(@)	-	minulla␣
lk007:040	9	@	-	on␣
lk007:040	11	@	-	jotakin␣
lk007:040	12a	@	-	sanomista␣
lk007:040	10	@	-	sinulle
lk007:040	12b	@	-	"
lk007:040	12b	.	-	.␣
lk007:040	13	@	-	Hän␣
lk007:040	-	(@)	-	virkkoi
lk007:040	(14a)	-	UNTRANSLATED	
lk007:040	14b	:	-	:␣
lk007:040	14b	@	-	"
lk007:040	15a	@	-	Opettaja
lk007:040	15b	,	-	,␣
lk007:040	16a	@	-	sano
lk007:040	-	(@)	-	"
lk007:040	(17a)	-	UNTRANSLATED	
lk007:040	-	(.)	-	.␣
lk007:040	-	(-)	-	-␣
lk007:041	lk007:041	lk007:041	VERSE	Lk␣7:41␣
lk007:041	-	(@)	-	"
lk007:041	4	@	-	Lainanantajalla␣
lk007:041	(5a)	-	UNTRANSLATED	
lk007:041	3	@	-	oli␣
lk007:041	1	@	-	kaksi␣
lk007:041	2	@	-	velallista
lk007:041	-	(;)	-	;␣
lk007:041	6 7	@	-	toinen␣
lk007:041	8	@	-	oli␣
lk007:041	8	@	-	velkaa␣
lk007:041	10a	@	-	viisisataa␣
lk007:041	9	@	-	denaria
lk007:041	10b	,	-	,␣
lk007:041	11 (12) 13	@	-	toinen␣
lk007:041	14a	@	-	viisikymmentä
lk007:041	14b	.	-	.␣
lk007:042	lk007:042	lk007:042	VERSE	Lk␣7:42␣
lk007:042	2	(@)	-	Kun␣
lk007:042	3	@	-	heillä␣
lk007:042	1	@	-	ei␣
lk007:042	2	@	-	ollut
lk007:042	-	(,)	-	,␣
lk007:042	-	(@)	-	millä␣
lk007:042	4	@	-	maksaa
lk007:042	-	(,)	-	,␣
lk007:042	6a	@	-	antoi␣
lk007:042	6a	(@)	-	hän␣
lk007:042	5	@	-	molemmille␣
lk007:042	-	(@)	-	velan␣
lk007:042	6a	@	-	anteeksi
lk007:042	6b	.	-	.␣
lk007:042	7	@	-	Kumpi␣
lk007:042	9	@	-	heistä␣
lk007:042	8	@	-	siis␣
lk007:042	11	@	-	rakastaa␣
lk007:042	12a	@	-	häntä␣
lk007:042	10	@	-	enemmän
lk007:042	-	(?)	-	?
lk007:042	12b	@	-	"␣
lk007:043	lk007:043	lk007:043	VERSE	Lk␣7:43␣
lk007:043	2	@	-	Simon␣
lk007:043	1	@	-	vastasi␣
lk007:043	-	(@)	-	ja␣
lk007:043	3a	@	-	sanoi
lk007:043	-	(:)	-	:␣
lk007:043	-	(@)	-	"
lk007:043	4	(@)	-	Minun␣
lk007:043	4	@	-	mielestäni␣
lk007:043	(5)	-	UNTRANSLATED	
lk007:043	6	@	-	se
lk007:043	-	(,)	-	,␣
lk007:043	6	@	-	jolle␣
lk007:043	9a	(@)	-	hän␣
lk007:043	9a	@	-	antoi␣
lk007:043	(7) 8	@	-	enemmän␣
lk007:043	9a	@	-	anteeksi
lk007:043	9b	@	-	"
lk007:043	9b	.	-	.␣
lk007:043	10 11	@	-	Hän␣
lk007:043	12	@	-	sanoi␣
lk007:043	13a	@	-	hänelle
lk007:043	13b	:	-	:␣
lk007:043	13b	@	-	"
lk007:043	14	@	-	Oikein␣
lk007:043	15a	(@)	-	sinä␣
lk007:043	15a	@	-	ratkaisit
lk007:043	15b	@	-	"
lk007:043	15b	.	-	.␣
lk007:044	lk007:044	lk007:044	VERSE	Lk␣7:44␣
lk007:044	1	@	-	Ja␣
lk007:044	(4) 5	@	-	naiseen␣
lk007:044	3	%case	LOC	
lk007:044	2	@	-	kääntyen␣
lk007:044	8a	(@)	-	hän␣
lk007:044	8a	@	-	sanoi␣
lk007:044	(6) 7	@	-	Simonille
lk007:044	8b	:	-	:␣
