2p001:001	2p001:001	2p001:001	VERSE	2Pt␣1:1␣
2p002:009	7	@	-	väärät
2p002:009	13b	,	-	,␣
2p002:010	2p002:010	2p002:010	VERSE	2Pt␣2:10␣
2p002:010	2	@	-	ja␣
2p002:010	1	@	-	varsinkin␣
2p002:010	3	@	-	ne
2p002:010	-	(,)	-	,␣
2p002:010	3	@	-	jotka␣
2p002:010	5	@	-	lihan␣
2p002:010	4	@	-	jäljessä␣
2p002:010	9	@	-	kulkevat␣
2p002:010	8	@	-	saastaisissa␣
2p002:010	7	@	-	himoissa␣
2p002:010	6	%case	LOC	
2p002:010	10	@	-	ja␣
2p002:010	12a	@	-	ylenkatsovat␣
2p002:010	11	@	-	herrauden
2p002:010	-	(.)	-	.␣
2p002:010	-	(@)	-	Nuo␣
2p002:010	13	@	-	uhkarohkeat
2p002:010	-	(,)	-	,␣
2p002:010	14a	@	-	itserakkaat␣
2p002:010	16	@	-	eivät␣
2p002:010	17	@	-	kammo␣
2p002:010	18a	@	-	herjata␣
2p002:010	15	@	-	henkivaltoja
2p002:010	18b	,	-	,␣
2p002:011	2p002:011	2p002:011	VERSE	2Pt␣2:11␣
2p002:011	1	@	-	vaikka␣
2p002:011	2	@	-	enkelitkään
2p002:011	-	(,)	-	,␣
2p002:011	-	(@)	-	jotka␣
2p002:011	3	@	-	väkevyydeltään␣
2p002:011	4	@	-	ja␣
2p002:011	5	@	-	voimaltaan␣
2p002:011	7	@	-	ovat␣
2p002:011	6	@	-	suuremmat
2p002:011	-	(,)	-	,␣
2p002:011	8	@	-	eivät␣
2p002:011	9	@	-	lausu␣
2p002:011	11	@	-	heitä␣
2p002:011	10	@	-	vastaan␣
2p002:011	14	@	-	herjaavaa␣
2p002:011	15a	@	-	tuomiota␣
2p002:011	13	@	-	Herran␣
2p002:011	12	@	-	edessä
2p002:011	15b	.	-	.␣
2p002:012	2p002:012	2p002:012	VERSE	2Pt␣2:12␣
2p002:012	2	@	-	Mutta␣
2p002:012	3	@	-	niinkuin␣
2p002:012	4	@	-	järjettömät
2p002:012	-	(,)	-	,␣
2p002:012	7	@	-	luonnostaan␣
2p002:012	9	@	-	pyydystettäviksi␣
2p002:012	8	%case	TRA	
2p002:012	10	@	-	ja␣
2p002:012	11	@	-	häviämään␣
2p002:012	6	@	-	syntyneet␣
2p002:012	5	@	-	eläimet
2p002:012	-	(,)	-	,␣
2p002:012	-	(@)	-	niin␣
2p002:012	-	(@)	-	joutuvat␣
2p002:012	-	(@)	-	myös␣
2p002:012	1	@	-	nämä
2p002:012	-	(,)	-	,␣
2p002:012	15a	(@)	-	kun␣
2p002:012	15a	@	-	herjaavat␣
2p002:012	13	@	-	sitä
2p002:012	-	(,)	-	,␣
2p002:012	13	@	-	mitä␣
2p002:012	12	%case	PTV	
2p002:012	14	@	-	eivät␣
2p002:012	14	@	-	tunne
2p002:012	15b	,	-	,␣
2p002:012	21	@	-	häviämään␣
2p002:012	19	@	-	omaan␣
2p002:012	(17) 18	@	-	turmelukseensa
2p002:012	16	%case	LOC	
2p002:012	(20)	-	UNTRANSLATED	
2p002:012	-	(,)	-	,␣
2p002:013	2p002:013	2p002:013	VERSE	2Pt␣2:13␣
2p002:013	1	@	-	saaden␣
2p002:013	4a	@	-	vääryyden␣
2p002:013	3	@	-	palkan
2p002:013	-	(;)	-	;␣
2p002:013	6	(@)	-	he␣
2p002:013	6	@	-	pitävät␣
2p002:013	5	@	-	nautintonaan␣
2p002:013	-	(@)	-	elää␣
2p002:013	9	@	-	päivänsä␣
2p002:013	8	%case	NOM.GEN	
2p002:013	10a (7)	@	-	hekumassa
2p002:013	-	(;)	-	;␣
2p002:013	-	(@)	-	he␣
2p002:013	-	(@)	-	ovat␣
2p002:013	11	@	-	tahra-~/tahrapilkkuja␣
2p002:013	12	@	-	ja␣
2p002:013	13	@	-	häpeäpilkkuja
2p002:013	-	(;)	-	;␣
2p002:013	14	(@)	-	he␣
2p002:013	14	@	-	herkuttelevat␣
2p002:013	(16) 17	@	-	petoksissaan
2p002:013	18	%pers	3	
2p002:013	15	%case	LOC	
2p002:013	-	(,)	-	,␣
2p002:013	19	@	-	kemuillessaan␣
2p002:013	20a	@	-	teidän␣
2p002:013	19	@	-	kanssanne
2p002:013	20b	;	-	;␣
2p002:014	2p002:014	2p002:014	VERSE	2Pt␣2:14␣
2p002:014	-	(@)	-	heidän␣
2p002:014	1	@	-	silmänsä␣
2p002:014	2	@	-	ovat␣
2p002:014	3	@	-	täynnä␣
2p002:014	4	@	-	haureutta␣
2p002:014	5	@	-	eivätkä␣
2p002:014	6	@	-	saa␣
2p002:014	6	@	-	kylläänsä␣
2p002:014	7a	@	-	synnistä
2p002:014	-	(;)	-	;␣
2p002:014	8	(@)	-	he␣
2p002:014	8	@	-	viekoittelevat␣
2p002:014	10a	@	-	horjuvia␣
2p002:014	9	@	-	sieluja
2p002:014	10b	,	-	,␣
2p002:014	14a	(@)	-	heillä␣
2p002:014	14a	@	-	on␣
2p002:014	13	@	-	ahneuteen␣
2p002:014	12	@	-	harjaantunut␣
2p002:014	11	@	-	sydän
2p002:014	-	(;)	-	;␣
2p002:014	-	(@)	-	he␣
2p002:014	-	(@)	-	ovat␣
2p002:014	15	@	-	kirouksen␣
2p002:014	16a	@	-	lapsia
2p002:014	16b	.	-	.␣
2p002:015	2p002:015	2p002:015	VERSE	2Pt␣2:15␣
2p002:015	1	(@)	-	He␣
2p002:015	1	(@)	-	ovat␣
2p002:015	1	@	-	hyljänneet␣
2p002:015	2	@	-	suoran␣
2p002:015	3	@	-	tien
2p002:015	-	(,)	-	,␣
2p002:015	4a	(@)	-	ovat␣
2p002:015	4a	@	-	eksyneet␣
2p002:015	-	(@)	-	ja␣
2p002:015	5	@	-	seuranneet␣
2p002:015	(8) 9	@	-	Bileamin
2p002:015	-	(,)	-	,␣
2p002:015	11b	@	-	Beorin␣
2p002:015	pro%10	@	-	pojan
2p002:015	-	(,)	-	,␣
2p002:015	(6) 7	@	-	tietä
2p002:015	11c	,	-	,␣
2p002:015	12	@	-	hänen
2p002:015	-	(,)	-	,␣
2p002:015	12	@	-	joka␣
2p002:015	15	@	-	rakasti␣
2p002:015	14	@	-	vääryyden␣
2p002:015	13	@	-	palkkaa
2p002:015	-	(,)	-	,␣
2p002:016	2p002:016	2p002:016	VERSE	2Pt␣2:16␣
2p002:016	2	@	-	mutta␣
2p002:016	3	@	-	sai␣
2p002:016	5a	@	-	rikkomuksestaan␣
2p002:016	4	%pers	3	
2p002:016	1	@	-	ojennuksen
2p002:016	5b	:	-	:␣
2p002:016	7	@	-	mykkä␣
2p002:016	6	@	-	juhta␣
2p002:016	11	@	-	puhui␣
2p002:016	9	@	-	ihmisen␣
2p002:016	10	@	-	äänellä␣
2p002:016	8	%case	LOC	
2p002:016	-	(@)	-	ja␣
2p002:016	12	@	-	esti␣
2p002:016	(14) 15	@	-	profeetan␣
2p002:016	(13) 16a	@	-	mielettömyyden
2p002:016	16b	.	-	.␣
2p002:017	2p002:017	2p002:017	VERSE	2Pt␣2:17␣
2p002:017	1	@	-	Sellaiset␣
2p002:017	2	@	-	ovat␣
2p002:017	4	@	-	vedettömiä␣
2p002:017	3	@	-	lähteitä␣
2p002:017	5	@	-	ja␣
2p002:017	8	@	-	myrskytuulen␣
2p002:017	7	%case	GEN	
2p002:017	9a	@	-	ajamia␣
2p002:017	6	@	-	hattaroita
2p002:017	-	(,)	-	,␣
2p002:017	-	(@)	-	ja␣
2p002:017	(13) 14	@	-	pimeyden␣
2p002:017	(11) 12	@	-	synkeys␣
2p002:017	15a	(@)	-	on␣
2p002:017	10	@	-	heille␣
2p002:017	15a	@	-	varattu
2p002:017	15b	.	-	.␣
2p002:018	2p002:018	2p002:018	VERSE	2Pt␣2:18␣
2p002:018	2	@	-	Sillä␣
2p002:018	4	(@)	-	he␣
2p002:018	4	@	-	puhuvat␣
2p002:018	1	@	-	pöyhkeitä␣
2p002:018	3	@	-	turhuuden␣
2p002:018	3	(@)	-	sanoja␣
2p002:018	-	(@)	-	ja␣
2p002:018	5	@	-	viekoittelevat␣
2p002:018	8	@	-	lihan␣
2p002:018	7	@	-	himoissa␣
2p002:018	9	@	-	irstauksilla␣
2p002:018	6	%case	LOC	
2p002:018	10	@	-	niitä
2p002:018	-	(,)	-	,␣
2p002:018	10	@	-	jotka␣
2p002:018	11	@	-	tuskin␣
2p002:018	12	(@)	-	ovat␣
2p002:018	12	@	-	päässeet␣
2p002:018	15	@	-	eksyksissä␣
2p002:018	14	%case	LOC	
2p002:018	(13) 16a	@	-	vaeltavia␣
2p002:018	12	@	-	pakoon
2p002:018	16b	,	-	,␣
2p002:019	2p002:019	2p002:019	VERSE	2Pt␣2:19␣
2p002:019	-	(@)	-	ja␣
2p002:019	3a	@	-	lupaavat␣
2p002:019	2	@	-	heille␣
2p002:019	1	@	-	vapautta
2p002:019	-	(,)	-	,␣
2p002:019	6	(@)	-	vaikka␣
2p002:019	4	@	-	itse␣
2p002:019	6	@	-	ovat␣
2p002:019	(7) 8a	@	-	turmeluksen␣
2p002:019	5	@	-	orjia
2p002:019	8b	;	-	;␣
2p002:019	10	@	-	sillä␣
2p002:019	9	@	-	kenen␣
2p002:019	12a	@	-	voittama␣
2p002:019	11	@	-	joku␣
2p002:019	12a	@	-	on
2p002:019	12b	,	-	,␣
2p002:019	13	@	-	sen␣
2p002:019	14a	@	-	orja␣
2p002:019	14a	(@)	-	hän␣
2p002:019	14a	@	-	on
2p002:019	14b	.	-	.␣
2p002:020	2p002:020	2p002:020	VERSE	2Pt␣2:20␣
2p002:020	2	@	-	Sillä␣
2p002:020	1	@	-	jos␣
2p002:020	3	(@)	-	he␣
2p002:020	12a	@	-	meidän␣
2p002:020	(10) 11a	@	-	Herramme␣
2p002:020	13	@	-	ja␣
2p002:020	14	@	-	Vapahtajan␣
2p002:020	15	@	-	Jeesuksen␣
2p002:020	16a	@	-	Kristuksen␣
2p002:020	9	@	-	tuntemisen␣
2p002:020	8	@	-	kautta␣
2p002:020	3	(@)	-	ovat␣
2p002:020	3	@	-	päässeetkin␣
2p002:020	(6) 7	@	-	maailman␣
2p002:020	(4) 5	@	-	saastutuksia␣
2p002:020	3	@	-	pakoon
2p002:020	16b	,	-	,␣
2p002:020	18	@	-	mutta␣
2p002:020	17	@	-	niihin␣
2p002:020	18	@	-	taas␣
2p002:020	(19) 20	@	-	kietoutuvat␣
2p002:020	-	(@)	-	ja␣
2p002:020	21a	(@)	-	tulevat␣
2p002:020	21a	@	-	voitetuiksi
2p002:020	-	(,)	-	,␣
2p002:020	-	(@)	-	niin␣
2p002:020	22	(@)	-	on␣
2p002:020	(24) 25	@	-	viimeinen␣
2p002:020	22	@	-	tullut␣
2p002:020	23	@	-	heille␣
2p002:020	(27) 28a	@	-	ensimmäistä␣
2p002:020	26	@	-	pahemmaksi
2p002:020	28b	.	-	.␣
2p002:021	2p002:021	2p002:021	VERSE	2Pt␣2:21␣
2p002:021	1	@	-	Parempi␣
2p002:021	(2)	-	UNTRANSLATED	
2p002:021	3	(@)	-	olisi␣
2p002:021	4	@	-	heille␣
2p002:021	3	@	-	ollut
2p002:021	-	(,)	-	,␣
2p002:021	5	@	-	etteivät␣
2p002:021	6	(@)	-	olisi␣
2p002:021	6	(@)	-	tulleet␣
2p002:021	6	@	-	tuntemaan␣
2p002:021	10 (9)	@	-	vanhurskauden␣
2p002:021	(7) 8	@	-	tietä
2p002:021	-	(,)	-	,␣
2p002:021	11	@	-	kuin␣
2p002:021	-	(@)	-	että␣
2p002:021	-	(@)	-	sen␣
2p002:021	12	@	-	tunnettuaan␣
2p002:021	13	@	-	kääntyvät␣
2p002:021	13	@	-	pois␣
2p002:021	17	@	-	heille␣
2p002:021	16	@	-	annetusta␣
2p002:021	18	@	-	pyhästä␣
2p002:021	(15) 19a	@	-	käskystä
2p002:021	14	%case	LOC	
2p002:021	19b	.	-	.␣
2p002:022	2p002:022	2p002:022	VERSE	2Pt␣2:22␣
2p002:022	2	@	-	Heille␣
2p002:022	1	(@)	-	on␣
2p002:022	1	@	-	tapahtunut
2p002:022	-	(,)	-	,␣
2p002:022	3	@	-	mitä␣
2p002:022	5	@	-	tosi␣
2p002:022	(4) 6a	@	-	sananlasku␣
2p002:022	-	(@)	-	sanoo
2p002:022	6b	:	-	:␣
2p002:022	6b	@	-	"
2p002:022	7	@	-	Koira␣
2p002:022	8	@	-	palaa␣
2p002:022	(10) 12a	@	-	oksennukselleen
2p002:022	11	%pers	3	
2p002:022	9	%case	LOC	
2p002:022	12b	@	-	"
2p002:022	12b	,	-	,␣
2p002:022	13a	@	-	ja
2p002:022	13b	:	-	:␣
2p002:022	13b	@	-	"
2p002:022	15	@	-	Pesty␣
2p002:022	14	@	-	sika␣
2p002:022	18a	@	-	rypee␣
2p002:022	17	@	-	rapakossa
2p002:022	16	%case	LOC	
2p002:022	18b	@	-	"
2p002:022	18b	.	-	.␣
2p003:001	2p003:001	2p003:001	VERSE	2Pt␣3:1␣
2p003:001	1	@	-	Tämä␣
2p003:001	-	(@)	-	on␣
2p003:001	2a	@	-	jo␣
2p003:001	4	@	-	toinen␣
2p003:001	7a	@	-	kirje
2p003:001	-	(,)	-	,␣
2p003:001	-	(@)	-	jonka␣
2p003:001	6	(@)	-	minä␣
2p003:001	6	@	-	kirjoitan␣
2p003:001	5	@	-	teille
2p003:001	-	(,)	-	,␣
2p003:001	3a	@	-	rakkaani
2p003:001	-	(,)	-	,␣
2p003:001	-	(@)	-	ja␣
2p003:001	9	@	-	näissä␣
2p003:001	8	%case	LOC	
2p003:001	-	(@)	-	molemmissa␣
2p003:001	10	(@)	-	minä␣
2p003:001	13	@	-	muistuttamalla␣
2p003:001	12	%case	LOC	
2p003:001	10	@	-	herätän␣
2p003:001	11	@	-	teidän␣
2p003:001	15	@	-	puhdasta␣
2p003:001	(14) 16	@	-	mieltänne
2p003:001	-	(,)	-	,␣
2p003:002	2p003:002	2p003:002	VERSE	2Pt␣3:2␣
2p003:002	-	(@)	-	että␣
2p003:002	1	@	-	muistaisitte␣
2p003:002	-	(@)	-	niitä␣
2p003:002	(2) 4	@	-	sanoja
2p003:002	-	(,)	-	,␣
2p003:002	3	@	-	joita␣
2p003:002	7	@	-	pyhät␣
2p003:002	(6) 8	@	-	profeetat␣
2p003:002	5	%case	NOM	
2p003:002	3	@	-	ennen␣
2p003:002	3	(@)	-	ovat␣
2p003:002	3	@	-	puhuneet
2p003:002	-	(,)	-	,␣
2p003:002	9	@	-	ja␣
2p003:002	(15) 16	@	-	Herran␣
2p003:002	17	@	-	ja␣
2p003:002	18a	@	-	Vapahtajan␣
2p003:002	(10) 14	@	-	käskyä
2p003:002	-	(,)	-	,␣
2p003:002	-	(@)	-	jonka␣
2p003:002	-	(@)	-	te␣
2p003:002	(11) 12	@	-	apostoleiltanne␣
2p003:002	13	%pers	?	
2p003:002	-	(@)	-	olette␣
2p003:002	-	(@)	-	saaneet
2p003:002	-	(.)	-	.␣
2p003:003	2p003:003	2p003:003	VERSE	2Pt␣3:3␣
2p003:003	-	(@)	-	Ja␣
2p003:003	2	@	-	ennen␣
2p003:003	2	@	-	kaikkea␣
2p003:003	3	@	-	tietäkää␣
2p003:003	1	@	-	se
2p003:003	-	(,)	-	,␣
2p003:003	4	@	-	että␣
2p003:003	7	@	-	viimeisinä␣
2p003:003	(8) 9a	@	-	päivinä␣
2p003:003	6	%case	ESS	
2p003:003	5	@	-	tulee␣
2p003:003	11	@	-	pilkkapuheinensa␣
2p003:003	10a	%case	CMT	
2p003:003	12	@	-	pilkkaajia
2p003:003	-	(,)	-	,␣
2p003:003	18	(@)	-	jotka␣
2p003:003	18	@	-	vaeltavat␣
2p003:003	15	@	-	omien␣
2p003:003	(14) 16	@	-	himojensa␣
2p003:003	17	%pers	3	
2p003:003	13	@	-	mukaan␣
2p003:004	2p003:004	2p003:004	VERSE	2Pt␣3:4␣
2p003:004	1	@	-	ja␣
2p003:004	2a	@	-	sanovat
2p003:004	2b	:	-	:␣
2p003:004	2b	@	-	"
2p003:004	3	@	-	Missä␣
2p003:004	4	@	-	on␣
2p003:004	(5) 6	@	-	lupaus␣
2p003:004	9a	@	-	hänen␣
2p003:004	(7) 8	@	-	tulemuksestansa
2p003:004	-	(?)	-	?␣
2p003:004	12	@	-	Sillä␣
2p003:004	18	(@)	-	onhan␣
2p003:004	11	@	-	siitä␣
2p003:004	10	@	-	asti
2p003:004	-	(,)	-	,␣
2p003:004	-	(@)	-	kuin␣
2p003:004	(13) 14	@	-	isät␣
2p003:004	15a	@	-	nukkuivat␣
2p003:004	15a	@	-	pois
2p003:004	15b	,	-	,␣
2p003:004	16	@	-	kaikki␣
2p003:004	18	@	-	pysynyt
2p003:004	-	(,)	-	,␣
2p003:004	17	@	-	niinkuin␣
2p003:004	-	(@)	-	se␣
2p003:004	-	(@)	-	on␣
2p003:004	-	(@)	-	ollut␣
2p003:004	21a	@	-	luomakunnan␣
2p003:004	20	@	-	alusta
2p003:004	19	%case	LOC	
2p003:004	21b	.	-	.
2p003:004	21b	@	-	"␣
2p003:005	2p003:005	2p003:005	VERSE	2Pt␣3:5␣
2p003:005	2	@	-	Sillä␣
2p003:005	5	@	-	tietensä␣
2p003:005	(4)	-	UNTRANSLATED	
2p003:005	3	@	-	he␣
2p003:005	1	@	-	eivät␣
2p003:005	1	@	-	ole␣
2p003:005	1	@	-	tietävinään
2p003:005	-	(,)	-	,␣
2p003:005	6	@	-	että␣
2p003:005	7	@	-	taivaat␣
2p003:005	10	@	-	ja␣
2p003:005	-	(@)	-	samoin␣
2p003:005	11	@	-	maa
2p003:005	-	(,)	-	,␣
2p003:005	13	@	-	vedestä␣
2p003:005	12	%case	LOC	
2p003:005	14	@	-	ja␣
2p003:005	16	@	-	veden␣
2p003:005	15	@	-	kautta␣
2p003:005	17	@	-	rakennettu
2p003:005	-	(,)	-	,␣
2p003:005	8	(@)	-	olivat␣
2p003:005	9	@	-	ikivanhastaan␣
2p003:005	8	@	-	olemassa␣
2p003:005	(19) 20	@	-	Jumalan␣
2p003:005	(18) 21a	@	-	sanan␣
2p003:005	case%21a	@	-	voimasta␣
2p003:006	2p003:006	2p003:006	VERSE	2Pt␣3:6␣
2p003:006	-	(@)	-	ja␣
2p003:006	-	(@)	-	että␣
2p003:006	2	@	-	niiden␣
2p003:006	1	@	-	kautta␣
2p003:006	4	@	-	silloinen␣
2p003:006	(3) 5	@	-	maailma␣
2p003:006	8a	@	-	hukkui␣
2p003:006	6 7	@	-	vedenpaisumukseen
2p003:006	8b	.	-	.␣
2p003:007	2p003:007	2p003:007	VERSE	2Pt␣3:7␣
2p003:007	2	@	-	Mutta␣
2p003:007	3	@	-	nykyiset␣
2p003:007	(1) 4	@	-	taivaat␣
2p003:007	5	@	-	ja␣
2p003:007	(6) 7	@	-	maa␣
2p003:007	12	@	-	ovat␣
2p003:007	9	@	-	samalla␣
2p003:007	10 (8)	@	-	sanalla␣
2p003:007	11	@	-	talletetut␣
2p003:007	13	@	-	tulelle
2p003:007	-	(,)	-	,␣
2p003:007	14	@	-	säästetyt␣
2p003:007	21	@	-	jumalattomain␣
2p003:007	(20) 22a	@	-	ihmisten␣
2p003:007	17	@	-	tuomion␣
2p003:007	18	@	-	ja␣
2p003:007	19	@	-	kadotuksen␣
2p003:007	16	@	-	päivään
2p003:007	15	%case	LOC	
2p003:007	22b	.	-	.␣
2p003:008	2p003:008	2p003:008	VERSE	2Pt␣3:8␣
2p003:008	2	@	-	Mutta␣
2p003:008	3	@	-	tämä␣
2p003:008	1	@	-	yksi␣
2p003:008	4	@	-	älköön␣
2p003:008	5	@	-	olko␣
2p003:008	6a	@	-	teiltä
2p003:008	-	(,)	-	,␣
2p003:008	7a	@	-	rakkaani
2p003:008	-	(,)	-	,␣
2p003:008	5	@	-	salassa
2p003:008	7b	,	-	,␣
2p003:008	8	@	-	että␣
2p003:008	-	(@)	-	"
2p003:008	9	@	-	yksi␣
2p003:008	10	@	-	päivä␣
2p003:008	-	(@)	-	on␣
2p003:008	12	@	-	Herran␣
2p003:008	11	@	-	edessä␣
2p003:008	13	@	-	niinkuin␣
2p003:008	14	@	-	tuhat␣
2p003:008	15	@	-	vuotta␣
2p003:008	16	@	-	ja␣
2p003:008	17	@	-	tuhat␣
2p003:008	18	@	-	vuotta␣
2p003:008	19	@	-	niinkuin␣
2p003:008	21a	@	-	yksi␣
2p003:008	20	@	-	päivä
2p003:008	21b	@	-	"
2p003:008	21b	.	-	.␣
2p003:009	2p003:009	2p003:009	VERSE	2Pt␣3:9␣
2p003:009	1	@	-	Ei␣
2p003:009	3	@	-	Herra␣
2p003:009	2	@	-	viivytä␣
2p003:009	(4) 5a	@	-	lupauksensa␣
2p003:009	(4) 5a	(@)	-	täyttämistä
2p003:009	5b	,	-	,␣
2p003:009	6	@	-	niinkuin␣
2p003:009	7	@	-	muutamat␣
2p003:009	9a	@	-	pitävät␣
2p003:009	-	(@)	-	sitä␣
2p003:009	8	@	-	viivyttelemisenä
2p003:009	9b	,	-	,␣
2p003:009	10	@	-	vaan␣
2p003:009	11	(@)	-	hän␣
2p003:009	11	@	-	on␣
2p003:009	11	@	-	pitkämielinen␣
2p003:009	13a	@	-	teitä␣
2p003:009	12	@	-	kohtaan
2p003:009	-	(,)	-	,␣
2p003:009	-	(@)	-	sillä␣
2p003:009	15	(@)	-	hän␣
2p003:009	14	@	-	ei␣
2p003:009	15	@	-	tahdo
2p003:009	-	(,)	-	,␣
2p003:009	17	@	-	että␣
2p003:009	16	@	-	kukaan␣
2p003:009	17	@	-	hukkuu
2p003:009	-	(,)	-	,␣
2p003:009	18	@	-	vaan␣
2p003:009	-	(@)	-	että␣
2p003:009	19	@	-	kaikki␣
2p003:009	22a	@	-	tulevat␣
2p003:009	21	@	-	parannukseen
2p003:009	20	%case	LOC	
2p003:009	22b	.	-	.␣
2p003:010	2p003:010	2p003:010	VERSE	2Pt␣3:10␣
2p003:010	2	@	-	Mutta␣
2p003:010	4	@	-	Herran␣
2p003:010	3	@	-	päivä␣
2p003:010	1	(@)	-	on␣
2p003:010	1	@	-	tuleva␣
2p003:010	5	@	-	niinkuin␣
2p003:010	6a	@	-	varas
2p003:010	-	(,)	-	,␣
2p003:010	-	(@)	-	ja␣
2p003:010	8	@	-	silloin␣
2p003:010	7	%case	?	
2p003:010	10 (9)	@	-	taivaat␣
2p003:010	12	@	-	katoavat␣
2p003:010	11	@	-	pauhinalla
2p003:010	-	(,)	-	,␣
2p003:010	14	@	-	ja␣
2p003:010	13	@	-	alkuaineet␣
2p003:010	15	@	-	kuumuudesta␣
2p003:010	16	@	-	hajoavat
2p003:010	-	(,)	-	,␣
2p003:010	17	@	-	ja␣
2p003:010	18	@	-	maa␣
2p003:010	19	@	-	ja␣
2p003:010	-	(@)	-	kaikki
2p003:010	-	(,)	-	,␣
2p003:010	20	@	-	mitä␣
2p003:010	22	@	-	siihen␣
2p003:010	21	%case	LOC	
2p003:010	23	(@)	-	on␣
2p003:010	23	@	-	tehty
2p003:010	-	(,)	-	,␣
2p003:010	25a	@	-	palavat
2p003:010	25b	.	-	.␣
2p003:011	2p003:011	2p003:011	VERSE	2Pt␣3:11␣
2p003:011	4	(@)	-	Kun␣
2p003:011	2	@	-	siis␣
2p003:011	1	@	-	nämä␣
2p003:011	3	@	-	kaikki␣
2p003:011	2	@	-	näin␣
2p003:011	4	@	-	hajoavat
2p003:011	-	(,)	-	,␣
2p003:011	5	@	-	millaisia␣
2p003:011	6	@	-	tuleekaan␣
2p003:011	8a	@	-	teidän␣
2p003:011	7a	@	-	olla␣
2p003:011	10	@	-	pyhässä␣
2p003:011	11	@	-	vaelluksessa␣
2p003:011	9	%case	LOC	
2p003:011	12	@	-	ja␣
2p003:011	13a	@	-	jumalisuudessa
2p003:011	13b	,	-	,␣
2p003:012	2p003:012	2p003:012	VERSE	2Pt␣3:12␣
2p003:012	-	(@)	-	teidän
2p003:012	-	(,)	-	,␣
2p003:012	1	(@)	-	jotka␣
2p003:012	1	@	-	odotatte␣
2p003:012	2	@	-	ja␣
2p003:012	3	@	-	joudutatte␣
2p003:012	(7) 8	@	-	Jumalan␣
2p003:012	(6) 9	@	-	päivän␣
2p003:012	(4) 5	@	-	tulemista
2p003:012	-	(,)	-	,␣
2p003:012	11	@	-	jonka␣
2p003:012	pro%10	@	-	voimasta␣
2p003:012	12	@	-	taivaat␣
2p003:012	13	@	-	hehkuen␣
2p003:012	14	@	-	hajoavat␣
2p003:012	15	@	-	ja␣
2p003:012	16	@	-	alkuaineet␣
2p003:012	17	@	-	kuumuudesta␣
2p003:012	18a	@	-	sulavat
2p003:012	-	(!)	-	!␣
2p003:013	2p003:013	2p003:013	VERSE	2Pt␣3:13␣
2p003:013	2	@	-	Mutta␣
2p003:013	10	@	-	hänen␣
2p003:013	(8) 9	@	-	lupauksensa␣
2p003:013	7	@	-	mukaan␣
2p003:013	11a	(@)	-	me␣
2p003:013	11a	@	-	odotamme␣
2p003:013	1	@	-	uusia␣
2p003:013	3	@	-	taivaita␣
2p003:013	4	@	-	ja␣
2p003:013	6	@	-	uutta␣
2p003:013	5	@	-	maata
2p003:013	11b	,	-	,␣
2p003:013	13	@	-	joissa␣
2p003:013	12	%case	LOC	
2p003:013	14	@	-	vanhurskaus␣
2p003:013	15a	@	-	asuu
2p003:013	15b	.	-	.␣
2p003:014	2p003:014	2p003:014	VERSE	2Pt␣3:14␣
2p003:014	1a	@	-	Sentähden
2p003:014	1b	,	-	,␣
2p003:014	2a	@	-	rakkaani
2p003:014	2b	,	-	,␣
2p003:014	5	@	-	pyrkikää␣
2p003:014	3	@	-	tätä␣
2p003:014	4	@	-	odottaessanne␣
2p003:014	-	(@)	-	siihen
2p003:014	-	(,)	-	,␣
2p003:014	-	(@)	-	että␣
2p003:014	10	(@)	-	teidät␣
2p003:014	10	@	-	havaittaisiin␣
2p003:014	6	@	-	tahrattomiksi␣
2p003:014	7	@	-	ja␣
2p003:014	8	@	-	nuhteettomiksi
2p003:014	-	(,)	-	,␣
2p003:014	12	@	-	rauhassa
2p003:014	11	%case	LOC	
2p003:014	-	(,)	-	,␣
2p003:014	9	@	-	hänen␣
2p003:014	case%9	@	-	edessänsä
2p003:014	-	(;)	-	;␣
2p003:015	2p003:015	2p003:015	VERSE	2Pt␣3:15␣
2p003:015	1	@	-	ja␣
2p003:015	8a	@	-	lukekaa␣
2p003:015	5	@	-	meidän␣
2p003:015	(3) 4	@	-	Herramme␣
2p003:015	(2) 6	@	-	pitkämielisyys␣
2p003:015	7	@	-	pelastukseksi
2p003:015	8b	,	-	,␣
2p003:015	9	@	-	josta␣
2p003:015	10	@	-	myös␣
2p003:015	13	@	-	meidän␣
2p003:015	12	@	-	rakas␣
2p003:015	(11) 14	@	-	veljemme␣
2p003:015	15	@	-	Paavali␣
2p003:015	19	@	-	hänelle␣
2p003:015	18	@	-	annetun␣
2p003:015	(17) 20	@	-	viisauden␣
2p003:015	16	@	-	mukaan␣
2p003:015	22a	@	-	teille␣
2p003:015	21	(@)	-	on␣
2p003:015	21	@	-	kirjoittanut
2p003:015	22b	;	-	;␣
2p003:016	2p003:016	2p003:016	VERSE	2Pt␣3:16␣
2p003:016	1	@	-	niinkuin␣
2p003:016	-	(@)	-	hän␣
2p003:016	-	(@)	-	tekee␣
2p003:016	(2)	-	UNTRANSLATED	
2p003:016	4	@	-	kaikissa␣
2p003:016	5	@	-	kirjeissään
2p003:016	3	%case	LOC	
2p003:016	-	(,)	-	,␣
2p003:016	6	(@)	-	kun␣
2p003:016	6	(@)	-	hän␣
2p003:016	8	@	-	niissä␣
2p003:016	7	%case	LOC	
2p003:016	6	@	-	puhuu␣
