1x001:001	1x001:001	1x001:001	VERSE	1Ak␣1:1␣
1x006:068	5b	%case	NOM	
1x006:068	8	@	-	laidunmaineen
1x006:068	7a 7b	%case	CMT	
1x006:068	-	(,)	-	,␣
1x006:069	1x006:054	1x006:069	VERSE.SHIFT	1Ak␣6:69␣
1x006:069	(1a)	-	UNTRANSLATED	
1x006:069	2	@	-	Aijalon␣
1x006:069	1b	%case	NOM	
1x006:069	4	@	-	laidunmaineen␣
1x006:069	3a 3b	%case	CMT	
1x006:069	5a	@	-	ja␣
1x006:069	6	@	-	Gat-Rimmon␣
1x006:069	5b	%case	NOM	
1x006:069	8	@	-	laidunmaineen
1x006:069	7a 7b	%case	CMT	
1x006:069	-	(;)	-	;␣
1x006:070	1x006:055	1x006:070	VERSE.SHIFT	1Ak␣6:70␣
1x006:070	1a	@	-	ja␣
1x006:070	-	(@)	-	toisesta␣
1x006:070	1c	@	-	puolesta␣
1x006:070	1b	%case	LOC	
1x006:070	3	@	-	Manassen␣
1x006:070	2	@	-	sukukuntaa␣
1x006:070	5	@	-	Aaner␣
1x006:070	4	%case	NOM	
1x006:070	7	@	-	laidunmaineen␣
1x006:070	6a 6b	%case	CMT	
1x006:070	8a	@	-	ja␣
1x006:070	9	@	-	Bileam␣
1x006:070	8b	%case	NOM	
1x006:070	11	@	-	laidunmaineen
1x006:070	10a 10b	%case	CMT	
1x006:070	-	(.)	-	.␣
1x006:070	-	(@)	-	Nämä␣
1x006:070	-	(@)	-	tulivat␣
1x006:070	(15a) 15b	@	-	muitten␣
1x006:070	13b 14	@	-	kehatilaisten␣
1x006:070	13a	%case	GEN	
1x006:070	12b	@	-	suvuille
1x006:070	12a	%case	LOC	
1x006:070	-	(.)	-	.␣
1x006:071	1x006:056	1x006:071	VERSE.SHIFT	1Ak␣6:71␣
1x006:071	1b 2	@	-	Geersomilaiset␣
1x006:071	1a	%case	NOM	
1x006:071	-	(@)	-	saivat␣
1x006:071	3b	@	-	sukujensa␣
1x006:071	3a	@	-	mukaan␣
1x006:071	-	(@)	-	toiselta␣
1x006:071	4	@	-	puolelta␣
1x006:071	6	@	-	Manassen␣
1x006:071	5	@	-	sukukuntaa␣
1x006:071	8	@	-	Goolanin␣
1x006:071	7	%case	GEN	
1x006:071	11	@	-	laidunmaineen␣
1x006:071	10a 10b	%case	CMT	
1x006:071	9b	@	-	Baasanista␣
1x006:071	9a	%case	LOC	
1x006:071	12a	@	-	ja␣
1x006:071	13	@	-	Astarotin␣
1x006:071	12b	%case	GEN	
1x006:071	15	@	-	laidunmaineen
1x006:071	14a 14b	%case	CMT	
1x006:071	-	(;)	-	;␣
1x006:072	1x006:057	1x006:072	VERSE.SHIFT	1Ak␣6:72␣
1x006:072	1a	@	-	ja␣
1x006:072	2	@	-	Isaskarin␣
1x006:072	1c	@	-	sukukunnalta␣
1x006:072	1b	%case	LOC	
1x006:072	4	@	-	Kedeksen␣
1x006:072	3	%case	GEN	
1x006:072	6	@	-	laidunmaineen
1x006:072	5a 5b	%case	CMT	
1x006:072	-	(,)	-	,␣
1x006:072	8	@	-	Dobratin␣
1x006:072	7	%case	GEN	
1x006:072	10	@	-	laidunmaineen
1x006:072	9a 9b	%case	CMT	
1x006:072	-	(,)	-	,␣
1x006:073	1x006:058	1x006:073	VERSE.SHIFT	1Ak␣6:73␣
1x006:073	(1a)	-	UNTRANSLATED	
1x006:073	2	@	-	Raamotin␣
1x006:073	1b	%case	GEN	
1x006:073	4	@	-	laidunmaineen␣
1x006:073	3a 3b	%case	CMT	
1x006:073	5a	@	-	ja␣
1x006:073	6	@	-	Aanemin␣
1x006:073	5b	%case	GEN	
1x006:073	8	@	-	laidunmaineen
1x006:073	7a 7b	%case	CMT	
1x006:073	-	(;)	-	;␣
1x006:074	1x006:059	1x006:074	VERSE.SHIFT	1Ak␣6:74␣
1x006:074	1a	@	-	ja␣
1x006:074	2	@	-	Asserin␣
1x006:074	1c	@	-	sukukunnalta␣
1x006:074	1b	%case	LOC	
1x006:074	4	@	-	Maasalin␣
1x006:074	3	%case	GEN	
1x006:074	6	@	-	laidunmaineen
1x006:074	5a 5b	%case	CMT	
1x006:074	(7a)	-	UNTRANSLATED	
1x006:074	-	(,)	-	,␣
1x006:074	8	@	-	Abdonin␣
1x006:074	7b	%case	GEN	
1x006:074	10	@	-	laidunmaineen
1x006:074	9a 9b	%case	CMT	
1x006:074	-	(,)	-	,␣
1x006:075	1x006:060	1x006:075	VERSE.SHIFT	1Ak␣6:75␣
1x006:075	(1a)	-	UNTRANSLATED	
1x006:075	2	@	-	Huukokin␣
1x006:075	1b	%case	GEN	
1x006:075	4	@	-	laidunmaineen␣
1x006:075	3a 3b	%case	CMT	
1x006:075	5a	@	-	ja␣
1x006:075	6	@	-	Rehobin␣
1x006:075	5b	%case	GEN	
1x006:075	8	@	-	laidunmaineen
1x006:075	7a 7b	%case	CMT	
1x006:075	-	(;)	-	;␣
1x006:076	1x006:061	1x006:076	VERSE.SHIFT	1Ak␣6:76␣
1x006:076	1a	@	-	ja␣
1x006:076	2	@	-	Naftalin␣
1x006:076	1c	@	-	sukukunnalta␣
1x006:076	1b	%case	LOC	
1x006:076	4	@	-	Kedeksen␣
1x006:076	3	%case	GEN	
1x006:076	7	@	-	laidunmaineen␣
1x006:076	6a 6b	%case	CMT	
1x006:076	5b	@	-	Galileasta
1x006:076	5a	%case	LOC	
1x006:076	(8a)	-	UNTRANSLATED	
1x006:076	-	(,)	-	,␣
1x006:076	9	@	-	Hammonin␣
1x006:076	8b	%case	GEN	
1x006:076	11	@	-	laidunmaineen␣
1x006:076	10a 10b	%case	CMT	
1x006:076	12a	@	-	ja␣
1x006:076	13	@	-	Kirjataimin␣
1x006:076	12b	%case	GEN	
1x006:076	15	@	-	laidunmaineen
1x006:076	14a 14b	%case	CMT	
1x006:076	-	(.)	-	.␣
1x006:077	1x006:062	1x006:077	VERSE.SHIFT	1Ak␣6:77␣
1x006:077	(3a) 3b	@	-	Muut␣
1x006:077	1b 2	@	-	merarilaiset␣
1x006:077	1a	%case	NOM	
1x006:077	-	(@)	-	saivat␣
1x006:077	5	@	-	Sebulonin␣
1x006:077	4b	@	-	sukukunnalta␣
1x006:077	4a	%case	LOC	
1x006:077	7	@	-	Rimmonin␣
1x006:077	6	%case	GEN	
1x006:077	9	@	-	laidunmaineen␣
1x006:077	8a 8b	%case	CMT	
1x006:077	-	(@)	-	ja␣
1x006:077	11	@	-	Taaborin␣
1x006:077	10	%case	GEN	
1x006:077	13	@	-	laidunmaineen
1x006:077	12a 12b	%case	CMT	
1x006:077	-	(;)	-	;␣
1x006:078	1x006:063	1x006:078	VERSE.SHIFT	1Ak␣6:78␣
1x006:078	1a	@	-	ja␣
1x006:078	1c	@	-	tuolta␣
1x006:078	1b	%case	LOC	
1x006:078	1c	@	-	puolelta␣
1x006:078	3	@	-	Jerikon␣
1x006:078	2b	@	-	Jordanin
1x006:078	2a	%case	GEN	
1x006:078	-	(,)	-	,␣
1x006:078	(5a) 5b	@	-	Jordanista␣
1x006:078	4b	@	-	auringonnousuun␣
1x006:078	4a	@	-	päin
1x006:078	-	(,)	-	,␣
1x006:078	7	@	-	Ruubenin␣
1x006:078	6b	@	-	sukukunnalta␣
1x006:078	6a	%case	LOC	
1x006:078	9	@	-	Beserin␣
1x006:078	8	%case	GEN	
1x006:078	12	@	-	laidunmaineen␣
1x006:078	11a 11b	%case	CMT	
1x006:078	10b	@	-	erämaasta
1x006:078	10a	%case	LOC	
1x006:078	(13a)	-	UNTRANSLATED	
1x006:078	-	(,)	-	,␣
1x006:078	14	@	-	Jahaan␣
1x006:078	13b	%case	GEN	
1x006:078	16	@	-	laidunmaineen
1x006:078	15a 15b	%case	CMT	
1x006:078	-	(,)	-	,␣
1x006:079	1x006:064	1x006:079	VERSE.SHIFT	1Ak␣6:79␣
1x006:079	(1a)	-	UNTRANSLATED	
1x006:079	2	@	-	Kedemotin␣
1x006:079	1b	%case	GEN	
1x006:079	4	@	-	laidunmaineen
1x006:079	3a 3b	%case	CMT	
1x006:079	(5a)	-	UNTRANSLATED	
1x006:079	-	(,)	-	,␣
1x006:079	6	@	-	Meefaatin␣
1x006:079	5b	%case	GEN	
1x006:079	8	@	-	laidunmaineen
1x006:079	7a 7b	%case	CMT	
1x006:079	-	(;)	-	;␣
1x006:080	1x006:065	1x006:080	VERSE.SHIFT	1Ak␣6:80␣
1x006:080	1a	@	-	ja␣
1x006:080	2	@	-	Gaadin␣
1x006:080	1c	@	-	sukukunnalta␣
1x006:080	1b	%case	LOC	
1x006:080	4	@	-	Raamotin␣
1x006:080	3	%case	GEN	
1x006:080	7	@	-	laidunmaineen␣
1x006:080	6a 6b	%case	CMT	
1x006:080	5b	@	-	Gileadista
1x006:080	5a	%case	LOC	
1x006:080	(8a)	-	UNTRANSLATED	
1x006:080	-	(,)	-	,␣
1x006:080	9	@	-	Mahanaimin␣
1x006:080	8b	%case	GEN	
1x006:080	11	@	-	laidunmaineen
1x006:080	10a 10b	%case	CMT	
1x006:080	-	(,)	-	,␣
1x006:081	1x006:066	1x006:081	VERSE.SHIFT	1Ak␣6:81␣
1x006:081	(1a)	-	UNTRANSLATED	
1x006:081	2	@	-	Hesbonin␣
1x006:081	1b	%case	GEN	
1x006:081	4	@	-	laidunmaineen␣
1x006:081	3a 3b	%case	CMT	
1x006:081	5a	@	-	ja␣
1x006:081	6	@	-	Jaeserin␣
1x006:081	5b	%case	GEN	
1x006:081	8	@	-	laidunmaineen
1x006:081	7a 7b	%case	CMT	
1x006:081	-	(.)	-	.␣
1x007:001	1x007:001	1x007:001	VERSE	1Ak␣7:1␣
1x007:001	(1a)	-	UNTRANSLATED	
1x007:001	2	@	-	Isaskarin␣
1x007:001	1c	@	-	pojat␣
1x007:001	1b	%case	NOM	
1x007:001	-	(@)	-	olivat␣
1x007:001	3	@	-	Toola
1x007:001	(4a)	-	UNTRANSLATED	
1x007:001	-	(,)	-	,␣
1x007:001	4b	@	-	Puua
1x007:001	-	(,)	-	,␣
1x007:001	6	@	-	Jaasub␣
1x007:001	7a	@	-	ja␣
1x007:001	7b	@	-	Simron
1x007:001	-	(,)	-	,␣
1x007:001	-	(@)	-	kaikkiaan␣
1x007:001	8	@	-	neljä
1x007:001	-	(.)	-	.␣
1x007:002	1x007:002	1x007:002	VERSE	1Ak␣7:2␣
1x007:002	1a	@	-	Ja␣
1x007:002	2	@	-	Toolan␣
1x007:002	1b	@	-	pojat␣
1x007:002	-	(@)	-	olivat␣
1x007:002	3	@	-	Ussi
1x007:002	(4a)	-	UNTRANSLATED	
1x007:002	-	(,)	-	,␣
1x007:002	4b	@	-	Refaja
1x007:002	(5a)	-	UNTRANSLATED	
1x007:002	-	(,)	-	,␣
1x007:002	5b	@	-	Jeriel
1x007:002	(6a)	-	UNTRANSLATED	
1x007:002	-	(,)	-	,␣
1x007:002	6b	@	-	Jahmai
1x007:002	(7a)	-	UNTRANSLATED	
1x007:002	-	(,)	-	,␣
1x007:002	7b	@	-	Jibsam␣
1x007:002	8a	@	-	ja␣
1x007:002	8b	@	-	Samuel
1x007:002	-	(,)	-	,␣
1x007:002	-	(@)	-	jotka␣
1x007:002	-	(@)	-	olivat␣
1x007:002	10b 11	@	-	perhekuntiensa␣
1x007:002	10a	%case	GEN	
1x007:002	9	@	-	päämiehiä
1x007:002	-	(,)	-	,␣
1x007:002	12b	@	-	Toolan␣
1x007:002	12a	@	-	jälkeläisiä
1x007:002	-	(,)	-	,␣
1x007:002	13 14	@	-	sotaurhoja
1x007:002	-	(,)	-	,␣
1x007:002	15b	@	-	polveutumisensa␣
1x007:002	15a	@	-	mukaan
1x007:002	-	(.)	-	.␣
1x007:002	18	@	-	Daavidin␣
1x007:002	17b	@	-	aikana␣
1x007:002	17a	%case	ESS	
1x007:002	-	(@)	-	oli␣
1x007:002	pers%16	@	-	heidän␣
1x007:002	16	@	-	lukumääränsä␣
1x007:002	19 20a 20b 21 22a 22b 23	@	-	kaksikymmentäkaksi␣
1x007:002	19 20a 20b 21 22a 22b 23	@	-	tuhatta␣
1x007:002	19 20a 20b 21 22a 22b 23	@	-	kuusisataa
1x007:002	-	(.)	-	.␣
1x007:003	1x007:003	1x007:003	VERSE	1Ak␣7:3␣
1x007:003	1a	@	-	Ja␣
1x007:003	2	@	-	Ussin␣
1x007:003	1b	@	-	poika␣
1x007:003	-	(@)	-	oli␣
1x007:003	3	@	-	Jisrahja
1x007:003	-	(,)	-	,␣
1x007:003	4a	@	-	ja␣
1x007:003	5	@	-	Jisrahjan␣
1x007:003	4b	@	-	pojat␣
1x007:003	-	(@)	-	olivat␣
1x007:003	6	@	-	Miikael
1x007:003	(7a)	-	UNTRANSLATED	
1x007:003	-	(,)	-	,␣
1x007:003	7b	@	-	Obadja
1x007:003	(8a)	-	UNTRANSLATED	
1x007:003	-	(,)	-	,␣
1x007:003	8b	@	-	Jooel␣
1x007:003	-	(@)	-	ja␣
1x007:003	9	@	-	Jissia
1x007:003	-	(,)	-	,␣
1x007:003	-	(@)	-	kaikkiaan␣
1x007:003	10	@	-	viisi
1x007:003	-	(,)	-	,␣
1x007:003	12	@	-	kaikki␣
1x007:003	11	@	-	päämiehiä
1x007:003	-	(.)	-	.␣
1x007:004	1x007:004	1x007:004	VERSE	1Ak␣7:4␣
1x007:004	(1a)	-	UNTRANSLATED	
1x007:004	1b	@	-	Heitä␣
1x007:004	-	(@)	-	seurasi␣
1x007:004	2b	@	-	polveutumisensa␣
1x007:004	2a	%case	NOM.GEN	
1x007:004	-	(@)	-	ja␣
1x007:004	3b 4	@	-	perhekuntiensa␣
1x007:004	3a	@	-	mukaan␣
1x007:004	5	@	-	taisteluun␣
1x007:004	5	@	-	valmiina␣
1x007:004	6 7	@	-	sotajoukkoina␣
1x007:004	10 8 9a 9b	@	-	kolmekymmentäkuusi␣
1x007:004	10 8 9a 9b	@	-	tuhatta␣
1x007:004	-	(@)	-	miestä
1x007:004	-	(,)	-	,␣
1x007:004	11	@	-	sillä␣
1x007:004	12	(@)	-	heillä␣
1x007:004	12	@	-	oli␣
1x007:004	12	@	-	paljon␣
1x007:004	13	@	-	vaimoja␣
1x007:004	14a	@	-	ja␣
1x007:004	14b	@	-	lapsia
1x007:004	-	(.)	-	.␣
1x007:005	1x007:005	1x007:005	VERSE	1Ak␣7:5␣
1x007:005	1a	@	-	Ja␣
1x007:005	pers%1b	@	-	heidän␣
1x007:005	1b	@	-	veljensä
1x007:005	-	(,)	-	,␣
1x007:005	2b	@	-	kaikissa␣
1x007:005	2a	%case	LOC	
1x007:005	4	@	-	Isaskarin␣
1x007:005	3	@	-	suvuissa
1x007:005	-	(,)	-	,␣
1x007:005	-	(@)	-	olivat␣
1x007:005	5 6	@	-	sotaurhoja
1x007:005	-	(.)	-	.␣
1x007:005	10	@	-	Sukuluetteloihin␣
1x007:005	10	@	-	merkittyjä␣
1x007:005	-	(@)	-	oli␣
1x007:005	11b	@	-	kaikkiaan␣
1x007:005	11a	%case	PTV	
1x007:005	7 8a 8b 9	@	-	kahdeksankymmentäseitsemän␣
1x007:005	7 8a 8b 9	@	-	tuhatta
1x007:005	-	(.)	-	.␣
1x007:006	1x007:006	1x007:006	VERSE	1Ak␣7:6␣
1x007:006	1	@	-	Benjaminia␣
1x007:006	-	(@)	-	oli
1x007:006	-	(:)	-	:␣
1x007:006	2	@	-	Bela
1x007:006	(3a)	-	UNTRANSLATED	
1x007:006	-	(,)	-	,␣
1x007:006	3b	@	-	Beker␣
1x007:006	4a	@	-	ja␣
1x007:006	4b	@	-	Jediael
1x007:006	-	(,)	-	,␣
1x007:006	-	(@)	-	kaikkiaan␣
1x007:006	5	@	-	kolme
1x007:006	-	(.)	-	.␣
1x007:007	1x007:007	1x007:007	VERSE	1Ak␣7:7␣
1x007:007	1a	@	-	Ja␣
1x007:007	2	@	-	Belan␣
1x007:007	1b	@	-	pojat␣
1x007:007	-	(@)	-	olivat␣
1x007:007	3	@	-	Esbon
1x007:007	(4a)	-	UNTRANSLATED	
1x007:007	-	(,)	-	,␣
1x007:007	4b	@	-	Ussi
1x007:007	(5a)	-	UNTRANSLATED	
1x007:007	-	(,)	-	,␣
1x007:007	5b	@	-	Ussiel
1x007:007	(6a)	-	UNTRANSLATED	
1x007:007	-	(,)	-	,␣
1x007:007	6b	@	-	Jerimot␣
1x007:007	7a	@	-	ja␣
1x007:007	7b	@	-	Iiri
1x007:007	-	(,)	-	,␣
1x007:007	-	(@)	-	kaikkiaan␣
1x007:007	8	@	-	viisi
1x007:007	-	(,)	-	,␣
1x007:007	10 11 9	@	-	perhekunta-päämiehiä
1x007:007	-	(,)	-	,␣
1x007:007	12 13	@	-	sotaurhoja
1x007:007	-	(.)	-	.␣
1x007:007	14a	@	-	Ja␣
1x007:007	14b	@	-	sukuluetteloihin␣
1x007:007	14b	@	-	merkittyjä␣
1x007:007	-	(@)	-	oli␣
1x007:007	pers%14b	@	-	heitä␣
1x007:007	15 16a 16b 17 18a 18b 19a 19b	@	-	kaksikymmentäkaksi␣
1x007:007	15 16a 16b 17 18a 18b 19a 19b	@	-	tuhatta␣
1x007:007	15 16a 16b 17 18a 18b 19a 19b	@	-	kolmekymmentä␣
1x007:007	15 16a 16b 17 18a 18b 19a 19b	@	-	neljä
1x007:007	-	(.)	-	.␣
1x007:008	1x007:008	1x007:008	VERSE	1Ak␣7:8␣
1x007:008	1a	@	-	Ja␣
1x007:008	2	@	-	Bekerin␣
1x007:008	1b	@	-	pojat␣
1x007:008	-	(@)	-	olivat␣
1x007:008	3	@	-	Semira
1x007:008	(4a)	-	UNTRANSLATED	
1x007:008	-	(,)	-	,␣
1x007:008	4b	@	-	Jooas
1x007:008	(5a)	-	UNTRANSLATED	
1x007:008	-	(,)	-	,␣
1x007:008	5b	@	-	Elieser
1x007:008	(6a)	-	UNTRANSLATED	
1x007:008	-	(,)	-	,␣
1x007:008	6b	@	-	Eljoenai
1x007:008	(7a)	-	UNTRANSLATED	
1x007:008	-	(,)	-	,␣
1x007:008	7b	@	-	Omri
1x007:008	(8a)	-	UNTRANSLATED	
1x007:008	-	(,)	-	,␣
1x007:008	8b	@	-	Jeremot
1x007:008	(9a)	-	UNTRANSLATED	
1x007:008	-	(,)	-	,␣
1x007:008	9b	@	-	Abia
1x007:008	(10a)	-	UNTRANSLATED	
1x007:008	-	(,)	-	,␣
1x007:008	10b	@	-	Anatot␣
1x007:008	11a	@	-	ja␣
1x007:008	11b	@	-	Aalemet
1x007:008	-	(;)	-	;␣
1x007:008	12	@	-	kaikki␣
1x007:008	13	@	-	nämä␣
1x007:008	-	(@)	-	olivat␣
1x007:008	15	@	-	Bekerin␣
1x007:008	14	@	-	poikia
1x007:008	-	(.)	-	.␣
1x007:009	1x007:009	1x007:009	VERSE	1Ak␣7:9␣
1x007:009	1a	@	-	Ja␣
1x007:009	1b	@	-	sukuluetteloihin␣
1x007:009	1b	@	-	merkittyjä␣
1x007:009	-	(@)	-	oli␣
1x007:009	pers%1b	@	-	heitä␣
1x007:009	2b	@	-	polveutumisensa␣
1x007:009	2a	@	-	mukaan
1x007:009	-	(,)	-	,␣
1x007:009	3 4 5	@	-	perhekunta-päämiestensä
1x007:009	-	(,)	-	,␣
1x007:009	6 7	@	-	sotaurhojen
1x007:009	-	(,)	-	,␣
1x007:009	-	(@)	-	mukaan
1x007:009	-	(,)	-	,␣
1x007:009	10a 10b 8 9	@	-	kaksikymmentä␣
1x007:009	10a 10b 8 9	@	-	tuhatta␣
1x007:009	10a 10b 8 9	@	-	kaksisataa
1x007:009	-	(.)	-	.␣
1x007:010	1x007:010	1x007:010	VERSE	1Ak␣7:10␣
1x007:010	1a	@	-	Ja␣
1x007:010	2	@	-	Jediaelin␣
1x007:010	1b	@	-	poika␣
1x007:010	-	(@)	-	oli␣
1x007:010	3	@	-	Bilhan
1x007:010	-	(,)	-	,␣
1x007:010	4a	@	-	ja␣
1x007:010	5	@	-	Bilhanin␣
1x007:010	4b	@	-	pojat␣
1x007:010	-	(@)	-	olivat␣
1x007:010	7	@	-	Jeus
1x007:010	(8a)	-	UNTRANSLATED	
1x007:010	-	(,)	-	,␣
1x007:010	8b	@	-	Benjamin
1x007:010	(9a)	-	UNTRANSLATED	
1x007:010	-	(,)	-	,␣
1x007:010	9b	@	-	Eehud
1x007:010	(10a)	-	UNTRANSLATED	
1x007:010	-	(,)	-	,␣
1x007:010	10b	@	-	Kenaana
1x007:010	(11a)	-	UNTRANSLATED	
1x007:010	-	(,)	-	,␣
1x007:010	11b	@	-	Seetan
1x007:010	(12a)	-	UNTRANSLATED	
1x007:010	-	(,)	-	,␣
1x007:010	12b	@	-	Tarsis␣
1x007:010	13a	@	-	ja␣
1x007:010	13b	@	-	Ahisahar
1x007:010	-	(.)	-	.␣
1x007:011	1x007:011	1x007:011	VERSE	1Ak␣7:11␣
1x007:011	1	@	-	Kaikki␣
1x007:011	2	@	-	nämä␣
1x007:011	-	(@)	-	olivat␣
1x007:011	4	@	-	Jediaelin␣
1x007:011	3	@	-	poikia␣
1x007:011	5b (6a) 6b	@	-	perhekunta-päämiesten
1x007:011	-	(,)	-	,␣
1x007:011	7 8	@	-	sotaurhojen
1x007:011	-	(,)	-	,␣
1x007:011	5a	@	-	mukaan
1x007:011	-	(;)	-	;␣
1x007:011	10 11 12a 12b 9	@	-	seitsemäntoista␣
1x007:011	10 11 12a 12b 9	@	-	tuhatta␣
1x007:011	10 11 12a 12b 9	@	-	kaksisataa␣
1x007:011	13 14 15b	@	-	sotakelpoista␣
1x007:011	15a	%case	PTV	
1x007:011	-	(@)	-	miestä
1x007:011	-	(.)	-	.␣
1x007:012	1x007:012	1x007:012	VERSE	1Ak␣7:12␣
1x007:012	1a	@	-	Ja␣
1x007:012	1b	@	-	Suppim␣
1x007:012	2a	@	-	ja␣
1x007:012	2b	@	-	Huppim␣
1x007:012	-	(@)	-	olivat␣
1x007:012	4	@	-	Iirin␣
1x007:012	3	@	-	poikia
1x007:012	-	(;)	-	;␣
1x007:012	5	@	-	Huusim␣
1x007:012	-	(@)	-	oli␣
1x007:012	7	@	-	Aherin␣
1x007:012	6	@	-	poika
1x007:012	-	(.)	-	.␣
1x007:013	1x007:013	1x007:013	VERSE	1Ak␣7:13␣
1x007:013	2	@	-	Naftalin␣
1x007:013	1	@	-	pojat␣
1x007:013	-	(@)	-	olivat␣
1x007:013	3	@	-	Jahasiel
1x007:013	(4a)	-	UNTRANSLATED	
1x007:013	-	(,)	-	,␣
1x007:013	4b	@	-	Guuni
1x007:013	(5a)	-	UNTRANSLATED	
1x007:013	-	(,)	-	,␣
1x007:013	5b	@	-	Jeeser␣
1x007:013	6a	@	-	ja␣
1x007:013	6b	@	-	Sallum
1x007:013	-	(,)	-	,␣
1x007:013	8	@	-	Bilhan␣
1x007:013	7	@	-	jälkeläisiä
1x007:013	-	(.)	-	.␣
1x007:014	1x007:014	1x007:014	VERSE	1Ak␣7:14␣
1x007:014	2	@	-	Manassen␣
1x007:014	1	@	-	poika␣
1x007:014	-	(@)	-	oli␣
1x007:014	3	@	-	Asriel
1x007:014	-	(,)	-	,␣
1x007:014	4	@	-	jonka␣
1x007:014	pers%6	@	-	hänen␣
1x007:014	(7a) 7b	@	-	aramilainen␣
1x007:014	6	@	-	sivuvaimonsa␣
1x007:014	5	@	-	synnytti
1x007:014	-	(;)	-	;␣
1x007:014	8	(@)	-	tämä␣
1x007:014	8	@	-	synnytti␣
1x007:014	10	@	-	Maakirin
1x007:014	9	%case	GEN	
1x007:014	-	(,)	-	,␣
1x007:014	12	@	-	Gileadin␣
1x007:014	11	@	-	isän
1x007:014	-	(.)	-	.␣
1x007:015	1x007:015	1x007:015	VERSE	1Ak␣7:15␣
1x007:015	1a	@	-	Ja␣
1x007:015	1b	@	-	Maakir␣
1x007:015	2	@	-	otti␣
1x007:015	3	@	-	vaimon␣
1x007:015	4b	@	-	Huppimille␣
1x007:015	4a	%case	LOC	
1x007:015	5a	@	-	ja␣
1x007:015	5c	@	-	Suppimille
1x007:015	5b	%case	LOC	
1x007:015	-	(,)	-	,␣
1x007:015	6a	@	-	ja␣
1x007:015	pers%7	@	-	hänen␣
1x007:015	7	@	-	sisarensa␣
1x007:015	6b	@	-	nimi␣
1x007:015	-	(@)	-	oli␣
1x007:015	8	@	-	Maaka
1x007:015	-	(.)	-	.␣
1x007:015	9a	@	-	Ja␣
1x007:015	(10a) 10b	@	-	toisen␣
1x007:015	9b	@	-	nimi␣
1x007:015	-	(@)	-	oli␣
1x007:015	11	@	-	Selofhad
1x007:015	-	(;)	-	;␣
1x007:015	12a	@	-	ja␣
1x007:015	13b	@	-	Selofhadilla␣
1x007:015	13a	%case	LOC	
1x007:015	12b	@	-	oli␣
1x007:015	14	@	-	tyttäriä
1x007:015	-	(.)	-	.␣
1x007:016	1x007:016	1x007:016	VERSE	1Ak␣7:16␣
1x007:016	1a	@	-	Ja␣
1x007:016	2	@	-	Maaka
1x007:016	-	(,)	-	,␣
1x007:016	4	@	-	Maakirin␣
1x007:016	3	@	-	vaimo
1x007:016	-	(,)	-	,␣
1x007:016	1b	@	-	synnytti␣
1x007:016	5	@	-	pojan
1x007:016	-	(,)	-	,␣
1x007:016	6a	@	-	jolle␣
1x007:016	6b	(@)	-	hän␣
1x007:016	6b	@	-	antoi␣
1x007:016	7	@	-	nimen␣
1x007:016	8	@	-	Peres
1x007:016	(9a)	-	UNTRANSLATED	
1x007:016	-	(;)	-	;␣
1x007:016	pers%10	@	-	hänen␣
1x007:016	10	@	-	veljensä␣
1x007:016	9b	@	-	nimi␣
1x007:016	-	(@)	-	oli␣
1x007:016	11	@	-	Seres
1x007:016	-	(,)	-	,␣
1x007:016	12a	@	-	ja␣
1x007:016	pers%12b	@	-	hänen␣
1x007:016	12b	@	-	poikansa␣
1x007:016	-	(@)	-	olivat␣
1x007:016	13	@	-	Uulam␣
1x007:016	14a	@	-	ja␣
1x007:016	14b	@	-	Rekem
1x007:016	-	(.)	-	.␣
1x007:017	1x007:017	1x007:017	VERSE	1Ak␣7:17␣
1x007:017	(1a)	-	UNTRANSLATED	
1x007:017	2	@	-	Uulamin␣
1x007:017	1b	@	-	poika␣
1x007:017	-	(@)	-	oli␣
1x007:017	3	@	-	Bedan
1x007:017	-	(.)	-	.␣
1x007:017	4	@	-	Nämä␣
1x007:017	-	(@)	-	olivat␣
1x007:017	6	@	-	Gileadin␣
1x007:017	5	@	-	pojat
1x007:017	-	(,)	-	,␣
1x007:017	-	(@)	-	joka␣
1x007:017	-	(@)	-	oli␣
1x007:017	8	@	-	Maakirin␣
1x007:017	7	@	-	poika
1x007:017	-	(,)	-	,␣
1x007:017	-	(@)	-	joka␣
1x007:017	10	@	-	Manassen␣
1x007:017	9	@	-	poika
1x007:017	-	(.)	-	.␣
1x007:018	1x007:018	1x007:018	VERSE	1Ak␣7:18␣
1x007:018	1a	@	-	Ja␣
1x007:018	pers%1b	@	-	hänen␣
1x007:018	1b	@	-	sisarensa␣
1x007:018	(2a) 2b	@	-	Mooleket␣
1x007:018	3	@	-	synnytti␣
1x007:018	5	@	-	Iishodin
1x007:018	4	%case	GEN	
1x007:018	(6a)	-	UNTRANSLATED	
1x007:018	-	(,)	-	,␣
1x007:018	7	@	-	Abieserin␣
1x007:018	6b	%case	GEN	
1x007:018	8a	@	-	ja␣
1x007:018	9	@	-	Mahlan
1x007:018	8b	%case	GEN	
1x007:018	-	(.)	-	.␣
1x007:019	1x007:019	1x007:019	VERSE	1Ak␣7:19␣
1x007:019	1a	@	-	Ja␣
1x007:019	3	@	-	Semidan␣
1x007:019	2	@	-	pojat␣
1x007:019	1b	@	-	olivat␣
1x007:019	4	@	-	Ahjan
1x007:019	(5a)	-	UNTRANSLATED	
