2c001:001	2c001:001	2c001:001	VERSE	2Kr␣1:1␣
2c002:003	13	@	-	minun␣
2c002:003	12	@	-	piti␣
2c002:003	14a	@	-	saada␣
2c002:003	14a	@	-	iloa
2c002:003	-	(,)	-	,␣
2c002:003	-	(@)	-	koska␣
2c002:003	-	(@)	-	minulla␣
2c002:003	-	(@)	-	on␣
2c002:003	18	@	-	teihin␣
2c002:003	17	@	-	kaikkiin␣
2c002:003	16	%case	LOC	
2c002:003	-	(@)	-	se␣
2c002:003	15	@	-	luottamus
2c002:003	-	(,)	-	,␣
2c002:003	19	@	-	että␣
2c002:003	21	@	-	minun␣
2c002:003	(20) 22	@	-	iloni␣
2c002:003	25a	@	-	on␣
2c002:003	23	@	-	kaikkien␣
2c002:003	24	@	-	teidän␣
2c002:003	-	(@)	-	ilonne
2c002:003	25b	.	-	.␣
2c002:004	2c002:004	2c002:004	VERSE	2Kr␣2:4␣
2c002:004	2	@	-	Sillä␣
2c002:004	3	@	-	suuressa␣
2c002:004	7	@	-	sydämen␣
2c002:004	4	@	-	ahdistuksessa␣
2c002:004	1	%case	LOC	
2c002:004	5	@	-	ja␣
2c002:004	6	@	-	hädässä␣
2c002:004	8	(@)	-	minä␣
2c002:004	8	@	-	kirjoitin␣
2c002:004	9	@	-	teille␣
2c002:004	11	@	-	monin␣
2c002:004	12a	@	-	kyynelin
2c002:004	10	%case	INS	
2c002:004	12b	,	-	,␣
2c002:004	13	@	-	en␣
2c002:004	-	(@)	-	sitä␣
2c002:004	-	(@)	-	varten
2c002:004	-	(,)	-	,␣
2c002:004	14	@	-	että␣
2c002:004	15	(@)	-	te␣
2c002:004	15	@	-	murheellisiksi␣
2c002:004	15	@	-	tulisitte
2c002:004	-	(,)	-	,␣
2c002:004	16	@	-	vaan␣
2c002:004	19	@	-	että␣
2c002:004	20	@	-	tuntisitte␣
2c002:004	21	@	-	sen␣
2c002:004	23	@	-	erinomaisen␣
2c002:004	(17) 18	@	-	rakkauden
2c002:004	-	(,)	-	,␣
2c002:004	21	@	-	joka␣
2c002:004	22	(@)	-	minulla␣
2c002:004	22	@	-	on␣
2c002:004	25a	@	-	teihin
2c002:004	24	%case	LOC	
2c002:004	25b	.	-	.␣
2c002:005	2c002:005	2c002:005	VERSE	2Kr␣2:5␣
2c002:005	2	@	-	Mutta␣
2c002:005	1	@	-	jos␣
2c002:005	3	@	-	eräs␣
2c002:005	4a	(@)	-	on␣
2c002:005	4a	@	-	tuottanut␣
2c002:005	4a	@	-	murhetta
2c002:005	4b	,	-	,␣
2c002:005	5	@	-	ei␣
2c002:005	7a	(@)	-	hän␣
2c002:005	7a	(@)	-	ole␣
2c002:005	7a	@	-	tuottanut␣
2c002:005	7a	@	-	murhetta␣
2c002:005	6	@	-	minulle
2c002:005	7b	,	-	,␣
2c002:005	8	@	-	vaan␣
2c002:005	15a	@	-	teille␣
2c002:005	14	@	-	kaikille
2c002:005	-	(,)	-	,␣
2c002:005	10a	@	-	jossakin␣
2c002:005	10a	@	-	määrin
2c002:005	9	%case	INS	
2c002:005	-	(,)	-	,␣
2c002:005	11 12	@	-	etten␣
2c002:005	13a	@	-	liikaa␣
2c002:005	13a	@	-	sanoisi
2c002:005	15b	.	-	.␣
2c002:006	2c002:006	2c002:006	VERSE	2Kr␣2:6␣
2c002:006	(2) 3	@	-	Semmoiselle␣
2c002:006	1	@	-	riittää␣
2c002:006	6	@	-	se␣
2c002:006	(4) 5	@	-	rangaistus
2c002:006	-	(,)	-	,␣
2c002:006	7	@	-	minkä␣
2c002:006	-	(@)	-	hän␣
2c002:006	10a (9)	@	-	useimmilta␣
2c002:006	8	%case	LOC	
2c002:006	-	(@)	-	on␣
2c002:006	-	(@)	-	saanut
2c002:006	10b	;	-	;␣
2c002:007	2c002:007	2c002:007	VERSE	2Kr␣2:7␣
2c002:007	1	@	-	niin␣
2c002:007	1	@	-	että␣
2c002:007	5	@	-	teidän␣
2c002:007	3	@	-	päinvastoin␣
2c002:007	4	@	-	ennemmin␣
2c002:007	tasp%6	@	-	tulee␣
2c002:007	6	@	-	antaa␣
2c002:007	6	@	-	anteeksi␣
2c002:007	7	@	-	ja␣
2c002:007	8a	@	-	lohduttaa
2c002:007	8b	,	-	,␣
2c002:007	9	@	-	ettei␣
2c002:007	(15) 16a	@	-	hän␣
2c002:007	10	@	-	ehkä␣
2c002:007	14	@	-	menehtyisi␣
2c002:007	12	@	-	liian␣
2c002:007	12	@	-	suureen␣
2c002:007	(11) 13	@	-	murheeseen
2c002:007	16b	.	-	.␣
2c002:008	2c002:008	2c002:008	VERSE	2Kr␣2:8␣
2c002:008	1	@	-	Sentähden␣
2c002:008	2	(@)	-	minä␣
2c002:008	2	@	-	kehoitan␣
2c002:008	3	@	-	teitä
2c002:008	-	(,)	-	,␣
2c002:008	-	(@)	-	että␣
2c002:008	tasp%4	@	-	päätätte␣
2c002:008	tasp%4	@	-	ruveta␣
2c002:008	4	@	-	osoittamaan␣
2c002:008	7a	@	-	rakkautta␣
2c002:008	6	@	-	häntä␣
2c002:008	5	@	-	kohtaan
2c002:008	7b	;	-	;␣
2c002:009	2c002:009	2c002:009	VERSE	2Kr␣2:9␣
2c002:009	3	@	-	sillä␣
2c002:009	2	@	-	sitä␣
2c002:009	1	@	-	varten␣
2c002:009	5a	(@)	-	minä␣
2c002:009	5a	@	-	kirjoitinkin
2c002:009	4	%clitic	kin	
2c002:009	5b	,	-	,␣
2c002:009	6	@	-	että␣
2c002:009	tasp%7	@	-	saisin␣
2c002:009	7	@	-	nähdä
2c002:009	-	(,)	-	,␣
2c002:009	-	(@)	-	kuinka␣
2c002:009	10a	@	-	te␣
2c002:009	(8) 9	@	-	kestätte␣
2c002:009	(8) 9	@	-	koetuksen
2c002:009	10b	,	-	,␣
2c002:009	15a	@	-	oletteko␣
2c002:009	11	%clitic	kO	
2c002:009	13	@	-	kaikessa␣
2c002:009	12	%case	LOC	
2c002:009	14	@	-	kuuliaiset
2c002:009	15b	.	-	.␣
2c002:010	2c002:010	2c002:010	VERSE	2Kr␣2:10␣
2c002:010	2	@	-	Mutta␣
2c002:010	1	@	-	kenelle␣
2c002:010	4a	(@)	-	te␣
2c002:010	3	@	-	jotakin␣
2c002:010	4a	@	-	anteeksi␣
2c002:010	4a	@	-	annatte
2c002:010	4b	,	-	,␣
2c002:010	-	(@)	-	sille␣
2c002:010	6a	@	-	minäkin
2c002:010	6b	;	-	;␣
2c002:010	(7)	-	UNTRANSLATED	
2c002:010	8	@	-	sillä␣
2c002:010	10	@	-	mitä␣
2c002:010	9	@	-	minä␣
2c002:010	11a	(@)	-	olen␣
2c002:010	11a	@	-	anteeksi␣
2c002:010	11a	@	-	antanut␣
2c002:010	11b	-	-	-␣
2c002:010	12	@	-	jos␣
2c002:010	-	(@)	-	minulla␣
2c002:010	-	(@)	-	on␣
2c002:010	-	(@)	-	ollut␣
2c002:010	13	@	-	jotakin␣
2c002:010	-	(@)	-	anteeksiannettavaa␣
2c002:010	-	(-)	-	-␣
2c002:010	-	(@)	-	sen␣
2c002:010	14a	(@)	-	olen␣
2c002:010	14a	@	-	anteeksi␣
2c002:010	14a	@	-	antanut␣
2c002:010	16	@	-	teidän␣
2c002:010	15	@	-	tähtenne␣
2c002:010	19a	@	-	Kristuksen␣
2c002:010	18	@	-	kasvojen␣
2c002:010	17	@	-	edessä
2c002:010	19b	,	-	,␣
2c002:011	2c002:011	2c002:011	VERSE	2Kr␣2:11␣
2c002:011	1 2	@	-	ettei␣
2c002:011	(5) 6a	@	-	saatana␣
2c002:011	4	%case	NOM	
2c002:011	3	@	-	pääsisi␣
2c002:011	3	(@)	-	meistä␣
2c002:011	3	@	-	voitolle
2c002:011	6b	;	-	;␣
2c002:011	8	@	-	sillä␣
2c002:011	9	@	-	hänen␣
2c002:011	(10) 11	@	-	juonensa␣
2c002:011	7	@	-	eivät␣
2c002:011	12a	@	-	ole␣
2c002:011	12a	(@)	-	meille␣
2c002:011	12a	@	-	tuntemattomat
2c002:011	12b	.	-	.␣
2c002:012	2c002:012	2c002:012	VERSE	2Kr␣2:12␣
2c002:012	1	@	-	Tultuani␣
2c002:012	(2)	-	UNTRANSLATED	
2c002:012	(4) 5	@	-	Trooaaseen␣
2c002:012	3	%case	LOC	
2c002:012	pro%6	@	-	julistamaan␣
2c002:012	10 (9)	@	-	Kristuksen␣
2c002:012	(7) 8	@	-	evankeliumia␣
2c002:012	(11)	-	UNTRANSLATED	
2c002:012	14	@	-	avautui␣
2c002:012	13	@	-	minulle␣
2c002:012	12	@	-	ovi␣
2c002:012	-	(@)	-	työhön␣
2c002:012	16a	@	-	Herrassa
2c002:012	15	%case	LOC	
2c002:012	16b	,	-	,␣
2c002:013	2c002:013	2c002:013	VERSE	2Kr␣2:13␣
2c002:013	-	(@)	-	mutta␣
2c002:013	-	(@)	-	minä␣
2c002:013	1	@	-	en␣
2c002:013	2	@	-	saanut␣
2c002:013	3	@	-	lepoa␣
2c002:013	(4) 5	@	-	hengessäni
2c002:013	6	%pers	?	
2c002:013	-	(,)	-	,␣
2c002:013	7	@	-	kun␣
2c002:013	8	@	-	en␣
2c002:013	10	%pers	1S	
2c002:013	9	@	-	tavannut␣
2c002:013	11	@	-	Tiitusta
2c002:013	-	(,)	-	,␣
2c002:013	(12) 13	@	-	veljeäni
2c002:013	14a	%pers	?	
2c002:013	14b	.	-	.␣
2c002:013	15	@	-	Sentähden␣
2c002:013	16	@	-	sanoin␣
2c002:013	17	@	-	heille␣
2c002:013	16	@	-	jäähyväiset␣
2c002:013	-	(@)	-	ja␣
2c002:013	18	@	-	lähdin␣
2c002:013	20a	@	-	Makedoniaan
2c002:013	19	%case	LOC	
2c002:013	20b	.	-	.␣
2c002:014	2c002:014	2c002:014	VERSE	2Kr␣2:14␣
2c002:014	2	@	-	Mutta␣
2c002:014	4	@	-	kiitos␣
2c002:014	-	(@)	-	olkoon␣
2c002:014	(1) 3	@	-	Jumalan
2c002:014	-	(,)	-	,␣
2c002:014	5	@	-	joka␣
2c002:014	6	@	-	aina␣
2c002:014	7	@	-	kuljettaa␣
2c002:014	8	@	-	meitä␣
2c002:014	7	@	-	voittosaatossa␣
2c002:014	(10) 11	@	-	Kristuksessa␣
2c002:014	9	%case	LOC	
2c002:014	12	@	-	ja␣
2c002:014	20	@	-	meidän␣
2c002:014	19	@	-	kauttamme␣
2c002:014	22	@	-	joka␣
2c002:014	23a	@	-	paikassa␣
2c002:014	21	%case	LOC	
2c002:014	18	@	-	tuo␣
2c002:014	18	@	-	ilmi␣
2c002:014	17	@	-	hänen␣
2c002:014	(15) 16	@	-	tuntemisensa␣
2c002:014	(13) 14	@	-	tuoksun
2c002:014	-	(!)	-	!␣
2c002:015	2c002:015	2c002:015	VERSE	2Kr␣2:15␣
2c002:015	1	@	-	Sillä␣
2c002:015	4	(@)	-	me␣
2c002:015	4	@	-	olemme␣
2c002:015	2	@	-	Kristuksen␣
2c002:015	3	@	-	tuoksu␣
2c002:015	(5) 6	@	-	Jumalalle␣
2c002:015	-	(@)	-	sekä␣
2c002:015	(8) 9	@	-	pelastuvien␣
2c002:015	7	%case	GEN	
2c002:015	10	@	-	että␣
2c002:015	(12) 13a	@	-	kadotukseen␣
2c002:015	(12) 13a	@	-	joutuvien␣
2c002:015	11	@	-	joukossa
2c002:015	13b	:	-	:␣
2c002:016	2c002:016	2c002:016	VERSE	2Kr␣2:16␣
2c002:016	1	@	-	näille␣
2c002:016	2	@	-	tosin␣
2c002:016	5	@	-	kuoleman␣
2c002:016	4	%case	GEN	
2c002:016	3	@	-	haju␣
2c002:016	7a	@	-	kuolemaksi
2c002:016	6	%case	TRA	
2c002:016	7b	,	-	,␣
2c002:016	9	@	-	mutta␣
2c002:016	8	@	-	noille␣
2c002:016	12	@	-	elämän␣
2c002:016	11	%case	GEN	
2c002:016	10	@	-	tuoksu␣
2c002:016	14a	@	-	elämäksi
2c002:016	13	%case	TRA	
2c002:016	14b	.	-	.␣
2c002:016	15	@	-	Ja␣
2c002:016	18	@	-	kuka␣
2c002:016	-	(@)	-	on␣
2c002:016	17	@	-	tällaiseen␣
2c002:016	16	%case	LOC	
2c002:016	19a	@	-	kelvollinen
2c002:016	-	(?)	-	?␣
2c002:017	2c002:017	2c002:017	VERSE	2Kr␣2:17␣
2c002:017	2	@	-	Sillä␣
2c002:017	3	(@)	-	me␣
2c002:017	1	@	-	emme␣
2c002:017	3	@	-	ole␣
2c002:017	4	@	-	niinkuin␣
2c002:017	5	@	-	nuo␣
2c002:017	6	@	-	monet
2c002:017	-	(,)	-	,␣
2c002:017	7	(@)	-	jotka␣
2c002:017	7	@	-	myyskentelevät␣
2c002:017	(10) 11a	@	-	Jumalan␣
2c002:017	(8) 9	@	-	sanaa
2c002:017	11b	;	-	;␣
2c002:017	12	@	-	vaan␣
2c002:017	(13)	-	UNTRANSLATED	
2c002:017	15a	@	-	puhtaasta␣
2c002:017	15a	@	-	mielestä
2c002:017	14	%case	LOC	
2c002:017	-	(,)	-	,␣
2c002:017	(16)	-	UNTRANSLATED	
2c002:017	17	@	-	niinkuin␣
2c002:017	19	@	-	Jumalan␣
2c002:017	pro%18	@	-	vaikutuksesta
2c002:017	-	(,)	-	,␣
2c002:017	21	@	-	Jumalan␣
2c002:017	20	@	-	edessä
2c002:017	-	(,)	-	,␣
2c002:017	24a	(@)	-	me␣
2c002:017	23	@	-	Kristuksessa␣
2c002:017	22	%case	LOC	
2c002:017	24a	@	-	puhumme
2c002:017	24b	.	-	.␣
2c003:001	2c003:001	2c003:001	VERSE	2Kr␣3:1␣
2c003:001	1	@	-	Alammeko␣
2c003:001	2	@	-	taas␣
2c003:001	4a	@	-	suositella␣
2c003:001	3	@	-	itseämme
2c003:001	-	(?)	-	?␣
2c003:001	5	@	-	Vai␣
2c003:001	7	@	-	tarvinnemmeko
2c003:001	6	%clitic	kO	
2c003:001	-	(,)	-	,␣
2c003:001	8	@	-	niinkuin␣
2c003:001	9	@	-	muutamat
2c003:001	-	(,)	-	,␣
2c003:001	10 11	@	-	suosituskirjeitä␣
2c003:001	13	@	-	teille␣
2c003:001	12	%case	LOC	
2c003:001	14	@	-	tai␣
2c003:001	16a	@	-	teiltä
2c003:001	15	%case	LOC	
2c003:001	-	(?)	-	?␣
2c003:002	2c003:002	2c003:002	VERSE	2Kr␣3:2␣
2c003:002	4	@	-	Te␣
2c003:002	-	(@)	-	itse␣
2c003:002	5a	@	-	olette␣
2c003:002	3	@	-	meidän␣
2c003:002	(1) 2	@	-	kirjeemme
2c003:002	5b	,	-	,␣
2c003:002	6	(@)	-	joka␣
2c003:002	6	(@)	-	on␣
2c003:002	(8) 9	@	-	sydämeemme␣
2c003:002	10a	%pers	?	
2c003:002	7	%case	LOC	
2c003:002	6	@	-	kirjoitettu␣
2c003:002	-	(@)	-	ja␣
2c003:002	11	(@)	-	jonka␣
2c003:002	15	@	-	kaikki␣
2c003:002	16a	@	-	ihmiset␣
2c003:002	14	%case	NOM	
2c003:002	11	@	-	tuntevat␣
2c003:002	12	@	-	ja␣
2c003:002	13	@	-	lukevat
2c003:002	16b	.	-	.␣
2c003:003	2c003:003	2c003:003	VERSE	2Kr␣3:3␣
2c003:003	-	(@)	-	Sillä␣
2c003:003	1	@	-	ilmeistä␣
2c003:003	1	@	-	on
2c003:003	-	(,)	-	,␣
2c003:003	2	@	-	että␣
2c003:003	3	(@)	-	te␣
2c003:003	3	@	-	olette␣
2c003:003	5	@	-	Kristuksen␣
2c003:003	4	@	-	kirje
2c003:003	-	(,)	-	,␣
2c003:003	8a	@	-	meidän␣
2c003:003	7	%case	GEN	
2c003:003	6	@	-	palvelustyöllämme␣
2c003:003	9	@	-	kirjoitettu
2c003:003	-	(,)	-	,␣
2c003:003	10	@	-	ei␣
2c003:003	11	@	-	musteella
2c003:003	-	(,)	-	,␣
2c003:003	12	@	-	vaan␣
2c003:003	15a	@	-	elävän␣
2c003:003	14	@	-	Jumalan␣
2c003:003	13	@	-	Hengellä
2c003:003	15b	,	-	,␣
2c003:003	16	@	-	ei␣
2c003:003	18 19	@	-	kivitauluihin
2c003:003	17	%case	LOC	
2c003:003	-	(,)	-	,␣
2c003:003	20	@	-	vaan␣
2c003:003	23	@	-	sydämen␣
2c003:003	22 24a	@	-	lihatauluihin
2c003:003	21	%case	LOC	
2c003:003	24b	.	-	.␣
2c003:004	2c003:004	2c003:004	VERSE	2Kr␣3:4␣
2c003:004	3	@	-	Tämmöinen␣
2c003:004	(2)	-	UNTRANSLATED	
2c003:004	1	@	-	luottamus␣
2c003:004	4	(@)	-	meillä␣
2c003:004	4	@	-	on␣
2c003:004	(6) 7	@	-	Kristuksen␣
2c003:004	5	@	-	kautta␣
2c003:004	10a (9)	@	-	Jumalaan
2c003:004	8	%case	LOC	
2c003:004	10b	;	-	;␣
2c003:005	2c003:005	2c003:005	VERSE	2Kr␣3:5␣
2c003:005	1	@	-	ei␣
2c003:005	-	(@)	-	niin
2c003:005	-	(,)	-	,␣
2c003:005	2	@	-	että␣
2c003:005	-	(@)	-	meillä␣
2c003:005	4	@	-	itsellämme␣
2c003:005	3	%case	LOC	
2c003:005	6	@	-	olisi␣
2c003:005	5	@	-	kykyä␣
2c003:005	7	@	-	ajatella␣
2c003:005	8	@	-	jotakin
2c003:005	-	(,)	-	,␣
2c003:005	9	@	-	ikäänkuin␣
2c003:005	-	(@)	-	se␣
2c003:005	-	(@)	-	tulisi␣
2c003:005	-	(@)	-	meistä␣
2c003:005	11a	@	-	itsestämme
2c003:005	10	%case	LOC	
2c003:005	11b	,	-	,␣
2c003:005	12	@	-	vaan␣
2c003:005	13	@	-	se␣
2c003:005	14	@	-	kyky
2c003:005	-	(,)	-	,␣
2c003:005	-	(@)	-	mikä␣
2c003:005	15	@	-	meillä␣
2c003:005	-	(@)	-	on
2c003:005	-	(,)	-	,␣
2c003:005	-	(@)	-	on␣
2c003:005	(17) 18a	@	-	Jumalasta
2c003:005	16	%case	LOC	
2c003:005	18b	,	-	,␣
2c003:006	2c003:006	2c003:006	VERSE	2Kr␣3:6␣
2c003:006	1	@	-	joka␣
2c003:006	2	@	-	myös␣
2c003:006	3	(@)	-	on␣
2c003:006	3	@	-	tehnyt␣
2c003:006	4	@	-	meidät␣
2c003:006	3	@	-	kykeneviksi␣
2c003:006	-	(@)	-	olemaan␣
2c003:006	6	@	-	uuden␣
2c003:006	7a	@	-	liiton␣
2c003:006	5	@	-	palvelijoita
2c003:006	7b	,	-	,␣
2c003:006	8	@	-	ei␣
2c003:006	9	@	-	kirjaimen
2c003:006	-	(,)	-	,␣
2c003:006	10	@	-	vaan␣
2c003:006	11a	@	-	Hengen
2c003:006	-	(;)	-	;␣
2c003:006	13	@	-	sillä␣
2c003:006	(12) 14	@	-	kirjain␣
2c003:006	15a	@	-	kuolettaa
2c003:006	-	(,)	-	,␣
2c003:006	17	@	-	mutta␣
2c003:006	(16) 18	@	-	Henki␣
2c003:006	19a	@	-	tekee␣
2c003:006	19a	@	-	eläväksi
2c003:006	19b	.	-	.␣
2c003:007	2c003:007	2c003:007	VERSE	2Kr␣3:7␣
2c003:007	2	@	-	Mutta␣
2c003:007	1	@	-	jos␣
2c003:007	-	(@)	-	jo␣
2c003:007	(5) 6	@	-	kuoleman␣
2c003:007	(3) 4	@	-	virka
2c003:007	-	(,)	-	,␣
2c003:007	9	(@)	-	joka␣
2c003:007	9	(@)	-	oli␣
2c003:007	8	@	-	kirjaimin␣
2c003:007	7	%case	INS	
2c003:007	9	@	-	kaiverrettu␣
2c003:007	10	@	-	kiviin
2c003:007	-	(,)	-	,␣
2c003:007	11	@	-	ilmestyi␣
2c003:007	13a	@	-	kirkkaudessa
2c003:007	12	%case	LOC	
2c003:007	13b	,	-	,␣
2c003:007	14 15	@	-	niin␣
2c003:007	14 15	@	-	etteivät␣
2c003:007	20	@	-	Israelin␣
2c003:007	(18) 19	@	-	lapset␣
2c003:007	16	@	-	kärsineet␣
2c003:007	17	@	-	katsella␣
2c003:007	24	@	-	Mooseksen␣
2c003:007	(22) 23	@	-	kasvoja␣
2c003:007	21	%case	PTV	
2c003:007	30	@	-	hänen␣
2c003:007	(28) 29	@	-	kasvojensa␣
2c003:007	(26) 27	@	-	kirkkauden␣
2c003:007	25	@	-	tähden
2c003:007	-	(,)	-	,␣
2c003:007	31	@	-	joka␣
2c003:007	-	(@)	-	kuitenkin␣
2c003:007	32a	@	-	oli␣
2c003:007	32a	@	-	katoavaista
2c003:007	32b	,	-	,␣
2c003:008	2c003:008	2c003:008	VERSE	2Kr␣3:8␣
2c003:008	1	@	-	kuinka␣
2c003:008	1	@	-	paljoa␣
2c003:008	3	@	-	enemmän␣
2c003:008	8	(@)	-	onkaan␣
2c003:008	2	%clitic	kAAn	
2c003:008	(6) 7	@	-	Hengen␣
2c003:008	(4) 5	@	-	virka␣
2c003:008	8	@	-	oleva␣
2c003:008	10a	@	-	kirkkaudessa
2c003:008	9	%case	LOC	
2c003:008	-	(!)	-	!␣
2c003:009	2c003:009	2c003:009	VERSE	2Kr␣3:9␣
2c003:009	2	@	-	Sillä␣
2c003:009	1	@	-	jos␣
2c003:009	(5) 6	@	-	kadotustuomion␣
2c003:009	(3) 4	@	-	virka␣
2c003:009	-	(@)	-	jo␣
2c003:009	-	(@)	-	oli␣
2c003:009	7a	@	-	kirkkautta
2c003:009	-	(,)	-	,␣
2c003:009	-	(@)	-	niin␣
2c003:009	10	@	-	on␣
2c003:009	(13) 14	@	-	vanhurskauden␣
2c003:009	(11) 12	@	-	virka␣
2c003:009	8	@	-	vielä␣
2c003:009	9	@	-	paljoa␣
2c003:009	10	@	-	runsaammassa␣
2c003:009	10	@	-	määrin␣
2c003:009	15a	@	-	kirkkautta
2c003:009	15b	.	-	.␣
2c003:010	2c003:010	2c003:010	VERSE	2Kr␣3:10␣
2c003:010	2	@	-	Sillä␣
2c003:010	(1)	-	UNTRANSLATED	
2c003:010	-	(@)	-	se
2c003:010	-	(,)	-	,␣
2c003:010	5	@	-	millä␣
2c003:010	-	(@)	-	ennen␣
2c003:010	6	@	-	oli␣
2c003:010	6	@	-	kirkkaus
2c003:010	-	(,)	-	,␣
2c003:010	4	@	-	on␣
2c003:010	8	@	-	tämän␣
2c003:010	10 (9)	@	-	rinnalla␣
2c003:010	7	%case	LOC	
2c003:010	4	@	-	kirkkautta␣
2c003:010	3	@	-	vailla
2c003:010	-	(,)	-	,␣
2c003:010	12	@	-	tämän␣
2c003:010	13	@	-	ylenpalttisen␣
2c003:010	14a	@	-	kirkkauden␣
2c003:010	11	@	-	tähden
2c003:010	14b	.	-	.␣
2c003:011	2c003:011	2c003:011	VERSE	2Kr␣3:11␣
2c003:011	1	@	-	Jos␣
2c003:011	(2)	-	UNTRANSLATED	
2c003:011	3	@	-	sillä
2c003:011	-	(,)	-	,␣
2c003:011	3	@	-	mikä␣
2c003:011	4	@	-	on␣
2c003:011	4	@	-	katoavaista
2c003:011	-	(,)	-	,␣
2c003:011	-	(@)	-	oli␣
2c003:011	6a	@	-	kirkkaus
2c003:011	5	%case	NOM	
2c003:011	-	(,)	-	,␣
2c003:011	-	(@)	-	niin␣
2c003:011	8	@	-	vielä␣
2c003:011	7	@	-	paljoa␣
2c003:011	8	@	-	enemmän␣
2c003:011	-	(@)	-	on␣
2c003:011	9	@	-	sillä
2c003:011	-	(,)	-	,␣
2c003:011	9	@	-	mikä␣
2c003:011	10	@	-	on␣
2c003:011	10	@	-	pysyväistä
2c003:011	-	(,)	-	,␣
2c003:011	-	(@)	-	oleva␣
2c003:011	12a	@	-	kirkkautta
2c003:011	11	%case	PTV	
2c003:011	12b	.	-	.␣
2c003:012	2c003:012	2c003:012	VERSE	2Kr␣3:12␣
2c003:012	1	(@)	-	Koska␣
2c003:012	1	(@)	-	meillä␣
2c003:012	2	@	-	siis␣
2c003:012	1	@	-	on␣
2c003:012	3	@	-	tämmöinen␣
2c003:012	4	@	-	toivo
2c003:012	-	(,)	-	,␣
2c003:012	-	(@)	-	niin␣
2c003:012	7	(@)	-	me␣
2c003:012	7	@	-	olemme␣
2c003:012	5	@	-	aivan␣
2c003:012	6	@	-	rohkeat␣
2c003:013	2c003:013	2c003:013	VERSE	2Kr␣3:13␣
2c003:013	2	@	-	emmekä␣
2c003:013	1	%clitic	kA	
2c003:013	-	(@)	-	tee␣
2c003:013	3	@	-	niinkuin␣
2c003:013	4	@	-	Mooses
2c003:013	-	(,)	-	,␣
2c003:013	-	(@)	-	joka␣
2c003:013	5	@	-	pani␣
2c003:013	6	@	-	peitteen␣
2c003:013	(8) 9	@	-	kasvoillensa
2c003:013	10	%pers	3	
2c003:013	7	%case	LOC	
2c003:013	-	(,)	-	,␣
2c003:013	13	@	-	etteivät␣
2c003:013	17	@	-	Israelin␣
2c003:013	(15) 16	@	-	lapset␣
2c003:013	(12) 14	@	-	näkisi␣
2c003:013	11	%case	?	
2c003:013	21	@	-	sen␣
2c003:013	(19) 20	@	-	loppua
2c003:013	18	%case	PTV	
2c003:013	-	(,)	-	,␣
2c003:013	21	@	-	mikä␣
2c003:013	22a	@	-	on␣
2c003:013	22a	@	-	katoavaista
2c003:013	22b	.	-	.␣
2c003:014	2c003:014	2c003:014	VERSE	2Kr␣3:14␣
2c003:014	1	@	-	Mutta␣
2c003:014	5a	@	-	heidän␣
2c003:014	(3) 4	@	-	mielensä␣
2c003:014	2	@	-	paatuivat
2c003:014	5b	,	-	,␣
2c003:014	7	@	-	sillä␣
2c003:014	6	@	-	vielä␣
2c003:014	9	@	-	tänäkin␣
2c003:014	10 (8)	@	-	päivänä␣
2c003:014	12	@	-	sama␣
2c003:014	(11) 13	@	-	peite
2c003:014	-	(,)	-	,␣
2c003:014	18	@	-	vanhan␣
2c003:014	(17) 19	@	-	liiton␣
2c003:014	-	(@)	-	kirjoituksia␣
2c003:014	(15) 16	@	-	luettaessa
2c003:014	14	%case	LOC	
2c003:014	-	(,)	-	,␣
2c003:014	20a	@	-	pysyy␣
2c003:014	22	@	-	poisottamatta
2c003:014	21	%inflection	INF3.ABE	
2c003:014	-	(,)	-	,␣
2c003:014	23	@	-	sillä␣
2c003:014	-	(@)	-	vasta␣
2c003:014	25	@	-	Kristuksessa␣
2c003:014	24	%case	LOC	
2c003:014	26a	(@)	-	se␣
2c003:014	26a	@	-	katoaa
2c003:014	26b	.	-	.␣
2c003:015	2c003:015	2c003:015	VERSE	2Kr␣3:15␣
2c003:015	2	@	-	Vielä␣
2c003:015	(1)	-	UNTRANSLATED	
2c003:015	3	@	-	tänäkin␣
2c003:015	3	@	-	päivänä
2c003:015	-	(,)	-	,␣
2c003:015	4	@	-	kun␣
2c003:015	7a	@	-	Moosesta␣
2c003:015	6	@	-	luetaan
2c003:015	7b	,	-	,␣
2c003:015	13a	@	-	on␣
2c003:015	8	@	-	peite␣
2c003:015	12	@	-	heidän␣
2c003:015	(10) 11	@	-	sydämensä␣
2c003:015	9	@	-	päällä
2c003:015	13b	;	-	;␣
2c003:016	2c003:016	2c003:016	VERSE	2Kr␣3:16␣
2c003:016	2	@	-	mutta␣
2c003:016	1	@	-	kun␣
2c003:016	-	(@)	-	heidän␣
2c003:016	-	(@)	-	sydämensä␣
2c003:016	4	@	-	kääntyy␣
2c003:016	6a	@	-	Herran␣
2c003:016	5	@	-	tykö
2c003:016	6b	,	-	,␣
2c003:016	7	@	-	otetaan␣
2c003:016	(8) 9a	@	-	peite␣
2c003:016	7	@	-	pois
2c003:016	9b	.	-	.␣
2c003:017	2c003:017	2c003:017	VERSE	2Kr␣3:17␣
2c003:017	2	@	-	Sillä␣
2c003:017	(1) 3	@	-	Herra␣
2c003:017	6a	@	-	on␣
2c003:017	(4) 5	@	-	Henki
2c003:017	6b	,	-	,␣
