cl001:001	cl001:001	cl001:001	VERSE	Kol␣1:1␣
cl002:002	-	(,)	-	,␣
cl002:002	2	@	-	saisivat␣
cl002:002	2	@	-	kehoitusta␣
cl002:002	(9)	-	UNTRANSLATED	
cl002:002	-	(@)	-	omistamaan␣
cl002:002	(13) 14	@	-	täyden␣
cl002:002	(15) 16a	@	-	ymmärtämyksen␣
cl002:002	11	@	-	koko␣
cl002:002	12	@	-	rikkauden␣
cl002:002	10	%case	GEN	
cl002:002	-	(@)	-	ja␣
cl002:002	18	@	-	pääsisivät␣
cl002:002	18	@	-	tuntemaan␣
cl002:002	17	%case	LOC	
cl002:002	(21) 22a	@	-	Jumalan␣
cl002:002	(19) 20	@	-	salaisuuden
cl002:002	22b	,	-	,␣
cl002:002	23a	@	-	Kristuksen
cl002:002	23b	,	-	,␣
cl002:003	cl002:003	cl002:003	VERSE	Kol␣2:3␣
cl002:003	2	@	-	jossa␣
cl002:003	1	%case	LOC	
cl002:003	(3)	-	UNTRANSLATED	
cl002:003	4	@	-	kaikki␣
cl002:003	(7) 8	@	-	viisauden␣
cl002:003	9	@	-	ja␣
cl002:003	10	@	-	tiedon␣
cl002:003	(5) 6	@	-	aarteet␣
cl002:003	11a	(@)	-	ovat␣
cl002:003	11a	@	-	kätkettyinä
cl002:003	11b	.	-	.␣
cl002:004	cl002:004	cl002:004	VERSE	Kol␣2:4␣
cl002:004	1	@	-	Tämän␣
cl002:004	2a	(@)	-	minä␣
cl002:004	2a	@	-	sanon
cl002:004	2b	,	-	,␣
cl002:004	4	@	-	ettei␣
cl002:004	3	%case	?	
cl002:004	4	@	-	kukaan␣
cl002:004	5	@	-	teitä␣
cl002:004	6	@	-	pettäisi␣
cl002:004	8a	@	-	suostuttelevilla␣
cl002:004	8a	@	-	puheilla
cl002:004	7	%case	LOC	
cl002:004	8b	.	-	.␣
cl002:005	cl002:005	cl002:005	VERSE	Kol␣2:5␣
cl002:005	2	@	-	Sillä␣
cl002:005	1	@	-	jos␣
cl002:005	(4) 5	@	-	ruumiillisesti␣
cl002:005	6a	@	-	olenkin␣
cl002:005	3	%clitic	kin	
cl002:005	6a	@	-	poissa
cl002:005	6b	,	-	,␣
cl002:005	12a	@	-	olen␣
cl002:005	7	@	-	kuitenkin␣
cl002:005	11	@	-	teidän␣
cl002:005	10	@	-	kanssanne␣
cl002:005	(8) 9	@	-	hengessä␣
cl002:005	-	(@)	-	ja␣
cl002:005	13	@	-	iloitsen␣
cl002:005	(14)	-	UNTRANSLATED	
cl002:005	15	@	-	nähdessäni␣
cl002:005	(17) 18	@	-	järjestyksen
cl002:005	-	(,)	-	,␣
cl002:005	-	(@)	-	joka␣
cl002:005	16	@	-	teidän␣
cl002:005	-	(@)	-	keskuudessanne␣
cl002:005	-	(@)	-	vallitsee
cl002:005	-	(,)	-	,␣
cl002:005	19	@	-	ja␣
cl002:005	26a	@	-	teidän␣
cl002:005	(20) 21	@	-	lujan␣
cl002:005	(22) 25	@	-	uskonne␣
cl002:005	24	@	-	Kristukseen
cl002:005	23	%case	LOC	
cl002:005	26b	.	-	.␣
cl002:006	cl002:006	cl002:006	VERSE	Kol␣2:6␣
cl002:006	1	@	-	Niinkuin␣
cl002:006	3	(@)	-	te␣
cl002:006	2	@	-	siis␣
cl002:006	3	(@)	-	olette␣
cl002:006	3	@	-	omaksenne␣
cl002:006	3	@	-	ottaneet␣
cl002:006	(4) 5	@	-	Kristuksen␣
cl002:006	6	@	-	Jeesuksen
cl002:006	-	(,)	-	,␣
cl002:006	(7) 8a	@	-	Herran
cl002:006	-	(,)	-	,␣
cl002:006	-	(@)	-	niin␣
cl002:006	11a	@	-	vaeltakaa␣
cl002:006	10	@	-	hänessä
cl002:006	9	%case	LOC	
cl002:006	11b	,	-	,␣
cl002:007	cl002:007	cl002:007	VERSE	Kol␣2:7␣
cl002:007	1	@	-	juurtuneina␣
cl002:007	-	(@)	-	häneen␣
cl002:007	2	@	-	ja␣
cl002:007	5	@	-	hänessä␣
cl002:007	4	%case	LOC	
cl002:007	3	@	-	rakentuen␣
cl002:007	6	@	-	ja␣
cl002:007	(8) 9	@	-	uskossa␣
cl002:007	7	@	-	vahvistuen
cl002:007	-	(,)	-	,␣
cl002:007	10	@	-	niinkuin␣
cl002:007	11a	(@)	-	teille␣
cl002:007	11a	(@)	-	on␣
cl002:007	11a	@	-	opetettu
cl002:007	-	(;)	-	;␣
cl002:007	-	(@)	-	ja␣
cl002:007	12	@	-	olkoon␣
cl002:007	-	(@)	-	teidän␣
cl002:007	14a	@	-	kiitoksenne␣
cl002:007	13	%case	NOM.GEN	
cl002:007	12	@	-	ylitsevuotavainen
cl002:007	14b	.	-	.␣
cl002:008	cl002:008	cl002:008	VERSE	Kol␣2:8␣
cl002:008	1	@	-	Katsokaa
cl002:008	-	(,)	-	,␣
cl002:008	2	@	-	ettei␣
cl002:008	3	@	-	kukaan␣
cl002:008	(6) 7	@	-	saa␣
cl002:008	5	%tasp	PRES	
cl002:008	4	@	-	teitä␣
cl002:008	(6) 7	@	-	saaliikseen␣
cl002:008	10 (9)	@	-	järkeisopilla␣
cl002:008	8	%case	LOC	
cl002:008	11	@	-	ja␣
cl002:008	12	@	-	tyhjällä␣
cl002:008	13	@	-	petoksella
cl002:008	-	(,)	-	,␣
cl002:008	14	@	-	pitäytyen␣
cl002:008	(17) 18a	@	-	ihmisten␣
cl002:008	(15) 16	@	-	perinnäissääntöihin␣
cl002:008	-	(@)	-	ja␣
cl002:008	(22) 23	@	-	maailman␣
cl002:008	(20) 21	@	-	alkeisvoimiin␣
cl002:008	19	%case	LOC	
cl002:008	25	@	-	eikä␣
cl002:008	24	%clitic	kA	
cl002:008	27a	@	-	Kristukseen
cl002:008	26	%case	LOC	
cl002:008	27b	.	-	.␣
cl002:009	cl002:009	cl002:009	VERSE	Kol␣2:9␣
cl002:009	1	@	-	Sillä␣
cl002:009	3	@	-	hänessä␣
cl002:009	2	%case	LOC	
cl002:009	4	@	-	asuu␣
cl002:009	(8) 9	@	-	jumaluuden␣
cl002:009	5	@	-	koko␣
cl002:009	(6) 7	@	-	täyteys␣
cl002:009	10a	@	-	ruumiillisesti
cl002:009	10b	,	-	,␣
cl002:010	cl002:010	cl002:010	VERSE	Kol␣2:10␣
cl002:010	1	@	-	ja␣
cl002:010	2	(@)	-	te␣
cl002:010	2	@	-	olette␣
cl002:010	5a	@	-	täytetyt␣
cl002:010	4	@	-	hänessä
cl002:010	3	%case	LOC	
cl002:010	5b	,	-	,␣
cl002:010	6	@	-	joka␣
cl002:010	7	@	-	on␣
cl002:010	10	@	-	kaiken␣
cl002:010	11	@	-	hallituksen␣
cl002:010	12	@	-	ja␣
cl002:010	13a	@	-	vallan␣
cl002:010	(8) 9	@	-	pää
cl002:010	13b	,	-	,␣
cl002:011	cl002:011	cl002:011	VERSE	Kol␣2:11␣
cl002:011	3	@	-	ja␣
cl002:011	2	@	-	hänessä␣
cl002:011	1	%case	LOC	
cl002:011	-	(@)	-	te␣
cl002:011	3	@	-	myös␣
cl002:011	4	(@)	-	olette␣
cl002:011	4	@	-	ympärileikatut
cl002:011	-	(,)	-	,␣
cl002:011	6	@	-	ette␣
cl002:011	6	@	-	käsintehdyllä␣
cl002:011	5	@	-	ympärileikkauksella
cl002:011	-	(,)	-	,␣
cl002:011	-	(@)	-	vaan␣
cl002:011	(12) 13a	@	-	lihan␣
cl002:011	(10) 11	@	-	ruumiin␣
cl002:011	(8) 9	@	-	poisriisumisella
cl002:011	7	%case	LOC	
cl002:011	13b	,	-	,␣
cl002:011	(17) 18a	@	-	Kristuksen␣
cl002:011	(15) 16	@	-	ympärileikkauksella
cl002:011	14	%case	LOC	
cl002:011	18b	:	-	:␣
cl002:012	cl002:012	cl002:012	VERSE	Kol␣2:12␣
cl002:012	1	(@)	-	ollen␣
cl002:012	1	@	-	haudattuina␣
cl002:012	2	@	-	hänen␣
cl002:012	case%2	@	-	kanssaan␣
cl002:012	(4) 5a	@	-	kasteessa
cl002:012	3	%case	LOC	
cl002:012	5b	,	-	,␣
cl002:012	7	@	-	jossa␣
cl002:012	6	%case	LOC	
cl002:012	9	(@)	-	te␣
cl002:012	8	@	-	myös␣
cl002:012	-	(@)	-	hänen␣
cl002:012	-	(@)	-	kanssaan␣
cl002:012	9	(@)	-	olette␣
cl002:012	9	@	-	herätetyt␣
cl002:012	(11) 12	@	-	uskon␣
cl002:012	10	@	-	kautta
cl002:012	-	(,)	-	,␣
cl002:012	13	@	-	jonka␣
cl002:012	14	@	-	vaikuttaa␣
cl002:012	(15) 16	@	-	Jumala
cl002:012	-	(,)	-	,␣
cl002:012	17	@	-	joka␣
cl002:012	18	@	-	herätti␣
cl002:012	19	@	-	hänet␣
cl002:012	21a	@	-	kuolleista
cl002:012	20	%case	LOC	
cl002:012	21b	.	-	.␣
cl002:013	cl002:013	cl002:013	VERSE	Kol␣2:13␣
cl002:013	1	@	-	Ja␣
cl002:013	2	@	-	teidät
cl002:013	-	(,)	-	,␣
cl002:013	4a	(@)	-	jotka␣
cl002:013	4a	@	-	olitte␣
cl002:013	3	@	-	kuolleet␣
cl002:013	(6) 7	@	-	rikoksiinne␣
cl002:013	5a	%case	LOC	
cl002:013	8	@	-	ja␣
cl002:013	(11) 12	@	-	lihanne␣
cl002:013	13a	%pers	?	
cl002:013	10 (9)	@	-	ympärileikkaamattomuuteen
cl002:013	13b	,	-	,␣
cl002:013	15	@	-	teidät␣
cl002:013	14	(@)	-	hän␣
cl002:013	14	@	-	teki␣
cl002:013	14	@	-	eläviksi␣
cl002:013	14	@	-	yhdessä␣
cl002:013	17a	@	-	hänen␣
cl002:013	16	@	-	kanssaan
cl002:013	17b	,	-	,␣
cl002:013	18	@	-	antaen␣
cl002:013	19	@	-	meille␣
cl002:013	18	@	-	anteeksi␣
cl002:013	20	@	-	kaikki␣
cl002:013	(21) 22a	@	-	rikokset
cl002:013	22b	,	-	,␣
cl002:014	cl002:014	cl002:014	VERSE	Kol␣2:14␣
cl002:014	-	(@)	-	ja␣
cl002:014	1	@	-	pyyhki␣
cl002:014	1	@	-	pois␣
cl002:014	-	(@)	-	sen␣
cl002:014	(2) 5	@	-	kirjoituksen␣
cl002:014	(6) 7	@	-	säädöksineen
cl002:014	-	(,)	-	,␣
cl002:014	8	@	-	joka␣
cl002:014	9	@	-	oli␣
cl002:014	4	@	-	meitä␣
cl002:014	3	@	-	vastaan␣
cl002:014	-	(@)	-	ja␣
cl002:014	-	(@)	-	oli␣
cl002:014	11a	@	-	meidän␣
cl002:014	10	@	-	vastustajamme
cl002:014	-	(;)	-	;␣
cl002:014	(12)	-	UNTRANSLATED	
cl002:014	13	@	-	sen␣
cl002:014	14	(@)	-	hän␣
cl002:014	14	@	-	otti␣
cl002:014	-	(@)	-	meidän␣
cl002:014	(16) 17	@	-	tieltämme␣
cl002:014	15	%case	LOC	
cl002:014	14	@	-	pois␣
cl002:014	-	(@)	-	ja␣
cl002:014	18	@	-	naulitsi␣
cl002:014	(19)	-	UNTRANSLATED	
cl002:014	(20) 21a	@	-	ristiin
cl002:014	21b	.	-	.␣
cl002:015	cl002:015	cl002:015	VERSE	Kol␣2:15␣
cl002:015	1	(@)	-	Hän␣
cl002:015	1	@	-	riisui␣
cl002:015	1	(@)	-	aseet␣
cl002:015	(2) 3	@	-	hallituksilta␣
cl002:015	4	@	-	ja␣
cl002:015	(5) 6	@	-	valloilta␣
cl002:015	-	(@)	-	ja␣
cl002:015	7	@	-	asetti␣
cl002:015	-	(@)	-	heidät␣
cl002:015	9a	@	-	julkisen␣
cl002:015	8	%case	GEN	
cl002:015	7	@	-	häpeän␣
cl002:015	7	@	-	alaisiksi
cl002:015	-	(;)	-	;␣
cl002:015	10	(@)	-	hän␣
cl002:015	10	@	-	sai␣
cl002:015	11	@	-	heistä␣
cl002:015	13a	@	-	hänen␣
cl002:015	12	@	-	kauttaan␣
cl002:015	10	@	-	voiton␣
cl002:015	10	@	-	riemun
cl002:015	13b	.	-	.␣
cl002:016	cl002:016	cl002:016	VERSE	Kol␣2:16␣
cl002:016	1	@	-	Älköön␣
cl002:016	2	@	-	siis␣
cl002:016	3	@	-	kukaan␣
cl002:016	4	@	-	teitä␣
cl002:016	5	@	-	tuomitko␣
cl002:016	7	@	-	syömisestä␣
cl002:016	6	%case	LOC	
cl002:016	8	@	-	tai␣
cl002:016	10	@	-	juomisesta
cl002:016	9	%case	LOC	
cl002:016	-	(,)	-	,␣
cl002:016	11	@	-	älköön␣
cl002:016	11	@	-	myös␣
cl002:016	11	@	-	minkään␣
cl002:016	14	@	-	juhlan␣
cl002:016	15	@	-	tai␣
cl002:016	16	@	-	uudenkuun␣
cl002:016	17	@	-	tai␣
cl002:016	18a	@	-	sapatin␣
cl002:016	13	@	-	johdosta
cl002:016	12	%case	?	
cl002:016	18b	,	-	,␣
cl002:017	cl002:017	cl002:017	VERSE	Kol␣2:17␣
cl002:017	1	@	-	jotka␣
cl002:017	-	(@)	-	vain␣
cl002:017	2	@	-	ovat␣
cl002:017	(4) 5a	@	-	tulevaisten␣
cl002:017	3	@	-	varjo
cl002:017	-	(,)	-	,␣
cl002:017	7	@	-	mutta␣
cl002:017	(6) 8	@	-	ruumis␣
cl002:017	-	(@)	-	on␣
cl002:017	10a (9)	@	-	Kristuksen
cl002:017	10b	.	-	.␣
cl002:018	cl002:018	cl002:018	VERSE	Kol␣2:18␣
cl002:018	1	@	-	Älköön␣
cl002:018	2	@	-	teiltä␣
cl002:018	3	@	-	riistäkö␣
cl002:018	3	@	-	voittopalkintoanne␣
cl002:018	1	@	-	kukaan
cl002:018	-	(,)	-	,␣
cl002:018	4	(@)	-	joka␣
cl002:018	4	(@)	-	on␣
cl002:018	4	@	-	mieltynyt␣
cl002:018	6	@	-	nöyryyteen␣
cl002:018	5	%case	LOC	
cl002:018	7	@	-	ja␣
cl002:018	10a (9)	@	-	enkelien␣
cl002:018	8	@	-	palvelemiseen␣
cl002:018	-	(@)	-	ja␣
cl002:018	13a	@	-	pöyhkeilee␣
cl002:018	12	@	-	näyistään␣
cl002:018	11	%case	LOC	
cl002:018	-	(@)	-	ja␣
cl002:018	15	@	-	on␣
cl002:018	(19) 20	@	-	lihallisen␣
cl002:018	(17) 18	@	-	mielensä␣
cl002:018	21a	%pers	3	
cl002:018	16	%case	NOM.GEN	
cl002:018	14	@	-	turhaan␣
cl002:018	15	@	-	paisuttama␣
cl002:019	cl002:019	cl002:019	VERSE	Kol␣2:19␣
cl002:019	2	@	-	eikä␣
cl002:019	1	%clitic	kA	
cl002:019	3	@	-	pitäydy␣
cl002:019	4	@	-	häneen
cl002:019	-	(,)	-	,␣
cl002:019	4	@	-	joka␣
cl002:019	-	(@)	-	on␣
cl002:019	5a	@	-	pää␣
cl002:019	-	(@)	-	ja␣
cl002:019	7	@	-	josta␣
cl002:019	6	%case	LOC	
cl002:019	8	@	-	koko␣
cl002:019	10 (9)	@	-	ruumis
cl002:019	-	(,)	-	,␣
cl002:019	(12) 13	@	-	nivelten␣
cl002:019	11	%case	GEN	
cl002:019	14	@	-	ja␣
cl002:019	15	@	-	jänteiden␣
cl002:019	16	@	-	avulla␣
cl002:019	(17)	-	UNTRANSLATED	
cl002:019	18	@	-	koossa␣
cl002:019	18	@	-	pysyen
cl002:019	-	(,)	-	,␣
cl002:019	19	@	-	kasvaa␣
cl002:019	(22) 23a	@	-	Jumalan␣
cl002:019	case%23a	@	-	antamaa␣
cl002:019	(20) 21	@	-	kasvua
cl002:019	23b	.	-	.␣
cl002:020	cl002:020	cl002:020	VERSE	Kol␣2:20␣
cl002:020	1	@	-	Jos␣
cl002:020	2	(@)	-	te␣
cl002:020	2	(@)	-	olette␣
cl002:020	4	@	-	Kristuksen␣
cl002:020	3	@	-	kanssa␣
cl002:020	2	@	-	kuolleet␣
cl002:020	5	@	-	pois␣
cl002:020	(8) 9a	@	-	maailman␣
cl002:020	(6) 7	@	-	alkeisvoimista
cl002:020	9b	,	-	,␣
cl002:020	10	@	-	miksi␣
cl002:020	15a	(@)	-	te
cl002:020	-	(,)	-	,␣
cl002:020	11	@	-	ikäänkuin␣
cl002:020	12	@	-	eläisitte␣
cl002:020	14	@	-	maailmassa
cl002:020	13	%case	LOC	
cl002:020	-	(,)	-	,␣
cl002:020	tasp%15a	@	-	sallitte␣
cl002:020	15a	@	-	määrätä␣
cl002:020	15a	@	-	itsellenne␣
cl002:020	15a	@	-	säädöksiä
cl002:020	15b	:	-	:␣
cl002:021	cl002:021	cl002:021	VERSE	Kol␣2:21␣
cl002:021	-	(@)	-	"
cl002:021	1	@	-	Älä␣
cl002:021	2	@	-	tartu
cl002:021	-	(,)	-	,␣
cl002:021	3	@	-	älä␣
cl002:021	4	@	-	maista
cl002:021	-	(,)	-	,␣
cl002:021	5	@	-	älä␣
cl002:021	6a	@	-	koske
cl002:021	-	(!)	-	!
cl002:021	6b	@	-	"␣
cl002:022	cl002:022	cl002:022	VERSE	Kol␣2:22␣
cl002:022	-	(-)	-	-␣
cl002:022	1	@	-	sehän␣
cl002:022	2	@	-	on␣
cl002:022	3	@	-	kaikki␣
cl002:022	pro%4	@	-	tarkoitettu␣
cl002:022	5	@	-	katoamaan␣
cl002:022	(6) 7a	@	-	käyttämisen␣
cl002:022	case%7a	@	-	kautta␣
cl002:022	7b	-	-	-␣
cl002:022	(13) 14a	@	-	ihmisten␣
cl002:022	10 (9)	@	-	käskyjen␣
cl002:022	11	@	-	ja␣
cl002:022	12	@	-	oppien␣
cl002:022	8	@	-	mukaan
cl002:022	-	(?)	-	?␣
cl002:023	cl002:023	cl002:023	VERSE	Kol␣2:23␣
cl002:023	1	@	-	Tällä␣
cl002:023	-	(@)	-	kaikella␣
cl002:023	4	@	-	tosin␣
cl002:023	2	@	-	on␣
cl002:023	6	@	-	viisauden␣
cl002:023	(5)	-	UNTRANSLATED	
cl002:023	3	@	-	maine␣
cl002:023	8	@	-	itsevalitun␣
cl002:023	8	@	-	jumalanpalveluksen␣
cl002:023	9	@	-	ja␣
cl002:023	10a	@	-	nöyryyden␣
cl002:023	7	@	-	vuoksi␣
cl002:023	11a	@	-	ja␣
cl002:023	-	(@)	-	sentähden
cl002:023	11b	,	-	,␣
cl002:023	12	@	-	ettei␣
cl002:023	-	(@)	-	se␣
cl002:023	13a	@	-	ruumista␣
cl002:023	12	@	-	säästä
cl002:023	-	(;)	-	;␣
cl002:023	-	(@)	-	mutta␣
cl002:023	-	(@)	-	se␣
cl002:023	-	(@)	-	on␣
cl002:023	14	@	-	ilman␣
cl002:023	17	@	-	mitään␣
cl002:023	16	@	-	arvoa
cl002:023	15	%case	PTV	
cl002:023	-	(,)	-	,␣
cl002:023	-	(@)	-	ja␣
cl002:023	-	(@)	-	se␣
cl002:023	-	(@)	-	tapahtuu␣
cl002:023	(20) 21a	@	-	lihan␣
cl002:023	19	@	-	tyydyttämiseksi
cl002:023	18	%case	TRA	
cl002:023	21b	.	-	.␣
cl003:001	cl003:001	cl003:001	VERSE	Kol␣3:1␣
cl003:001	1	@	-	Jos␣
cl003:001	3	(@)	-	te␣
cl003:001	2	@	-	siis␣
cl003:001	3	(@)	-	olette␣
cl003:001	3	@	-	herätetyt␣
cl003:001	(4) 5a	@	-	Kristuksen␣
cl003:001	case%5a	@	-	kanssa
cl003:001	-	(,)	-	,␣
cl003:001	-	(@)	-	niin␣
cl003:001	8a	@	-	etsikää␣
cl003:001	6	@	-	sitä
cl003:001	-	(,)	-	,␣
cl003:001	6	@	-	mikä␣
cl003:001	-	(@)	-	on␣
cl003:001	7	@	-	ylhäällä
cl003:001	8b	,	-	,␣
cl003:001	9	@	-	jossa␣
cl003:001	(10) 11	@	-	Kristus␣
cl003:001	12	@	-	on
cl003:001	-	(,)	-	,␣
cl003:001	17a	@	-	istuen␣
cl003:001	(15) 16	@	-	Jumalan␣
cl003:001	14	@	-	oikealla␣
cl003:001	14	@	-	puolella
cl003:001	13	%case	LOC	
cl003:001	17b	.	-	.␣
cl003:002	cl003:002	cl003:002	VERSE	Kol␣3:2␣
cl003:002	3a	@	-	Olkoon␣
cl003:002	3a	@	-	mielenne␣
cl003:002	1	@	-	siihen
cl003:002	-	(,)	-	,␣
cl003:002	1	@	-	mikä␣
cl003:002	2	@	-	ylhäällä␣
cl003:002	-	(@)	-	on
cl003:002	3b	,	-	,␣
cl003:002	4	@	-	älköön␣
cl003:002	5	@	-	siihen
cl003:002	-	(,)	-	,␣
cl003:002	5	@	-	mikä␣
cl003:002	-	(@)	-	on␣
cl003:002	(7) 8a	@	-	maan␣
cl003:002	6	@	-	päällä
cl003:002	8b	.	-	.␣
cl003:003	cl003:003	cl003:003	VERSE	Kol␣3:3␣
cl003:003	2	@	-	Sillä␣
cl003:003	1	(@)	-	te␣
cl003:003	1	(@)	-	olette␣
cl003:003	1	@	-	kuolleet
cl003:003	-	(,)	-	,␣
cl003:003	3	@	-	ja␣
cl003:003	6	@	-	teidän␣
cl003:003	(4) 5	@	-	elämänne␣
cl003:003	7	(@)	-	on␣
cl003:003	7	@	-	kätkettynä␣
cl003:003	10 (9)	@	-	Kristuksen␣
cl003:003	8	@	-	kanssa␣
cl003:003	(12) 13a	@	-	Jumalassa
cl003:003	11	%case	LOC	
cl003:003	13b	;	-	;␣
cl003:004	cl003:004	cl003:004	VERSE	Kol␣3:4␣
cl003:004	1	@	-	kun␣
cl003:004	(2) 3	@	-	Kristus
cl003:004	-	(,)	-	,␣
cl003:004	7b	@	-	meidän␣
cl003:004	(5) 6	@	-	elämämme
cl003:004	-	(,)	-	,␣
cl003:004	4a	@	-	ilmestyy
cl003:004	7c	,	-	,␣
cl003:004	8	@	-	silloin␣
cl003:004	10	@	-	tekin␣
cl003:004	9	%clitic	kin	
cl003:004	12	@	-	hänen␣
cl003:004	11	@	-	kanssaan␣
cl003:004	13	@	-	ilmestytte␣
cl003:004	15a	@	-	kirkkaudessa
cl003:004	14	%case	LOC	
cl003:004	15b	.	-	.␣
cl003:005	cl003:005	cl003:005	VERSE	Kol␣3:5␣
cl003:005	1	@	-	Kuolettakaa␣
cl003:005	2	@	-	siis␣
cl003:005	(7) 8a	@	-	maalliset␣
cl003:005	(5)	-	UNTRANSLATED	
cl003:005	6	%case	NOM	
cl003:005	(3) 4	@	-	jäsenenne
cl003:005	8b	:	-	:␣
cl003:005	9	@	-	haureus
cl003:005	-	(,)	-	,␣
cl003:005	10	@	-	saastaisuus
cl003:005	-	(,)	-	,␣
cl003:005	11	@	-	kiihko
cl003:005	-	(,)	-	,␣
cl003:005	13a	@	-	paha␣
cl003:005	12	@	-	himo␣
cl003:005	14	@	-	ja␣
cl003:005	(15) 16a	@	-	ahneus
cl003:005	16b	,	-	,␣
cl003:005	17	@	-	joka␣
cl003:005	18	@	-	on␣
cl003:005	19a	@	-	epäjumalanpalvelusta
cl003:005	19b	,	-	,␣
cl003:006	cl003:006	cl003:006	VERSE	Kol␣3:6␣
cl003:006	-	(@)	-	sillä␣
cl003:006	2	@	-	niiden␣
cl003:006	1	@	-	tähden␣
cl003:006	3	@	-	tulee␣
cl003:006	(6) 7a	@	-	Jumalan␣
cl003:006	(4) 5	@	-	viha
cl003:006	-	(,)	-	,␣
cl003:006	(10) (11) (12a) (8) (9)	-	UNTRANSLATED	
cl003:007	cl003:007	cl003:007	VERSE	Kol␣3:7␣
cl003:007	-	(@)	-	ja␣
cl003:007	2	@	-	niissä␣
cl003:007	1	%case	LOC	
cl003:007	4	@	-	tekin␣
cl003:007	3	%clitic	kin	
cl003:007	6a	@	-	ennen␣
cl003:007	5	@	-	vaelsitte
cl003:007	6b	,	-	,␣
cl003:007	7	@	-	kun␣
cl003:007	10a	@	-	niissä␣
cl003:007	9	%case	LOC	
cl003:007	8	@	-	elitte
cl003:007	10b	.	-	.␣
cl003:008	cl003:008	cl003:008	VERSE	Kol␣3:8␣
cl003:008	2	@	-	Mutta␣
cl003:008	1	@	-	nyt␣
cl003:008	3	@	-	pankaa␣
cl003:008	5	@	-	tekin␣
cl003:008	4	%clitic	kin	
cl003:008	3	@	-	pois␣
cl003:008	6	@	-	ne␣
cl003:008	7a	@	-	kaikki
cl003:008	7b	:	-	:␣
cl003:008	8a	@	-	viha
cl003:008	8b	,	-	,␣
cl003:008	9a	@	-	kiivastus
cl003:008	9b	,	-	,␣
cl003:008	10a	@	-	pahuus
cl003:008	10b	,	-	,␣
cl003:008	11a	@	-	herjaus␣
cl003:008	-	(@)	-	ja␣
cl003:008	12	@	-	häpeällinen␣
cl003:008	12	@	-	puhe␣
cl003:008	(14) 15	@	-	suustanne
cl003:008	16a	%pers	?	
cl003:008	13	%case	LOC	
cl003:008	16b	.	-	.␣
cl003:009	cl003:009	cl003:009	VERSE	Kol␣3:9␣
cl003:009	1	@	-	Älkää␣
cl003:009	2	@	-	puhuko␣
cl003:009	2	@	-	valhetta␣
cl003:009	4a	@	-	toisistanne
cl003:009	3	%case	LOC	
cl003:009	4b	,	-	,␣
cl003:009	5	(@)	-	te
cl003:009	-	(,)	-	,␣
cl003:009	5	(@)	-	jotka␣
cl003:009	5	(@)	-	olette␣
cl003:009	5	@	-	riisuneet␣
cl003:009	5	@	-	pois␣
cl003:009	7	@	-	vanhan␣
cl003:009	(6) 8	@	-	ihmisen␣
cl003:009	(10) 11	@	-	tekoinensa␣
cl003:009	12	%pers	3	
cl003:009	9	%case	CMT	
cl003:010	cl003:010	cl003:010	VERSE	Kol␣3:10␣
cl003:010	1	@	-	ja␣
cl003:010	2	@	-	pukeutuneet␣
cl003:010	(3) 4	@	-	uuteen
cl003:010	-	(,)	-	,␣
cl003:010	5	@	-	joka␣
cl003:010	6	@	-	uudistuu␣
cl003:010	8	@	-	tietoon
cl003:010	7	%case	LOC	
cl003:010	-	(,)	-	,␣
cl003:010	(11) 12	@	-	Luojansa␣
cl003:010	13a	%pers	3	
cl003:010	10	@	-	kuvan␣
cl003:010	9	@	-	mukaan
cl003:010	13b	.	-	.␣
cl003:011	cl003:011	cl003:011	VERSE	Kol␣3:11␣
cl003:011	-	(@)	-	Ja␣
cl003:011	1	@	-	tässä␣
cl003:011	2	@	-	ei␣
cl003:011	3	@	-	ole␣
cl003:011	4	@	-	kreikkalaista␣
cl003:011	5	@	-	eikä␣
cl003:011	6a	@	-	juutalaista
cl003:011	-	(,)	-	,␣
cl003:011	-	(@)	-	ei␣
cl003:011	7	@	-	ympärileikkausta␣
cl003:011	8	@	-	eikä␣
cl003:011	9a	@	-	ympärileikkaamattomuutta
cl003:011	-	(,)	-	,␣
cl003:011	-	(@)	-	ei␣
cl003:011	10a	@	-	barbaaria
cl003:011	-	(,)	-	,␣
cl003:011	-	(@)	-	ei␣
cl003:011	11a	@	-	skyyttalaista
cl003:011	-	(,)	-	,␣
cl003:011	-	(@)	-	ei␣
cl003:011	12a	@	-	orjaa
cl003:011	-	(,)	-	,␣
cl003:011	-	(@)	-	ei␣
cl003:011	13a	@	-	vapaata
cl003:011	13b	,	-	,␣
cl003:011	14a	@	-	vaan␣
cl003:011	(15a) 16	@	-	kaikki␣
cl003:011	17	@	-	ja␣
cl003:011	19	@	-	kaikissa␣
cl003:011	18	%case	LOC	
cl003:011	-	(@)	-	on␣
cl003:011	20a	@	-	Kristus
cl003:011	20b	.	-	.␣
cl003:012	cl003:012	cl003:012	VERSE	Kol␣3:12␣
cl003:012	1	@	-	Pukeutukaa␣
cl003:012	2a	@	-	siis
cl003:012	-	(,)	-	,␣
cl003:012	-	(@)	-	te
cl003:012	-	(,)	-	,␣
cl003:012	-	(@)	-	jotka␣
cl003:012	-	(@)	-	olette␣
cl003:012	(5) 6	@	-	Jumalan␣
cl003:012	4	@	-	valituita
cl003:012	3	%inflection	PSS.PCP2.PL.PTV	
