ac001:001	ac001:001	ac001:001	VERSE	Apt␣1:1␣
ac009:017	36b	.	-	.␣
ac009:018	ac009:018	ac009:018	VERSE	Apt␣9:18␣
ac009:018	1	@	-	Ja␣
ac009:018	2	@	-	heti␣
ac009:018	3	@	-	putosivat␣
ac009:018	4	@	-	hänen␣
ac009:018	(6) 7	@	-	silmistään␣
ac009:018	5	%case	LOC	
ac009:018	8	@	-	ikäänkuin␣
ac009:018	9a	@	-	suomukset
ac009:018	-	(,)	-	,␣
ac009:018	-	(@)	-	ja␣
ac009:018	10	(@)	-	hän␣
ac009:018	10	@	-	sai␣
ac009:018	10	@	-	näkönsä␣
ac009:018	11	@	-	ja␣
ac009:018	13	@	-	nousi␣
ac009:018	12	@	-	ja␣
ac009:018	14	@	-	otti␣
ac009:018	14	@	-	kasteen
ac009:018	-	(.)	-	.␣
ac009:019	ac009:019	ac009:019	VERSE	Apt␣9:19␣
ac009:019	1	@	-	Ja␣
ac009:019	2	(@)	-	kun␣
ac009:019	2	(@)	-	hän␣
ac009:019	2	@	-	nautti␣
ac009:019	3	@	-	ruokaa
ac009:019	-	(,)	-	,␣
ac009:019	-	(@)	-	niin␣
ac009:019	4a	(@)	-	hän␣
ac009:019	4a	@	-	vahvistui
ac009:019	4b	.	-	.␣
ac009:019	6	@	-	Ja␣
ac009:019	5	(@)	-	hän␣
ac009:019	5	@	-	oli␣
ac009:019	11 (8)	@	-	opetuslasten␣
ac009:019	7	@	-	seurassa␣
ac009:019	10	@	-	Damaskossa␣
ac009:019	9	%case	LOC	
ac009:019	13	@	-	jonkun␣
ac009:019	12	@	-	aikaa
ac009:019	-	(.)	-	.␣
ac009:020	ac009:020	ac009:020	VERSE	Apt␣9:20␣
ac009:020	1	@	-	Ja␣
ac009:020	2	@	-	kohta␣
ac009:020	6	(@)	-	hän␣
ac009:020	6	@	-	saarnasi␣
ac009:020	(4) 5	@	-	synagoogissa␣
ac009:020	3	%case	LOC	
ac009:020	(7) 8	@	-	Jeesusta
ac009:020	-	(,)	-	,␣
ac009:020	-	(@)	-	julistaen
ac009:020	-	(,)	-	,␣
ac009:020	9	@	-	että␣
ac009:020	10	@	-	hän␣
ac009:020	11	@	-	on␣
ac009:020	(14) 15a	@	-	Jumalan␣
ac009:020	(12) 13	@	-	Poika
ac009:020	15b	.	-	.␣
ac009:021	ac009:021	ac009:021	VERSE	Apt␣9:21␣
ac009:021	2	@	-	Ja␣
ac009:021	3	@	-	kaikki
ac009:021	-	(,)	-	,␣
ac009:021	4	@	-	jotka␣
ac009:021	5	@	-	kuulivat
ac009:021	-	(,)	-	,␣
ac009:021	1	@	-	hämmästyivät␣
ac009:021	6	@	-	ja␣
ac009:021	7a	@	-	sanoivat
ac009:021	-	(:)	-	:␣
ac009:021	-	(@)	-	"
ac009:021	8	@	-	Eikö␣
ac009:021	9	@	-	tämä␣
ac009:021	10	@	-	ole␣
ac009:021	11	@	-	se
ac009:021	-	(,)	-	,␣
ac009:021	11	@	-	joka␣
ac009:021	14	@	-	Jerusalemissa␣
ac009:021	13	%case	LOC	
ac009:021	12	@	-	tuhosi␣
ac009:021	15	@	-	ne
ac009:021	-	(,)	-	,␣
ac009:021	15	@	-	jotka␣
ac009:021	19a	@	-	tätä␣
ac009:021	(17) 18	@	-	nimeä␣
ac009:021	16	@	-	avuksi␣
ac009:021	16	@	-	huutavat
ac009:021	-	(?)	-	?␣
ac009:021	20	@	-	Ja␣
ac009:021	-	(@)	-	eikö␣
ac009:021	24	(@)	-	hän␣
ac009:021	24	(@)	-	ole␣
ac009:021	24	@	-	tullut␣
ac009:021	21	@	-	tänne␣
ac009:021	(22) (23)	-	UNTRANSLATED	
ac009:021	28	@	-	viedäksensä␣
ac009:021	25	%case	TRA	
ac009:021	27	@	-	ne␣
ac009:021	26	@	-	vangittuina␣
ac009:021	(30) 31a	@	-	ylipappien␣
ac009:021	pro%29	@	-	käsiin
ac009:021	-	(?)	-	?
ac009:021	31b	@	-	"␣
ac009:022	ac009:022	ac009:022	VERSE	Apt␣9:22␣
ac009:022	2	@	-	Mutta␣
ac009:022	1	@	-	Saulus␣
ac009:022	4	@	-	sai␣
ac009:022	3	@	-	yhä␣
ac009:022	3	@	-	enemmän␣
ac009:022	4	@	-	voimaa␣
ac009:022	5	@	-	ja␣
ac009:022	6a	@	-	saattoi␣
ac009:022	12	@	-	Damaskossa␣
ac009:022	11	%case	LOC	
ac009:022	10 (9)	@	-	asuvat␣
ac009:022	(7a) 8	@	-	juutalaiset␣
ac009:022	6a	@	-	ymmälle␣
ac009:022	13	@	-	näyttäen␣
ac009:022	13	@	-	toteen
ac009:022	-	(,)	-	,␣
ac009:022	14	@	-	että␣
ac009:022	pro%15	@	-	Jeesus␣
ac009:022	16	@	-	on␣
ac009:022	(17) 18a	@	-	Kristus
ac009:022	18b	.	-	.␣
ac009:023	ac009:023	ac009:023	VERSE	Apt␣9:23␣
ac009:023	2	@	-	Ja␣
ac009:023	(1)	-	UNTRANSLATED	
ac009:023	5a	@	-	pitkän␣
ac009:023	4	@	-	ajan␣
ac009:023	3	@	-	kuluttua␣
ac009:023	(7) 8	@	-	juutalaiset␣
ac009:023	6	@	-	pitivät␣
ac009:023	6	@	-	keskenään␣
ac009:023	6	@	-	neuvoa␣
ac009:023	9	@	-	tappaaksensa␣
ac009:023	10a	@	-	hänet
ac009:023	10b	.	-	.␣
ac009:024	ac009:024	ac009:024	VERSE	Apt␣9:24␣
ac009:024	2	@	-	Mutta␣
ac009:024	7a	@	-	heidän␣
ac009:024	(5) 6	@	-	salahankkeensa␣
ac009:024	1	@	-	tuli␣
ac009:024	(3) 4	@	-	Sauluksen␣
ac009:024	1	@	-	tietoon
ac009:024	7b	.	-	.␣
ac009:024	9	@	-	Ja␣
ac009:024	8	(@)	-	he␣
ac009:024	8	@	-	vartioivat␣
ac009:024	(11) 12	@	-	porttejakin␣
ac009:024	10	%clitic	kin	
ac009:024	16	@	-	yöt␣
ac009:024	(14) (15)	-	UNTRANSLATED	
ac009:024	13	@	-	päivät
ac009:024	-	(,)	-	,␣
ac009:024	tasp%19a	@	-	saadakseen␣
ac009:024	17	%case	TRA	
ac009:024	18	@	-	hänet␣
ac009:024	19a	@	-	tapetuksi
ac009:024	19b	.	-	.␣
ac009:025	ac009:025	ac009:025	VERSE	Apt␣9:25␣
ac009:025	2	@	-	Mutta␣
ac009:025	5	@	-	hänen␣
ac009:025	(3) 4	@	-	opetuslapsensa␣
ac009:025	1	@	-	ottivat␣
ac009:025	-	(@)	-	hänet␣
ac009:025	6	@	-	yöllä
ac009:025	-	(,)	-	,␣
ac009:025	10	@	-	päästivät␣
ac009:025	11	@	-	hänet␣
ac009:025	(8) 9	@	-	muurin␣
ac009:025	7	@	-	aukosta␣
ac009:025	-	(@)	-	ja␣
ac009:025	12	@	-	laskivat␣
ac009:025	12	@	-	alas␣
ac009:025	14a	@	-	vasussa
ac009:025	13	%case	LOC	
ac009:025	14b	.	-	.␣
ac009:026	ac009:026	ac009:026	VERSE	Apt␣9:26␣
ac009:026	2	@	-	Ja␣
ac009:026	1	(@)	-	kun␣
ac009:026	1	(@)	-	hän␣
ac009:026	1	(@)	-	oli␣
ac009:026	1	@	-	tullut␣
ac009:026	4	@	-	Jerusalemiin
ac009:026	3	%case	LOC	
ac009:026	-	(,)	-	,␣
ac009:026	5	@	-	yritti␣
ac009:026	5	(@)	-	hän␣
ac009:026	6	@	-	liittyä␣
ac009:026	(7) 8a	@	-	opetuslapsiin
ac009:026	8b	;	-	;␣
ac009:026	9	@	-	mutta␣
ac009:026	11	(@)	-	he␣
ac009:026	10	@	-	kaikki␣
ac009:026	11	@	-	pelkäsivät␣
ac009:026	12	@	-	häntä
ac009:026	-	(,)	-	,␣
ac009:026	-	(@)	-	koska␣
ac009:026	13	@	-	eivät␣
ac009:026	14	@	-	uskoneet
ac009:026	-	(,)	-	,␣
ac009:026	15	@	-	että␣
ac009:026	16	(@)	-	hän␣
ac009:026	16	@	-	oli␣
ac009:026	17a	@	-	opetuslapsi
ac009:026	17b	.	-	.␣
ac009:027	ac009:027	ac009:027	VERSE	Apt␣9:27␣
ac009:027	2	@	-	Mutta␣
ac009:027	1	@	-	Barnabas␣
ac009:027	3	@	-	otti␣
ac009:027	4	@	-	hänet␣
ac009:027	3	@	-	turviinsa␣
ac009:027	-	(@)	-	ja␣
ac009:027	5	@	-	vei␣
ac009:027	-	(@)	-	hänet␣
ac009:027	(7) 8	@	-	apostolien␣
ac009:027	6	@	-	tykö␣
ac009:027	9	@	-	ja␣
ac009:027	10	@	-	kertoi␣
ac009:027	11	@	-	heille
ac009:027	-	(,)	-	,␣
ac009:027	12	@	-	kuinka␣
ac009:027	-	(@)	-	Saulus␣
ac009:027	(14) 15	@	-	tiellä␣
ac009:027	13	%case	LOC	
ac009:027	16	(@)	-	oli␣
ac009:027	16	@	-	nähnyt␣
ac009:027	(17) 18	@	-	Herran
ac009:027	-	(,)	-	,␣
ac009:027	19	@	-	ja␣
ac009:027	20	@	-	että␣
ac009:027	-	(@)	-	Herra␣
ac009:027	21	(@)	-	oli␣
ac009:027	21	@	-	puhunut␣
ac009:027	22	@	-	hänelle
ac009:027	-	(,)	-	,␣
ac009:027	23	@	-	ja␣
ac009:027	24	@	-	kuinka␣
ac009:027	27	(@)	-	hän␣
ac009:027	26	@	-	Damaskossa␣
ac009:027	25	%case	LOC	
ac009:027	27	(@)	-	oli␣
ac009:027	27	@	-	rohkeasti␣
ac009:027	27	@	-	julistanut␣
ac009:027	(31) 32a	@	-	Jeesuksen␣
ac009:027	(29) 30	@	-	nimeä
ac009:027	28	%case	PTV	
ac009:027	32b	.	-	.␣
ac009:028	ac009:028	ac009:028	VERSE	Apt␣9:28␣
ac009:028	1	@	-	Ja␣
ac009:028	-	(@)	-	niin␣
ac009:028	5	(@)	-	hän␣
ac009:028	5	@	-	kävi␣
ac009:028	4	@	-	heidän␣
ac009:028	3	@	-	keskuudessaan␣
ac009:028	5	@	-	sisälle␣
ac009:028	2	%tasp	?	
ac009:028	6	@	-	ja␣
ac009:028	7	@	-	ulos␣
ac009:028	9a	@	-	Jerusalemissa␣
ac009:028	8	%case	LOC	
ac009:028	-	(@)	-	ja␣
ac009:028	10	@	-	julisti␣
ac009:028	10	@	-	rohkeasti␣
ac009:028	(14) 15a	@	-	Herran␣
ac009:028	(12) 13	@	-	nimeä
ac009:028	11	%case	PTV	
ac009:028	15b	.	-	.␣
ac009:029	ac009:029	ac009:029	VERSE	Apt␣9:29␣
ac009:029	2	@	-	Ja␣
ac009:029	1	(@)	-	hän␣
ac009:029	1	@	-	puhui␣
ac009:029	3	@	-	ja␣
ac009:029	4	@	-	väitteli␣
ac009:029	(6) 7a	@	-	hellenistien␣
ac009:029	5	@	-	kanssa
ac009:029	7b	;	-	;␣
ac009:029	9	@	-	mutta␣
ac009:029	8	@	-	he␣
ac009:029	10	@	-	koettivat␣
ac009:029	11	@	-	tappaa␣
ac009:029	12a	@	-	hänet
ac009:029	12b	.	-	.␣
ac009:030	ac009:030	ac009:030	VERSE	Apt␣9:30␣
ac009:030	1	(@)	-	Kun␣
ac009:030	(2)	-	UNTRANSLATED	
ac009:030	(3) 4	@	-	veljet␣
ac009:030	-	(@)	-	sen␣
ac009:030	1	@	-	huomasivat
ac009:030	-	(,)	-	,␣
ac009:030	5	@	-	veivät␣
ac009:030	5	(@)	-	he␣
ac009:030	6	@	-	hänet␣
ac009:030	8	@	-	Kesareaan␣
ac009:030	7	%case	LOC	
ac009:030	9	@	-	ja␣
ac009:030	10	@	-	lähettivät␣
ac009:030	11	@	-	hänet␣
ac009:030	-	(@)	-	sieltä␣
ac009:030	13a	@	-	Tarsoon
ac009:030	12	%case	LOC	
ac009:030	13b	.	-	.␣
ac009:031	ac009:031	ac009:031	VERSE	Apt␣9:31␣
ac009:031	2 3	@	-	Niin␣
ac009:031	13	@	-	oli␣
ac009:031	2 3	@	-	nyt␣
ac009:031	(1) 4	@	-	seurakunnalla␣
ac009:031	6	@	-	koko␣
ac009:031	(7) 8	@	-	Juudeassa␣
ac009:031	5	%case	LOC	
ac009:031	9	@	-	ja␣
ac009:031	10	@	-	Galileassa␣
ac009:031	11	@	-	ja␣
ac009:031	12	@	-	Samariassa␣
ac009:031	14	@	-	rauha
ac009:031	-	(;)	-	;␣
ac009:031	-	(@)	-	ja␣
ac009:031	15	(@)	-	se␣
ac009:031	15	@	-	rakentui␣
ac009:031	16	@	-	ja␣
ac009:031	17	@	-	vaelsi␣
ac009:031	(20) 21	@	-	Herran␣
ac009:031	(18) 19	@	-	pelossa␣
ac009:031	22	@	-	ja␣
ac009:031	28a	@	-	lisääntyi␣
ac009:031	26	@	-	Pyhän␣
ac009:031	(25) 27	@	-	Hengen␣
ac009:031	(23) 24	@	-	virvoittavasta␣
ac009:031	(23) 24	@	-	vaikutuksesta
ac009:031	28b	.	-	.␣
ac009:032	ac009:032	ac009:032	VERSE	Apt␣9:32␣
ac009:032	2	@	-	Ja␣
ac009:032	1	@	-	tapahtui
ac009:032	-	(,)	-	,␣
ac009:032	-	(@)	-	että␣
ac009:032	3	@	-	Pietari
ac009:032	-	(,)	-	,␣
ac009:032	4	@	-	kiertäessään␣
ac009:032	6	@	-	kaikkien␣
ac009:032	5	@	-	luona
ac009:032	-	(,)	-	,␣
ac009:032	7	@	-	tuli␣
ac009:032	8	@	-	myöskin␣
ac009:032	10	@	-	niiden␣
ac009:032	11	@	-	pyhien␣
ac009:032	9	@	-	tykö
ac009:032	-	(,)	-	,␣
ac009:032	12	@	-	jotka␣
ac009:032	13	@	-	asuivat␣
ac009:032	14a	@	-	Lyddassa
ac009:032	14b	.	-	.␣
ac009:033	ac009:033	ac009:033	VERSE	Apt␣9:33␣
ac009:033	3	@	-	Siellä␣
ac009:033	(2)	-	UNTRANSLATED	
ac009:033	1	(@)	-	hän␣
ac009:033	1	@	-	tapasi␣
ac009:033	7	@	-	Aineas␣
ac009:033	6	@	-	nimisen␣
ac009:033	4	@	-	miehen
ac009:033	(5)	-	UNTRANSLATED	
ac009:033	-	(,)	-	,␣
ac009:033	11	(@)	-	joka␣
ac009:033	10	@	-	kahdeksan␣
ac009:033	9	@	-	vuotta␣
ac009:033	8	%case	PTV	
ac009:033	11	(@)	-	oli␣
ac009:033	11	@	-	maannut␣
ac009:033	13a	@	-	vuoteessaan␣
ac009:033	12	%case	LOC	
ac009:033	-	(@)	-	ja␣
ac009:033	(14)	-	UNTRANSLATED	
ac009:033	15	@	-	oli␣
ac009:033	16a	@	-	halvattu
ac009:033	16b	.	-	.␣
ac009:034	ac009:034	ac009:034	VERSE	Apt␣9:34␣
ac009:034	1	@	-	Ja␣
ac009:034	(4) 5a	@	-	Pietari␣
ac009:034	2	@	-	sanoi␣
ac009:034	3	@	-	hänelle
ac009:034	5b	:	-	:␣
ac009:034	5b	@	-	"
ac009:034	6a	@	-	Aineas
ac009:034	6b	,	-	,␣
ac009:034	9	@	-	Jeesus␣
ac009:034	10a	@	-	Kristus␣
ac009:034	7	@	-	parantaa␣
ac009:034	8	@	-	sinut
ac009:034	10b	;	-	;␣
ac009:034	11	@	-	nouse␣
ac009:034	12	@	-	ja␣
ac009:034	13 14a	@	-	korjaa␣
ac009:034	13 14a	@	-	vuoteesi
ac009:034	14b	@	-	"
ac009:034	14b	.	-	.␣
ac009:034	15	@	-	Ja␣
ac009:034	16	@	-	kohta␣
ac009:034	17a	(@)	-	hän␣
ac009:034	17a	@	-	nousi
ac009:034	17b	.	-	.␣
ac009:035	ac009:035	ac009:035	VERSE	Apt␣9:35␣
ac009:035	1	@	-	Ja␣
ac009:035	4	@	-	kaikki␣
ac009:035	7	@	-	Lyddan␣
ac009:035	8	@	-	ja␣
ac009:035	10a (9)	@	-	Saaronin␣
ac009:035	(5) 6	@	-	asukkaat␣
ac009:035	2	@	-	näkivät␣
ac009:035	3	@	-	hänet
ac009:035	-	(;)	-	;␣
ac009:035	-	(@)	-	ja␣
ac009:035	11	@	-	he␣
ac009:035	12	@	-	kääntyivät␣
ac009:035	(14) 15a	@	-	Herran␣
ac009:035	13	@	-	tykö
ac009:035	15b	.	-	.␣
ac009:036	ac009:036	ac009:036	VERSE	Apt␣9:36␣
ac009:036	3	@	-	Mutta␣
ac009:036	2	@	-	Joppessa␣
ac009:036	1	%case	LOC	
ac009:036	5	@	-	oli␣
ac009:036	(4)	-	UNTRANSLATED	
ac009:036	6	@	-	naisopetuslapsi
ac009:036	-	(,)	-	,␣
ac009:036	7	@	-	nimeltä␣
ac009:036	8a	@	-	Tabita
ac009:036	8b	,	-	,␣
ac009:036	9	@	-	mikä␣
ac009:036	-	(@)	-	kreikaksi␣
ac009:036	10	@	-	käännettynä␣
ac009:036	11	@	-	on
ac009:036	-	(:)	-	:␣
ac009:036	12a	@	-	Dorkas
ac009:036	12b	;	-	;␣
ac009:036	13	@	-	hän␣
ac009:036	14	@	-	teki␣
ac009:036	15	@	-	paljon␣
ac009:036	17	@	-	hyviä␣
ac009:036	16	@	-	töitä␣
ac009:036	18	@	-	ja␣
ac009:036	21a	@	-	antoi␣
ac009:036	-	(@)	-	runsaasti␣
ac009:036	19	@	-	almuja
ac009:036	(20)	-	UNTRANSLATED	
ac009:036	21b	.	-	.␣
ac009:037	ac009:037	ac009:037	VERSE	Apt␣9:37␣
ac009:037	2	@	-	Ja␣
ac009:037	1	@	-	tapahtui␣
ac009:037	6	@	-	niinä␣
ac009:037	(4) 5	@	-	päivinä
ac009:037	3	%case	ESS	
ac009:037	-	(,)	-	,␣
ac009:037	-	(@)	-	että␣
ac009:037	8	@	-	hän␣
ac009:037	7	@	-	sairastui␣
ac009:037	-	(@)	-	ja␣
ac009:037	9a	@	-	kuoli
ac009:037	9b	;	-	;␣
ac009:037	11	@	-	ja␣
ac009:037	10	(@)	-	he␣
ac009:037	10	@	-	pesivät␣
ac009:037	13a	@	-	hänet␣
ac009:037	-	(@)	-	ja␣
ac009:037	12a	@	-	panivat␣
ac009:037	15a	@	-	yläsaliin
ac009:037	14	%case	LOC	
ac009:037	15b	.	-	.␣
ac009:038	ac009:038	ac009:038	VERSE	Apt␣9:38␣
ac009:038	2	@	-	Ja␣
ac009:038	3	(@)	-	koska␣
ac009:038	4	@	-	Lydda␣
ac009:038	3	@	-	oli␣
ac009:038	1	@	-	lähellä␣
ac009:038	(5) 6	@	-	Joppea
ac009:038	-	(,)	-	,␣
ac009:038	-	(@)	-	niin␣
ac009:038	(7) 8	@	-	opetuslapset
ac009:038	-	(,)	-	,␣
ac009:038	9	(@)	-	kun␣
ac009:038	9	@	-	kuulivat␣
ac009:038	(10)	-	UNTRANSLATED	
ac009:038	11	@	-	Pietarin␣
ac009:038	12	@	-	olevan␣
ac009:038	14	@	-	siellä
ac009:038	13	%case	LOC	
ac009:038	-	(,)	-	,␣
ac009:038	15	@	-	lähettivät␣
ac009:038	16	@	-	kaksi␣
ac009:038	17	@	-	miestä␣
ac009:038	19	@	-	hänen␣
ac009:038	18	@	-	luoksensa␣
ac009:038	20a	@	-	pyytämään
ac009:038	20b	:	-	:␣
ac009:038	20b	@	-	"
ac009:038	23	@	-	Tule␣
ac009:038	21 22	@	-	viipymättä␣
ac009:038	25a	@	-	meidän␣
ac009:038	24	@	-	tykömme
ac009:038	25b	@	-	"
ac009:038	25b	.	-	.␣
ac009:039	ac009:039	ac009:039	VERSE	Apt␣9:39␣
ac009:039	2	@	-	Niin␣
ac009:039	3	@	-	Pietari␣
ac009:039	1	@	-	nousi␣
ac009:039	-	(@)	-	ja␣
ac009:039	4	@	-	meni␣
ac009:039	5a	@	-	heidän␣
ac009:039	4	@	-	kanssansa
ac009:039	-	(.)	-	.␣
ac009:039	-	(@)	-	Ja␣
ac009:039	6	@	-	hänen␣
ac009:039	7	@	-	sinne␣
ac009:039	7	@	-	saavuttuaan␣
ac009:039	8	(@)	-	he␣
ac009:039	8	@	-	veivät␣
ac009:039	-	(@)	-	hänet␣
ac009:039	(10) 11	@	-	yläsaliin
ac009:039	9	%case	LOC	
ac009:039	-	(,)	-	,␣
ac009:039	12	@	-	ja␣
ac009:039	15	@	-	kaikki␣
ac009:039	(16) 17	@	-	lesket␣
ac009:039	13	@	-	tulivat␣
ac009:039	14	@	-	hänen␣
ac009:039	13	@	-	luoksensa␣
ac009:039	18	@	-	itkien␣
ac009:039	19	@	-	ja␣
ac009:039	20	@	-	näytellen␣
ac009:039	-	(@)	-	hänelle␣
ac009:039	21	@	-	ihokkaita␣
ac009:039	22	@	-	ja␣
ac009:039	23	@	-	vaippoja
ac009:039	-	(,)	-	,␣
ac009:039	24	@	-	joita␣
ac009:039	(29) 30a	@	-	Dorkas␣
ac009:039	25	(@)	-	oli␣
ac009:039	25	@	-	tehnyt
ac009:039	-	(,)	-	,␣
ac009:039	28	@	-	ollessaan␣
ac009:039	27	@	-	heidän␣
ac009:039	26	@	-	kanssansa
ac009:039	30b	.	-	.␣
ac009:040	ac009:040	ac009:040	VERSE	Apt␣9:40␣
ac009:040	2	@	-	Mutta␣
ac009:040	(5) 6	@	-	Pietari␣
ac009:040	1	@	-	toimitti␣
ac009:040	4	@	-	kaikki␣
ac009:040	3	@	-	ulos␣
ac009:040	7	@	-	ja␣
ac009:040	8	@	-	laskeutui␣
ac009:040	10 (9)	@	-	polvilleen␣
ac009:040	-	(@)	-	ja␣
ac009:040	11	@	-	rukoili
ac009:040	-	(;)	-	;␣
ac009:040	12	@	-	ja␣
ac009:040	13	(@)	-	hän␣
ac009:040	13	@	-	kääntyi␣
ac009:040	(15) 16	@	-	ruumiin␣
ac009:040	14	@	-	puoleen␣
ac009:040	-	(@)	-	ja␣
ac009:040	17a	@	-	sanoi
ac009:040	17b	:	-	:␣
ac009:040	17b	@	-	"
ac009:040	18a	@	-	Tabita
ac009:040	18b	,	-	,␣
ac009:040	19a	@	-	nouse␣
ac009:040	19a	@	-	ylös
ac009:040	-	(!)	-	!
ac009:040	19b	@	-	"␣
ac009:040	21	@	-	Niin␣
ac009:040	pro%20	@	-	tämä␣
ac009:040	22	@	-	avasi␣
ac009:040	(23) 24	@	-	silmänsä
ac009:040	25a	%pers	3	
ac009:040	25b	,	-	,␣
ac009:040	26	@	-	ja␣
ac009:040	27	@	-	nähdessään␣
ac009:040	(28) 29	@	-	Pietarin␣
ac009:040	30a	(@)	-	hän␣
ac009:040	30a	@	-	nousi␣
ac009:040	30a	@	-	istumaan
ac009:040	30b	.	-	.␣
ac009:041	ac009:041	ac009:041	VERSE	Apt␣9:41␣
ac009:041	2	@	-	Ja␣
ac009:041	-	(@)	-	Pietari␣
ac009:041	1	@	-	ojensi␣
ac009:041	3	@	-	hänelle␣
ac009:041	4	@	-	kätensä␣
ac009:041	-	(@)	-	ja␣
ac009:041	5	@	-	nosti␣
ac009:041	6a	@	-	hänet␣
ac009:041	5	@	-	seisomaan␣
ac009:041	8	@	-	ja␣
ac009:041	7	@	-	kutsui␣
ac009:041	7	@	-	sisään␣
ac009:041	10 (9)	@	-	pyhät␣
ac009:041	11	@	-	ja␣
ac009:041	(12) 13	@	-	lesket␣
ac009:041	-	(@)	-	ja␣
ac009:041	14	@	-	asetti␣
ac009:041	15	@	-	hänet␣
ac009:041	16a	@	-	elävänä␣
ac009:041	16a	(@)	-	heidän␣
ac009:041	16a	@	-	eteensä
ac009:041	16b	.	-	.␣
ac009:042	ac009:042	ac009:042	VERSE	Apt␣9:42␣
ac009:042	2	@	-	Ja␣
ac009:042	3	(@)	-	se␣
ac009:042	3	@	-	tuli␣
ac009:042	1	@	-	tiedoksi␣
ac009:042	5	@	-	koko␣
ac009:042	(6) 7	@	-	Joppessa
ac009:042	4	%case	LOC	
ac009:042	-	(,)	-	,␣
ac009:042	8	@	-	ja␣
ac009:042	10	@	-	monet␣
ac009:042	9	@	-	uskoivat␣
ac009:042	(12) 13a	@	-	Herraan
ac009:042	11	%case	LOC	
ac009:042	13b	.	-	.␣
ac009:043	ac009:043	ac009:043	VERSE	Apt␣9:43␣
ac009:043	2	@	-	Ja␣
ac009:043	-	(@)	-	Pietari␣
ac009:043	1 5	@	-	viipyi␣
ac009:043	7	@	-	Joppessa␣
ac009:043	6	%case	LOC	
ac009:043	4	@	-	jonkun␣
ac009:043	3	@	-	aikaa␣
ac009:043	9	@	-	erään␣
ac009:043	11a	@	-	nahkuri␣
ac009:043	10	@	-	Simonin␣
ac009:043	8	@	-	luona
ac009:043	11b	.	-	.␣
ac010:001	ac010:001	ac010:001	VERSE	Apt␣10:1␣
ac010:001	2	@	-	Ja␣
ac010:001	5	@	-	Kesareassa␣
ac010:001	4	%case	LOC	
ac010:001	-	(@)	-	oli␣
ac010:001	1	@	-	mies
ac010:001	(3)	-	UNTRANSLATED	
ac010:001	-	(,)	-	,␣
ac010:001	6	@	-	nimeltä␣
ac010:001	7a	@	-	Kornelius
ac010:001	7b	,	-	,␣
ac010:001	8	@	-	sadanpäämies␣
ac010:001	(11) 12	@	-	niin␣
ac010:001	(11) 12	@	-	kutsutussa␣
ac010:001	13a	@	-	italialaisessa␣
ac010:001	10	@	-	sotaväenosastossa
ac010:001	9	%case	LOC	
ac010:001	13b	.	-	.␣
ac010:002	ac010:002	ac010:002	VERSE	Apt␣10:2␣
ac010:002	-	(@)	-	Hän␣
ac010:002	-	(@)	-	oli␣
ac010:002	1	@	-	hurskas␣
ac010:002	2	@	-	ja␣
ac010:002	(4) 5	@	-	Jumalaa␣
ac010:002	3	@	-	pelkääväinen
ac010:002	-	(,)	-	,␣
ac010:002	6	@	-	niinkuin␣
ac010:002	7	@	-	koko␣
ac010:002	10a	@	-	hänen␣
ac010:002	(8) 9	@	-	perhekuntansakin
ac010:002	-	(,)	-	,␣
ac010:002	-	(@)	-	ja␣
ac010:002	11	@	-	antoi␣
ac010:002	13	@	-	paljon␣
ac010:002	12	@	-	almuja␣
ac010:002	(14) 15	@	-	kansalle␣
ac010:002	16	@	-	ja␣
ac010:002	17	@	-	rukoili␣
ac010:002	20 21a	@	-	alati␣
ac010:002	(18) 19	@	-	Jumalaa
ac010:002	21b	.	-	.␣
ac010:003	ac010:003	ac010:003	VERSE	Apt␣10:3␣
ac010:003	1	(@)	-	Hän␣
ac010:003	1	@	-	näki␣
ac010:003	4	@	-	selvästi␣
ac010:003	3	@	-	näyssä
ac010:003	2	%case	LOC	
ac010:003	-	(,)	-	,␣
ac010:003	5	@	-	noin␣
ac010:003	8	@	-	yhdeksännellä␣
ac010:003	7	@	-	hetkellä␣
ac010:003	6	%case	LOC	
ac010:003	10 (9)	@	-	päivästä
ac010:003	-	(,)	-	,␣
ac010:003	(12) 13	@	-	Jumalan␣
ac010:003	11	@	-	enkelin
ac010:003	-	(,)	-	,␣
ac010:003	14	(@)	-	joka␣
ac010:003	14	@	-	tuli␣
ac010:003	14	@	-	sisään␣
ac010:003	16	@	-	hänen␣
ac010:003	15	@	-	tykönsä␣
ac010:003	17	@	-	ja␣
ac010:003	18	@	-	sanoi␣
ac010:003	19a	@	-	hänelle
ac010:003	19b	:	-	:␣
ac010:003	19b	@	-	"
ac010:003	20a	@	-	Kornelius
ac010:003	-	(!)	-	!
ac010:003	20b	@	-	"␣
ac010:004	ac010:004	ac010:004	VERSE	Apt␣10:4␣
ac010:004	1	@	-	Tämä␣
ac010:004	(2)	-	UNTRANSLATED	
ac010:004	3	@	-	loi␣
ac010:004	3	@	-	katseensa␣
ac010:004	4	@	-	häneen␣
ac010:004	5	@	-	ja␣
ac010:004	8a	@	-	sanoi␣
ac010:004	6 7	@	-	peljästyneenä
ac010:004	8b	:	-	:␣
