mt001:001	1	βίβλος/976/0974	NOM.FEM.SG	Βίβλος	biblos
mt007:018	8	οὐδέ/3761/3628	CNJ.NEG	οὐδὲ	ūde
mt007:018	9	δένδρον/1186/1185	NOM.NEUT.SG	δένδρον	dendron
mt007:018	10	σαπρός/4550/4410	ADJ.NOM.NEUT.SG	σαπρὸν	sapron
mt007:018	11	καρπός/2590/2570	ACC.MASC.PL	καρποὺς	karpūs
mt007:018	12	καλός/2570/2551	ADJ.ACC.MASC.PL	καλοὺς	kalūs
mt007:018	13a	-/-/-	-	-	-
mt007:018	13b	φέρω/5342/5183	2AOR.ACT.INF	ἐνεγκεῖν	enegkein
mt007:018	13c	-/-/-	-	.	.
mt007:019	1	πᾶς/3956/3821	ADJ.NOM.NEUT.SG	πᾶν	pan
mt007:019	2	δένδρον/1186/1185	NOM.NEUT.SG	δένδρον	dendron
mt007:019	3	μή/3361/3243	PRART.NOM	μὴ	mē
mt007:019	4	ποιέω/4160&5723/4024	PRES.ACT.PART.NOM.NEUT.SG	ποιοῦν	poiūn
mt007:019	5	καρπός/2590/2570	ACC.MASC.SG	καρπὸν	karpon
mt007:019	6	καλός/2570/2551	ADJ.ACC.MASC.SG	καλὸν	kalon
mt007:019	7	ἐκκόπτω/1581&5743/1573	PRES.PASS.IND.3sg	ἐκκόπτεται	ekkoptetai
mt007:019	8	καί/2532/2515	CNJ	καὶ	kai
mt007:019	9	εἰς/1519/1513	PREP	εἰς	eis
mt007:019	10	πῦρ/4442/4303	ACC.NEUT.SG	πῦρ	pyr
mt007:019	11a	βάλλω/906&5743/0904	PRES.PASS.IND.3sg	βάλλεται	balletai
mt007:019	11b	-/-/-	-	.	.
mt007:020	1	ἄρα/686&1065/0682	PRT	ἄραγε	arage
mt007:020	2	-/-/-	-	-	-
mt007:020	3	ἀπό/575/0575	PREP	ἀπὸ	apo
mt007:020	4	ὁ/3588/3455	ART.GEN.MASC.PL	τῶν	tōn
mt007:020	5	καρπός/2590/2570	GEN.MASC.PL	καρπῶν	karpōn
mt007:020	6	αὐτός/846/0841	PRON.GEN.MASC.PL	αὐτῶν	autōn
mt007:020	7	ἐπιγινώσκω/1921&5695/1914	FUT.MID/DEP.IND.2pl	ἐπιγνώσεσθε	epignōsesthe
mt007:020	8a	αὐτός/846/0841	PRON.ACC.MASC.PL	αὐτούς	autūs
mt007:020	8b	-/-/-	-	.	.
mt007:021	1	οὐ/3756/3624	PRART.NOM	Οὐ	ū
mt007:021	2	πᾶς/3956/3821	ADJ.NOM.MASC.SG	πᾶς	pas
mt007:021	3	ὁ/3588/3455	ART.NOM.MASC.SG	ὁ	ho
mt007:021	4	λέγω/3004&5723/2992	PRES.ACT.PART.NOM.MASC.SG	λέγων	legōn
mt007:021	5a	ἐγώ/1473/1476	PRON.DAT.1sg	μοι	moi
mt007:021	5b	-/-/-	-	-	-
mt007:021	6	κύριος/2962/2950	VOC.MASC.SG	Κύριε	kyrie
mt007:021	7a	κύριος/2962/2950	VOC.MASC.SG	Κύριε	kyrie
mt007:021	7b	-/-/-	-	,	,
mt007:021	8	εἰσέρχομαι/1525&5695/1519	FUT.MID/DEP.IND.3sg	εἰσελεύσεται	eiseleusetai
mt007:021	9	εἰς/1519/1513	PREP	εἰς	eis
mt007:021	10	ὁ/3588/3455	ART.ACC.FEM.SG	τὴν	tēn
mt007:021	11	βασιλεία/932/0929	ACC.FEM.SG	βασιλείαν	basileian
mt007:021	12	ὁ/3588/3455	ART.GEN.MASC.PL	τῶν	tōn
mt007:021	13a	οὐρανός/3772/3640	GEN.MASC.PL	οὐρανῶν	ūranōn
mt007:021	13b	-/-/-	-	,	,
mt007:021	14	ἀλλά/235/0232	CNJ	ἀλλ’	all
mt007:021	15	ὁ/3588/3455	ART.NOM.MASC.SG	ὁ	ho
mt007:021	16	ποιέω/4160&5723/4024	PRES.ACT.PART.NOM.MASC.SG	ποιῶν	poiōn
mt007:021	17	ὁ/3588/3455	ART.ACC.NEUT.SG	τὸ	to
mt007:021	18	θέλημα/2307/2289	ACC.NEUT.SG	θέλημα	thelēma
mt007:021	19	ὁ/3588/3455	ART.GEN.MASC.SG	τοῦ	tū
mt007:021	20	πατήρ/3962/3827	GEN.MASC.SG	Πατρός	patros
mt007:021	21	ἐγώ/1473/1476	PRON.GEN.1sg	μου	mū
mt007:021	22	ὁ/3588/3455	ART.GEN.MASC.SG	τοῦ	tū
mt007:021	23	ἐν/1722/1714	PREP	ἐν	en
mt007:021	24	ὁ/3588/3455	ART.DAT.MASC.PL	τοῖς	tois
mt007:021	25a	οὐρανός/3772/3640	DAT.MASC.PL	οὐρανοῖς	ūranois
mt007:021	25b	-/-/-	-	.	.
mt007:022	1	πολύς/4183/4047	ADJ.NOM.MASC.PL	πολλοὶ	polloi
mt007:022	2	εἶπον/2046&5692/1507	FUT.ACT.IND.3pl	ἐροῦσίν	erūsin
mt007:022	3	ἐγώ/1473/1476	PRON.DAT.1sg	μοι	moi
mt007:022	4	ἐν/1722/1714	PREP	ἐν	en
mt007:022	5	ἐκεῖνος/1565/1556	DEM.DAT.SG.FEM	ἐκείνῃ	ekeinē
mt007:022	6	ὁ/3588/3455	ART.DAT.FEM.SG	τῇ	tē
mt007:022	7a	ἡμέρα/2250/2237	DAT.FEM.SG	ἡμέρᾳ	hēmera
mt007:022	7b	-/-/-	-	-	-
mt007:022	8	κύριος/2962/2950	VOC.MASC.SG	Κύριε	kyrie
mt007:022	9a	κύριος/2962/2950	VOC.MASC.SG	Κύριε	kyrie
mt007:022	9b	-/-/-	-	,	,
mt007:022	10	οὐ/3756/3624	PRART.NOM	οὐ	ū
mt007:022	11	ὁ/3588/3455	ART.DAT.NEUT.SG	τῷ	tō
mt007:022	12	σός/4674/4531	POSS.2sg.DSN	σῷ	sō
mt007:022	13	ὄνομα/3686/3556	DAT.NEUT.SG	ὀνόματι	onomati
mt007:022	14a	προφητεύω/4395&5656/4256	AOR.ACT.IND.1pl	ἐπροφητεύσαμεν	eprofēteusamen
mt007:022	14b	-/-/-	-	,	,
mt007:022	15	καί/2532/2515	CNJ	καὶ	kai
mt007:022	16	ὁ/3588/3455	ART.DAT.NEUT.SG	τῷ	tō
mt007:022	17	σός/4674/4531	POSS.2sg.DSN	σῷ	sō
mt007:022	18	ὄνομα/3686/3556	DAT.NEUT.SG	ὀνόματι	onomati
mt007:022	19	δαιμόνιον/1140/1138	ACC.NEUT.PL	δαιμόνια	daimonia
mt007:022	20a	ἐκβάλλω/1544&5627/1537	2AOR.ACT.IND.1pl	ἐξεβάλομεν	eksebalomen
mt007:022	20b	-/-/-	-	,	,
mt007:022	21	καί/2532/2515	CNJ	καὶ	kai
mt007:022	22	ὁ/3588/3455	ART.DAT.NEUT.SG	τῷ	tō
mt007:022	23	σός/4674/4531	POSS.2sg.DSN	σῷ	sō
mt007:022	24	ὄνομα/3686/3556	DAT.NEUT.SG	ὀνόματι	onomati
mt007:022	25	δύναμις/1411/1413	ACC.FEM.PL	δυνάμεις	dynameis
mt007:022	26	πολύς/4183/4047	ADJ.ACC.FEM.PL	πολλὰς	pollas
mt007:022	27a	ποιέω/4160&5656/4024	AOR.ACT.IND.1pl	ἐποιήσαμεν	epoiēsamen
mt007:022	27b	-/-/-	-	;	;
mt007:023	1	καί/2532/2515	CNJ	καὶ	kai
mt007:023	2	τότε/5119/4968	ADV	τότε	tote
mt007:023	3	ὁμολογέω/3670&5692/3540	FUT.ACT.IND.1sg	ὁμολογήσω	homologēsō
mt007:023	4	αὐτός/846/0841	PRON.DAT.MASC.PL	αὐτοῖς	autois
mt007:023	5	ὅτι/3754/3621	CNJ	ὅτι	hoti
mt007:023	6	οὐδέποτε/3763/3630	ADVNEG	Οὐδέποτε	ūdepote
mt007:023	7	γινώσκω/1097&5627/1096	2AOR.ACT.IND.1sg	ἔγνων	egnōn
mt007:023	8a	σύ/4771/4624	PRON.ACC.2pl	ὑμᾶς	hymas
mt007:023	8b	-/-/-	-	·	·
mt007:023	9	ἀποχωρέω/672&5720/0669	PRES.ACT.IMP.2pl	ἀποχωρεῖτε	apokhōreite
mt007:023	10	ἀπό/575/0575	PREP	ἀπ’	ap
mt007:023	11	ἐγώ/1473/1476	PRON.GEN.1sg	ἐμοῦ	emū
mt007:023	12	ὁ/3588/3455	ART.NOM.MASC.PL	οἱ	hoi
mt007:023	13	ἐργάζομαι/2038&5740/2032	PRES.MID/PASS/DEP.PART.NOM.MASC.PL	ἐργαζόμενοι	ergadzomenoi
mt007:023	14	ὁ/3588/3455	ART.ACC.FEM.SG	τὴν	tēn
mt007:023	15a	ἀνομία/458/0462	ACC.FEM.SG	ἀνομίαν	anomian
mt007:023	15b	-/-/-	-	.	.
mt007:024	1	πᾶς/3956/3821	ADJ.NOM.MASC.SG	Πᾶς	pas
mt007:024	2	οὖν/3767/3635	CNJ	οὖν	ūn
mt007:024	3	ὅστις/3748/3615	REL.NOM.SG.MASC	ὅστις	hostis
mt007:024	4	ἀκούω/191&5719/0189	PRES.ACT.IND.3sg	ἀκούει	akūei
mt007:024	5	ἐγώ/1473/1476	PRON.GEN.1sg	μου	mū
mt007:024	6	ὁ/3588/3455	ART.ACC.MASC.PL	τοὺς	tūs
mt007:024	7	λόγος/3056/3044	ACC.MASC.PL	λόγους	logūs
mt007:024	8	οὗτος/3778/-	DEM.acc.PL.MASC	τούτους	tūtūs
mt007:024	9	καί/2532/2515	CNJ	καὶ	kai
mt007:024	10	ποιέω/4160&5719/4024	PRES.ACT.IND.3sg	ποιεῖ	poiei
mt007:024	11a	αὐτός/846/0841	PRON.ACC.MASC.PL	αὐτούς	autūs
mt007:024	11b	-/-/-	-	,	,
mt007:024	12	ὁμοιόω/3666&5701/3536	FUT.PASS.IND.3sg	ὁμοιωθήσεται	homoiōthēsetai
mt007:024	13	ἀνήρ/435/0441	DAT.MASC.SG	ἀνδρὶ	andri
mt007:024	14a	φρόνιμος/5429/5268	ADJ.DAT.MASC.SG	φρονίμῳ	fronimō
mt007:024	14b	-/-/-	-	,	,
mt007:024	15	ὅστις/3748/3615	REL.NOM.SG.MASC	ὅστις	hostis
mt007:024	16	οἰκοδομέω/3618&5656/3486	AOR.ACT.IND.3sg	ᾠκοδόμησεν	ōkodomēsen
mt007:024	17	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt007:024	18	ὁ/3588/3455	ART.ACC.FEM.SG	τὴν	tēn
mt007:024	19	οἰκία/3614/3482	ACC.FEM.SG	οἰκίαν	oikian
mt007:024	20	ἐπί/1909/1903	PREP	ἐπὶ	epi
mt007:024	21	ὁ/3588/3455	ART.ACC.FEM.SG	τὴν	tēn
mt007:024	22a	πέτρα/4073/3937	ACC.FEM.SG	πέτραν	petran
mt007:024	22b	-/-/-	-	.	.
mt007:025	1	καί/2532/2515	CNJ	καὶ	kai
mt007:025	2	καταβαίνω/2597&5627/2577	2AOR.ACT.IND.3sg	κατέβη	katebē
mt007:025	3	ὁ/3588/3455	ART.NOM.FEM.SG	ἡ	hē
mt007:025	4	βροχή/1028/1026	NOM.FEM.SG	βροχὴ	brokhē
mt007:025	5	καί/2532/2515	CNJ	καὶ	kai
mt007:025	6	ἔρχομαι/2064/2056	2AOR.ACT.IND.3pl	ἦλθον	ēlthon
mt007:025	7	ὁ/3588/3455	ART.NOM.MASC.PL	οἱ	hoi
mt007:025	8	ποταμός/4215/4077	NOM.MASC.PL	ποταμοὶ	potamoi
mt007:025	9	καί/2532/2515	CNJ	καὶ	kai
mt007:025	10	πνέω/4154&5656/4018	AOR.ACT.IND.3pl	ἔπνευσαν	epneusan
mt007:025	11	ὁ/3588/3455	ART.NOM.MASC.PL	οἱ	hoi
mt007:025	12	ἄνεμος/417/0423	NOM.MASC.PL	ἄνεμοι	anemoi
mt007:025	13	καί/2532/2515	CNJ	καὶ	kai
mt007:025	14	προσπίπτω/4363&5656/4226	AOR.ACT.IND.3pl	προσέπεσαν	prosepesan
mt007:025	15	ὁ/3588/3455	ART.DAT.FEM.SG	τῇ	tē
mt007:025	16	οἰκία/3614/3482	DAT.FEM.SG	οἰκίᾳ	oikia
mt007:025	17a	ἐκεῖνος/1565/1556	DEM.DAT.SG.FEM	ἐκείνῃ	ekeinē
mt007:025	17b	-/-/-	-	,	,
mt007:025	18	καί/2532/2515	CNJ	καὶ	kai
mt007:025	19	οὐ/3756/3624	PRART.NOM	οὐκ	ūk
mt007:025	20a	πίπτω/4098&5627/3963	2AOR.ACT.IND.3sg	ἔπεσεν	epesen
mt007:025	20b	-/-/-	-	·	·
mt007:025	21	θεμελιόω/2311&5718/2294	PPFV.PASS.IND.3sg	τεθεμελίωτο	tethemeliōto
mt007:025	22	γάρ/1063/1062	CNJ	γὰρ	gar
mt007:025	23	ἐπί/1909/1903	PREP	ἐπὶ	epi
mt007:025	24	ὁ/3588/3455	ART.ACC.FEM.SG	τὴν	tēn
mt007:025	25a	πέτρα/4073/3937	ACC.FEM.SG	πέτραν	petran
mt007:025	25b	-/-/-	-	.	.
mt007:026	1	καί/2532/2515	CNJ	καὶ	kai
mt007:026	2	πᾶς/3956/3821	ADJ.NOM.MASC.SG	πᾶς	pas
mt007:026	3	ὁ/3588/3455	ART.NOM.MASC.SG	ὁ	ho
mt007:026	4	ἀκούω/191&5723/0189	PRES.ACT.PART.NOM.MASC.SG	ἀκούων	akūōn
mt007:026	5	ἐγώ/1473/1476	PRON.GEN.1sg	μου	mū
mt007:026	6	ὁ/3588/3455	ART.ACC.MASC.PL	τοὺς	tūs
mt007:026	7	λόγος/3056/3044	ACC.MASC.PL	λόγους	logūs
mt007:026	8	οὗτος/3778/-	DEM.acc.PL.MASC	τούτους	tūtūs
mt007:026	9	καί/2532/2515	CNJ	καὶ	kai
mt007:026	10	μή/3361/3243	PRART.NOM	μὴ	mē
mt007:026	11	ποιέω/4160&5723/4024	PRES.ACT.PART.NOM.MASC.SG	ποιῶν	poiōn
mt007:026	12	αὐτός/846/0841	PRON.ACC.MASC.PL	αὐτοὺς	autūs
mt007:026	13	ὁμοιόω/3666&5701/3536	FUT.PASS.IND.3sg	ὁμοιωθήσεται	homoiōthēsetai
mt007:026	14	ἀνήρ/435/0441	DAT.MASC.SG	ἀνδρὶ	andri
mt007:026	15a	μωρός/3474/3344	ADJ.DAT.MASC.SG	μωρῷ	mōrō
mt007:026	15b	-/-/-	-	,	,
mt007:026	16	ὅστις/3748/3615	REL.NOM.SG.MASC	ὅστις	hostis
mt007:026	17	οἰκοδομέω/3618&5656/3486	AOR.ACT.IND.3sg	ᾠκοδόμησεν	ōkodomēsen
mt007:026	18	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt007:026	19	ὁ/3588/3455	ART.ACC.FEM.SG	τὴν	tēn
mt007:026	20	οἰκία/3614/3482	ACC.FEM.SG	οἰκίαν	oikian
mt007:026	21	ἐπί/1909/1903	PREP	ἐπὶ	epi
mt007:026	22	ὁ/3588/3455	ART.ACC.FEM.SG	τὴν	tēn
mt007:026	23a	ἄμμος/285/0284	ACC.FEM.SG	ἄμμον	ammon
mt007:026	23b	-/-/-	-	.	.
mt007:027	1	καί/2532/2515	CNJ	καὶ	kai
mt007:027	2	καταβαίνω/2597&5627/2577	2AOR.ACT.IND.3sg	κατέβη	katebē
mt007:027	3	ὁ/3588/3455	ART.NOM.FEM.SG	ἡ	hē
mt007:027	4	βροχή/1028/1026	NOM.FEM.SG	βροχὴ	brokhē
mt007:027	5	καί/2532/2515	CNJ	καὶ	kai
mt007:027	6	ἔρχομαι/2064/2056	2AOR.ACT.IND.3pl	ἦλθον	ēlthon
mt007:027	7	ὁ/3588/3455	ART.NOM.MASC.PL	οἱ	hoi
mt007:027	8	ποταμός/4215/4077	NOM.MASC.PL	ποταμοὶ	potamoi
mt007:027	9	καί/2532/2515	CNJ	καὶ	kai
mt007:027	10	πνέω/4154&5656/4018	AOR.ACT.IND.3pl	ἔπνευσαν	epneusan
mt007:027	11	ὁ/3588/3455	ART.NOM.MASC.PL	οἱ	hoi
mt007:027	12	ἄνεμος/417/0423	NOM.MASC.PL	ἄνεμοι	anemoi
mt007:027	13	καί/2532/2515	CNJ	καὶ	kai
mt007:027	14	προσκόπτω/4350&5656/4213	AOR.ACT.IND.3pl	προσέκοψαν	prosekopsan
mt007:027	15	ὁ/3588/3455	ART.DAT.FEM.SG	τῇ	tē
mt007:027	16	οἰκία/3614/3482	DAT.FEM.SG	οἰκίᾳ	oikia
mt007:027	17a	ἐκεῖνος/1565/1556	DEM.DAT.SG.FEM	ἐκείνῃ	ekeinē
mt007:027	17b	-/-/-	-	,	,
mt007:027	18	καί/2532/2515	CNJ	καὶ	kai
mt007:027	19	πίπτω/4098&5627/3963	2AOR.ACT.IND.3sg	ἔπεσεν,	epesen,
mt007:027	20	καί/2532/2515	CNJ	καὶ	kai
mt007:027	21	εἰμί/1510&5707/1504	IMPF.ACT.IND.3sg	ἦν	ēn
mt007:027	22	ὁ/3588/3455	ART.NOM.FEM.SG	ἡ	hē
mt007:027	23	πτῶσις/4431/4292	NOM.FEM.SG	πτῶσις	ptōsis
mt007:027	24	αὐτός/846/0841	PRON.GEN.FEM.SG	αὐτῆς	autēs
mt007:027	25a	μέγας/3173/3158	ADJ.NOM.FEM.SG	μεγάλη	megalē
mt007:027	25b	-/-/-	-	.	.
mt007:028	1	καί/2532/2515	CNJ	Καὶ	kai
mt007:028	2	γίνομαι/1096&5633/1095	2AOR.MID/DEP.IND.3sg	ἐγένετο	egeneto
mt007:028	3	ὅτε/3753/3620	ADV	ὅτε	hote
mt007:028	4	τελέω/5055&5656/4904	AOR.ACT.IND.3sg	ἐτέλεσεν	etelesen
mt007:028	5	ὁ/3588/3455	ART.NOM.MASC.SG	ὁ	ho
mt007:028	6	Ἰησοῦς/2424/2406	NOM.MASC.SG	Ἰησοῦς	iēsūs
mt007:028	7	ὁ/3588/3455	ART.ACC.MASC.PL	τοὺς	tūs
mt007:028	8	λόγος/3056/3044	ACC.MASC.PL	λόγους	logūs
mt007:028	9a	οὗτος/3778/-	DEM.acc.PL.MASC	τούτους	tūtūs
mt007:028	9b	-/-/-	-	,	,
mt007:028	10	ἐκπλήσσω/1605&5712/1599	IMPF.PASS.IND.3pl	ἐξεπλήσσοντο	ekseplēssonto
mt007:028	11	ὁ/3588/3455	ART.NOM.MASC.PL	οἱ	hoi
mt007:028	12	ὄχλος/3793/3661	NOM.MASC.PL	ὄχλοι	okhloi
mt007:028	13	ἐπί/1909/1903	PREP	ἐπὶ	epi
mt007:028	14	ὁ/3588/3455	ART.DAT.FEM.SG	τῇ	tē
mt007:028	15	διδαχή/1322/1320	DAT.FEM.SG	διδαχῇ	didakhē
mt007:028	16a	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt007:028	16b	-/-/-	-	·	·
mt007:029	1	εἰμί/1510&5707/1504	IMPF.ACT.IND.3sg	ἦν	ēn
mt007:029	2	γάρ/1063/1062	CNJ	γὰρ	gar
mt007:029	3	διδάσκω/1321&5723/1319	PRES.ACT.PART.NOM.MASC.SG	διδάσκων	didaskōn
mt007:029	4	αὐτός/846/0841	PRON.ACC.MASC.PL	αὐτοὺς	autūs
mt007:029	5	ὡς/5613/5446	ADV	ὡς	hōs
mt007:029	6	ἐξουσία/1849/1841	ACC.FEM.SG	ἐξουσίαν	eksūsian
mt007:029	7	ἔχω/2192&5723/2182	PRES.ACT.PART.NOM.MASC.SG	ἔχων,	ekhōn,
mt007:029	8	καί/2532/2515	CNJ	καὶ	kai
mt007:029	9	οὐ/3756/3624	PRART.NOM	οὐχ	ūkh
mt007:029	10	ὡς/5613/5446	ADV	ὡς	hōs
mt007:029	11	ὁ/3588/3455	ART.NOM.MASC.PL	οἱ	hoi
mt007:029	12	γραμματεύς/1122/1121	NOM.MASC.PL	γραμματεῖς	grammateis
mt007:029	13a	αὐτός/846/0841	PRON.GEN.MASC.PL	αὐτῶν	autōn
mt007:029	13b	-/-/-	-	.	.
mt008:001	1	καταβαίνω/2597&5631/2577	2AOR.ACT.PART.GEN.MASC.SG	Καταβάντος	katabantos
mt008:001	2	δέ/1161/1160	CNJ	δὲ	de
mt008:001	3	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt008:001	4	ἀπό/575/0575	PREP	ἀπὸ	apo
mt008:001	5	ὁ/3588/3455	ART.GEN.NEUT.SG	τοῦ	tū
mt008:001	6	ὄρος/3735/3603	GEN.NEUT.SG	ὄρους	orūs
mt008:001	7	ἀκολουθέω/190&5656/0188	AOR.ACT.IND.3pl	ἠκολούθησαν	ēkolūthēsan
mt008:001	8	αὐτός/846/0841	PRON.DAT.MASC.SG	αὐτῷ	autō
mt008:001	9	ὄχλος/3793/3661	NOM.MASC.PL	ὄχλοι	okhloi
mt008:001	10a	πολύς/4183/4047	ADJ.NOM.MASC.PL	πολλοί	polloi
mt008:001	10b	-/-/-	-	.	.
mt008:002	1	καί/2532/2515	CNJ	καὶ	kai
mt008:002	2	ὁράω/3708&5640/3577	2AOR.MID.IMP.2sg	ἰδοὺ	idū
mt008:002	3	λεπρός/3015/3004	ADJ.NOM.MASC.SG	λεπρὸς	lepros
mt008:002	4	προσέρχομαι/4334&5631/4196	2AOR.ACT.PART.NOM.MASC.SG	προσελθὼν	proselthōn
mt008:002	5	προσκυνέω/4352&5707/4215	IMPF.ACT.IND.3sg	προσεκύνει	prosekynei
mt008:002	6	αὐτός/846/0841	PRON.DAT.MASC.SG	αὐτῷ	autō
mt008:002	7a	λέγω/3004&5723/2992	PRES.ACT.PART.NOM.MASC.SG	λέγων	legōn
mt008:002	7b	-/-/-	-	-	-
mt008:002	8a	κύριος/2962/2950	VOC.MASC.SG	Κύριε	kyrie
mt008:002	8b	-/-/-	-	,	,
mt008:002	9	ἐάν/1437/1439	COND	ἐὰν	ean
mt008:002	10	θέλω/2309&5725/2291	PRES.ACT.SBJV.2sg	θέλῃς	thelēs
mt008:002	11	δύναμαι/1410&5736/1412	PRES.MID/PASS/DEP.IND.2sg	δύνασαί	dynasai
mt008:002	12	ἐγώ/1473/1476	PRON.ACC.1sg	με	me
mt008:002	13a	καθαρίζω/2511&5658/2493	AOR.ACT.INF	καθαρίσαι	katharisai
mt008:002	13b	-/-/-	-	.	.
mt008:003	1	καί/2532/2515	CNJ	καὶ	kai
mt008:003	2	ἐκτείνω/1614&5660/1608	AOR.ACT.PART.NOM.MASC.SG	ἐκτείνας	ekteinas
mt008:003	3	ὁ/3588/3455	ART.ACC.FEM.SG	τὴν	tēn
mt008:003	4	χείρ/5495/5334	ACC.FEM.SG	χεῖρα	kheira
mt008:003	5	ἅπτω/680&5662/0677	AOR.MID/DEP.IND.3sg	ἥψατο	hēpsato
mt008:003	6	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt008:003	7a	λέγω/3004&5723/2992	PRES.ACT.PART.NOM.MASC.SG	λέγων	legōn
mt008:003	7b	-/-/-	-	-	-
mt008:003	8a	θέλω/2309&5719/2291	PRES.ACT.IND.1sg	Θέλω	thelō
mt008:003	8b	-/-/-	-	,	,
mt008:003	9a	καθαρίζω/2511&5682/2493	AOR.PASS.IMP.2sg	καθαρίσθητι	katharisthēti
mt008:003	9b	-/-/-	-	.	.
mt008:003	10	καί/2532/2515	CNJ	καὶ	kai
mt008:003	11	εὐθέως/2112/2100	ADV	εὐθέως	eutheōs
mt008:003	12	καθαρίζω/2511&5681/2493	AOR.PASS.IND.3sg	ἐκαθερίσθη	ekatheristhē
mt008:003	13	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt008:003	14	ὁ/3588/3455	ART.NOM.FEM.SG	ἡ	hē
mt008:003	15a	λέπρα/3014/3003	NOM.FEM.SG	λέπρα	lepra
mt008:003	15b	-/-/-	-	.	.
mt008:004	1	καί/2532/2515	CNJ	καὶ	kai
mt008:004	2	λέγω/3004&5719/2992	PRES.ACT.IND.3sg	λέγει	legei
mt008:004	3	αὐτός/846/0841	PRON.DAT.MASC.SG	αὐτῷ	autō
mt008:004	4	ὁ/3588/3455	ART.NOM.MASC.SG	ὁ	ho
mt008:004	5a	Ἰησοῦς/2424/2406	NOM.MASC.SG	Ἰησοῦς	iēsūs
mt008:004	5b	-/-/-	-	-	-
mt008:004	6	ὁράω/3708&5720/3577	PRES.ACT.IMP.2sg	Ὅρα	hora
mt008:004	7	μηδείς/3367/3246	ADJ.DAT.MASC.SG	μηδενὶ	mēdeni
mt008:004	8a	λέγω/3004&5632/2992	2AOR.ACT.SBJV.2sg	εἴπῃς	eipēs
mt008:004	8b	-/-/-	-	,	,
mt008:004	9	ἀλλά/235/0232	CNJ	ἀλλὰ	alla
mt008:004	10	ὑπάγω/5217&5720/5055	PRES.ACT.IMP.2sg	ὕπαγε	hopage
mt008:004	11	σεαυτοῦ/4572/4428	REFL.ACC.2sg	σεαυτὸν	seauton
mt008:004	12	δείκνυμι/1166&5657/1165	AOR.ACT.IMP.2sg	δεῖξον	deikson
mt008:004	13	ὁ/3588/3455	ART.DAT.MASC.SG	τῷ	tō
mt008:004	14	ἱερεύς/2409/2390	DAT.MASC.SG	ἱερεῖ,	hierei,
mt008:004	15	καί/2532/2515	CNJ	καὶ	kai
mt008:004	16	προσφέρω/4374&5628/4237	2AOR.ACT.IMP.2sg	προσένεγκον	prosenegkon
mt008:004	17	ὁ/3588/3455	ART.ACC.NEUT.SG	τὸ	to
mt008:004	18	δῶρον/1435/1437	ACC.NEUT.SG	δῶρον	dōron
mt008:004	19	ὅς/3739/3607	REL.acc.SG.NEUT	ὃ	ho
mt008:004	20	προστάσσω/4367&5656/4230	AOR.ACT.IND.3sg	προσέταξεν	prosetaksen
mt008:004	21a	Μωϋσῆς/3475/-	NOM.MASC.SG	Μωϋσῆς	mōysēs
mt008:004	21b	-/-/-	-	-	-
mt008:004	22	εἰς/1519/1513	PREP	εἰς	eis
mt008:004	23	μαρτύριον/3142/3132	ACC.NEUT.SG	μαρτύριον	martyrion
mt008:004	24a	αὐτός/846/0841	PRON.DAT.MASC.PL	αὐτοῖς	autois
mt008:004	24b	-/-/-	-	.	.
mt008:005	1	εἰσέρχομαι/1525&5631/1519	2AOR.ACT.PART.GEN.MASC.SG	Εἰσελθόντος	eiselthontos
mt008:005	2	δέ/1161/1160	CNJ	δὲ	de
mt008:005	3	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt008:005	4	εἰς/1519/1513	PREP	εἰς	eis
mt008:005	5	Καφαρναούμ/2584/2730	PR	Καφαρναοὺμ	kafarnaūm
mt008:005	6	προσέρχομαι/4334&5627/4196	2AOR.ACT.IND.3sg	προσῆλθεν	prosēlthen
mt008:005	7	αὐτός/846/0841	PRON.DAT.MASC.SG	αὐτῷ	autō
mt008:005	8	ἑκατοντάρχης/1543/1535	NOM.MASC.SG	ἑκατόνταρχος	hekatontarkhos
mt008:005	9	παρακαλέω/3870&5723/3734	PRES.ACT.PART.NOM.MASC.SG	παρακαλῶν	parakalōn
mt008:005	10	αὐτός/846/0841	PRON.ACC.MASC.SG	αὐτὸν	auton
mt008:006	1	καί/2532/2515	CNJ	καὶ	kai
mt008:006	2a	λέγω/3004&5723/2992	PRES.ACT.PART.NOM.MASC.SG	λέγων	legōn
mt008:006	2b	-/-/-	-	-	-
mt008:006	3a	κύριος/2962/2950	VOC.MASC.SG	Κύριε	kyrie
mt008:006	3b	-/-/-	-	,	,
mt008:006	4	ὁ/3588/3455	ART.NOM.MASC.SG	ὁ	ho
mt008:006	5	παῖς/3816/3683	NOM.MASC.SG	παῖς	pais
mt008:006	6	ἐγώ/1473/1476	PRON.GEN.1sg	μου	mū
mt008:006	7	βάλλω/906&5769/0904	PERF.PASS.IND.3sg	βέβληται	beblētai
