ob000:001	ob000:001	ob000:001	VERSE	Ob␣0:1␣
ob000:019	(9a)	-	UNTRANSLATED	
ob000:019	-	(;)	PUNC	;␣
ob000:019	9b	(he)	PERS.PL.NOM	he␣
ob000:019	9b	ottaa	ACT.PRES.3P	ottavat␣
ob000:019	9b	perintö	SG.TRA.-3	perinnöksensä␣
ob000:019	12	Efraim	PR.SG.GEN	Efraimin␣
ob000:019	11	maa	SG.GEN	maan␣
ob000:019	10	%case	GEN	
ob000:019	13a	ja	CNJ	ja␣
ob000:019	15	Samaria	PR.SG.GEN	Samarian␣
ob000:019	14	maa	SG.GEN	maan
ob000:019	13b	%case	GEN	
ob000:019	(16a)	-	UNTRANSLATED	
ob000:019	-	(,)	PUNC	,␣
ob000:019	16b	Benjamin	PR.SG.GEN	Benjaminin␣
ob000:019	17	ynnä		ynnä␣
ob000:019	(18a) 18b	Gilead	PR.SG.GEN	Gileadin
ob000:019	-	(.)	PUNC	.␣
ob000:020	ob000:020	ob000:020	VERSE	Ob␣0:20␣
ob000:020	1a	ja	CNJ	Ja␣
ob000:020	(3a) 3b	tämä	DEM.SG.ELA	tästä␣
ob000:020	(2a) 2b	väki	SG.ELA	väestä
ob000:020	-	(,)	PUNC	,␣
ob000:020	4b 5	israelilainen	DER.ADJ.PL.ELA	israelilaisista
ob000:020	4a	%case	LOC	
ob000:020	-	(,)	PUNC	,␣
ob000:020	1b	(viedä:viety)	PSS.PCP2.PL.NOM	viedyt␣
ob000:020	1b	pakko_siirtolainen	PL.NOM	pakkosiirtolaiset␣
ob000:020	(6)	-	UNTRANSLATED	
ob000:020	-	(ottaa)	ACT.PRES.3P	ottavat␣
ob000:020	-	(perintö)	SG.TRA.-3	perinnöksensä␣
ob000:020	7	kanaanilainen	DER.ADJ.PL.NOM	kanaanilaiset␣
ob000:020	9	Sarpat	PR.SG.ILL	Sarpatiin␣
ob000:020	8	asti	POST	asti
ob000:020	-	(.)	PUNC	.␣
ob000:020	10a	ja	CNJ	Ja␣
ob000:020	11	Jerusalem	PR.SG.GEN	Jerusalemin␣
ob000:020	10b	pakko_siirtolainen	PL.NOM	pakkosiirtolaiset
ob000:020	-	(,)	PUNC	,␣
ob000:020	12	joka	REL.PL.NOM	jotka␣
ob000:020	-	(olla)	COP.ACT.PRES.3P	ovat␣
ob000:020	13b	Sefarad	PR.SG.INE	Sefaradissa
ob000:020	13a	%case	LOC	
ob000:020	-	(,)	PUNC	,␣
ob000:020	14	ottaa	ACT.PRES.3P	ottavat␣
ob000:020	14	perintö	SG.TRA.-3	perinnöksensä␣
ob000:020	(17a) 17b	Etelä_maa	SG.GEN	Etelämaan␣
ob000:020	16	kaupunki	PL.NOM	kaupungit
ob000:020	15	%case	NOM	
ob000:020	-	(.)	PUNC	.␣
ob000:021	ob000:021	ob000:021	VERSE	Ob␣0:21␣
ob000:021	(1a)	-	UNTRANSLATED	
ob000:021	2	pelastaja	DER.PL.NOM	Pelastajat␣
ob000:021	1b	nousta	ACT.PRES.3P	nousevat␣
ob000:021	4	Siion	PR.SG.GEN	Siionin␣
ob000:021	3b	vuori	SG.ALL	vuorelle␣
ob000:021	3a	%case	LOC	
ob000:021	5b	tuomita	INF3.ILL	tuomitsemaan␣
ob000:021	5a	%case	LOC	
ob000:021	8	Eesau	PR.SG.GEN	Eesaun␣
ob000:021	7	vuori	SG.PTV	vuorta
ob000:021	6	%case	PTV	
ob000:021	-	(.)	PUNC	.␣
ob000:021	9a	ja	CNJ	Ja␣
ob000:021	(11a) 11b	kuninkuus	DER.SG.NOM	kuninkuus␣
ob000:021	9b	(olla)	COP.ACT.PRES.3S	on␣
ob000:021	9b	olla	COP.ACT.PCP1.FUTR	oleva␣
ob000:021	10b	Herra	SG.GEN	Herran
ob000:021	10a	%case	GEN	
ob000:021	-	(.)	PUNC	.␣
