1x001:001	1x001:001	1x001:001	VERSE	1Ak␣1:1␣
1x007:014	2	Manasse	PR.SG.GEN	Manassen␣
1x007:014	1	poika	SG.NOM	poika␣
1x007:014	-	(olla)	COP.ACT.PAST.3S	oli␣
1x007:014	3	Asriel	PR.SG.NOM	Asriel
1x007:014	-	(,)	PUNC	,␣
1x007:014	4	joka	REL.SG.GEN	jonka␣
1x007:014	pers%6	hän	PERS.SG.GEN	hänen␣
1x007:014	(7a) 7b	aramilainen	DER.ADJ.SG.NOM	aramilainen␣
1x007:014	6	sivu_vaimo	NOM&SGGEN.-3	sivuvaimonsa␣
1x007:014	5	synnyttää	DER.ACT.PAST.3S	synnytti
1x007:014	-	(;)	PUNC	;␣
1x007:014	8	(tämä)	DEM.SG.NOM	tämä␣
1x007:014	8	synnyttää	DER.ACT.PAST.3S	synnytti␣
1x007:014	10	Maakir	PR.SG.GEN	Maakirin
1x007:014	9	%case	GEN	
1x007:014	-	(,)	PUNC	,␣
1x007:014	12	Gilead	PR.SG.GEN	Gileadin␣
1x007:014	11	isä	SG.GEN	isän
1x007:014	-	(.)	PUNC	.␣
1x007:015	1x007:015	1x007:015	VERSE	1Ak␣7:15␣
1x007:015	1a	ja	CNJ	Ja␣
1x007:015	1b	Maakir	PR.SG.NOM	Maakir␣
1x007:015	2	ottaa	ACT.PAST.3S	otti␣
1x007:015	3	vaimo	SG.GEN	vaimon␣
1x007:015	4b	Huppim	PR.SG.ALL	Huppimille␣
1x007:015	4a	%case	LOC	
1x007:015	5a	ja	CNJ	ja␣
1x007:015	5c	Suppim	PR.SG.ALL	Suppimille
1x007:015	5b	%case	LOC	
1x007:015	-	(,)	PUNC	,␣
1x007:015	6a	ja	CNJ	ja␣
1x007:015	pers%7	hän	PERS.SG.GEN	hänen␣
1x007:015	7	sisar	NOM&SGGEN.-3	sisarensa␣
1x007:015	6b	nimi	SG.NOM	nimi␣
1x007:015	-	(olla)	COP.ACT.PAST.3S	oli␣
1x007:015	8	Maaka	PR.SG.NOM	Maaka
1x007:015	-	(.)	PUNC	.␣
1x007:015	9a	ja	CNJ	Ja␣
1x007:015	(10a) 10b	toinen	INDEF.SG.GEN	toisen␣
1x007:015	9b	nimi	SG.NOM	nimi␣
1x007:015	-	(olla)	COP.ACT.PAST.3S	oli␣
1x007:015	11	Selofhad	PR.SG.NOM	Selofhad
1x007:015	-	(;)	PUNC	;␣
1x007:015	12a	ja	CNJ	ja␣
1x007:015	13b	Selofhad	PR.SG.ADE	Selofhadilla␣
1x007:015	13a	%case	LOC	
1x007:015	12b	olla	COP.ACT.PAST.3S	oli␣
1x007:015	14	tytär	PL.PTV	tyttäriä
1x007:015	-	(.)	PUNC	.␣
1x007:016	1x007:016	1x007:016	VERSE	1Ak␣7:16␣
1x007:016	1a	ja	CNJ	Ja␣
1x007:016	2	Maaka	PR.SG.NOM	Maaka
1x007:016	-	(,)	PUNC	,␣
1x007:016	4	Maakir	PR.SG.GEN	Maakirin␣
1x007:016	3	vaimo	SG.NOM	vaimo
1x007:016	-	(,)	PUNC	,␣
1x007:016	1b	synnyttää	DER.ACT.PAST.3S	synnytti␣
1x007:016	5	poika	SG.GEN	pojan
1x007:016	-	(,)	PUNC	,␣
1x007:016	6a	joka	REL.SG.ALL	jolle␣
1x007:016	6b	(hän)	PERS.SG.NOM	hän␣
1x007:016	6b	antaa	ACT.PAST.3S	antoi␣
1x007:016	7	nimi	SG.GEN	nimen␣
1x007:016	8	Peres	PR.SG.NOM	Peres
1x007:016	(9a)	-	UNTRANSLATED	
1x007:016	-	(;)	PUNC	;␣
1x007:016	pers%10	hän	PERS.SG.GEN	hänen␣
1x007:016	10	veli	NOM&SGGEN.-3	veljensä␣
1x007:016	9b	nimi	SG.NOM	nimi␣
1x007:016	-	(olla)	COP.ACT.PAST.3S	oli␣
1x007:016	11	Seres	PR.SG.NOM	Seres
1x007:016	-	(,)	PUNC	,␣
1x007:016	12a	ja	CNJ	ja␣
1x007:016	pers%12b	hän	PERS.SG.GEN	hänen␣
1x007:016	12b	poika	NOM&SGGEN.-3	poikansa␣
1x007:016	-	(olla)	COP.ACT.PAST.3P	olivat␣
1x007:016	13	Uulam	PR.SG.NOM	Uulam␣
1x007:016	14a	ja	CNJ	ja␣
1x007:016	14b	Rekem	PR.SG.NOM	Rekem
1x007:016	-	(.)	PUNC	.␣
1x007:017	1x007:017	1x007:017	VERSE	1Ak␣7:17␣
1x007:017	(1a)	-	UNTRANSLATED	
1x007:017	2	Uulam	PR.SG.GEN	Uulamin␣
1x007:017	1b	poika	SG.NOM	poika␣
1x007:017	-	(olla)	COP.ACT.PAST.3S	oli␣
1x007:017	3	Bedan	PR.SG.NOM	Bedan
1x007:017	-	(.)	PUNC	.␣
1x007:017	4	nämä	DEM.PL.NOM	Nämä␣
1x007:017	-	(olla)	COP.ACT.PAST.3P	olivat␣
1x007:017	6	Gilead	PR.SG.GEN	Gileadin␣
1x007:017	5	poika	PL.NOM	pojat
1x007:017	-	(,)	PUNC	,␣
1x007:017	-	(joka)	REL.INDEF.SG.NOM	joka␣
1x007:017	-	(olla)	COP.ACT.PAST.3S	oli␣
1x007:017	8	Maakir	PR.SG.GEN	Maakirin␣
1x007:017	7	poika	SG.NOM	poika
1x007:017	-	(,)	PUNC	,␣
1x007:017	-	(joka)	REL.INDEF.SG.NOM	joka␣
1x007:017	10	Manasse	PR.SG.GEN	Manassen␣
1x007:017	9	poika	SG.NOM	poika
1x007:017	-	(.)	PUNC	.␣
1x007:018	1x007:018	1x007:018	VERSE	1Ak␣7:18␣
1x007:018	1a	ja	CNJ	Ja␣
1x007:018	pers%1b	hän	PERS.SG.GEN	hänen␣
1x007:018	1b	sisar	NOM&SGGEN.-3	sisarensa␣
1x007:018	(2a) 2b	Mooleket	PR.SG.NOM	Mooleket␣
1x007:018	3	synnyttää	DER.ACT.PAST.3S	synnytti␣
1x007:018	5	Iishod	PR.SG.GEN	Iishodin
1x007:018	4	%case	GEN	
1x007:018	(6a)	-	UNTRANSLATED	
1x007:018	-	(,)	PUNC	,␣
1x007:018	7	Abieser	PR.SG.GEN	Abieserin␣
1x007:018	6b	%case	GEN	
1x007:018	8a	ja	CNJ	ja␣
1x007:018	9	Mahla	PR.SG.GEN	Mahlan
1x007:018	8b	%case	GEN	
1x007:018	-	(.)	PUNC	.␣
1x007:019	1x007:019	1x007:019	VERSE	1Ak␣7:19␣
1x007:019	1a	ja	CNJ	Ja␣
1x007:019	3	Semida	PR.SG.GEN	Semidan␣
1x007:019	2	poika	PL.NOM	pojat␣
1x007:019	1b	olla	COP.ACT.PAST.3P	olivat␣
1x007:019	4	Ahjan	PR.SG.NOM	Ahjan
1x007:019	(5a)	-	UNTRANSLATED	
1x007:019	-	(,)	PUNC	,␣
1x007:019	5b	Sekem	PR.SG.NOM	Sekem
1x007:019	(6a)	-	UNTRANSLATED	
1x007:019	-	(,)	PUNC	,␣
1x007:019	6b	Likhi	PR.SG.NOM	Likhi␣
1x007:019	7a	ja	CNJ	ja␣
1x007:019	7b	Aniam	PR.SG.NOM	Aniam
1x007:019	-	(.)	PUNC	.␣
1x007:020	1x007:020	1x007:020	VERSE	1Ak␣7:20␣
1x007:020	(1a)	-	UNTRANSLATED	
1x007:020	2	Efraim	PR.SG.GEN	Efraimin␣
1x007:020	1b	poika	PL.NOM	pojat␣
1x007:020	-	(olla)	COP.ACT.PAST.3P	olivat
1x007:020	-	(:)	PUNC	:␣
1x007:020	3	Suutelah	PR.SG.NOM	Suutelah
1x007:020	(4a)	-	UNTRANSLATED	
1x007:020	-	(,)	PUNC	,␣
1x007:020	pers%5	tämä	DEM.SG.GEN	tämän␣
1x007:020	5	poika	SG.NOM	poika␣
1x007:020	4b	Bered	PR.SG.NOM	Bered
1x007:020	(6a)	-	UNTRANSLATED	
1x007:020	-	(,)	PUNC	,␣
1x007:020	pers%7	tämä	DEM.SG.GEN	tämän␣
1x007:020	7	poika	SG.NOM	poika␣
1x007:020	6b	Tahat	PR.SG.NOM	Tahat
1x007:020	(8a)	-	UNTRANSLATED	
1x007:020	-	(,)	PUNC	,␣
1x007:020	pers%9	tämä	DEM.SG.GEN	tämän␣
1x007:020	9	poika	SG.NOM	poika␣
1x007:020	8b	Elada	PR.SG.NOM	Elada
1x007:020	(10a)	-	UNTRANSLATED	
1x007:020	-	(,)	PUNC	,␣
1x007:020	pers%11	tämä	DEM.SG.GEN	tämän␣
1x007:020	11	poika	SG.NOM	poika␣
1x007:020	10b	Tahat	PR.SG.NOM	Tahat
1x007:020	-	(,)	PUNC	,␣
1x007:021	1x007:021	1x007:021	VERSE	1Ak␣7:21␣
1x007:021	(1a)	-	UNTRANSLATED	
1x007:021	pers%2	tämä	DEM.SG.GEN	tämän␣
1x007:021	2	poika	SG.NOM	poika␣
1x007:021	1b	Saabad	PR.SG.NOM	Saabad
1x007:021	(3a)	-	UNTRANSLATED	
1x007:021	-	(,)	PUNC	,␣
1x007:021	pers%4	tämä	DEM.SG.GEN	tämän␣
1x007:021	4	poika	SG.NOM	poika␣
1x007:021	3b	Suutelah	PR.SG.NOM	Suutelah
1x007:021	-	(,)	PUNC	,␣
1x007:021	5a	sekä	CNJ	sekä␣
1x007:021	5b	Eser	PR.SG.NOM	Eser␣
1x007:021	6a	ja	CNJ	ja␣
1x007:021	6b	Elead	PR.SG.NOM	Elead
1x007:021	-	(.)	PUNC	.␣
1x007:021	7a	ja	CNJ	Ja␣
1x007:021	9	Gat	PR.SG.GEN	Gatin␣
1x007:021	8	mies	PL.NOM	miehet
1x007:021	-	(,)	PUNC	,␣
1x007:021	-	(se)	DEM.SG.INE	siinä␣
1x007:021	11b	maa	SG.INE	maassa␣
1x007:021	11a	%case	LOC	
1x007:021	(10a) 10b	syntyä:syntynyt	ACT.PCP2.PL.NOM	syntyneet
1x007:021	-	(,)	PUNC	,␣
1x007:021	7b	tappaa	ACT.PAST.3P	tappoivat␣
1x007:021	pers%7b	he	PERS.PL.ACC	heidät
1x007:021	-	(,)	PUNC	,␣
1x007:021	12	koska	SUBORD	koska␣
1x007:021	13	(he)	PERS.PL.NOM	he␣
1x007:021	13	(olla)	COP.ACT.PAST.3P	olivat␣
1x007:021	13	lähteä	ACT.PCP2.PERF	lähteneet␣
1x007:021	14b	ottaa	INF3.ILL	ottamaan␣
1x007:021	14a	%case	LOC	
1x007:021	pers%16	he	PERS.PL.GEN	heidän␣
1x007:021	16	karja	SG.PTV.-3	karjaansa
1x007:021	15	%case	PTV	
1x007:021	-	(.)	PUNC	.␣
1x007:022	1x007:022	1x007:022	VERSE	1Ak␣7:22␣
1x007:022	1a	ja	CNJ	Ja␣
1x007:022	pers%3	he	PERS.PL.GEN	heidän␣
1x007:022	3	isä	NOM&SGGEN.-3	isänsä␣
1x007:022	2	Efraim	PR.SG.NOM	Efraim␣
1x007:022	1b	surra	ACT.PAST.3S	suri␣
1x007:022	5	pitkä	ADJ.PL.NOM	pitkät␣
1x007:022	4	aika	PL.NOM	ajat
1x007:022	-	(,)	PUNC	,␣
1x007:022	6a	ja	CNJ	ja␣
1x007:022	pers%7	hän	PERS.SG.GEN	hänen␣
1x007:022	7	veli	NOM&SGGEN.-3	veljensä␣
1x007:022	6b	tulla	ACT.PAST.3P	tulivat␣
1x007:022	8b	lohduttaa	INF3.ILL	lohduttamaan␣
1x007:022	8a	%case	LOC	
1x007:022	pers%8b	hän	PERS.SG.PTV	häntä
1x007:022	-	(.)	PUNC	.␣
1x007:023	1x007:023	1x007:023	VERSE	1Ak␣7:23␣
1x007:023	1a	sitten	ADV	Sitten␣
1x007:023	1b	(hän)	PERS.SG.NOM	hän␣
1x007:023	1b	yhtyä	ACT.PAST.3S	yhtyi␣
1x007:023	3	vaimo	SG.ILL.-3	vaimoonsa
1x007:023	2	%case	LOC	
1x007:023	-	(,)	PUNC	,␣
1x007:023	4a	ja	CNJ	ja␣
1x007:023	4b	(tämä)	DEM.SG.NOM	tämä␣
1x007:023	4b	tulla	ACT.PAST.3S	tuli␣
1x007:023	4b	raskaaksi	DER.ADV	raskaaksi␣
1x007:023	5a	ja	CNJ	ja␣
1x007:023	5b	synnyttää	DER.ACT.PAST.3S	synnytti␣
1x007:023	6	poika	SG.GEN	pojan
1x007:023	-	(;)	PUNC	;␣
1x007:023	7a	ja	CNJ	ja␣
1x007:023	7b	(hän)	PERS.SG.NOM	hän␣
1x007:023	7b	antaa	ACT.PAST.3S	antoi␣
1x007:023	pers%9	tämä	DEM.SG.ALL	tälle␣
1x007:023	9	nimi	SG.GEN	nimen␣
1x007:023	8	%case	GEN	
1x007:023	10	Beria	PR.SG.NOM	Beria
1x007:023	-	(,)	PUNC	,␣
1x007:023	11	koska	SUBORD	koska␣
1x007:023	13	(se)	DEM.SG.NOM	se␣
1x007:023	13	(olla)	COP.ACT.PAST.3S	oli␣
1x007:023	13	tapahtua	ACT.PCP2.PERF	tapahtunut␣
1x007:023	pers%14b	hän	PERS.SG.GEN	hänen␣
1x007:023	14b	perhe	NOM&SGGEN.-3	perheensä␣
1x007:023	14a	%case	NOM.GEN	
1x007:023	12b	onnettomuus	DER.SG.GEN	onnettomuuden␣
1x007:023	12a	aika	SG.ESS	aikana
1x007:023	-	(.)	PUNC	.␣
1x007:024	1x007:024	1x007:024	VERSE	1Ak␣7:24␣
1x007:024	1a	ja	CNJ	Ja␣
1x007:024	pers%1b	hän	PERS.SG.GEN	hänen␣
1x007:024	1b	tytär	NOM&SGGEN.-3	tyttärensä␣
1x007:024	-	(olla)	COP.ACT.PAST.3S	oli␣
1x007:024	2	Seera	PR.SG.NOM	Seera
1x007:024	(3a)	-	UNTRANSLATED	
1x007:024	-	(;)	PUNC	;␣
1x007:024	3b	(tämä)	DEM.SG.NOM	tämä␣
1x007:024	3b	rakentaa	ACT.PAST.3S	rakensi␣
1x007:024	(6a) 6b	Ala-Beet-Hooron	PR.SG.GEN	Ala-~/Ala-Beet-Hooronin␣
1x007:024	4	%case	GEN	
1x007:024	7a	ja	CNJ	ja␣
1x007:024	5 (8a) 8b	Ylä-Beet-Hooron	PR.SG.GEN	Ylä-Beet-Hooronin␣
1x007:024	7b	%case	GEN	
1x007:024	9a	sekä	CNJ	sekä␣
1x007:024	10	Ussen-Seera	PR.SG.GEN	Ussen-Seeran
1x007:024	9b	%case	GEN	
1x007:024	-	(.)	PUNC	.␣
1x007:025	1x007:025	1x007:025	VERSE	1Ak␣7:25␣
1x007:025	1a	ja	CNJ	Ja␣
1x007:025	pro%2	Beria	PR.SG.GEN	Berian␣
1x007:025	2	poika	SG.NOM	poika␣
1x007:025	-	(olla)	COP.ACT.PAST.3S	oli␣
1x007:025	1b	Refah	PR.SG.NOM	Refah
1x007:025	-	(,)	PUNC	,␣
1x007:025	3a	samoin	ADV	samoin␣
1x007:025	3b	Resef	PR.SG.NOM	Resef
1x007:025	(4a)	-	UNTRANSLATED	
1x007:025	-	(,)	PUNC	,␣
1x007:025	pers%5	tämä	DEM.SG.GEN	tämän␣
1x007:025	5	poika	SG.NOM	poika␣
1x007:025	4b	Telah	PR.SG.NOM	Telah
1x007:025	(6a)	-	UNTRANSLATED	
1x007:025	-	(,)	PUNC	,␣
1x007:025	pers%7	tämä	DEM.SG.GEN	tämän␣
1x007:025	7	poika	SG.NOM	poika␣
1x007:025	6b	Tahan	PR.SG.NOM	Tahan
1x007:025	-	(,)	PUNC	,␣
1x007:026	1x007:026	1x007:026	VERSE	1Ak␣7:26␣
1x007:026	pers%2	tämä	DEM.SG.GEN	tämän␣
1x007:026	2	poika	SG.NOM	poika␣
1x007:026	1	Ladan	PR.SG.NOM	Ladan
1x007:026	-	(,)	PUNC	,␣
1x007:026	pers%4	tämä	DEM.SG.GEN	tämän␣
1x007:026	4	poika	SG.NOM	poika␣
1x007:026	3	Ammihud	PR.SG.NOM	Ammihud
1x007:026	-	(,)	PUNC	,␣
1x007:026	pers%6	tämä	DEM.SG.GEN	tämän␣
1x007:026	6	poika	SG.NOM	poika␣
1x007:026	5	Elisama	PR.SG.NOM	Elisama
1x007:026	-	(,)	PUNC	,␣
1x007:027	1x007:027	1x007:027	VERSE	1Ak␣7:27␣
1x007:027	pers%2	tämä	DEM.SG.GEN	tämän␣
1x007:027	2	poika	SG.NOM	poika␣
1x007:027	1	Nuun	PR.SG.NOM	Nuun␣
1x007:027	-	(ja)	CNJ	ja␣
1x007:027	pers%4	tämä	DEM.SG.GEN	tämän␣
1x007:027	4	poika	SG.NOM	poika␣
1x007:027	3	Joosua	PR.SG.NOM	Joosua
1x007:027	-	(.)	PUNC	.␣
1x007:028	1x007:028	1x007:028	VERSE	1Ak␣7:28␣
1x007:028	1a	ja	CNJ	Ja␣
1x007:028	pers%1b	he	PERS.PL.GEN	heidän␣
1x007:028	1b	perintö_maa	NOM&SGGEN.-3	perintömaansa␣
1x007:028	2a	ja	CNJ	ja␣
1x007:028	2b	asuin_sija	NOM&SGGEN.-3	asuinsijansa␣
1x007:028	-	(olla)	COP.ACT.PAST.3P	olivat␣
1x007:028	3	Beetel	PR.SG.NOM	Beetel␣
1x007:028	4a	ja	CNJ	ja␣
1x007:028	pers%4b	se	DEM.SG.GEN	sen␣
1x007:028	4b	tytär_kaupunki	PL.NOM	tytärkaupungit
1x007:028	(5a)	-	UNTRANSLATED	
1x007:028	-	(,)	PUNC	,␣
1x007:028	5c	itä	SG.ILL	itään␣
1x007:028	5b	päin	PREP	päin␣
1x007:028	6	Naaran	PR.SG.NOM	Naaran␣
1x007:028	7a	ja	CNJ	ja␣
1x007:028	7c	länsi	SG.ILL	länteen␣
1x007:028	7b	päin	PREP	päin␣
1x007:028	8	Geser	PR.SG.NOM	Geser␣
1x007:028	9a	ja	CNJ	ja␣
1x007:028	pers%9b	se	DEM.SG.GEN	sen␣
1x007:028	9b	tytär_kaupunki	PL.NOM	tytärkaupungit
1x007:028	-	(,)	PUNC	,␣
1x007:028	10a	sekä	CNJ	sekä␣
1x007:028	10b	Sikem	PR.SG.NOM	Sikem␣
1x007:028	11a	ja	CNJ	ja␣
1x007:028	pers%11b	se	DEM.SG.GEN	sen␣
1x007:028	11b	tytär_kaupunki	PL.NOM	tytärkaupungit
1x007:028	-	(,)	PUNC	,␣
1x007:028	12	aina	ADV	aina␣
1x007:028	13	Aija	PR.SG.ILL	Aijaan␣
1x007:028	14a	ja	CNJ	ja␣
1x007:028	pers%14b	se	DEM.SG.GEN	sen␣
1x007:028	14b	tytär_kaupunki	PL.ILL	tytärkaupunkeihin␣
1x007:028	12	asti	POST	asti
1x007:028	-	(.)	PUNC	.␣
1x007:029	1x007:029	1x007:029	VERSE	1Ak␣7:29␣
1x007:029	1a	ja	CNJ	Ja␣
1x007:029	3 4	manasselainen	DER.ADJ.PL.GEN	manasselaisten␣
1x007:029	2	hallussa	ADV	hallussa␣
1x007:029	1b	%case	LOC	
1x007:029	-	(olla)	COP.ACT.PAST.3P	olivat␣
1x007:029	5	Beet-Sean	PR.SG.NOM	Beet-Sean␣
1x007:029	6a	ja	CNJ	ja␣
1x007:029	pers%6b	se	DEM.SG.GEN	sen␣
1x007:029	6b	tytär_kaupunki	PL.NOM	tytärkaupungit
1x007:029	-	(,)	PUNC	,␣
1x007:029	7	Taanak	PR.SG.NOM	Taanak␣
1x007:029	8a	ja	CNJ	ja␣
1x007:029	pers%8b	se	DEM.SG.GEN	sen␣
1x007:029	8b	tytär_kaupunki	PL.NOM	tytärkaupungit
1x007:029	-	(,)	PUNC	,␣
1x007:029	9	Megiddo	PR.SG.NOM	Megiddo␣
1x007:029	10a	ja	CNJ	ja␣
1x007:029	pers%10b	se	DEM.SG.GEN	sen␣
1x007:029	10b	tytär_kaupunki	PL.NOM	tytärkaupungit
1x007:029	-	(,)	PUNC	,␣
1x007:029	11	Door	PR.SG.NOM	Door␣
1x007:029	12a	ja	CNJ	ja␣
1x007:029	pers%12b	se	DEM.SG.GEN	sen␣
1x007:029	12b	tytär_kaupunki	PL.NOM	tytärkaupungit
1x007:029	-	(.)	PUNC	.␣
1x007:029	13b	nämä	DEM.PL.INE	Näissä␣
1x007:029	13a	%case	LOC	
1x007:029	14	asua	ACT.PAST.3P	asuivat␣
1x007:029	16	Joosef	PR.SG.GEN	Joosefin
1x007:029	-	(,)	PUNC	,␣
1x007:029	18	Israel	PR.SG.GEN	Israelin␣
1x007:029	17	poika	SG.GEN	pojan
1x007:029	-	(,)	PUNC	,␣
1x007:029	15	jälkeläinen	PL.NOM	jälkeläiset
1x007:029	-	(.)	PUNC	.␣
1x007:030	1x007:030	1x007:030	VERSE	1Ak␣7:30␣
1x007:030	2	Asser	PR.SG.GEN	Asserin␣
1x007:030	1	poika	PL.NOM	pojat␣
1x007:030	-	(olla)	COP.ACT.PAST.3P	olivat␣
1x007:030	3	Jimna	PR.SG.NOM	Jimna
1x007:030	(4a)	-	UNTRANSLATED	
1x007:030	-	(,)	PUNC	,␣
1x007:030	4b	Jisva	PR.SG.NOM	Jisva
1x007:030	(5a)	-	UNTRANSLATED	
1x007:030	-	(,)	PUNC	,␣
1x007:030	5b	Jisvi	PR.SG.NOM	Jisvi␣
1x007:030	6a	ja	CNJ	ja␣
1x007:030	6b	Beria	PR.SG.NOM	Beria
1x007:030	(7a)	-	UNTRANSLATED	
1x007:030	-	(;)	PUNC	;␣
1x007:030	pers%8	he	PERS.PL.GEN	heidän␣
1x007:030	8	sisar	NOM&SGGEN.-3	sisarensa␣
1x007:030	-	(olla)	COP.ACT.PAST.3S	oli␣
1x007:030	7b	Serah	PR.SG.NOM	Serah
1x007:030	-	(.)	PUNC	.␣
1x007:031	1x007:031	1x007:031	VERSE	1Ak␣7:31␣
1x007:031	(1a)	-	UNTRANSLATED	
1x007:031	2	Beria	PR.SG.GEN	Berian␣
1x007:031	1b	poika	PL.NOM	pojat␣
1x007:031	-	(olla)	COP.ACT.PAST.3P	olivat␣
1x007:031	3	Heber	PR.SG.NOM	Heber␣
1x007:031	4a	ja	CNJ	ja␣
1x007:031	4b	Malkiel	PR.SG.NOM	Malkiel
1x007:031	-	(;)	PUNC	;␣
1x007:031	5	tämä	DEM.SG.NOM	tämä␣
1x007:031	-	(olla)	COP.ACT.PAST.3S	oli␣
1x007:031	8	Birsait	PR.SG.GEN	Birsaitin␣
1x007:031	6	isä	SG.NOM	isä
1x007:031	-	(.)	PUNC	.␣
1x007:032	1x007:032	1x007:032	VERSE	1Ak␣7:32␣
1x007:032	1a	ja	CNJ	Ja␣
1x007:032	1b	Heber	PR.SG.ALL	Heberille␣
1x007:032	2	syntyä	ACT.PAST.3S	syntyi␣
1x007:032	4	Jaflet	PR.SG.NOM	Jaflet
1x007:032	3	%case	NOM	
1x007:032	(5a)	-	UNTRANSLATED	
1x007:032	-	(,)	PUNC	,␣
1x007:032	6	Soomer	PR.SG.NOM	Soomer
1x007:032	5b	%case	NOM	
1x007:032	(7a)	-	UNTRANSLATED	
1x007:032	-	(,)	PUNC	,␣
1x007:032	8	Hootam	PR.SG.NOM	Hootam␣
1x007:032	7b	%case	NOM	
1x007:032	9a	ja	CNJ	ja␣
1x007:032	pers%11	he	PERS.PL.GEN	heidän␣
1x007:032	11	sisar	NOM&SGGEN.-3	sisarensa␣
1x007:032	10	Suua	PR.SG.NOM	Suua
1x007:032	9b	%case	NOM	
1x007:032	-	(.)	PUNC	.␣
1x007:033	1x007:033	1x007:033	VERSE	1Ak␣7:33␣
1x007:033	1a	ja	CNJ	Ja␣
1x007:033	2	Jaflet	PR.SG.GEN	Jafletin␣
1x007:033	1b	poika	PL.NOM	pojat␣
1x007:033	-	(olla)	COP.ACT.PAST.3P	olivat␣
1x007:033	3	Paasak	PR.SG.NOM	Paasak
1x007:033	(4a)	-	UNTRANSLATED	
1x007:033	-	(,)	PUNC	,␣
1x007:033	4b	Bimhal	PR.SG.NOM	Bimhal␣
1x007:033	5a	ja	CNJ	ja␣
1x007:033	5b	Asva	PR.SG.NOM	Asva
1x007:033	-	(;)	PUNC	;␣
1x007:033	6	nämä	DEM.PL.NOM	nämä␣
1x007:033	-	(olla)	COP.ACT.PAST.3P	olivat␣
1x007:033	8	Jaflet	PR.SG.GEN	Jafletin␣
1x007:033	7	poika	PL.NOM	pojat
1x007:033	-	(.)	PUNC	.␣
1x007:034	1x007:034	1x007:034	VERSE	1Ak␣7:34␣
1x007:034	1a	ja	CNJ	Ja␣
1x007:034	2	Semer	PR.SG.GEN	Semerin␣
1x007:034	1b	poika	PL.NOM	pojat␣
1x007:034	-	(olla)	COP.ACT.PAST.3P	olivat␣
1x007:034	3	Ahi	PR.SG.NOM	Ahi
1x007:034	-	(,)	PUNC	,␣
1x007:034	5b	Rohga	PR.SG.NOM	Rohga
1x007:034	-	(,)	PUNC	,␣
1x007:034	7b	Hubba	PR.SG.NOM	Hubba␣
1x007:034	8a	ja	CNJ	ja␣
1x007:034	8b	Aram	PR.SG.NOM	Aram
1x007:034	-	(.)	PUNC	.␣
1x007:035	1x007:035	1x007:035	VERSE	1Ak␣7:35␣
1x007:035	1a	ja	CNJ	Ja␣
1x007:035	pers%3	hän	PERS.SG.GEN	hänen␣
1x007:035	3	veli	NOM&SGGEN.-3	veljensä␣
1x007:035	2	Heelem	PR.SG.GEN	Heelemin␣
1x007:035	1b	poika	PL.NOM	pojat␣
1x007:035	-	(olla)	COP.ACT.PAST.3P	olivat␣
1x007:035	4	Soofah	PR.SG.NOM	Soofah
1x007:035	(5a)	-	UNTRANSLATED	
1x007:035	-	(,)	PUNC	,␣
1x007:035	5b	Jimna	PR.SG.NOM	Jimna
1x007:035	(6a)	-	UNTRANSLATED	
1x007:035	-	(,)	PUNC	,␣
1x007:035	6b	Seeles	PR.SG.NOM	Seeles␣
1x007:035	7a	ja	CNJ	ja␣
1x007:035	7b	Aamal	PR.SG.NOM	Aamal
1x007:035	-	(.)	PUNC	.␣
1x007:036	1x007:036	1x007:036	VERSE	1Ak␣7:36␣
1x007:036	2	Soofah	PR.SG.GEN	Soofahin␣
1x007:036	1	poika	PL.NOM	pojat␣
1x007:036	-	(olla)	COP.ACT.PAST.3P	olivat␣
1x007:036	3	Suuah	PR.SG.NOM	Suuah
1x007:036	(4a)	-	UNTRANSLATED	
1x007:036	-	(,)	PUNC	,␣
1x007:036	4b	Harnefer	PR.SG.NOM	Harnefer
1x007:036	(5a)	-	UNTRANSLATED	
1x007:036	-	(,)	PUNC	,␣
1x007:036	5b	Suual	PR.SG.NOM	Suual
1x007:036	(6a)	-	UNTRANSLATED	
1x007:036	-	(,)	PUNC	,␣
1x007:036	6b	Beeri	PR.SG.NOM	Beeri
1x007:036	(7a)	-	UNTRANSLATED	
1x007:036	-	(,)	PUNC	,␣
1x007:036	7b	Jimra	PR.SG.NOM	Jimra
1x007:036	-	(,)	PUNC	,␣
1x007:037	1x007:037	1x007:037	VERSE	1Ak␣7:37␣
1x007:037	1	Beser	PR.SG.NOM	Beser
1x007:037	(2a)	-	UNTRANSLATED	
1x007:037	-	(,)	PUNC	,␣
1x007:037	2b	Hood	PR.SG.NOM	Hood
1x007:037	(3a)	-	UNTRANSLATED	
1x007:037	-	(,)	PUNC	,␣
1x007:037	3b	Samma	PR.SG.NOM	Samma
1x007:037	(4a)	-	UNTRANSLATED	
1x007:037	-	(,)	PUNC	,␣
1x007:037	4b	Silsa	PR.SG.NOM	Silsa
1x007:037	(5a)	-	UNTRANSLATED	
1x007:037	-	(,)	PUNC	,␣
1x007:037	5b	Jitran	PR.SG.NOM	Jitran␣
1x007:037	6a	ja	CNJ	ja␣
1x007:037	6b	Beera	PR.SG.NOM	Beera
1x007:037	-	(.)	PUNC	.␣
1x007:038	1x007:038	1x007:038	VERSE	1Ak␣7:38␣
1x007:038	1a	ja	CNJ	Ja␣
