jn001:001	jn001:001	jn001:001	VERSE	Jh␣1:1␣
jn004:036	11	että	SUBORD	että␣
jn004:036	(12) 13	kylväjä	DER.SG.NOM	kylväjä␣
jn004:036	16	ja	CNJ	ja␣
jn004:036	(17) 18a	leikkaaja	DER.SG.NOM	leikkaaja␣
jn004:036	15	(saada)	ACT.COND.3P	saisivat␣
jn004:036	14	yhdessä	ADV	yhdessä␣
jn004:036	15	iloita	INF1.LAT	iloita
jn004:036	-	(.)	PUNC	.␣
jn004:037	jn004:037	jn004:037	VERSE	Jh␣4:37␣
jn004:037	2	sillä	SUBORD	Sillä␣
jn004:037	3	tämä	DEM.SG.INE	tässä␣
jn004:037	1	%case	LOC	
jn004:037	6	olla	COP.ACT.PRES.3S	on␣
jn004:037	4	se	DEM.SG.NOM	se␣
jn004:037	5	sana	SG.NOM	sana␣
jn004:037	7	tosi	ADJ.SG.NOM	tosi
jn004:037	-	(,)	PUNC	,␣
jn004:037	8	että	SUBORD	että␣
jn004:037	9	toinen	INDEF.SG.NOM	toinen␣
jn004:037	10	olla	COP.ACT.PRES.3S	on␣
jn004:037	(11) 12	kylväjä	DER.SG.NOM	kylväjä
jn004:037	-	(,)	PUNC	,␣
jn004:037	13	ja	CNJ	ja␣
jn004:037	(15) 16a	leikkaaja	DER.SG.NOM	leikkaaja␣
jn004:037	14	toinen	INDEF.SG.NOM	toinen
jn004:037	-	(.)	PUNC	.␣
jn004:038	jn004:038	jn004:038	VERSE	Jh␣4:38␣
jn004:038	1	minä	PERS.SG.NOM	Minä␣
jn004:038	2	(olla)	COP.ACT.PRES.1S	olen␣
jn004:038	2	lähettää	ACT.PCP2.PERF	lähettänyt␣
jn004:038	3	te	PERS.PL.ACC	teidät␣
jn004:038	4	leikata	INF3.ILL	leikkaamaan␣
jn004:038	5	se	DEM.SG.PTV	sitä
jn004:038	-	(,)	PUNC	,␣
jn004:038	5	joka	REL.SG.ELA	josta␣
jn004:038	7	te	PERS.PL.NOM	te␣
jn004:038	6	ei	NEGV.2P	ette␣
jn004:038	8a	(olla)	COP.ACT.PRES.NEG	ole␣
jn004:038	8a	vaiva	SG.PTV	vaivaa␣
jn004:038	8a	nähdä	ACT.PAST.PL	nähneet
jn004:038	-	(;)	PUNC	;␣
jn004:038	9	toinen	INDEF.PL.NOM	toiset␣
jn004:038	10	(olla)	COP.ACT.PRES.3P	ovat␣
jn004:038	10	vaiva	SG.GEN	vaivan␣
jn004:038	10	nähdä	ACT.PCP2.PERF	nähneet
jn004:038	-	(,)	PUNC	,␣
jn004:038	11	ja	CNJ	ja␣
jn004:038	12	te	PERS.PL.NOM	te␣
jn004:038	17a	(olla)	COP.ACT.PRES.2P	olette␣
jn004:038	17a	päästä	ACT.PCP2.PERF	päässeet␣
jn004:038	16	he	PERS.PL.GEN	heidän␣
jn004:038	(14) 15	vaiva	NOM&SGGEN.-3	vaivansa␣
jn004:038	(14) 15	hedelmä	PL.ALL	hedelmille
jn004:038	13	%case	LOC	
jn004:038	-	(.)	PUNC	.
jn004:038	-	(")	PUNC.RIGHT	"␣
jn004:039	jn004:039	jn004:039	VERSE	Jh␣4:39␣
jn004:039	2	ja	CNJ	Ja␣
jn004:039	6	moni	INDEF.PL.NOM	monet␣
jn004:039	(10) 11	samarialainen	DER.ADJ.PL.NOM	samarialaiset␣
jn004:039	5	se	DEM.SG.ELA	siitä␣
jn004:039	(3) 4	kaupunki	SG.ELA	kaupungista␣
jn004:039	1	%case	LOC	
jn004:039	7	uskoa	ACT.PAST.3P	uskoivat␣
jn004:039	9	hän	PERS.SG.ILL	häneen␣
jn004:039	8	%case	LOC	
jn004:039	(15) 16	nainen	SG.GEN	naisen␣
jn004:039	(13) 14	puhe	SG.GEN	puheen␣
jn004:039	12	tähden	POST	tähden
jn004:039	-	(,)	PUNC	,␣
jn004:039	17	(kun)	SUBORD	kun␣
jn004:039	17	(tämä)	DEM.SG.NOM	tämä␣
jn004:039	17	todistaa	ACT.PAST.3S	todisti
jn004:039	18	:	PUNC	:␣
jn004:039	-	(")	PUNC.LEFT	"
jn004:039	19	(hän)	PERS.SG.NOM	Hän␣
jn004:039	19	(olla)	COP.ACT.PRES.3S	on␣
jn004:039	19	sanoa	ACT.PCP2.PERF	sanonut␣
jn004:039	20	minä	PERS.SG.ALL	minulle␣
jn004:039	21	kaikki	INDEF.SG.NOM	kaikki
jn004:039	-	(,)	PUNC	,␣
jn004:039	22	mikä	INT.REL.SG.PTV	mitä␣
jn004:039	23a	(minä)	PERS.SG.NOM	minä␣
jn004:039	23a	(olla)	COP.ACT.PRES.1S	olen␣
jn004:039	23a	tehdä	ACT.PCP2.PERF	tehnyt
jn004:039	-	(")	PUNC.RIGHT	"
jn004:039	-	(.)	PUNC	.␣
jn004:040	jn004:040	jn004:040	VERSE	Jh␣4:40␣
jn004:040	1	kun	SUBORD	Kun␣
jn004:040	2	nyt	ADV	nyt␣
jn004:040	(6) 7a	samarialainen	DER.ADJ.PL.NOM	samarialaiset␣
jn004:040	3	tulla	ACT.PAST.3P	tulivat␣
jn004:040	5	hän	PERS.SG.GEN	hänen␣
jn004:040	4	luokse	PREP.-3	luoksensa
jn004:040	-	(,)	PUNC	,␣
jn004:040	8	pyytää	ACT.PAST.3P	pyysivät␣
jn004:040	8	(he)	PERS.PL.NOM	he␣
jn004:040	9	hän	PERS.SG.PTV	häntä␣
jn004:040	10	viipyä	INF3.ILL	viipymään␣
jn004:040	12a	he	PERS.PL.GEN	heidän␣
jn004:040	11	luona	PREP.-3	luonaan
jn004:040	-	(;)	PUNC	;␣
jn004:040	13	ja	CNJ	ja␣
jn004:040	14	(hän)	PERS.SG.NOM	hän␣
jn004:040	14	viipyä	ACT.PAST.3S	viipyi␣
jn004:040	15	siellä	ADV	siellä␣
jn004:040	16	2	NUM.SG.NOM	kaksi␣
jn004:040	17a	päivä	SG.PTV	päivää
jn004:040	-	(.)	PUNC	.␣
jn004:041	jn004:041	jn004:041	VERSE	Jh␣4:41␣
jn004:041	1	ja	CNJ	Ja␣
jn004:041	3	vielä	ADV	vielä␣
jn004:041	2	paljo	ADJ.SG.PTV	paljoa␣
jn004:041	3	usea	ADJ.CMP.PL.NOM	useammat␣
jn004:041	4	uskoa	ACT.PAST.3P	uskoivat␣
jn004:041	8a	hän	PERS.SG.GEN	hänen␣
jn004:041	(6) 7	sana	NOM&SGGEN.-3	sanansa␣
jn004:041	5	tähden	POST	tähden
jn004:041	-	(,)	PUNC	,␣
jn004:042	jn004:042	jn004:042	VERSE	Jh␣4:42␣
jn004:042	2	ja	CNJ	ja␣
jn004:042	4	(he)	PERS.PL.NOM	he␣
jn004:042	4	sanoa	ACT.PAST.3P	sanoivat␣
jn004:042	(1) 3	nainen	SG.ALL	naiselle
jn004:042	5	:	PUNC	:␣
jn004:042	-	(")	PUNC.LEFT	"
jn004:042	6	ei	NEGV.1P	Emme␣
jn004:042	6	enää	ADV	enää␣
jn004:042	11a	uskoa	ACT.PRES.NEG	usko␣
jn004:042	9	sinä	PERS.SG.GEN	sinun␣
jn004:042	10 (8)	puhe	NOM&SGGEN.-2	puheesi␣
jn004:042	7	tähden	POST	tähden
jn004:042	-	(,)	PUNC	,␣
jn004:042	13	sillä	SUBORD	sillä␣
jn004:042	14	(me)	PERS.PL.NOM	me␣
jn004:042	12	itse	REFL.SG.NOM	itse␣
jn004:042	14	(olla)	COP.ACT.PRES.1P	olemme␣
jn004:042	14	kuulla	ACT.PCP2.PERF	kuulleet␣
jn004:042	15	ja	CNJ	ja␣
jn004:042	16	tietää	ACT.PRES.1P	tiedämme
jn004:042	-	(,)	PUNC	,␣
jn004:042	17	että	SUBORD	että␣
jn004:042	18	tämä	DEM.SG.NOM	tämä␣
jn004:042	20	totisesti	DER.ADV.POS	totisesti␣
jn004:042	19	olla	COP.ACT.PRES.3S	on␣
jn004:042	(23) 24a	maailma	SG.GEN	maailman␣
jn004:042	(21) 22	Vapahtaja	SG.NOM	Vapahtaja
jn004:042	-	(")	PUNC.RIGHT	"
jn004:042	-	(.)	PUNC	.␣
jn004:043	jn004:043	jn004:043	VERSE	Jh␣4:43␣
jn004:043	2	mutta	CNJ	Mutta␣
jn004:043	3	ne	DEM.PL.GEN	niiden␣
jn004:043	4	2	NUM.SG.GEN	kahden␣
jn004:043	5	päivä	SG.GEN	päivän␣
jn004:043	1	kulua	PSS.PCP2.TEMP	kuluttua␣
jn004:043	6	(hän)	PERS.SG.NOM	hän␣
jn004:043	6	lähteä	ACT.PAST.3S	lähti␣
jn004:043	7	sieltä	ADV	sieltä␣
jn004:043	10a (9)	Galilea	PR.SG.ILL	Galileaan
jn004:043	8	%case	LOC	
jn004:043	-	(.)	PUNC	.␣
jn004:044	jn004:044	jn004:044	VERSE	Jh␣4:44␣
jn004:044	2	sillä	SUBORD	Sillä␣
jn004:044	3	Jeesus	PR.SG.NOM	Jeesus␣
jn004:044	1	itse	REFL.SG.NOM	itse␣
jn004:044	4	todistaa	ACT.PAST.3S	todisti
jn004:044	-	(,)	PUNC	,␣
jn004:044	12 5	ettei	NEGV.3S	ettei␣
jn004:044	6	profeetta	SG.ADE	profeetalla␣
jn004:044	13a	olla	COP.ACT.PRES.NEG	ole␣
jn004:044	11	arvo	SG.PTV	arvoa␣
jn004:044	9	oma	ADJ.SG.INE	omassa␣
jn004:044	10 (8)	isä	PL.GEN.-3	isiensä␣
jn004:044	10 (8)	maa	SG.INE	maassa
jn004:044	7	%case	LOC	
jn004:044	-	(.)	PUNC	.␣
jn004:045	jn004:045	jn004:045	VERSE	Jh␣4:45␣
jn004:045	1	kun	SUBORD	Kun␣
jn004:045	3	(hän)	PERS.SG.NOM	hän␣
jn004:045	2	siis	ADV	siis␣
jn004:045	3	tulla	ACT.PAST.3S	tuli␣
jn004:045	(5) 6a	Galilea	PR.SG.ILL	Galileaan
jn004:045	4	%case	LOC	
jn004:045	-	(,)	PUNC	,␣
jn004:045	7	ottaa	ACT.PAST.3P	ottivat␣
jn004:045	10 (9)	galilealainen	DER.ADJ.PL.NOM	galilealaiset␣
jn004:045	8	hän	PERS.SG.ACC	hänet␣
jn004:045	7	vastaan	POST	vastaan
jn004:045	-	(,)	PUNC	,␣
jn004:045	12	(koska)	SUBORD	koska␣
jn004:045	12	(olla)	COP.ACT.PAST.3P	olivat␣
jn004:045	12	nähdä	ACT.PCP2.PERF	nähneet␣
jn004:045	11	kaikki	INDEF.SG.NOM	kaikki
jn004:045	-	(,)	PUNC	,␣
jn004:045	13	mikä	INT.REL.SG.PTV	mitä␣
jn004:045	14	(hän)	PERS.SG.NOM	hän␣
jn004:045	14	(olla)	COP.ACT.PAST.3S	oli␣
jn004:045	14	tehdä	ACT.PCP2.PERF	tehnyt␣
jn004:045	16	Jerusalem	PR.SG.INE	Jerusalemissa␣
jn004:045	15	%case	LOC	
jn004:045	(18) 19a	juhla	SG.GEN	juhlan␣
jn004:045	17	aika	SG.ESS	aikana
jn004:045	-	(;)	PUNC	;␣
jn004:045	22	sillä	SUBORD	sillä␣
jn004:045	21	he	PERS.PL.NOM.-CLITIC	hekin␣
jn004:045	20	%clitic	kin	
jn004:045	23	(olla)	COP.ACT.PAST.3P	olivat␣
jn004:045	23	tulla	ACT.PCP2.PERF	tulleet␣
jn004:045	(25) 26a	juhla	PL.ALL	juhlille
jn004:045	24	%case	LOC	
jn004:045	-	(.)	PUNC	.␣
jn004:046	jn004:046	jn004:046	VERSE	Jh␣4:46␣
jn004:046	2	niin	ADV.AD-A	Niin␣
jn004:046	1	(hän)	PERS.SG.NOM	hän␣
jn004:046	1	tulla	ACT.PAST.3S	tuli␣
jn004:046	3	taas	ADV	taas␣
jn004:046	(7) 8a	Galilea	PR.SG.GEN	Galilean␣
jn004:046	(5) 6	Kaana	PR.SG.ILL	Kaanaan
jn004:046	4	%case	LOC	
jn004:046	-	(,)	PUNC	,␣
jn004:046	9	joka	REL.SG.INE	jossa␣
jn004:046	10	(hän)	PERS.SG.NOM	hän␣
jn004:046	10	(olla)	COP.ACT.PAST.3S	oli␣
jn004:046	10	tehdä	ACT.PCP2.PERF	tehnyt␣
jn004:046	(11) 12	vesi	SG.GEN	veden␣
jn004:046	13a	viini	SG.TRA	viiniksi
jn004:046	-	(.)	PUNC	.␣
jn004:046	14	ja	CNJ	Ja␣
jn004:046	23a	Kapernaum	PR.SG.INE	Kapernaumissa␣
jn004:046	22	%case	LOC	
jn004:046	15	olla	COP.ACT.PAST.3S	oli␣
jn004:046	16	eräs	INDEF.SG.NOM	eräs␣
jn004:046	17	kuningas	SG.GEN	kuninkaan␣
jn004:046	17	virka_mies	SG.NOM	virkamies
jn004:046	-	(,)	PUNC	,␣
jn004:046	18	joka	REL.SG.GEN	jonka␣
jn004:046	(19) 20	poika	SG.NOM	poika␣
jn004:046	21	sairastaa	ACT.PAST.3S	sairasti
jn004:046	-	(.)	PUNC	.␣
jn004:047	jn004:047	jn004:047	VERSE	Jh␣4:47␣
jn004:047	2	(kun)	SUBORD	Kun␣
jn004:047	1	hän	PERS.SG.NOM	hän␣
jn004:047	2	kuulla	ACT.PAST.3S	kuuli␣
jn004:047	(3)	-	UNTRANSLATED	
jn004:047	4	Jeesus	PR.SG.GEN	Jeesuksen␣
jn004:047	5	tulla	ACT.PCP2.REFR	tulleen␣
jn004:047	(7) 8	Juudea	PR.SG.ELA	Juudeasta␣
jn004:047	6	%case	LOC	
jn004:047	(10) 11	Galilea	PR.SG.ILL	Galileaan
jn004:047	9	%case	LOC	
jn004:047	-	(,)	PUNC	,␣
jn004:047	12	mennä	ACT.PAST.3S	meni␣
jn004:047	12	(hän)	PERS.SG.NOM	hän␣
jn004:047	14	hän	PERS.SG.GEN	hänen␣
jn004:047	13	luokse	PREP.-3	luoksensa␣
jn004:047	15	ja	CNJ	ja␣
jn004:047	16	pyytää	ACT.PAST.3S	pyysi␣
jn004:047	-	(hän)	PERS.SG.PTV	häntä␣
jn004:047	18	tulla	INF3.ILL	tulemaan␣
jn004:047	17	%case	LOC	
jn004:047	19	ja	CNJ	ja␣
jn004:047	20	parantaa	DER.INF3.ILL	parantamaan␣
jn004:047	21	hän	PERS.SG.GEN	hänen␣
jn004:047	(22) 23a	poika	NOM&SGGEN.-3	poikansa
jn004:047	-	(;)	PUNC	;␣
jn004:047	25	sillä	SUBORD	sillä␣
jn004:047	24	(tämä)	DEM.SG.NOM	tämä␣
jn004:047	26a	(olla)	COP.ACT.PAST.3S	oli␣
jn004:047	26a	kuolla	INF5.-3	kuolemaisillaan
jn004:047	24	%tasp	INF5	
jn004:047	-	(.)	PUNC	.␣
jn004:048	jn004:048	jn004:048	VERSE	Jh␣4:48␣
jn004:048	2	niin	ADV.AD-A	Niin␣
jn004:048	(3) 4	Jeesus	PR.SG.NOM	Jeesus␣
jn004:048	1	sanoa	ACT.PAST.3S	sanoi␣
jn004:048	6a	hän	PERS.SG.ALL	hänelle
jn004:048	5	%case	LOC	
jn004:048	-	(:)	PUNC	:␣
jn004:048	-	(")	PUNC.LEFT	"
jn004:048	7 8	ellei	NEGV.2P	Ellette␣
jn004:048	12a	nähdä	ACT.PRES.NEG	näe␣
jn004:048	9	merkki	PL.PTV	merkkejä␣
jn004:048	10	ja	CNJ	ja␣
jn004:048	11	ihme	ADJ.PL.PTV	ihmeitä
jn004:048	-	(,)	PUNC	,␣
jn004:048	15a	(te)	PERS.PL.NOM	te␣
jn004:048	13 14	ei	NEGV.2P	ette␣
jn004:048	15a	uskoa	ACT.PRES.NEG	usko
jn004:048	-	(")	PUNC.RIGHT	"
jn004:048	-	(.)	PUNC	.␣
jn004:049	jn004:049	jn004:049	VERSE	Jh␣4:49␣
jn004:049	(4) 5a	kuningas	SG.GEN	Kuninkaan␣
jn004:049	(4) 5a	virka_mies	SG.NOM	virkamies␣
jn004:049	1	sanoa	ACT.PAST.3S	sanoi␣
jn004:049	3	hän	PERS.SG.ALL	hänelle
jn004:049	2	%case	LOC	
jn004:049	-	(:)	PUNC	:␣
jn004:049	-	(")	PUNC.LEFT	"
jn004:049	6a	Herra	SG.NOM	Herra
jn004:049	-	(,)	PUNC	,␣
jn004:049	7	tulla	ACT.IMP.2S	tule
jn004:049	-	(,)	PUNC	,␣
jn004:049	8	ennen_kuin	SUBORD	ennenkuin␣
jn004:049	12a	minä	PERS.SG.GEN	minun␣
jn004:049	(10) 11	lapsi	NOM&SGGEN.-1	lapseni␣
jn004:049	9	kuolla	ACT.PRES.3S	kuolee
jn004:049	-	(")	PUNC.RIGHT	"
jn004:049	-	(.)	PUNC	.␣
jn004:050	jn004:050	jn004:050	VERSE	Jh␣4:50␣
jn004:050	(3) 4a	Jeesus	PR.SG.NOM	Jeesus␣
jn004:050	1	sanoa	ACT.PAST.3S	sanoi␣
jn004:050	2	hän	PERS.SG.ALL	hänelle
jn004:050	-	(:)	PUNC	:␣
jn004:050	-	(")	PUNC.LEFT	"
jn004:050	5a	mennä	ACT.IMP.2S	Mene
jn004:050	-	(,)	PUNC	,␣
jn004:050	8	sinä	PERS.SG.GEN	sinun␣
jn004:050	(6) 7	poika	NOM&SGGEN.-2	poikasi␣
jn004:050	9a	elää	ACT.PRES.3S	elää
jn004:050	-	(")	PUNC.RIGHT	"
jn004:050	-	(.)	PUNC	.␣
jn004:050	-	(ja)	CNJ	Ja␣
jn004:050	(11) 12	mies	SG.NOM	mies␣
jn004:050	10	uskoa	ACT.PAST.3S	uskoi␣
jn004:050	(13) 14	sana	SG.GEN	sanan
jn004:050	-	(,)	PUNC	,␣
jn004:050	15	joka	REL.SG.GEN	jonka␣
jn004:050	(18) 19	Jeesus	PR.SG.NOM	Jeesus␣
jn004:050	16	sanoa	ACT.PAST.3S	sanoi␣
jn004:050	17	hän	PERS.SG.ALL	hänelle
jn004:050	-	(,)	PUNC	,␣
jn004:050	20	ja	CNJ	ja␣
jn004:050	21a	mennä	ACT.PAST.3S	meni
jn004:050	-	(.)	PUNC	.␣
jn004:051	jn004:051	jn004:051	VERSE	Jh␣4:51␣
jn004:051	2	ja	CNJ	Ja␣
jn004:051	1	jo	ADV	jo␣
jn004:051	3	hän	PERS.SG.GEN	hänen␣
jn004:051	4	olla	COP.ACT.INF2.INE.-3	ollessaan␣
jn004:051	4	paluu_matka	SG.ADE	paluumatkalla␣
jn004:051	7	hän	PERS.SG.GEN	hänen␣
jn004:051	(5) 6	palvelija	DER.NOM&SGGEN.-3	palvelijansa␣
jn004:051	8	kohdata	ACT.PAST.3P	kohtasivat␣
jn004:051	9	hän	PERS.SG.ACC	hänet␣
jn004:051	-	(ja)	CNJ	ja␣
jn004:051	10	sanoa	ACT.PAST.3P	sanoivat
jn004:051	-	(,)	PUNC	,␣
jn004:051	11	että	SUBORD	että␣
jn004:051	14	hän	PERS.SG.GEN	hänen␣
jn004:051	(12) 13	poika	NOM&SGGEN.-3	poikansa␣
jn004:051	15a	elää	ACT.PAST.3S	eli
jn004:051	-	(.)	PUNC	.␣
jn004:052	jn004:052	jn004:052	VERSE	Jh␣4:52␣
jn004:052	2	niin	ADV.AD-A	Niin␣
jn004:052	1	(hän)	PERS.SG.NOM	hän␣
jn004:052	1	tiedustaa	ACT.PAST.3S	tiedusti␣
jn004:052	6	he	PERS.PL.ABL	heiltä
jn004:052	5	%case	LOC	
jn004:052	-	(,)	PUNC	,␣
jn004:052	8	mikä	INT.REL.SG.ADE	millä␣
jn004:052	7	%case	LOC	
jn004:052	(3) 4	hetki	SG.ADE	hetkellä␣
jn004:052	10a 9	(hän)	PERS.SG.NOM	hän␣
jn004:052	10a 9	(olla)	COP.ACT.PAST.3S	oli␣
jn004:052	10a 9	(alkaa)	ACT.PCP2.PERF	alkanut␣
jn004:052	10a 9	toipua	INF1.LAT	toipua
jn004:052	-	(.)	PUNC	.␣
jn004:052	12	ja	CNJ	Ja␣
jn004:052	11	(he)	PERS.PL.NOM	he␣
jn004:052	11	sanoa	ACT.PAST.3P	sanoivat␣
jn004:052	13	hän	PERS.SG.ALL	hänelle
jn004:052	14	:	PUNC	:␣
jn004:052	-	(")	PUNC.LEFT	"
jn004:052	15	eilen	ADV	Eilen␣
jn004:052	17		ORD.SG.ADE	seitsemännellä␣
jn004:052	16	hetki	SG.ADE	hetkellä␣
jn004:052	(20) 21a	kuume	SG.NOM	kuume␣
jn004:052	18	lähteä	ACT.PAST.3S	lähti␣
jn004:052	19	hän	PERS.SG.ELA	hänestä
jn004:052	-	(")	PUNC.RIGHT	"
jn004:052	-	(.)	PUNC	.␣
jn004:053	jn004:053	jn004:053	VERSE	Jh␣4:53␣
jn004:053	2	niin	ADV.AD-A	Niin␣
jn004:053	(3) 4	isä	SG.NOM	isä␣
jn004:053	1	ymmärtää	ACT.PAST.3S	ymmärsi
jn004:053	-	(,)	PUNC	,␣
jn004:053	5a	että	SUBORD	että␣
jn004:053	-	(se)	DEM.SG.NOM	se␣
jn004:053	-	(olla)	COP.ACT.PAST.3S	oli␣
jn004:053	-	(tapahtua)	ACT.PCP2.PERF	tapahtunut␣
jn004:053	7	se	DEM.SG.ADE	sillä␣
jn004:053	(8) 9	hetki	SG.ADE	hetkellä
jn004:053	6a	%case	LOC	
jn004:053	-	(,)	PUNC	,␣
jn004:053	11	jolloin	ADV	jolloin␣
jn004:053	10	%case	?	
jn004:053	(14) 15a	Jeesus	PR.SG.NOM	Jeesus␣
jn004:053	12	(olla)	COP.ACT.PAST.3S	oli␣
jn004:053	12	sanoa	ACT.PCP2.PERF	sanonut␣
jn004:053	13	hän	PERS.SG.ALL	hänelle
jn004:053	-	(:)	PUNC	:␣
jn004:053	-	(")	PUNC.LEFT	"
jn004:053	18	sinä	PERS.SG.GEN	Sinun␣
jn004:053	(16) 17	poika	NOM&SGGEN.-2	poikasi␣
jn004:053	19a	elää	ACT.PRES.3S	elää
jn004:053	-	(")	PUNC.RIGHT	"
jn004:053	-	(.)	PUNC	.␣
jn004:053	20	ja	CNJ	Ja␣
jn004:053	21	(hän)	PERS.SG.NOM	hän␣
jn004:053	21	uskoa	ACT.PAST.3S	uskoi
jn004:053	-	(,)	PUNC	,␣
jn004:053	22	hän	PERS.SG.NOM	hän␣
jn004:053	23	ja	CNJ	ja␣
jn004:053	27a	koko	ADJ	koko␣
jn004:053	26	hän	PERS.SG.GEN	hänen␣
jn004:053	(24) 25	huone_kunta	NOM&SGGEN.-3	huonekuntansa
jn004:053	-	(.)	PUNC	.␣
jn004:054	jn004:054	jn004:054	VERSE	Jh␣4:54␣
jn004:054	1a	tämä	DEM.SG.NOM	Tämä␣
jn004:054	(2a)	-	UNTRANSLATED	
jn004:054	-	(olla)	COP.ACT.PAST.3S	oli␣
jn004:054	3	taas	ADV	taas␣
jn004:054	5	tunnus_teko	SG.NOM	tunnusteko
jn004:054	-	(,)	PUNC	,␣
jn004:054	4		ORD.SG.NOM	toinen
jn004:054	-	(,)	PUNC	,␣
jn004:054	-	(joka)	REL.SG.GEN	jonka␣
jn004:054	(7) 8	Jeesus	PR.SG.NOM	Jeesus␣
jn004:054	6	tehdä	ACT.PAST.3S	teki
jn004:054	-	(,)	PUNC	,␣
jn004:054	9	tulla	PSS.PCP2.-3.TEMP	tultuaan␣
jn004:054	(11) 12	Juudea	PR.SG.ELA	Juudeasta␣
jn004:054	10	%case	LOC	
jn004:054	(14) 15a	Galilea	PR.SG.ILL	Galileaan
jn004:054	13	%case	LOC	
jn004:054	-	(.)	PUNC	.␣
jn005:001	jn005:001	jn005:001	VERSE	Jh␣5:1␣
jn005:001	2	se	DEM.SG.GEN	Sen␣
jn005:001	1	jälkeen	PREP	jälkeen␣
jn005:001	3	olla	COP.ACT.PAST.3S	oli␣
jn005:001	(5) 6	juutalainen	DER.ADJ.PL.GEN	juutalaisten␣
jn005:001	4	juhla	SG.NOM	juhla
jn005:001	-	(,)	PUNC	,␣
jn005:001	7	ja	CNJ	ja␣
jn005:001	9	Jeesus	PR.SG.NOM	Jeesus␣
jn005:001	8	mennä	ACT.PAST.3S	meni␣
jn005:001	8	ylös	ADV	ylös␣
jn005:001	11a	Jerusalem	PR.SG.ILL	Jerusalemiin
jn005:001	10	%case	LOC	
jn005:001	-	(.)	PUNC	.␣
jn005:002	jn005:002	jn005:002	VERSE	Jh␣5:2␣
jn005:002	2	ja	CNJ	Ja␣
jn005:002	(4) 5	Jerusalem	PR.SG.INE	Jerusalemissa␣
jn005:002	3	%case	LOC	
jn005:002	1	olla	COP.ACT.PRES.3S	on␣
jn005:002	(7) 8	Lammas_portti	SG.GEN	Lammasportin␣
jn005:002	6	luona	PREP	luona␣
jn005:002	9	lammikko	SG.NOM	lammikko
jn005:002	-	(,)	PUNC	,␣
jn005:002	10	joka	REL.SG.GEN	jonka␣
jn005:002	11	nimi	SG.NOM	nimi␣
jn005:002	12	hebrean_kieli	SG.ADE	hebreankielellä␣
jn005:002	11	olla	COP.ACT.PRES.3S	on␣
jn005:002	13	Betesda	PR.SG.NOM	Betesda
jn005:002	-	(,)	PUNC	,␣
jn005:002	-	(ja)	CNJ	ja␣
jn005:002	-	(se)	DEM.SG.GEN	sen␣
jn005:002	-	(reuna)	SG.ADE	reunalla␣
jn005:002	16a	olla	COP.ACT.PRES.3S	on␣
jn005:002	14	5	NUM.SG.NOM	viisi␣
jn005:002	15	pylväs_käytävä	SG.PTV	pylväskäytävää
jn005:002	-	(.)	PUNC	.␣
jn005:003	jn005:003	jn005:003	VERSE	Jh␣5:3␣
jn005:003	2	ne	DEM.PL.INE	Niissä␣
jn005:003	1	%case	LOC	
jn005:003	3	maata	ACT.PAST.3S	makasi␣
jn005:003	4	suuri	ADJ.SG.NOM	suuri␣
jn005:003	4	joukko	SG.NOM	joukko␣
jn005:003	(5) 6a	sairas	ADJ.PL.PTV	sairaita
jn005:003	-	(,)	PUNC	,␣
jn005:003	7a	sokea	ADJ.PL.PTV	sokeita
jn005:003	-	(,)	PUNC	,␣
jn005:003	8a	rampa	ADJ.PL.PTV	rampoja␣
jn005:003	-	(ja)	CNJ	ja␣
jn005:003	9a	näivetys_tautinen	ADJ.PL.PTV	näivetystautisia
jn005:003	9b	,	PUNC	,␣
jn005:003	-	(joka)	REL.PL.NOM	jotka␣
jn005:003	10	odottaa	ACT.PAST.3P	odottivat␣
jn005:003	(12) 13	vesi	SG.GEN	veden␣
jn005:003	(11) 14a	liikuttaminen	DER.SG.PTV	liikuttamista
jn005:003	14b	.	PUNC	.␣
jn005:004	jn005:004	jn005:004	VERSE	Jh␣5:4␣
jn005:004	4	ajoittain	DER.ADV	Ajoittain␣
jn005:004	3	%inflection	DER.ADV	
jn005:004	5	astua	ACT.PAST.3S	astui␣
jn005:004	2	näet	ADV	näet␣
jn005:004	1	enkeli	SG.NOM	enkeli␣
jn005:004	5	alas	ADV	alas␣
jn005:004	(7) 8a	lammikko	SG.ILL	lammikkoon␣
jn005:004	6	%case	LOC	
jn005:004	9	ja	CNJ	ja␣
jn005:004	10	kuohuttaa	DER.ACT.PAST.3S	kuohutti␣
jn005:004	(11) 12a	vesi	SG.GEN	veden
jn005:004	12b	.	PUNC	.␣
jn005:004	13	joka	REL.INDEF.SG.NOM	Joka␣
jn005:004	14	silloin	ADV	silloin␣
jn005:004	(20) 21a	vesi	SG.GEN	veden␣
jn005:004	(18) 19	kuohuttaminen	DER.SG.GEN	kuohuttamisen␣
jn005:004	17	jälkeen	PREP	jälkeen␣
jn005:004	15		ORD.SG.ESS	ensimmäisenä␣
jn005:004	-	(siihen)	ADV	siihen␣
jn005:004	16	astua	ACT.PAST.3S	astui
jn005:004	21b	,	PUNC	,␣
jn005:004	23a	(se)	DEM.SG.NOM	se␣
jn005:004	23a	tulla	ACT.PAST.3S	tuli␣
jn005:004	22	terve	ADJ.SG.TRA	terveeksi
jn005:004	23b	,	PUNC	,␣
